,how,is,lap,provided,by,overlapping,the,admission,side,port,?
the,0.33890387415885925,0.5823672413825989,0.1943770945072174,0.304488867521286,0.4408751428127289,0.2630730867385864,1.0,0.2620483338832855,0.37146830558776855,0.2648184895515442,0.22068053483963013
usual,0.26254522800445557,0.3031772971153259,0.18196024000644684,0.19639816880226135,0.16895191371440887,0.3138549029827118,0.3319869339466095,0.18881890177726746,0.1454114466905594,0.11482807993888855,0.19873492419719696
compromise,0.2663578689098358,0.17598848044872284,0.11460746824741364,0.3042397201061249,0.19477476179599762,0.2672697603702545,0.25162890553474426,0.3908701241016388,0.20392391085624695,0.11362303793430328,0.3125070035457611
solution,0.30475273728370667,0.2851429283618927,0.12321562319993973,0.24202090501785278,0.19264066219329834,0.24424521625041962,0.20422548055648804,0.22614209353923798,0.14815156161785126,0.11681614071130753,0.28505614399909973
has,0.26820555329322815,0.5668748617172241,0.15872271358966827,0.2187918722629547,0.3254803419113159,0.21108761429786682,0.4177538752555847,0.2254832684993744,0.2676926255226135,0.20369522273540497,0.15994466841220856
been,0.26456597447395325,0.39566612243652344,0.15158888697624207,0.2599658966064453,0.39107078313827515,0.24418513476848602,0.3563927710056305,0.24673409759998322,0.16578717529773712,0.1613520085811615,0.24354910850524902
to,0.44169697165489197,0.42745086550712585,0.23968270421028137,0.28066325187683105,0.33534231781959534,0.24336397647857666,0.535392165184021,0.3141794502735138,0.2686329185962677,0.23759682476520538,0.29463258385658264
provide,0.3199661672115326,0.23050084710121155,0.1139015480875969,0.7498367428779602,0.2001653015613556,0.2456502467393875,0.26373472809791565,0.2570284903049469,0.1868932545185089,0.15832924842834473,0.22704634070396423
lap,0.1143224835395813,0.14138349890708923,0.9999998807907104,0.12179597467184067,0.08909648656845093,0.24942907691001892,0.1943770945072174,0.22742415964603424,0.1374305784702301,0.13762696087360382,0.14896324276924133
by,0.34370526671409607,0.3899846076965332,0.08909648656845093,0.2935292720794678,1.0000001192092896,0.14166654646396637,0.4408751428127289,0.22830261290073395,0.19597385823726654,0.18397195637226105,0.17966607213020325
lengthening,0.19048312306404114,0.21777433156967163,0.16504991054534912,0.23580947518348694,0.1574150174856186,0.35526135563850403,0.30830731987953186,0.18681243062019348,0.22253340482711792,0.17839078605175018,0.17432504892349243
rubbing,0.2124362289905548,0.1995180994272232,0.2943617105484009,0.12133052200078964,0.17919188737869263,0.39349615573883057,0.23010006546974182,0.13796095550060272,0.20990212261676788,0.02478446252644062,0.22086301445960999
surfaces,0.2733481526374817,0.22971126437187195,0.1772356778383255,0.15158121287822723,0.1724068820476532,0.47907373309135437,0.2074194699525833,0.18538224697113037,0.31427982449531555,0.1699579656124115,0.15262344479560852
of,0.2480744868516922,0.4854315221309662,0.1141389012336731,0.272808313369751,0.3646814823150635,0.2545313835144043,0.733189046382904,0.27535557746887207,0.2452700436115265,0.19644224643707275,0.1826142966747284
the,0.33890387415885925,0.5823672413825989,0.1943770945072174,0.304488867521286,0.4408751428127289,0.2630730867385864,1.0,0.2620483338832855,0.37146830558776855,0.2648184895515442,0.22068053483963013
valve,0.23571601510047913,0.19948938488960266,0.2644200921058655,0.1857513040304184,0.2077023684978485,0.1756911426782608,0.22700907289981842,0.1465533822774887,0.1307789534330368,0.13728418946266174,0.19203683733940125
in,0.2601168751716614,0.5394441485404968,0.17581942677497864,0.19033823907375336,0.370934396982193,0.20792469382286072,0.6662389636039734,0.2778421938419342,0.2626299262046814,0.20519298315048218,0.20430970191955566
such,0.307365357875824,0.23545363545417786,0.14906029403209686,0.28610771894454956,0.2736194431781769,0.32178425788879395,0.3575236201286316,0.19926612079143524,0.219064399600029,0.13089300692081451,0.17851735651493073
a,0.29312583804130554,0.658733606338501,0.1691824495792389,0.20476344227790833,0.32094135880470276,0.24043597280979156,0.5829201340675354,0.28397107124328613,0.29873180389404297,0.1891530454158783,0.23916715383529663
way,0.5782880783081055,0.31685471534729004,0.1679326891899109,0.23560744524002075,0.3228684663772583,0.3164001405239105,0.36217406392097473,0.226692795753479,0.3594447374343872,0.15120847523212433,0.31575819849967957
as,0.33782753348350525,0.43216490745544434,0.12915627658367157,0.2797299921512604,0.3815547823905945,0.22944387793540955,0.48381632566452026,0.24469693005084991,0.22120459377765656,0.1979490965604782,0.27043893933296204
to,0.44169697165489197,0.42745086550712585,0.23968270421028137,0.28066325187683105,0.33534231781959534,0.24336397647857666,0.535392165184021,0.3141794502735138,0.2686329185962677,0.23759682476520538,0.29463258385658264
overlap,0.25932538509368896,0.15863929688930511,0.23174479603767395,0.19938352704048157,0.0758129134774208,0.838596522808075,0.24004118144512177,0.18215781450271606,0.28236934542655945,0.0004983384860679507,0.2450070083141327
the,0.33890387415885925,0.5823672413825989,0.1943770945072174,0.304488867521286,0.4408751428127289,0.2630730867385864,1.0,0.2620483338832855,0.37146830558776855,0.2648184895515442,0.22068053483963013
port,0.08507416397333145,0.26270607113838196,0.13762696087360382,0.1298769861459732,0.18397195637226105,0.06365862488746643,0.2648184895515442,0.1444665640592575,0.1986381560564041,1.0,0.06519711017608643
on,0.32655060291290283,0.3635730445384979,0.21264159679412842,0.24629086256027222,0.33887791633605957,0.2766897976398468,0.5107308030128479,0.21714679896831512,0.3734041452407837,0.23433606326580048,0.2714994251728058
the,0.33890387415885925,0.5823672413825989,0.1943770945072174,0.304488867521286,0.4408751428127289,0.2630730867385864,1.0,0.2620483338832855,0.37146830558776855,0.2648184895515442,0.22068053483963013
admission,0.24385643005371094,0.21989640593528748,0.22742415964603424,0.25240951776504517,0.22830261290073395,0.15003125369548798,0.2620483338832855,1.0,0.1517803966999054,0.1444665640592575,0.19312289357185364
side,0.2033666968345642,0.27624061703681946,0.1374305784702301,0.17496763169765472,0.19597385823726654,0.3042697608470917,0.37146830558776855,0.1517803966999054,1.0,0.1986381560564041,0.07831130921840668
",",0.22659391164779663,0.4691906273365021,0.21102629601955414,0.27036961913108826,0.3680937886238098,0.24476781487464905,0.4933079481124878,0.1946551650762558,0.24522119760513306,0.26668232679367065,0.31091248989105225
with,0.3525622487068176,0.3250955045223236,0.18807247281074524,0.26677820086479187,0.39731505513191223,0.3478583097457886,0.4223487675189972,0.12267886102199554,0.3290523588657379,0.15417149662971497,0.2433311939239502
the,0.33890387415885925,0.5823672413825989,0.1943770945072174,0.304488867521286,0.4408751428127289,0.2630730867385864,1.0,0.2620483338832855,0.37146830558776855,0.2648184895515442,0.22068053483963013
effect,0.3210693895816803,0.17614969611167908,0.13386103510856628,0.2379494309425354,0.21400253474712372,0.18584448099136353,0.2865084111690521,0.2043761909008026,0.27899667620658875,0.12632742524147034,0.1783771812915802
that,0.557814359664917,0.3995479643344879,0.21364836394786835,0.3600626289844513,0.37496164441108704,0.2917642295360565,0.5473989248275757,0.28052911162376404,0.27619752287864685,0.18153353035449982,0.32716336846351624
the,0.33890387415885925,0.5823672413825989,0.1943770945072174,0.304488867521286,0.4408751428127289,0.2630730867385864,1.0,0.2620483338832855,0.37146830558776855,0.2648184895515442,0.22068053483963013
exhaust,0.2941373884677887,0.1744835078716278,0.2603265047073364,0.20376373827457428,0.17077767848968506,0.19001168012619019,0.2500286400318146,0.255610853433609,0.17984403669834137,0.08031544089317322,0.1444300264120102
side,0.2033666968345642,0.27624061703681946,0.1374305784702301,0.17496763169765472,0.19597385823726654,0.3042697608470917,0.37146830558776855,0.1517803966999054,1.0,0.1986381560564041,0.07831130921840668
remains,0.1618891805410385,0.3655484914779663,0.15306484699249268,0.1824277937412262,0.14384661614894867,0.2603892683982849,0.3663966655731201,0.17661388218402863,0.27537262439727783,0.09418589621782303,0.1479063630104065
open,0.17624881863594055,0.1846783459186554,0.13969595730304718,0.2146436721086502,0.16097451746463776,0.2171962857246399,0.2764171361923218,0.22585557401180267,0.14887480437755585,0.17567673325538635,0.20715104043483734
for,0.3308170735836029,0.43268078565597534,0.1925441175699234,0.38938868045806885,0.3248702883720398,0.216386079788208,0.4739971458911896,0.27035728096961975,0.14891928434371948,0.15345950424671173,0.264628142118454
a,0.29312583804130554,0.658733606338501,0.1691824495792389,0.20476344227790833,0.32094135880470276,0.24043597280979156,0.5829201340675354,0.28397107124328613,0.29873180389404297,0.1891530454158783,0.23916715383529663
longer,0.2641701102256775,0.2545848786830902,0.15586909651756287,0.23493221402168274,0.20408067107200623,0.23959892988204956,0.361417293548584,0.17961478233337402,0.2424919456243515,0.11333741247653961,0.24416615068912506
period,0.22695960104465485,0.1838376820087433,0.15083017945289612,0.16187049448490143,0.22862431406974792,0.25158774852752686,0.3125074505805969,0.2102152556180954,0.08529841899871826,0.08862724900245667,0.18706195056438446
after,0.23871733248233795,0.2835143506526947,0.21196304261684418,0.15299078822135925,0.41259682178497314,0.14905887842178345,0.4565047025680542,0.2584628164768219,0.19235624372959137,0.19984881579875946,0.16608688235282898
cut-off,0.23290571570396423,0.1845293492078781,0.3081251382827759,0.23255997896194458,0.2980407476425171,0.30109336972236633,0.2225402593612671,0.16189470887184143,0.16153408586978912,0.18328428268432617,0.11273077130317688
on,0.32655060291290283,0.3635730445384979,0.21264159679412842,0.24629086256027222,0.33887791633605957,0.2766897976398468,0.5107308030128479,0.21714679896831512,0.3734041452407837,0.23433606326580048,0.2714994251728058
the,0.33890387415885925,0.5823672413825989,0.1943770945072174,0.304488867521286,0.4408751428127289,0.2630730867385864,1.0,0.2620483338832855,0.37146830558776855,0.2648184895515442,0.22068053483963013
admission,0.24385643005371094,0.21989640593528748,0.22742415964603424,0.25240951776504517,0.22830261290073395,0.15003125369548798,0.2620483338832855,1.0,0.1517803966999054,0.1444665640592575,0.19312289357185364
side,0.2033666968345642,0.27624061703681946,0.1374305784702301,0.17496763169765472,0.19597385823726654,0.3042697608470917,0.37146830558776855,0.1517803966999054,1.0,0.1986381560564041,0.07831130921840668
has,0.26820555329322815,0.5668748617172241,0.15872271358966827,0.2187918722629547,0.3254803419113159,0.21108761429786682,0.4177538752555847,0.2254832684993744,0.2676926255226135,0.20369522273540497,0.15994466841220856
occurred,0.11476008594036102,0.186143696308136,0.12520888447761536,0.2527669370174408,0.13885536789894104,0.28824546933174133,0.3372073173522949,0.1886519491672516,0.18816936016082764,0.09219790995121002,0.15880417823791504
.,0.3287222981452942,0.4569662809371948,0.1193314641714096,0.22066283226013184,0.3936232924461365,0.26860424876213074,0.5934505462646484,0.2514549791812897,0.3030071258544922,0.22629979252815247,0.4130953550338745
