,what,other,terminology,is,considered,much,more,destructive,?
it,0.45803478360176086,0.36282607913017273,0.2623061239719391,0.6328473687171936,0.3332322835922241,0.48116767406463623,0.42550966143608093,0.22404342889785767,0.25732165575027466
has,0.20338068902492523,0.3162766396999359,0.1449040025472641,0.5668748617172241,0.2294963151216507,0.31650421023368835,0.3442428410053253,0.1512683779001236,0.15994466841220856
been,0.2567804455757141,0.34575363993644714,0.10136330127716064,0.39566612243652344,0.3073938190937042,0.34950098395347595,0.34097588062286377,0.21483421325683594,0.24354910850524902
argued,0.31776854395866394,0.19940726459026337,0.15042351186275482,0.08507123589515686,0.31599098443984985,0.22453203797340393,0.19259075820446014,0.1656588315963745,0.18905270099639893
that,0.6297725439071655,0.5570666193962097,0.26614853739738464,0.3995479643344879,0.37593913078308105,0.4869440197944641,0.4813884496688843,0.2915520966053009,0.32716336846351624
",",0.3087472915649414,0.4446498453617096,0.23080453276634216,0.4691906273365021,0.32932984828948975,0.36182254552841187,0.3696524500846863,0.24092638492584229,0.31091248989105225
while,0.35511791706085205,0.34462770819664,0.2063365876674652,0.2713196575641632,0.3152896463871002,0.3463909924030304,0.34450140595436096,0.2692505419254303,0.21076419949531555
both,0.3361809551715851,0.48922300338745117,0.2561376988887787,0.31409940123558044,0.349530428647995,0.317509263753891,0.3667539656162262,0.19300012290477753,0.19455738365650177
civil,0.15091551840305328,0.17309200763702393,0.08912484347820282,0.16941262781620026,0.1520952433347702,0.1829502135515213,0.17124666273593903,0.15673857927322388,0.1494513899087906
disobedience,0.3298627436161041,0.24770691990852356,0.22011755406856537,0.21453623473644257,0.23693662881851196,0.18627820909023285,0.2029244303703308,0.254560649394989,0.19890835881233215
and,0.31309178471565247,0.5504306554794312,0.2263316512107849,0.3859752118587494,0.3359341621398926,0.38395699858665466,0.39880692958831787,0.23655502498149872,0.20544172823429108
civil,0.15091551840305328,0.17309200763702393,0.08912484347820282,0.16941262781620026,0.1520952433347702,0.1829502135515213,0.17124666273593903,0.15673857927322388,0.1494513899087906
rebellion,0.20742425322532654,0.17529958486557007,0.09865521639585495,0.16987597942352295,0.14948628842830658,0.23023590445518494,0.172183096408844,0.1898687779903412,0.10071789473295212
are,0.29724663496017456,0.5932393670082092,0.22611653804779053,0.5330929756164551,0.35714471340179443,0.2937524914741516,0.4066504240036011,0.19956137239933014,0.24591213464736938
justified,0.3712652921676636,0.20049907267093658,0.17666946351528168,0.16052663326263428,0.422171950340271,0.23896721005439758,0.2745818495750427,0.3537745177745819,0.38761505484580994
by,0.2455483376979828,0.3321913778781891,0.16256386041641235,0.3899846076965332,0.23957760632038116,0.24959969520568848,0.2627272307872772,0.13035619258880615,0.17966607213020325
appeal,0.2697356641292572,0.16229446232318878,0.09829353541135788,0.2135782092809677,0.23731307685375214,0.13183557987213135,0.24404238164424896,0.19200417399406433,0.18189522624015808
to,0.455847829580307,0.4193183183670044,0.17471660673618317,0.42745086550712585,0.2954166829586029,0.40610215067863464,0.47084665298461914,0.24978958070278168,0.29463258385658264
constitutional,0.24835939705371857,0.17970778048038483,0.21905267238616943,0.2099083513021469,0.2595736086368561,0.13958777487277985,0.1958983838558197,0.10194101929664612,0.2199033498764038
defects,0.19250653684139252,0.25534558296203613,0.1444673091173172,0.248048335313797,0.22463156282901764,0.22037114202976227,0.2611462473869324,0.21365995705127716,0.11700957268476486
",",0.3087472915649414,0.4446498453617096,0.23080453276634216,0.4691906273365021,0.32932984828948975,0.36182254552841187,0.3696524500846863,0.24092638492584229,0.31091248989105225
rebellion,0.20742425322532654,0.17529958486557007,0.09865521639585495,0.16987597942352295,0.14948628842830658,0.23023590445518494,0.172183096408844,0.1898687779903412,0.10071789473295212
is,0.28837618231773376,0.25895947217941284,0.19339364767074585,1.0,0.4096149802207947,0.3156087100505829,0.2946030795574188,0.17895475029945374,0.22961433231830597
much,0.45316147804260254,0.3761230409145355,0.21380725502967834,0.3156087100505829,0.2904464900493622,0.9999998807907104,0.5936280488967896,0.3172619342803955,0.23442231118679047
more,0.3484537899494171,0.49628373980522156,0.21422025561332703,0.2946030795574188,0.34512007236480713,0.5936280488967896,1.0,0.3013438880443573,0.27894994616508484
destructive,0.2930704951286316,0.2517867982387543,0.14441382884979248,0.17895475029945374,0.2677282392978668,0.3172619342803955,0.3013438880443573,0.9999998807907104,0.18108771741390228
;,0.10986888408660889,0.13311924040317535,0.11557310074567795,0.05324986204504967,0.11059124767780304,0.128553569316864,0.03734373301267624,0.018011311069130898,0.10349778085947037
therefore,0.4125064015388489,0.38610950112342834,0.21062782406806946,0.36838728189468384,0.41219332814216614,0.39146608114242554,0.4573655426502228,0.2493177056312561,0.3325358033180237
",",0.3087472915649414,0.4446498453617096,0.23080453276634216,0.4691906273365021,0.32932984828948975,0.36182254552841187,0.3696524500846863,0.24092638492584229,0.31091248989105225
the,0.42745697498321533,0.44152235984802246,0.2509952485561371,0.5823672413825989,0.4028765559196472,0.35023224353790283,0.39758381247520447,0.22169126570224762,0.22068053483963013
