,what,was,the,capital,of,khwarezmia,before,the,mongol,invasion,?
after,0.21973377466201782,0.49306565523147583,0.4565047025680542,0.25313887000083923,0.3867455720901489,0.266024649143219,0.6937490701675415,0.4565047025680542,0.20212414860725403,0.3089624345302582,0.16608688235282898
the,0.42745697498321533,0.48711544275283813,1.0,0.3049491047859192,0.733189046382904,0.3111512362957001,0.45900648832321167,1.0,0.2924198508262634,0.32296645641326904,0.22068053483963013
capital,0.17967931926250458,0.21907466650009155,0.3049491047859192,0.9999999403953552,0.30823585391044617,0.31746724247932434,0.17086370289325714,0.3049491047859192,0.2768394947052002,0.19222773611545563,0.0907452180981636
samarkand,0.23882515728473663,0.24185223877429962,0.3053828775882721,0.33035627007484436,0.2605690360069275,0.6078715324401855,0.2944144904613495,0.3053828775882721,0.49078091979026794,0.2723546326160431,0.14516572654247284
fell,0.1721644401550293,0.38681042194366455,0.2598440647125244,0.15752534568309784,0.2526882588863373,0.2927643954753876,0.30259981751441956,0.2598440647125244,0.2202470302581787,0.18326328694820404,0.13107693195343018
",",0.3087472915649414,0.45456063747406006,0.4933079481124878,0.28033894300460815,0.4946078956127167,0.35280895233154297,0.3156566619873047,0.4933079481124878,0.2229510098695755,0.19455376267433167,0.31091248989105225
the,0.42745697498321533,0.48711544275283813,1.0,0.3049491047859192,0.733189046382904,0.3111512362957001,0.45900648832321167,1.0,0.2924198508262634,0.32296645641326904,0.22068053483963013
capital,0.17967931926250458,0.21907466650009155,0.3049491047859192,0.9999999403953552,0.30823585391044617,0.31746724247932434,0.17086370289325714,0.3049491047859192,0.2768394947052002,0.19222773611545563,0.0907452180981636
was,0.22111038863658905,1.0000001192092896,0.48711544275283813,0.21907466650009155,0.4069072902202606,0.2980318069458008,0.38607707619667053,0.48711544275283813,0.17204789817333221,0.27169278264045715,0.18412111699581146
moved,0.20601840317249298,0.3804442584514618,0.32031023502349854,0.3201691806316376,0.22242598235607147,0.17115645110607147,0.3156273663043976,0.32031023502349854,0.12046163529157639,0.11592404544353485,0.15112607181072235
to,0.455847829580307,0.3636345863342285,0.535392165184021,0.1844596415758133,0.41548454761505127,0.27053171396255493,0.4190867841243744,0.535392165184021,0.2125127911567688,0.2535645365715027,0.29463258385658264
bukhara,0.2204258292913437,0.24019742012023926,0.279489129781723,0.3032990097999573,0.22439724206924438,0.6530646085739136,0.2068244069814682,0.279489129781723,0.5482480525970459,0.24591495096683502,0.10820566117763519
by,0.2455483376979828,0.4752357602119446,0.4408751428127289,0.1853148639202118,0.3646814823150635,0.2806098461151123,0.37709173560142517,0.4408751428127289,0.1995033621788025,0.2219076007604599,0.17966607213020325
the,0.42745697498321533,0.48711544275283813,1.0,0.3049491047859192,0.733189046382904,0.3111512362957001,0.45900648832321167,1.0,0.2924198508262634,0.32296645641326904,0.22068053483963013
remaining,0.21802754700183868,0.27740269899368286,0.45105910301208496,0.17537635564804077,0.3693024218082428,0.15614505112171173,0.30356746912002563,0.45105910301208496,0.15899904072284698,0.22756598889827728,0.16961920261383057
men,0.18620994687080383,0.24763761460781097,0.26001617312431335,0.11269912123680115,0.2133621722459793,0.2252751886844635,0.18195271492004395,0.26001617312431335,0.19691476225852966,0.23404482007026672,0.1408759206533432
",",0.3087472915649414,0.45456063747406006,0.4933079481124878,0.28033894300460815,0.4946078956127167,0.35280895233154297,0.3156566619873047,0.4933079481124878,0.2229510098695755,0.19455376267433167,0.31091248989105225
while,0.35511791706085205,0.3253832161426544,0.39804592728614807,0.11368130892515182,0.3366928696632385,0.23440849781036377,0.4318724274635315,0.39804592728614807,0.2199031561613083,0.17861443758010864,0.21076419949531555
genghis,0.24369274079799652,0.3037589192390442,0.3448939025402069,0.28575485944747925,0.2938849925994873,0.5804197788238525,0.21553796529769897,0.3448939025402069,0.6244974732398987,0.35532259941101074,0.18813461065292358
khan,0.16476042568683624,0.23483267426490784,0.21067845821380615,0.19148284196853638,0.17124508321285248,0.564900279045105,0.13899727165699005,0.21067845821380615,0.5576101541519165,0.21716536581516266,0.12862591445446014
ordered,0.1877245008945465,0.3286064863204956,0.2839050590991974,0.1469043493270874,0.31747159361839294,0.20061485469341278,0.2606208622455597,0.2839050590991974,0.18442998826503754,0.28609663248062134,0.11423391848802567
two,0.23363454639911652,0.27166637778282166,0.43858039379119873,0.14506417512893677,0.37726253271102905,0.2689424455165863,0.3067365288734436,0.43858039379119873,0.161006897687912,0.16906768083572388,0.19645625352859497
of,0.33290785551071167,0.4069072902202606,0.733189046382904,0.30823585391044617,1.0,0.30564188957214355,0.3282964527606964,0.733189046382904,0.22712039947509766,0.256956547498703,0.1826142966747284
his,0.26976513862609863,0.4405253231525421,0.4394008219242096,0.12485896795988083,0.38364991545677185,0.30844542384147644,0.358011394739151,0.4394008219242096,0.22059163451194763,0.25647470355033875,0.18075084686279297
generals,0.23791362345218658,0.25550490617752075,0.27897581458091736,0.16649684309959412,0.29460904002189636,0.2550170421600342,0.23667392134666443,0.27897581458091736,0.2823218107223511,0.3416286110877991,0.16273394227027893
and,0.31309178471565247,0.3740963041782379,0.5171257257461548,0.218168243765831,0.5116966962814331,0.34526392817497253,0.3518902659416199,0.5171257257461548,0.21553155779838562,0.2170204222202301,0.20544172823429108
their,0.35142919421195984,0.2396296262741089,0.516537070274353,0.13610072433948517,0.4329940676689148,0.2342790812253952,0.3135907053947449,0.516537070274353,0.2211313098669052,0.2004491090774536,0.1898253709077835
forces,0.2112482488155365,0.22620010375976562,0.3134811818599701,0.2321779429912567,0.3090144991874695,0.23866724967956543,0.17250141501426697,0.3134811818599701,0.29515793919563293,0.455943763256073,0.16984491050243378
to,0.455847829580307,0.3636345863342285,0.535392165184021,0.1844596415758133,0.41548454761505127,0.27053171396255493,0.4190867841243744,0.535392165184021,0.2125127911567688,0.2535645365715027,0.29463258385658264
completely,0.3990919888019562,0.26666659116744995,0.342624306678772,0.19465886056423187,0.25305259227752686,0.231231227517128,0.32497692108154297,0.342624306678772,0.2053573578596115,0.24927107989788055,0.17155995965003967
destroy,0.24247540533542633,0.17914701998233795,0.29802682995796204,0.1740625649690628,0.24830657243728638,0.2625826597213745,0.2284245789051056,0.29802682995796204,0.28647226095199585,0.3986923098564148,0.1295877993106842
the,0.42745697498321533,0.48711544275283813,1.0,0.3049491047859192,0.733189046382904,0.3111512362957001,0.45900648832321167,1.0,0.2924198508262634,0.32296645641326904,0.22068053483963013
remnants,0.16761332750320435,0.2283543348312378,0.2785507142543793,0.2119358628988266,0.22459746897220612,0.2996368408203125,0.2727580666542053,0.2785507142543793,0.21310028433799744,0.22197583317756653,0.09044837206602097
of,0.33290785551071167,0.4069072902202606,0.733189046382904,0.30823585391044617,1.0,0.30564188957214355,0.3282964527606964,0.733189046382904,0.22712039947509766,0.256956547498703,0.1826142966747284
the,0.42745697498321533,0.48711544275283813,1.0,0.3049491047859192,0.733189046382904,0.3111512362957001,0.45900648832321167,1.0,0.2924198508262634,0.32296645641326904,0.22068053483963013
khwarezmid,0.281156063079834,0.3017575442790985,0.342690110206604,0.27433645725250244,0.30776864290237427,0.8995996713638306,0.27514028549194336,0.342690110206604,0.5103490352630615,0.315758615732193,0.25827765464782715
empire,0.21723191440105438,0.30602675676345825,0.32532164454460144,0.30879515409469604,0.30522286891937256,0.41899508237838745,0.21532359719276428,0.32532164454460144,0.45230501890182495,0.36365050077438354,0.14909450709819794
",",0.3087472915649414,0.45456063747406006,0.4933079481124878,0.28033894300460815,0.4946078956127167,0.35280895233154297,0.3156566619873047,0.4933079481124878,0.2229510098695755,0.19455376267433167,0.31091248989105225
including,0.18328791856765747,0.21884717047214508,0.3738902807235718,0.12877009809017181,0.44195112586021423,0.25193315744400024,0.15796171128749847,0.3738902807235718,0.18258455395698547,0.19611699879169464,0.1633303165435791
not,0.5449194312095642,0.2888734042644501,0.4310511648654938,0.13054916262626648,0.3307090103626251,0.2631125748157501,0.391257107257843,0.4310511648654938,0.13350142538547516,0.18839742243289948,0.41942933201789856
only,0.41415658593177795,0.36249664425849915,0.5497692227363586,0.2020220160484314,0.49632513523101807,0.2348354309797287,0.4493531882762909,0.5497692227363586,0.13777363300323486,0.16256222128868103,0.2767370045185089
royal,0.16189028322696686,0.2874114215373993,0.2997032403945923,0.20657213032245636,0.3112924098968506,0.23451049625873566,0.13273292779922485,0.2997032403945923,0.11127476394176483,0.14230363070964813,0.11453001946210861
buildings,0.17147983610630035,0.2350262999534607,0.25566717982292175,0.28372520208358765,0.2829168736934662,0.23381561040878296,0.16243384778499603,0.25566717982292175,0.1740068644285202,0.17948712408542633,0.11192528158426285
",",0.3087472915649414,0.45456063747406006,0.4933079481124878,0.28033894300460815,0.4946078956127167,0.35280895233154297,0.3156566619873047,0.4933079481124878,0.2229510098695755,0.19455376267433167,0.31091248989105225
but,0.5029441118240356,0.36023372411727905,0.4859698414802551,0.21795739233493805,0.39942997694015503,0.30904847383499146,0.413316935300827,0.4859698414802551,0.20088046789169312,0.19889196753501892,0.27921953797340393
entire,0.37562522292137146,0.2562327980995178,0.4870373010635376,0.21013446152210236,0.3766143023967743,0.2210160195827484,0.34321117401123047,0.4870373010635376,0.19503504037857056,0.258575975894928,0.17068447172641754
towns,0.1405455321073532,0.1514456570148468,0.2010425627231598,0.3477809429168701,0.23338152468204498,0.2314131259918213,0.11773817986249924,0.2010425627231598,0.10809022933244705,0.12872380018234253,0.1348545402288437
",",0.3087472915649414,0.45456063747406006,0.4933079481124878,0.28033894300460815,0.4946078956127167,0.35280895233154297,0.3156566619873047,0.4933079481124878,0.2229510098695755,0.19455376267433167,0.31091248989105225
