,which,type,of,livestock,was,the,argricultural,region,known,for,?
in,0.4840516746044159,0.20604541897773743,0.5696388483047485,0.25368136167526245,0.45514053106307983,0.6662389636039734,0.3175244629383087,0.3524819314479828,0.32641831040382385,0.4322226941585541,0.20430970191955566
one,0.510688066482544,0.2377735823392868,0.4999135136604309,0.17853032052516937,0.3752199709415436,0.5514441132545471,0.20421549677848816,0.19308353960514069,0.33883556723594666,0.384836345911026,0.2673267424106598
of,0.5011631846427917,0.18112817406654358,1.0,0.22532570362091064,0.4069072902202606,0.733189046382904,0.3769199848175049,0.2852717339992523,0.35814476013183594,0.4185989499092102,0.1826142966747284
the,0.6521818041801453,0.21819381415843964,0.733189046382904,0.23593823611736298,0.48711544275283813,1.0,0.30613744258880615,0.35020557045936584,0.3624623417854309,0.4739971458911896,0.22068053483963013
richest,0.17603276669979095,0.03121994622051716,0.3122171461582184,0.29165977239608765,0.2748122215270996,0.27766263484954834,0.28989002108573914,0.2604263126850128,0.26056969165802,0.19477729499340057,0.15691500902175903
agricultural,0.26510748267173767,0.11156807094812393,0.3318701386451721,0.5554424524307251,0.22188784182071686,0.2716485559940338,0.939925491809845,0.2797107398509979,0.16849328577518463,0.27820488810539246,0.0713675245642662
regions,0.2879617512226105,0.21590079367160797,0.3694140613079071,0.2227891981601715,0.1446027308702469,0.36158451437950134,0.3587811291217804,0.7069834470748901,0.1583780199289322,0.1788649559020996,0.11608363687992096
in,0.4840516746044159,0.20604541897773743,0.5696388483047485,0.25368136167526245,0.45514053106307983,0.6662389636039734,0.3175244629383087,0.3524819314479828,0.32641831040382385,0.4322226941585541,0.20430970191955566
the,0.6521818041801453,0.21819381415843964,0.733189046382904,0.23593823611736298,0.48711544275283813,1.0,0.30613744258880615,0.35020557045936584,0.3624623417854309,0.4739971458911896,0.22068053483963013
u.s.,0.014487938955426216,-0.01808912865817547,0.011562774889171124,0.04152015224099159,0.06837434321641922,0.06592652946710587,-0.07386251538991928,0.033494994044303894,-0.09022381156682968,0.11615988612174988,0.07886100560426712
",",0.3658004403114319,0.1804078221321106,0.4946078956127167,0.2430344521999359,0.45456063747406006,0.4933079481124878,0.34672221541404724,0.2119160145521164,0.3604377806186676,0.4464869201183319,0.31091248989105225
cattle,0.24935682117938995,0.2203705608844757,0.2318044900894165,0.6108009219169617,0.1990465223789215,0.2538938522338867,0.4259617030620575,0.26420217752456665,0.21567189693450928,0.2563750445842743,0.17239461839199066
and,0.506277859210968,0.16898801922798157,0.5116966962814331,0.25556084513664246,0.3740963041782379,0.5171257257461548,0.34893423318862915,0.2372262328863144,0.3468935489654541,0.5064792633056641,0.20544172823429108
citrus,0.28306058049201965,0.23322176933288574,0.2622322142124176,0.3789626955986023,0.2231164574623108,0.2250838726758957,0.38724398612976074,0.2657266855239868,0.24398678541183472,0.21335265040397644,0.03389320522546768
were,0.2807837128639221,0.09534358233213425,0.34038281440734863,0.2875291407108307,0.590133786201477,0.3906462490558624,0.18921607732772827,0.16843447089195251,0.2330206036567688,0.33592689037323,0.17890112102031708
major,0.31470122933387756,0.12121699005365372,0.2641255557537079,0.15226827561855316,0.20676274597644806,0.31775903701782227,0.23574700951576233,0.2117738574743271,0.21361513435840607,0.23592928051948547,0.19788557291030884
industries,0.26599979400634766,0.15095481276512146,0.21479150652885437,0.4317566454410553,0.22566542029380798,0.21923162043094635,0.5128737688064575,0.22378869354724884,0.16473639011383057,0.2840667963027954,0.13979145884513855
until,0.2778668999671936,0.08382980525493622,0.2787701487541199,0.18272975087165833,0.43126991391181946,0.37191009521484375,0.19625358283519745,0.17311294376850128,0.2192082554101944,0.2802979350090027,0.20304496586322784
farmlands,0.2868275046348572,0.16557781398296356,0.33462822437286377,0.5330539345741272,0.19224309921264648,0.3242723047733307,0.550751268863678,0.3318725824356079,0.19536404311656952,0.24242858588695526,0.11519775539636612
were,0.2807837128639221,0.09534358233213425,0.34038281440734863,0.2875291407108307,0.590133786201477,0.3906462490558624,0.18921607732772827,0.16843447089195251,0.2330206036567688,0.33592689037323,0.17890112102031708
turned,0.31035420298576355,0.13968665897846222,0.27018553018569946,0.20241154730319977,0.3994938135147095,0.3414173722267151,0.2046910524368286,0.10776165872812271,0.2597233057022095,0.24899277091026306,0.130948007106781
into,0.4405161738395691,0.14269600808620453,0.32255905866622925,0.16355296969413757,0.2322220653295517,0.39493247866630554,0.1496540606021881,0.14896553754806519,0.1555754393339157,0.231735959649086,0.15662476420402527
suburbs,0.19441023468971252,0.09981954097747803,0.2319147288799286,0.198980450630188,0.2162325084209442,0.22660650312900543,0.286081463098526,0.3424140214920044,0.13701511919498444,0.14518634974956512,0.07569191604852676
.,0.45942068099975586,0.23195341229438782,0.5352458953857422,0.26503217220306396,0.40146201848983765,0.5934505462646484,0.2832106947898865,0.2506107687950134,0.283290296792984,0.4726039469242096,0.4130953550338745
