,during,what,period,did,downtown,fresno,thrive,?
between,0.36201924085617065,0.2462156116962433,0.2825007140636444,0.16542956233024597,0.11887507885694504,0.1513681411743164,0.1604192852973938,0.12887074053287506
the,0.4838213622570038,0.42745697498321533,0.3125074505805969,0.34736719727516174,0.2602716088294983,0.22571885585784912,0.3102238178253174,0.22068053483963013
1880s,0.09342628717422485,0.08784106373786926,0.0850919634103775,0.0903116837143898,0.18472206592559814,0.11351848393678665,0.03908403590321541,0.07475119829177856
and,0.36462149024009705,0.31309178471565247,0.23878438770771027,0.34479495882987976,0.20503629744052887,0.21513071656227112,0.3279348313808441,0.20544172823429108
world,0.37288811802864075,0.21669597923755646,0.19790580868721008,0.1944720596075058,0.1912955790758133,0.16194117069244385,0.2685021162033081,0.17579582333564758
war,0.4802435040473938,0.22516006231307983,0.29239562153816223,0.27422013878822327,0.11889497190713882,0.20021720230579376,0.1581321805715561,0.15510529279708862
ii,0.32448866963386536,0.13866674900054932,0.16086870431900024,0.17836059629917145,0.10108938813209534,0.14663119614124298,0.18043673038482666,0.11928234249353409
",",0.3225448727607727,0.3087472915649414,0.25030651688575745,0.3015086054801941,0.2289871871471405,0.2561432421207428,0.252272367477417,0.31091248989105225
downtown,0.18461674451828003,0.1348404437303543,0.1800522655248642,0.15019424259662628,1.0,0.29853299260139465,0.23738276958465576,0.15638743340969086
fresno,0.19301415979862213,0.159109428524971,0.13195477426052094,0.1545737385749817,0.29853299260139465,1.0000001192092896,0.1992606818675995,0.13224096596240997
flourished,0.3547210693359375,0.169036865234375,0.42186838388442993,0.21745368838310242,0.245613694190979,0.133592426776886,0.4094204306602478,0.10325999557971954
",",0.3225448727607727,0.3087472915649414,0.25030651688575745,0.3015086054801941,0.2289871871471405,0.2561432421207428,0.252272367477417,0.31091248989105225
filled,0.21620623767375946,0.17941854894161224,0.1509963870048523,0.2346423864364624,0.1385134607553482,0.14128082990646362,0.28463152050971985,0.1782117635011673
with,0.28545209765434265,0.2464839518070221,0.20673511922359467,0.25472134351730347,0.16249734163284302,0.20853616297245026,0.26032328605651855,0.2433311939239502
electric,0.14828895032405853,0.15451551973819733,0.1412297934293747,0.12459144741296768,0.17685016989707947,0.13867023587226868,0.1269727349281311,0.15674720704555511
street,0.16034771502017975,0.14271703362464905,0.09508391469717026,0.13786788284778595,0.42374271154403687,0.1531991958618164,0.12583842873573303,0.07315441966056824
cars,0.2108980268239975,0.18055814504623413,0.11851199716329575,0.24831874668598175,0.28602978587150574,0.20422297716140747,0.15846188366413116,0.1518762707710266
",",0.3225448727607727,0.3087472915649414,0.25030651688575745,0.3015086054801941,0.2289871871471405,0.2561432421207428,0.252272367477417,0.31091248989105225
and,0.36462149024009705,0.31309178471565247,0.23878438770771027,0.34479495882987976,0.20503629744052887,0.21513071656227112,0.3279348313808441,0.20544172823429108
contained,0.17830970883369446,0.18997789919376373,0.1266613006591797,0.22769203782081604,0.16449318826198578,0.09331656992435455,0.25014594197273254,0.171995609998703
some,0.2788774073123932,0.4491020441055298,0.2709828019142151,0.42553430795669556,0.1609281599521637,0.1502188742160797,0.3879782259464264,0.2562315762042999
of,0.3869180977344513,0.33290785551071167,0.2698146104812622,0.2513895630836487,0.21455974876880646,0.1875009983778,0.3169034421443939,0.1826142966747284
the,0.4838213622570038,0.42745697498321533,0.3125074505805969,0.34736719727516174,0.2602716088294983,0.22571885585784912,0.3102238178253174,0.22068053483963013
san,0.2061726599931717,0.19375550746917725,0.18559344112873077,0.1785750538110733,0.27212876081466675,0.4697914123535156,0.06711284071207047,0.10952327400445938
joaquin,0.15502533316612244,0.04639154300093651,0.10499158501625061,0.11783790588378906,0.2418639361858368,0.36139971017837524,0.18065591156482697,0.10146427899599075
valley,0.21470390260219574,0.15729281306266785,0.12111157923936844,0.10812344402074814,0.271134614944458,0.2356150895357132,0.25827062129974365,0.11486150324344635
's,0.011294117197394371,0.02692362666130066,-0.05741342157125473,0.05069678649306297,-0.06733015179634094,0.032067470252513885,0.049455784261226654,-0.023395681753754616
most,0.3715948462486267,0.3219912350177765,0.22773921489715576,0.2822507321834564,0.1513589769601822,0.1402399241924286,0.3371255099773407,0.2107497900724411
beautiful,0.11256612092256546,0.22178837656974792,0.1094745546579361,0.1828714907169342,0.22983771562576294,0.14110934734344482,0.2678467631340027,0.15274713933467865
architectural,0.12581409513950348,0.20413975417613983,0.21414808928966522,0.15027648210525513,0.2753880023956299,0.13329358398914337,0.22463086247444153,0.13917183876037598
buildings,0.23592691123485565,0.17147983610630035,0.18437279760837555,0.17572498321533203,0.3935438394546509,0.14507965743541718,0.3027561902999878,0.11192528158426285
.,0.3485563397407532,0.3567904531955719,0.2575049102306366,0.35288307070732117,0.2247719168663025,0.2480216920375824,0.27453601360321045,0.4130953550338745
