,who,has,performed,all,the,doctor,who,music,since,the,2005,christmas,special,?
all,0.3698336184024811,0.3343993127346039,0.2150924801826477,1.0000001192092896,0.4860881567001343,0.14317180216312408,0.3698336184024811,0.2273353934288025,0.3231091797351837,0.4860881567001343,0.10232415050268173,0.23143357038497925,0.24764396250247955,0.29575422406196594
the,0.3733934462070465,0.4177538752555847,0.239950031042099,0.4860881567001343,1.0,0.2820442318916321,0.3733934462070465,0.2714049816131592,0.4054957628250122,1.0,0.037273142486810684,0.2044597715139389,0.3027077615261078,0.22068053483963013
incidental,0.24684634804725647,0.23395095765590668,0.2683759927749634,0.2721310257911682,0.3185252845287323,0.11366613209247589,0.24684634804725647,0.26658982038497925,0.16934889554977417,0.3185252845287323,0.09341852366924286,0.23044897615909576,0.1813066452741623,0.21818841993808746
music,0.20470726490020752,0.2257620394229889,0.3928321301937103,0.2273353934288025,0.2714049816131592,0.19428947567939758,0.20470726490020752,1.0,0.20934365689754486,0.2714049816131592,0.15552549064159393,0.2979792654514313,0.1869354248046875,0.18264494836330414
for,0.37110671401023865,0.450642853975296,0.26222237944602966,0.41144001483917236,0.4739971458911896,0.1556548923254013,0.37110671401023865,0.2626277506351471,0.36751601099967957,0.4739971458911896,0.04140647128224373,0.14492979645729065,0.311454176902771,0.264628142118454
the,0.3733934462070465,0.4177538752555847,0.239950031042099,0.4860881567001343,1.0,0.2820442318916321,0.3733934462070465,0.2714049816131592,0.4054957628250122,1.0,0.037273142486810684,0.2044597715139389,0.3027077615261078,0.22068053483963013
2005,0.18423187732696533,-0.11151933670043945,0.11373837292194366,0.10232415050268173,0.037273142486810684,0.07635467499494553,0.18423187732696533,0.15552549064159393,0.027849651873111725,0.037273142486810684,1.0,0.14348074793815613,-0.01986190490424633,0.10709824413061142
revived,0.19575545191764832,0.17201516032218933,0.341825008392334,0.21840283274650574,0.2936354875564575,0.1418628692626953,0.19575545191764832,0.22058044373989105,0.3322252035140991,0.2936354875564575,0.1082424595952034,0.14923207461833954,0.20032517611980438,0.1299351006746292
series,0.21484537422657013,0.16834278404712677,0.16074661910533905,0.26130741834640503,0.31376904249191284,0.2712797522544861,0.21484537422657013,0.215604767203331,0.22507761418819427,0.31376904249191284,0.04714697599411011,0.18122392892837524,0.25486889481544495,0.1709602326154709
has,0.2558172643184662,1.0,0.20503535866737366,0.3343993127346039,0.4177538752555847,0.1778179407119751,0.2558172643184662,0.2257620394229889,0.5216675996780396,0.4177538752555847,-0.11151933670043945,0.17057570815086365,0.2109246850013733,0.15994466841220856
been,0.3295723795890808,0.6162750124931335,0.24806736409664154,0.38339102268218994,0.3563927710056305,0.12184444069862366,0.3295723795890808,0.21189342439174652,0.6581953763961792,0.3563927710056305,0.01425363402813673,0.21513761579990387,0.2598821520805359,0.24354910850524902
composed,0.13117516040802002,0.24498479068279266,0.4104042649269104,0.18879856169223785,0.21816956996917725,0.03270154818892479,0.13117516040802002,0.4416796863079071,0.18388642370700836,0.21816956996917725,0.06010188162326813,0.2507571876049042,0.17061442136764526,0.0784355029463768
by,0.39727845788002014,0.3254803419113159,0.2603633403778076,0.2944089472293854,0.4408751428127289,0.13681447505950928,0.39727845788002014,0.28659453988075256,0.32704517245292664,0.4408751428127289,0.07835020869970322,0.16025565564632416,0.2578898072242737,0.17966607213020325
murray,0.2095356583595276,0.1665441393852234,0.17937718331813812,0.13518323004245758,0.23582130670547485,0.24796070158481598,0.2095356583595276,0.13504992425441742,0.16426187753677368,0.23582130670547485,0.003775515127927065,0.16649985313415527,0.13065089285373688,0.17931228876113892
gold,0.11612684279680252,0.180973082780838,0.11773072928190231,0.20422807335853577,0.27136439085006714,0.14219869673252106,0.11612684279680252,0.20097246766090393,0.17999514937400818,0.27136439085006714,0.012679794803261757,0.1894219070672989,0.1575116068124771,0.11542754620313644
and,0.41279885172843933,0.43716782331466675,0.27259883284568787,0.4542157053947449,0.5171257257461548,0.21673844754695892,0.41279885172843933,0.2946314513683319,0.3515571057796478,0.5171257257461548,0.05766887590289116,0.1769854575395584,0.22352655231952667,0.20544172823429108
ben,0.2739289402961731,0.1604357808828354,0.0892193540930748,0.11218103021383286,0.17335548996925354,0.17497389018535614,0.2739289402961731,0.11324649304151535,0.19764143228530884,0.17335548996925354,0.006186147686094046,0.1967357099056244,0.0646599680185318,0.22201596200466156
foster,0.2822844982147217,0.17009398341178894,0.13621652126312256,0.21712271869182587,0.22401562333106995,0.20266249775886536,0.2822844982147217,0.24488234519958496,0.19751158356666565,0.22401562333106995,0.004118668846786022,0.22626730799674988,0.18973131477832794,0.15768253803253174
and,0.41279885172843933,0.43716782331466675,0.27259883284568787,0.4542157053947449,0.5171257257461548,0.21673844754695892,0.41279885172843933,0.2946314513683319,0.3515571057796478,0.5171257257461548,0.05766887590289116,0.1769854575395584,0.22352655231952667,0.20544172823429108
has,0.2558172643184662,1.0,0.20503535866737366,0.3343993127346039,0.4177538752555847,0.1778179407119751,0.2558172643184662,0.2257620394229889,0.5216675996780396,0.4177538752555847,-0.11151933670043945,0.17057570815086365,0.2109246850013733,0.15994466841220856
been,0.3295723795890808,0.6162750124931335,0.24806736409664154,0.38339102268218994,0.3563927710056305,0.12184444069862366,0.3295723795890808,0.21189342439174652,0.6581953763961792,0.3563927710056305,0.01425363402813673,0.21513761579990387,0.2598821520805359,0.24354910850524902
performed,0.2702884376049042,0.20503535866737366,1.0000001192092896,0.2150924801826477,0.239950031042099,0.17301315069198608,0.2702884376049042,0.3928321301937103,0.20215238630771637,0.239950031042099,0.11373837292194366,0.25452569127082825,0.22397743165493011,0.14428307116031647
by,0.39727845788002014,0.3254803419113159,0.2603633403778076,0.2944089472293854,0.4408751428127289,0.13681447505950928,0.39727845788002014,0.28659453988075256,0.32704517245292664,0.4408751428127289,0.07835020869970322,0.16025565564632416,0.2578898072242737,0.17966607213020325
the,0.3733934462070465,0.4177538752555847,0.239950031042099,0.4860881567001343,1.0,0.2820442318916321,0.3733934462070465,0.2714049816131592,0.4054957628250122,1.0,0.037273142486810684,0.2044597715139389,0.3027077615261078,0.22068053483963013
bbc,0.2086644321680069,0.1988421231508255,0.20152632892131805,0.16617724299430847,0.2735401690006256,0.32370132207870483,0.2086644321680069,0.27936118841171265,0.213920459151268,0.2735401690006256,0.008901940658688545,0.19955036044120789,0.21692971885204315,0.20556949079036713
national,0.18105065822601318,0.2672328054904938,0.13351796567440033,0.22516204416751862,0.32739606499671936,0.11481086909770966,0.18105065822601318,0.1560843586921692,0.2050730437040329,0.32739606499671936,-0.010626177303493023,0.14245519042015076,0.21463274955749512,0.15643028914928436
orchestra,0.17614290118217468,0.14789994060993195,0.4003486633300781,0.10175254195928574,0.22484178841114044,0.1807032972574234,0.17614290118217468,0.5012727975845337,0.21975170075893402,0.22484178841114044,0.07677655667066574,0.2081952691078186,0.1794450581073761,0.08966010808944702
of,0.2827862501144409,0.3909035325050354,0.16441160440444946,0.42798417806625366,0.733189046382904,0.16895952820777893,0.2827862501144409,0.25892743468284607,0.35513219237327576,0.733189046382904,0.017815761268138885,0.14198152720928192,0.27998968958854675,0.1826142966747284
wales,0.21292947232723236,0.1901412457227707,0.09132515639066696,0.19592635333538055,0.23852568864822388,0.1123022586107254,0.21292947232723236,0.16384875774383545,0.193480983376503,0.23852568864822388,0.050897739827632904,0.15871383249759674,0.1356324702501297,0.15627945959568024
from,0.27839982509613037,0.2621968984603882,0.12933558225631714,0.2866387963294983,0.40150508284568787,0.15658842027187347,0.27839982509613037,0.17575958371162415,0.34118619561195374,0.40150508284568787,0.05479402095079422,0.15571251511573792,0.17036697268486023,0.19969791173934937
the,0.3733934462070465,0.4177538752555847,0.239950031042099,0.4860881567001343,1.0,0.2820442318916321,0.3733934462070465,0.2714049816131592,0.4054957628250122,1.0,0.037273142486810684,0.2044597715139389,0.3027077615261078,0.22068053483963013
2005,0.18423187732696533,-0.11151933670043945,0.11373837292194366,0.10232415050268173,0.037273142486810684,0.07635467499494553,0.18423187732696533,0.15552549064159393,0.027849651873111725,0.037273142486810684,1.0,0.14348074793815613,-0.01986190490424633,0.10709824413061142
christmas,0.19243934750556946,0.17057570815086365,0.25452569127082825,0.23143357038497925,0.2044597715139389,0.1539488285779953,0.19243934750556946,0.2979792654514313,0.21487246453762054,0.2044597715139389,0.14348074793815613,1.0,0.3012330234050751,0.23817040026187897
episode,0.2015407234430313,0.15285088121891022,0.18644936382770538,0.1808832883834839,0.25342556834220886,0.2940889000892639,0.2015407234430313,0.16775518655776978,0.18906556069850922,0.25342556834220886,0.04103194922208786,0.3011001646518707,0.21969006955623627,0.23978739976882935
``,0.02397952415049076,0.06254398077726364,-0.00937836617231369,0.0555710643529892,0.029072100296616554,0.03718610852956772,0.02397952415049076,-0.03701953589916229,0.05498616769909859,0.029072100296616554,0.1478952169418335,-0.026911243796348572,0.013431590981781483,0.0685480609536171
the,0.3733934462070465,0.4177538752555847,0.239950031042099,0.4860881567001343,1.0,0.2820442318916321,0.3733934462070465,0.2714049816131592,0.4054957628250122,1.0,0.037273142486810684,0.2044597715139389,0.3027077615261078,0.22068053483963013
christmas,0.19243934750556946,0.17057570815086365,0.25452569127082825,0.23143357038497925,0.2044597715139389,0.1539488285779953,0.19243934750556946,0.2979792654514313,0.21487246453762054,0.2044597715139389,0.14348074793815613,1.0,0.3012330234050751,0.23817040026187897
invasion,0.20124277472496033,0.15887470543384552,0.1563219279050827,0.21905210614204407,0.32296645641326904,0.14501109719276428,0.20124277472496033,0.13212600350379944,0.23144952952861786,0.32296645641326904,0.1640065312385559,0.15011507272720337,0.07014714181423187,0.18923960626125336
'',0.024401003494858742,0.004576915875077248,-0.06020922213792801,-0.05933554098010063,0.041273195296525955,0.06782495975494385,0.024401003494858742,-0.015944084152579308,-0.048634905368089676,0.041273195296525955,0.0050271013751626015,-0.01900828257203102,0.03449471667408943,0.018684765323996544
onwards,0.20905962586402893,0.2358802855014801,0.16924291849136353,0.2735506594181061,0.35449934005737305,0.16103947162628174,0.20905962586402893,0.20882444083690643,0.3803267478942871,0.35449934005737305,0.12221659719944,0.13686931133270264,0.15848806500434875,0.17025373876094818
.,0.3541337847709656,0.4105546176433563,0.2417089343070984,0.43406882882118225,0.5934505462646484,0.22361043095588684,0.3541337847709656,0.3013017475605011,0.431787371635437,0.5934505462646484,0.0678042471408844,0.22314779460430145,0.26337340474128723,0.4130953550338745
