,what,is,one,country,that,has,been,suggested,for,importation,of,medicines,?
in,0.30808621644973755,0.5394441485404968,0.4129433035850525,0.3040012717247009,0.435920387506485,0.4173259735107422,0.3515113592147827,0.23595884442329407,0.4322226941585541,0.2504950761795044,0.5696388483047485,0.19450289011001587,0.20430970191955566
the,0.42745697498321533,0.5823672413825989,0.5514441132545471,0.30432501435279846,0.5473989248275757,0.4177538752555847,0.3563927710056305,0.28443726897239685,0.4739971458911896,0.26875191926956177,0.733189046382904,0.19131667912006378,0.22068053483963013
united,0.20036718249320984,0.22408509254455566,0.28796783089637756,0.3808354437351227,0.25567954778671265,0.17934498190879822,0.21903765201568604,0.20995254814624786,0.30487096309661865,0.32454174757003784,0.3187655806541443,0.16287964582443237,0.17266890406608582
states,0.21526020765304565,0.21939043700695038,0.2856254577636719,0.4065426290035248,0.291576623916626,0.1958659142255783,0.20674076676368713,0.24080361425876617,0.2496437132358551,0.3428557813167572,0.30884552001953125,0.18900202214717865,0.16272737085819244
",",0.3087472915649414,0.4691906273365021,0.3696635365486145,0.27878350019454956,0.4137537479400635,0.3734780251979828,0.34873589873313904,0.3114470839500427,0.4464869201183319,0.3120637834072113,0.4946078956127167,0.22480089962482452,0.31091248989105225
there,0.35085538029670715,0.3904260993003845,0.43285492062568665,0.24909386038780212,0.6006520986557007,0.42909398674964905,0.3571467399597168,0.2988216280937195,0.3728419542312622,0.2858595848083496,0.44397735595703125,0.24440579116344452,0.29405656456947327
has,0.20338068902492523,0.5668748617172241,0.43032392859458923,0.23112818598747253,0.41272613406181335,1.0,0.6162750124931335,0.27015066146850586,0.450642853975296,0.21978721022605896,0.3909035325050354,0.16748416423797607,0.15994466841220856
been,0.2567804455757141,0.39566612243652344,0.3407197892665863,0.22071953117847443,0.4152003228664398,0.6162750124931335,0.9999998807907104,0.40142306685447693,0.39068686962127686,0.24488213658332825,0.31685134768486023,0.1834292858839035,0.24354910850524902
a,0.3320399522781372,0.658733606338501,0.4910551905632019,0.20991116762161255,0.47537946701049805,0.4670248031616211,0.3315402865409851,0.2665110230445862,0.44038116931915283,0.25835877656936646,0.5052502155303955,0.1863824725151062,0.23916715383529663
push,0.3135983347892761,0.1884135752916336,0.2564471364021301,0.09938344359397888,0.28046715259552,0.2175646722316742,0.17608729004859924,0.17360122501850128,0.19414381682872772,0.1539541333913803,0.160488098859787,0.1777375042438507,0.19372594356536865
to,0.455847829580307,0.42745086550712585,0.4025384783744812,0.31281599402427673,0.5436353087425232,0.3619994819164276,0.34945759177207947,0.32327648997306824,0.4451248347759247,0.3349778652191162,0.41548454761505127,0.27021315693855286,0.29463258385658264
legalize,0.2413913458585739,0.18908831477165222,0.28259968757629395,0.32839271426200867,0.3242878317832947,0.25099897384643555,0.24675706028938293,0.2023201584815979,0.2900533676147461,0.40158262848854065,0.30670732259750366,0.27252209186553955,0.21432186663150787
importation,0.2989320456981659,0.2482241541147232,0.2799187898635864,0.32719314098358154,0.33911463618278503,0.21978721022605896,0.24488213658332825,0.21560922265052795,0.3682173788547516,1.0000001192092896,0.307008296251297,0.2675817906856537,0.2755364775657654
of,0.33290785551071167,0.4854315221309662,0.4999135136604309,0.28866857290267944,0.41498205065727234,0.3909035325050354,0.31685134768486023,0.29373469948768616,0.4185989499092102,0.307008296251297,1.0,0.19420596957206726,0.1826142966747284
medications,0.2549620568752289,0.23351168632507324,0.22531351447105408,0.13276836276054382,0.31296592950820923,0.22642244398593903,0.2920759618282318,0.23500502109527588,0.300686776638031,0.31697356700897217,0.25834259390830994,0.8089100122451782,0.22114922106266022
from,0.2737620174884796,0.27355384826660156,0.32194891571998596,0.21630296111106873,0.3477667272090912,0.2621968984603882,0.27624839544296265,0.16930745542049408,0.314039945602417,0.2461097091436386,0.4249346852302551,0.1662924438714981,0.19969791173934937
canada,0.19760756194591522,0.20416449010372162,0.19657444953918457,0.2955394685268402,0.21479704976081848,0.13848671317100525,0.18180245161056519,0.06579393893480301,0.20546558499336243,0.25766637921333313,0.24765145778656006,0.12001388520002365,0.15722735226154327
and,0.31309178471565247,0.3859752118587494,0.42438167333602905,0.30884742736816406,0.4731321930885315,0.43716782331466675,0.3424558639526367,0.2645586431026459,0.5064792633056641,0.2573814392089844,0.5116966962814331,0.21563303470611572,0.20544172823429108
other,0.341873437166214,0.25895947217941284,0.45956575870513916,0.28020480275154114,0.5570666193962097,0.3162766396999359,0.34575363993644714,0.26185065507888794,0.3273986279964447,0.32449471950531006,0.38583824038505554,0.28824564814567566,0.24682199954986572
countries,0.22319257259368896,0.254234254360199,0.3113413453102112,0.5439597368240356,0.31063947081565857,0.26221421360969543,0.27339351177215576,0.13936996459960938,0.299202024936676,0.3585642874240875,0.2800094783306122,0.31163710355758667,0.15128466486930847
",",0.3087472915649414,0.4691906273365021,0.3696635365486145,0.27878350019454956,0.4137537479400635,0.3734780251979828,0.34873589873313904,0.3114470839500427,0.4464869201183319,0.3120637834072113,0.4946078956127167,0.22480089962482452,0.31091248989105225
in,0.30808621644973755,0.5394441485404968,0.4129433035850525,0.3040012717247009,0.435920387506485,0.4173259735107422,0.3515113592147827,0.23595884442329407,0.4322226941585541,0.2504950761795044,0.5696388483047485,0.19450289011001587,0.20430970191955566
order,0.16634008288383484,0.19403748214244843,0.144612655043602,0.17828691005706787,0.2761181890964508,0.14991246163845062,0.22897516191005707,0.2119632363319397,0.16561681032180786,0.2616875469684601,0.31287699937820435,0.17306841909885406,0.13725648820400238
to,0.455847829580307,0.42745086550712585,0.4025384783744812,0.31281599402427673,0.5436353087425232,0.3619994819164276,0.34945759177207947,0.32327648997306824,0.4451248347759247,0.3349778652191162,0.41548454761505127,0.27021315693855286,0.29463258385658264
reduce,0.18258237838745117,0.17162854969501495,0.18128050863742828,0.15969103574752808,0.2985290288925171,0.2103867381811142,0.23513507843017578,0.2565644681453705,0.28123193979263306,0.294583261013031,0.26028934121131897,0.33982279896736145,0.1462220549583435
consumer,0.2033245712518692,0.2425873577594757,0.19235272705554962,0.18928003311157227,0.25642016530036926,0.17143845558166504,0.18462304770946503,0.16727112233638763,0.2857612669467926,0.3914380371570587,0.23014743626117706,0.23147287964820862,0.20292067527770996
costs,0.21587958931922913,0.20090270042419434,0.2603248357772827,0.2230847328901291,0.27121949195861816,0.23297351598739624,0.24201850593090057,0.2089991420507431,0.29340842366218567,0.3016059100627899,0.1889231652021408,0.2748650014400482,0.19150719046592712
.,0.3567904531955719,0.4569662809371948,0.4123194217681885,0.26130348443984985,0.4460422694683075,0.4105546176433563,0.33645182847976685,0.2633555829524994,0.4726039469242096,0.28083059191703796,0.5352458953857422,0.23882845044136047,0.4130953550338745
