,what,does,the,minister,who,was,the,catalyst,of,the,members,business,do,by,speaking,after,everyone,else,?
the,0.42745697498321533,0.35928019881248474,1.0,0.19297581911087036,0.3733934462070465,0.48711544275283813,1.0,0.21989983320236206,0.733189046382904,1.0,0.3321719169616699,0.2389037162065506,0.30239659547805786,0.4408751428127289,0.34174251556396484,0.4565047025680542,0.26820138096809387,0.19370581209659576,0.22068053483963013
relevant,0.41105255484580994,0.33355912566185,0.3216378390789032,0.13992786407470703,0.23095163702964783,0.1266806274652481,0.3216378390789032,0.15913130342960358,0.27652084827423096,0.3216378390789032,0.1697486788034439,0.2477526068687439,0.34084174036979675,0.22952799499034882,0.23571927845478058,0.14088048040866852,0.24744099378585815,0.3544386029243469,0.37889617681503296
minister,0.1705908179283142,0.1729513257741928,0.19297581911087036,0.9999998807907104,0.18775032460689545,0.26634681224823,0.19297581911087036,0.16973213851451874,0.23343199491500854,0.19297581911087036,0.23313948512077332,0.17522408068180084,0.1634378731250763,0.15696930885314941,0.14589546620845795,0.21305006742477417,0.145008847117424,0.15642674267292023,0.10825661569833755
",",0.3087472915649414,0.28617382049560547,0.4933079481124878,0.24737542867660522,0.3365725874900818,0.45456063747406006,0.4933079481124878,0.1982959508895874,0.4946078956127167,0.4933079481124878,0.2357054501771927,0.2952407896518707,0.3283645510673523,0.3680937886238098,0.2840890884399414,0.38860568404197693,0.2942839562892914,0.2643522322177887,0.31091248989105225
whose,0.22831642627716064,0.2838347554206848,0.38253846764564514,0.11258698254823685,0.48551782965660095,0.2162860482931137,0.38253846764564514,0.11486394703388214,0.37058958411216736,0.38253846764564514,0.24033939838409424,0.19593876600265503,0.19081903994083405,0.3384193778038025,0.24286280572414398,0.2255287915468216,0.15689612925052643,0.21710006892681122,0.16990536451339722
department,0.20655807852745056,0.09098559617996216,0.32582083344459534,0.2524428367614746,0.16568849980831146,0.22511546313762665,0.32582083344459534,0.15634696185588837,0.3181971311569214,0.32582083344459534,0.1505735218524933,0.28133630752563477,0.18099449574947357,0.20612254738807678,0.1700398325920105,0.18798059225082397,0.16323575377464294,0.18519286811351776,0.1343645304441452
the,0.42745697498321533,0.35928019881248474,1.0,0.19297581911087036,0.3733934462070465,0.48711544275283813,1.0,0.21989983320236206,0.733189046382904,1.0,0.3321719169616699,0.2389037162065506,0.30239659547805786,0.4408751428127289,0.34174251556396484,0.4565047025680542,0.26820138096809387,0.19370581209659576,0.22068053483963013
debate,0.2918691337108612,0.2224576473236084,0.2608932852745056,0.10497104376554489,0.19672362506389618,0.18574146926403046,0.2608932852745056,0.13771282136440277,0.2139439731836319,0.2608932852745056,0.20678158104419708,0.19638749957084656,0.2543701231479645,0.11138360947370529,0.15011915564537048,0.2008908987045288,0.21948809921741486,0.2024848908185959,0.227684885263443
and,0.31309178471565247,0.3461615741252899,0.5171257257461548,0.24971023201942444,0.41279885172843933,0.3740963041782379,0.5171257257461548,0.2098906934261322,0.5116966962814331,0.5171257257461548,0.2994427978992462,0.33353009819984436,0.276123583316803,0.4289871156215668,0.2943672239780426,0.3765919506549835,0.30982232093811035,0.2664144039154053,0.20544172823429108
motion,0.260096937417984,0.18564695119857788,0.30530840158462524,0.09795570373535156,0.1509658545255661,0.20849859714508057,0.30530840158462524,0.2685757279396057,0.24864931404590607,0.30530840158462524,0.19575633108615875,0.15558680891990662,0.18238574266433716,0.2258811891078949,0.1582539826631546,0.1277163177728653,0.15259192883968353,0.16819362342357635,0.20143945515155792
relate,0.3499033451080322,0.2790181338787079,0.27545472979545593,0.175849050283432,0.2507610023021698,0.14425548911094666,0.27545472979545593,0.17483127117156982,0.28477197885513306,0.27545472979545593,0.23936261236667633,0.258858859539032,0.34380507469177246,0.219241663813591,0.215950146317482,0.13348424434661865,0.19666627049446106,0.21862033009529114,0.2502281963825226
to,0.455847829580307,0.4391997456550598,0.535392165184021,0.17637476325035095,0.42656609416007996,0.3636345863342285,0.535392165184021,0.22533655166625977,0.41548454761505127,0.535392165184021,0.26617446541786194,0.28079214692115784,0.38876664638519287,0.33534231781959534,0.2276923805475235,0.37890323996543884,0.33541402220726013,0.36551961302757263,0.29463258385658264
``,0.008517155423760414,0.06539655476808548,0.029072100296616554,0.15144118666648865,0.02397952415049076,-0.012679691426455975,0.029072100296616554,0.004116155207157135,0.06780257821083069,0.029072100296616554,0.05369233712553978,-0.05304241552948952,0.06628920882940292,-0.030704375356435776,0.11167478561401367,0.040442656725645065,0.0013492938596755266,0.120179682970047,0.0685480609536171
winds,0.18654604256153107,0.18858392536640167,0.2427695244550705,0.15335646271705627,0.09098637849092484,0.21866373717784882,0.2427695244550705,0.19707489013671875,0.21783238649368286,0.2427695244550705,0.08869283646345139,0.13589666783809662,0.18047231435775757,0.18703052401542664,0.13695605099201202,0.17338141798973083,0.1871875524520874,0.18602779507637024,0.1398162990808487
up,0.28591108322143555,0.25498253107070923,0.38423117995262146,0.11224446445703506,0.26056501269340515,0.24070115387439728,0.38423117995262146,0.13901959359645844,0.32945773005485535,0.38423117995262146,0.22290948033332825,0.22579425573349,0.26271459460258484,0.2738759219646454,0.21805305778980255,0.3247016668319702,0.27602583169937134,0.2363755851984024,0.1819818764925003
'',0.08143015950918198,-0.004023602232336998,0.041273195296525955,-0.030841495841741562,0.024401003494858742,0.04456103965640068,0.041273195296525955,-0.011326592415571213,0.13035868108272552,0.041273195296525955,-0.02566520683467388,0.06789033114910126,-0.00043653504690155387,-0.010275691747665405,0.02599148638546467,-0.08605624735355377,-0.08345799893140793,-0.0641096830368042,0.018684765323996544
the,0.42745697498321533,0.35928019881248474,1.0,0.19297581911087036,0.3733934462070465,0.48711544275283813,1.0,0.21989983320236206,0.733189046382904,1.0,0.3321719169616699,0.2389037162065506,0.30239659547805786,0.4408751428127289,0.34174251556396484,0.4565047025680542,0.26820138096809387,0.19370581209659576,0.22068053483963013
debate,0.2918691337108612,0.2224576473236084,0.2608932852745056,0.10497104376554489,0.19672362506389618,0.18574146926403046,0.2608932852745056,0.13771282136440277,0.2139439731836319,0.2608932852745056,0.20678158104419708,0.19638749957084656,0.2543701231479645,0.11138360947370529,0.15011915564537048,0.2008908987045288,0.21948809921741486,0.2024848908185959,0.227684885263443
by,0.2455483376979828,0.143477201461792,0.4408751428127289,0.15696930885314941,0.39727845788002014,0.4752357602119446,0.4408751428127289,0.22556167840957642,0.3646814823150635,0.4408751428127289,0.24919851124286652,0.20599709451198578,0.1481526494026184,1.0000001192092896,0.1930936574935913,0.41259682178497314,0.16819626092910767,0.18659192323684692,0.17966607213020325
speaking,0.3079870939254761,0.19627179205417633,0.34174251556396484,0.14589546620845795,0.26571694016456604,0.21738967299461365,0.34174251556396484,0.1311490833759308,0.3102818429470062,0.34174251556396484,0.19341477751731873,0.277274489402771,0.2170247882604599,0.1930936574935913,1.0,0.1886710226535797,0.2730720341205597,0.19291625916957855,0.18994855880737305
after,0.21973377466201782,0.18596531450748444,0.4565047025680542,0.21305006742477417,0.32549580931663513,0.49306565523147583,0.4565047025680542,0.11224555969238281,0.3867455720901489,0.4565047025680542,0.2411569207906723,0.1949390321969986,0.20534609258174896,0.41259682178497314,0.1886710226535797,1.0,0.20452183485031128,0.16963118314743042,0.16608688235282898
all,0.41981086134910583,0.31124600768089294,0.4860881567001343,0.12122464925050735,0.3698336184024811,0.23179835081100464,0.4860881567001343,0.13088151812553406,0.42798417806625366,0.4860881567001343,0.3667386770248413,0.23111079633235931,0.38664430379867554,0.2944089472293854,0.28003448247909546,0.284124493598938,0.4880831241607666,0.33663856983184814,0.29575422406196594
other,0.341873437166214,0.2947014272212982,0.44152235984802246,0.1277157962322235,0.3612329661846161,0.14651623368263245,0.44152235984802246,0.1974921077489853,0.38583824038505554,0.44152235984802246,0.31560012698173523,0.24130384624004364,0.34946969151496887,0.3321913778781891,0.33216139674186707,0.18459384143352509,0.2655011713504791,0.2914620637893677,0.24682199954986572
participants,0.24111682176589966,0.17698270082473755,0.26625877618789673,0.1400991529226303,0.3109371066093445,0.1808805614709854,0.26625877618789673,0.18007130920886993,0.1995369791984558,0.26625877618789673,0.3173973262310028,0.19595248997211456,0.20983006060123444,0.18267159163951874,0.27590224146842957,0.16220614314079285,0.3396902084350586,0.20954297482967377,0.1654060184955597
.,0.3567904531955719,0.3022993505001068,0.5934505462646484,0.16012521088123322,0.3541337847709656,0.40146201848983765,0.5934505462646484,0.23796483874320984,0.5352458953857422,0.5934505462646484,0.21119362115859985,0.25987809896469116,0.3613996207714081,0.3936232924461365,0.28463831543922424,0.35870397090911865,0.2913646101951599,0.30548352003097534,0.4130953550338745
