,how,do,members,vote,when,there,is,a,division,?
if,0.4917012155056,0.4196736514568329,0.15416181087493896,0.3017832338809967,0.5608453154563904,0.37692952156066895,0.30927813053131104,0.41272827982902527,0.1012442484498024,0.4441644251346588
there,0.3328511416912079,0.33227086067199707,0.2051781713962555,0.2549680471420288,0.34822648763656616,1.0,0.3904260993003845,0.4214206337928772,0.13386958837509155,0.29405656456947327
is,0.22544461488723755,0.30895981192588806,0.1897467076778412,0.2031867355108261,0.3471449911594391,0.3904260993003845,1.0,0.658733606338501,0.20176531374454498,0.22961433231830597
audible,0.28720107674598694,0.23693719506263733,0.18333885073661804,0.24248093366622925,0.23438479006290436,0.2587887644767761,0.24632516503334045,0.26900988817214966,0.08186321705579758,0.2594216465950012
dissent,0.16171902418136597,0.21071645617485046,0.2124970555305481,0.29018786549568176,0.16963888704776764,0.12154877185821533,0.04200734943151474,0.08456777781248093,0.19799010455608368,0.19421827793121338
",",0.22659391164779663,0.3283645510673523,0.2357054501771927,0.27201512455940247,0.36674630641937256,0.4587128460407257,0.4691906273365021,0.427140474319458,0.24344468116760254,0.31091248989105225
the,0.33890387415885925,0.30239659547805786,0.3321719169616699,0.22779929637908936,0.5091903209686279,0.47025805711746216,0.5823672413825989,0.5829201340675354,0.26203617453575134,0.22068053483963013
presiding,0.13930433988571167,0.15411007404327393,0.25589537620544434,0.3749120831489563,0.17235049605369568,0.16276861727237701,0.2072397768497467,0.18864497542381287,0.17690306901931763,0.177648663520813
officer,0.1377885937690735,0.12767575681209564,0.24941372871398926,0.11494243144989014,0.22735248506069183,0.09545299410820007,0.19916827976703644,0.241327702999115,0.23952187597751617,0.119948610663414
announces,0.15006011724472046,0.1290149986743927,0.2046489268541336,0.15879660844802856,0.20574727654457092,0.10136068612337112,0.1636883169412613,0.16682077944278717,0.13280732929706573,0.15432675182819366
``,-0.01591024175286293,0.06628920882940292,0.05369233712553978,0.08675257116556168,0.07174111902713776,0.0756821483373642,0.058766357600688934,0.07272057235240936,0.040902670472860336,0.0685480609536171
there,0.3328511416912079,0.33227086067199707,0.2051781713962555,0.2549680471420288,0.34822648763656616,1.0,0.3904260993003845,0.4214206337928772,0.13386958837509155,0.29405656456947327
will,0.41543328762054443,0.4303531050682068,0.1977192610502243,0.23056332767009735,0.42625120282173157,0.3024239242076874,0.3723262846469879,0.3401327431201935,0.12077465653419495,0.35046905279159546
be,0.4158933162689209,0.36575672030448914,0.20344331860542297,0.276218980550766,0.4451393485069275,0.41019052267074585,0.4819129705429077,0.39883795380592346,0.1233353540301323,0.3324260413646698
a,0.29312583804130554,0.26237669587135315,0.1873859316110611,0.21813347935676575,0.44397395849227905,0.4214206337928772,0.658733606338501,1.0,0.19939710199832916,0.23916715383529663
division,0.1334267407655716,0.12946900725364685,0.17124703526496887,0.10342957824468613,0.19591639935970306,0.13386958837509155,0.20176531374454498,0.19939710199832916,1.0,0.08900629729032516
'',-0.0029843549709767103,-0.00043653504690155387,-0.02566520683467388,-0.0031090988777577877,-0.07688097655773163,0.03646579384803772,0.0793738141655922,0.04890415817499161,-0.02279486693441868,0.018684765323996544
and,0.33647966384887695,0.276123583316803,0.2994427978992462,0.1828758865594864,0.4716290831565857,0.4242868423461914,0.3859752118587494,0.3739250600337982,0.23460866510868073,0.20544172823429108
members,0.20418256521224976,0.14750126004219055,0.9999998807907104,0.2641376256942749,0.2236606478691101,0.2051781713962555,0.1897467076778412,0.1873859316110611,0.17124703526496887,0.10212311148643494
vote,0.2566540539264679,0.23587724566459656,0.2641376256942749,1.0,0.18440549075603485,0.2549680471420288,0.2031867355108261,0.21813347935676575,0.10342957824468613,0.2888886630535126
by,0.34370526671409607,0.1481526494026184,0.24919851124286652,0.17365115880966187,0.4376842677593231,0.20383623242378235,0.3899846076965332,0.32094135880470276,0.18997035920619965,0.17966607213020325
means,0.27608850598335266,0.3306066393852234,0.14310868084430695,0.13785666227340698,0.28682997822761536,0.3290526270866394,0.4087343215942383,0.34418490529060364,0.0853821262717247,0.21233566105365753
of,0.2480744868516922,0.26150479912757874,0.28120753169059753,0.19845709204673767,0.3757161796092987,0.44397735595703125,0.4854315221309662,0.5052502155303955,0.23579144477844238,0.1826142966747284
electronic,0.24669283628463745,0.19131532311439514,0.24214594066143036,0.18368059396743774,0.2197037786245346,0.21382178366184235,0.2186720222234726,0.2595341205596924,0.13636845350265503,0.15534579753875732
consoles,0.1755881905555725,0.2567199170589447,0.12655813992023468,0.15538661181926727,0.23159365355968475,0.21046188473701477,0.20814092457294464,0.21441037952899933,0.18424896895885468,0.2050212025642395
on,0.32655060291290283,0.3025321364402771,0.22849144041538239,0.23685438930988312,0.37706470489501953,0.3521401882171631,0.3635730445384979,0.3848365545272827,0.16298949718475342,0.2714994251728058
their,0.3316696584224701,0.35424983501434326,0.32611769437789917,0.16939514875411987,0.3682888448238373,0.3165968358516693,0.2101074606180191,0.29698723554611206,0.16885758936405182,0.1898253709077835
desks,0.30664747953414917,0.30383431911468506,0.2285752296447754,0.28516438603401184,0.2379245162010193,0.3479219377040863,0.20902015268802643,0.25341299176216125,0.1055043488740921,0.22737227380275726
.,0.3287222981452942,0.3613996207714081,0.21119362115859985,0.27672019600868225,0.475719153881073,0.43897318840026855,0.4569662809371948,0.50484299659729,0.27855971455574036,0.4130953550338745
