,where,in,las,vegas,did,a,famous,protest,take,place,?
when,0.5747735500335693,0.4431333839893341,0.13704735040664673,0.15790607035160065,0.3228907287120819,0.44397395849227905,0.18105973303318024,0.1924060732126236,0.32727745175361633,0.23831914365291595,0.22841128706932068
the,0.5003893971443176,0.6662389636039734,0.1904275119304657,0.17570072412490845,0.34736719727516174,0.5829201340675354,0.28616565465927124,0.25126034021377563,0.31620436906814575,0.4179787337779999,0.22068053483963013
committee,0.15980705618858337,0.2107008546590805,0.08249112218618393,0.07352950423955917,0.19008150696754456,0.1903151571750641,0.0975755900144577,0.23712967336177826,0.199720561504364,0.16507306694984436,0.12144632637500763
for,0.38599511981010437,0.4322226941585541,0.1941131353378296,0.19962787628173828,0.318512886762619,0.44038116931915283,0.2801532745361328,0.24352872371673584,0.33445194363594055,0.3033463954925537,0.264628142118454
non-violent,0.2553686201572418,0.29049211740493774,0.14790494740009308,0.18576869368553162,0.22965572774410248,0.2797098457813263,0.22902508080005646,0.4471644461154938,0.16548293828964233,0.11828114837408066,0.21288378536701202
action,0.21614055335521698,0.22362500429153442,0.14465908706188202,0.1519506722688675,0.17849725484848022,0.2362375408411026,0.0976937785744667,0.19362495839595795,0.2290688157081604,0.23555400967597961,0.250188946723938
sponsored,0.14979656040668488,0.2091335952281952,0.12287892401218414,0.1763286590576172,0.19077621400356293,0.18844401836395264,0.24356213212013245,0.2792610824108124,0.15289397537708282,0.1709192544221878,0.12262218445539474
a,0.40997210144996643,0.539380669593811,0.16708779335021973,0.16023637354373932,0.2552328109741211,1.0,0.26728492975234985,0.25490954518318176,0.2789212465286255,0.3079278767108917,0.23916715383529663
protest,0.18067479133605957,0.29343265295028687,0.12896353006362915,0.18064869940280914,0.23183682560920715,0.25490954518318176,0.23778969049453735,0.9999998807907104,0.22918623685836792,0.22224152088165283,0.1878921240568161
in,0.5344807505607605,1.0,0.21276721358299255,0.19815394282341003,0.2593238651752472,0.539380669593811,0.34673580527305603,0.29343265295028687,0.21975718438625336,0.38128477334976196,0.20430970191955566
august,0.17621853947639465,0.24307909607887268,0.15086877346038818,0.1401285082101822,0.26378265023231506,0.22687026858329773,0.13689419627189636,0.22725360095500946,0.15725545585155487,0.22364641726016998,0.3006744682788849
1957,-0.03794582188129425,-0.044204503297805786,-0.070003442466259,-0.1115446463227272,-0.11595331132411957,-0.12808078527450562,0.01694517396390438,-0.13458602130413055,-0.13612209260463715,-0.03837943822145462,-0.11977791041135788
