,what,coach,left,the,broncos,after,the,season,prior,to,super,bowl,50,?
following,0.2506418824195862,0.15365993976593018,0.1977962702512741,0.39779382944107056,0.1433044970035553,0.39623188972473145,0.39779382944107056,0.19700250029563904,0.2995620667934418,0.31711265444755554,0.12383386492729187,0.14499105513095856,0.025637440383434296,0.1555173695087433
their,0.35142919421195984,0.14400330185890198,0.22544988989830017,0.516537070274353,0.2565864324569702,0.30973172187805176,0.516537070274353,0.21295444667339325,0.24109920859336853,0.44619059562683105,0.14342328906059265,0.1663845032453537,0.06537782400846481,0.1898253709077835
loss,0.21803489327430725,0.1634645313024521,0.14785796403884888,0.27898719906806946,0.21052643656730652,0.2418358027935028,0.27898719906806946,0.1905544549226761,0.16849565505981445,0.2457711398601532,0.1820397824048996,0.19360493123531342,0.09759803861379623,0.1312553584575653
in,0.30808621644973755,0.1651318073272705,0.21139952540397644,0.6662389636039734,0.20316283404827118,0.44050168991088867,0.6662389636039734,0.2184021919965744,0.24521231651306152,0.45010748505592346,0.18576006591320038,0.17236235737800598,0.021892361342906952,0.20430970191955566
the,0.42745697498321533,0.14297698438167572,0.33113980293273926,1.0,0.25985947251319885,0.4565047025680542,1.0,0.2507155239582062,0.33782097697257996,0.535392165184021,0.21959073841571808,0.21576224267482758,0.03602437674999237,0.22068053483963013
divisional,0.19920207560062408,0.16330519318580627,0.17658008635044098,0.29866886138916016,0.32206958532333374,0.21778538823127747,0.29866886138916016,0.22835300862789154,0.21593508124351501,0.19002176821231842,0.2693016827106476,0.2604678273200989,0.12611772119998932,0.08093056827783585
round,0.19122174382209778,0.14596354961395264,0.278992623090744,0.19933617115020752,0.2565499246120453,0.16833895444869995,0.19933617115020752,0.2558963894844055,0.17529453337192535,0.22003763914108276,0.1735966056585312,0.24113938212394714,0.1024942472577095,0.17003268003463745
of,0.33290785551071167,0.144924595952034,0.2218635529279709,0.733189046382904,0.19310332834720612,0.3867455720901489,0.733189046382904,0.1598338931798935,0.3183474540710449,0.41548454761505127,0.14718765020370483,0.2243070751428604,0.006577443331480026,0.1826142966747284
the,0.42745697498321533,0.14297698438167572,0.33113980293273926,1.0,0.25985947251319885,0.4565047025680542,1.0,0.2507155239582062,0.33782097697257996,0.535392165184021,0.21959073841571808,0.21576224267482758,0.03602437674999237,0.22068053483963013
previous,0.2743692696094513,0.12951135635375977,0.20044545829296112,0.34706559777259827,0.18558572232723236,0.32797157764434814,0.34706559777259827,0.25085392594337463,0.3615533709526062,0.26198142766952515,0.24849547445774078,0.15910620987415314,0.06875200569629669,0.16724538803100586
season,0.12117787450551987,0.24411138892173767,0.14415204524993896,0.2507155239582062,0.3664494454860687,0.2122335433959961,0.2507155239582062,1.0,0.2167089581489563,0.22382742166519165,0.2755677402019501,0.3117852509021759,0.06724537163972855,0.16793298721313477
's,0.02692362666130066,-0.02642884850502014,0.0003564352518878877,-0.01540423184633255,-0.037254199385643005,-0.055672239512205124,-0.01540423184633255,0.06624794006347656,-0.0369880273938179,0.03782717138528824,0.09726737439632416,-0.02838491089642048,-0.01041578408330679,-0.023395681753754616
playoffs,0.18494220077991486,0.30679038166999817,0.17620624601840973,0.21945282816886902,0.45545321702957153,0.1785331666469574,0.21945282816886902,0.5599809885025024,0.20927852392196655,0.255110502243042,0.23227180540561676,0.35547947883605957,0.09772592782974243,0.17343482375144958
",",0.3087472915649414,0.2760384678840637,0.2448868453502655,0.4933079481124878,0.2558487057685852,0.38860568404197693,0.4933079481124878,0.2232367992401123,0.27105793356895447,0.44245919585227966,0.22322475910186768,0.1810409277677536,-0.025195008143782616,0.31091248989105225
the,0.42745697498321533,0.14297698438167572,0.33113980293273926,1.0,0.25985947251319885,0.4565047025680542,1.0,0.2507155239582062,0.33782097697257996,0.535392165184021,0.21959073841571808,0.21576224267482758,0.03602437674999237,0.22068053483963013
denver,0.1275133192539215,0.29413852095603943,0.12383738905191422,0.2052404284477234,0.5774994492530823,0.16213500499725342,0.2052404284477234,0.2508152425289154,0.1597118228673935,0.23706497251987457,0.24589714407920837,0.2861449718475342,0.03614028915762901,0.1520889848470688
broncos,0.1787765771150589,0.40552663803100586,0.19754524528980255,0.25985947251319885,1.0000001192092896,0.19149857759475708,0.25985947251319885,0.3664494454860687,0.20910662412643433,0.23674264550209045,0.36141330003738403,0.4351775348186493,0.055216576904058456,0.18377114832401276
underwent,0.17015217244625092,0.07083319872617722,0.17577040195465088,0.33590078353881836,0.22430793941020966,0.36458253860473633,0.33590078353881836,0.15067538619041443,0.29741111397743225,0.2615155279636383,0.08183174580335617,0.09302331507205963,0.016541650518774986,0.12751154601573944
numerous,0.1867249608039856,0.07306059449911118,0.10319960117340088,0.3353725075721741,0.10706484317779541,0.18915748596191406,0.3353725075721741,0.1241198182106018,0.2089097648859024,0.23493526875972748,0.17539815604686737,0.13804976642131805,-0.016960421577095985,0.0875130444765091
