,the,bank,of,america,tower,was,previously,known,as,what,?
the,1.0,0.3216422498226166,0.733189046382904,0.37090015411376953,0.2398453801870346,0.48711544275283813,0.33854439854621887,0.3624623417854309,0.48381632566452026,0.42745697498321533,0.22068053483963013
tallest,0.271071195602417,0.20374339818954468,0.2597847878932953,0.23281291127204895,0.4509790539741516,0.23542168736457825,0.15823523700237274,0.22497597336769104,0.19256876409053802,0.1573905199766159,0.13697953522205353
building,0.3159640431404114,0.26623502373695374,0.26200541853904724,0.16734442114830017,0.49597975611686707,0.237406387925148,0.17594005167484283,0.15695130825042725,0.23924584686756134,0.23529528081417084,0.13549931347370148
in,0.6662389636039734,0.2690856158733368,0.5696388483047485,0.3098583221435547,0.22630389034748077,0.45514053106307983,0.2762584090232849,0.32641831040382385,0.3887844979763031,0.30808621644973755,0.20430970191955566
downtown,0.2602716088294983,0.2769249379634857,0.21455974876880646,0.21240971982479095,0.31980279088020325,0.20767293870449066,0.17566165328025818,0.17593826353549957,0.17051048576831818,0.1348404437303543,0.15638743340969086
jacksonville,0.2176690250635147,0.1025690957903862,0.23084138333797455,0.22359871864318848,0.17981070280075073,0.2742757201194763,0.18783417344093323,0.15073728561401367,0.20988665521144867,0.14578714966773987,0.1359667330980301
's,-0.01540423184633255,0.07716244459152222,-0.03817026689648628,0.04083184897899628,-0.06583263725042343,0.008974763564765453,-0.008872446604073048,0.008368984796106815,-0.05775856226682663,0.02692362666130066,-0.023395681753754616
skyline,0.2234315127134323,0.22035658359527588,0.20348209142684937,0.17876781523227692,0.3916921615600586,0.2033931016921997,0.1333288997411728,0.12727868556976318,0.16488100588321686,0.11902455985546112,0.1345018744468689
is,0.5823672413825989,0.21801011264324188,0.4854315221309662,0.1998184472322464,0.1400395631790161,0.5810302495956421,0.24012024700641632,0.41921812295913696,0.43216490745544434,0.28837618231773376,0.22961433231830597
the,1.0,0.3216422498226166,0.733189046382904,0.37090015411376953,0.2398453801870346,0.48711544275283813,0.33854439854621887,0.3624623417854309,0.48381632566452026,0.42745697498321533,0.22068053483963013
bank,0.3216422498226166,1.0,0.2346848100423813,0.21493306756019592,0.2611823081970215,0.19418294727802277,0.09965197741985321,0.11732029169797897,0.12911882996559143,0.13934029638767242,0.09656643867492676
of,0.733189046382904,0.2346848100423813,1.0,0.28803038597106934,0.2271278351545334,0.4069072902202606,0.2850290536880493,0.35814476013183594,0.3886612355709076,0.33290785551071167,0.1826142966747284
america,0.37090015411376953,0.21493306756019592,0.28803038597106934,0.9999998807907104,0.14780168235301971,0.2850865423679352,0.13054457306861877,0.20584210753440857,0.22265762090682983,0.2517423629760742,0.19333907961845398
tower,0.2398453801870346,0.2611823081970215,0.2271278351545334,0.14780168235301971,1.0,0.18529865145683289,0.12097420543432236,0.15409867465496063,0.149769127368927,0.12919922173023224,0.10395228117704391
",",0.4933079481124878,0.2756500244140625,0.4946078956127167,0.253568559885025,0.20524810254573822,0.45456063747406006,0.3206103444099426,0.3604377806186676,0.48816442489624023,0.3087472915649414,0.31091248989105225
constructed,0.29105475544929504,0.1569383293390274,0.2552719712257385,0.12192678451538086,0.28851673007011414,0.2546897530555725,0.1732238382101059,0.21959300339221954,0.23591306805610657,0.18810124695301056,0.12459525465965271
in,0.6662389636039734,0.2690856158733368,0.5696388483047485,0.3098583221435547,0.22630389034748077,0.45514053106307983,0.2762584090232849,0.32641831040382385,0.3887844979763031,0.30808621644973755,0.20430970191955566
1990,-0.0810435339808464,-0.00635581323876977,-0.07900239527225494,-0.034539055079221725,-0.08399557322263718,0.0701504573225975,-0.18100754916667938,-0.03434592857956886,-0.1149316057562828,0.053733065724372864,0.07789827883243561
as,0.48381632566452026,0.12911882996559143,0.3886612355709076,0.22265762090682983,0.149769127368927,0.3677520453929901,0.40515562891960144,0.4815765619277954,1.0,0.31749409437179565,0.27043893933296204
the,1.0,0.3216422498226166,0.733189046382904,0.37090015411376953,0.2398453801870346,0.48711544275283813,0.33854439854621887,0.3624623417854309,0.48381632566452026,0.42745697498321533,0.22068053483963013
barnett,0.2097044736146927,0.23783057928085327,0.18309108912944794,0.22186687588691711,0.1845567673444748,0.2630835771560669,0.2924101650714874,0.1467890441417694,0.2985461354255676,0.15975117683410645,0.18886950612068176
center,0.29064592719078064,0.16988010704517365,0.24526838958263397,0.16217651963233948,0.2799876630306244,0.19517986476421356,0.16430692374706268,0.17107921838760376,0.20052886009216309,0.1908310204744339,0.12538520991802216
.,0.5934505462646484,0.24876342713832855,0.5352458953857422,0.29180291295051575,0.21111081540584564,0.40146201848983765,0.3060270845890045,0.283290296792984,0.515582263469696,0.3567904531955719,0.4130953550338745
