,who,did,dinwiddie,order,to,address,french,in,virginia,territory,?
to,0.42656609416007996,0.4452643394470215,0.2388167828321457,0.35544881224632263,1.0,0.29989638924598694,0.1713797152042389,0.45010748505592346,0.2041209489107132,0.2642725706100464,0.29463258385658264
counter,0.2363026738166809,0.20144067704677582,0.15238866209983826,0.11974909901618958,0.2687622904777527,0.17001909017562866,0.16795559227466583,0.1700257956981659,0.12317966669797897,0.13971413671970367,0.12520115077495575
the,0.3733934462070465,0.34736719727516174,0.3434600830078125,0.3284194767475128,0.535392165184021,0.24438561499118805,0.2555147111415863,0.6662389636039734,0.21601803600788116,0.3000710904598236,0.22068053483963013
french,0.2756427824497223,0.1584041714668274,0.23536810278892517,0.09878264367580414,0.1713797152042389,0.06480564922094345,1.0000001192092896,0.22093388438224792,0.14786480367183685,0.1300993412733078,0.1386883556842804
military,0.28924500942230225,0.17979979515075684,0.28205934166908264,0.2194153070449829,0.2282337248325348,0.09086444973945618,0.23023447394371033,0.2402431070804596,0.1922265887260437,0.2430523931980133,0.1890317052602768
presence,0.19076025485992432,0.16884823143482208,0.14775007963180542,0.23193864524364471,0.3215413987636566,0.16806359589099884,0.11091030389070511,0.24880747497081757,0.12077049165964127,0.2036280781030655,0.08592845499515533
in,0.2792111933231354,0.2593238651752472,0.38193103671073914,0.24184700846672058,0.45010748505592346,0.14338107407093048,0.22093388438224792,1.0,0.2449580281972885,0.2756796181201935,0.20430970191955566
ohio,0.13413026928901672,0.11018496751785278,0.3490576148033142,0.056381724774837494,0.1818198561668396,0.08233834058046341,0.183157816529274,0.2508675754070282,0.43450677394866943,0.24326719343662262,0.10064033418893814
",",0.3365725874900818,0.3015086054801941,0.3353846073150635,0.22478096187114716,0.44245919585227966,0.20406076312065125,0.28806620836257935,0.5201468467712402,0.24253129959106445,0.2454550564289093,0.31091248989105225
in,0.2792111933231354,0.2593238651752472,0.38193103671073914,0.24184700846672058,0.45010748505592346,0.14338107407093048,0.22093388438224792,1.0,0.2449580281972885,0.2756796181201935,0.20430970191955566
october,0.2386598140001297,0.2746104896068573,0.2888856530189514,0.1388704627752304,0.23106063902378082,0.2062249630689621,0.22330999374389648,0.27560389041900635,0.20817820727825165,0.1123332530260086,0.29706719517707825
1753,-0.05532875284552574,-0.004285721108317375,0.1501927226781845,0.0617159903049469,-0.04008891433477402,0.10895385593175888,0.24629488587379456,0.07270919531583786,0.08953317254781723,0.22665254771709442,0.08492055535316467
dinwiddie,0.2759731113910675,0.26877668499946594,0.9999999403953552,0.16798903048038483,0.2388167828321457,0.26863324642181396,0.23536810278892517,0.38193103671073914,0.4463852345943451,0.19192016124725342,0.14249292016029358
ordered,0.2055833488702774,0.3289390504360199,0.3358347415924072,0.5387431383132935,0.3161680996417999,0.16169166564941406,0.07284862548112869,0.24971742928028107,0.18383117020130157,0.11838290840387344,0.11423391848802567
the,0.3733934462070465,0.34736719727516174,0.3434600830078125,0.3284194767475128,0.535392165184021,0.24438561499118805,0.2555147111415863,0.6662389636039734,0.21601803600788116,0.3000710904598236,0.22068053483963013
21-year-old,0.2633797526359558,0.27135980129241943,0.3986978232860565,0.1709117442369461,0.3069179356098175,0.2534618675708771,0.21335062384605408,0.3108898103237152,0.31964853405952454,0.2632371783256531,0.3988422155380249
major,0.17810054123401642,0.20997437834739685,0.24500447511672974,0.1455729752779007,0.19240309298038483,0.17542515695095062,0.12652742862701416,0.3249945342540741,0.21267132461071014,0.0972314104437828,0.19788557291030884
george,0.25805044174194336,0.238631471991539,0.3529488146305084,0.12558536231517792,0.17226167023181915,0.19583021104335785,0.17733968794345856,0.18167929351329803,0.29946064949035645,0.0929139107465744,0.1479024887084961
washington,0.19577515125274658,0.19649098813533783,0.3947548270225525,0.15875011682510376,0.24971476197242737,0.2352142632007599,0.2037568986415863,0.24838601052761078,0.4775431454181671,0.1855485439300537,0.157786026597023
(,0.2443375140428543,0.18979617953300476,0.2026311308145523,0.1917618215084076,0.30882009863853455,0.22005386650562286,0.19998501241207123,0.3087427020072937,0.17570596933364868,0.18721634149551392,0.40561532974243164
whose,0.48551782965660095,0.197230726480484,0.14722926914691925,0.1996045559644699,0.320825457572937,0.11211972683668137,0.20107154548168182,0.23496666550636292,0.10421914607286453,0.16275125741958618,0.16990536451339722
brother,0.39596912264823914,0.1939975470304489,0.30426254868507385,0.10850613564252853,0.2254609316587448,0.053866755217313766,0.14144228398799896,0.21517863869667053,0.11376888304948807,0.15159568190574646,0.14267398416996002
was,0.3318818509578705,0.41399896144866943,0.38189950585365295,0.16897162795066833,0.3636345863342285,0.17266488075256348,0.2523815333843231,0.45514053106307983,0.23862197995185852,0.20208659768104553,0.18412111699581146
another,0.4379323124885559,0.29175329208374023,0.23531405627727509,0.1893433779478073,0.48769932985305786,0.2684505581855774,0.23377344012260437,0.3397690951824188,0.23085646331310272,0.10097458213567734,0.295511931180954
ohio,0.13413026928901672,0.11018496751785278,0.3490576148033142,0.056381724774837494,0.1818198561668396,0.08233834058046341,0.183157816529274,0.2508675754070282,0.43450677394866943,0.24326719343662262,0.10064033418893814
company,0.2383776307106018,0.16800642013549805,0.32049351930618286,0.14754384756088257,0.24903783202171326,0.14925283193588257,0.1315305233001709,0.22141718864440918,0.17881958186626434,0.1902555227279663,0.12195809185504913
