,how,much,did,walt,disney,want,abc,to,invest,in,disneyland,?
walt,0.16017425060272217,0.1448572725057602,0.1685073971748352,0.9999999403953552,0.8116229772567749,0.19677142798900604,0.36108773946762085,0.24481339752674103,0.17522305250167847,0.24451637268066406,0.6021803617477417,0.18540392816066742
wanted,0.36154118180274963,0.2791041433811188,0.6432620882987976,0.1979800909757614,0.17726917564868927,0.65010666847229,0.14547373354434967,0.47293567657470703,0.24800114333629608,0.2556442320346832,0.25646063685417175,0.24342651665210724
abc,0.19232043623924255,0.08886020630598068,0.13353709876537323,0.36108773946762085,0.37895750999450684,0.1793891191482544,1.0000001192092896,0.1762417107820511,0.12339548021554947,0.1697147786617279,0.23635563254356384,0.19065172970294952
to,0.44169697165489197,0.40610215067863464,0.4452643394470215,0.24481339752674103,0.23984374105930328,0.4966742694377899,0.1762417107820511,1.0,0.28345975279808044,0.45010748505592346,0.30942589044570923,0.29463258385658264
invest,0.24643103778362274,0.30378594994544983,0.24623720347881317,0.17522305250167847,0.19585208594799042,0.3462071418762207,0.12339548021554947,0.28345975279808044,1.0000001192092896,0.22258685529232025,0.24311628937721252,0.1968417465686798
$,0.18718640506267548,0.205519899725914,0.23203131556510925,0.17203742265701294,0.20913034677505493,0.26159796118736267,0.2139672338962555,0.22282108664512634,0.3242078125476837,0.21616753935813904,0.2529958486557007,0.2786129117012024
"500,000",0.040930114686489105,-0.010632907040417194,0.12085128575563431,0.30314236879348755,0.2749708294868469,0.040974847972393036,0.1856004297733307,0.1316148042678833,0.12162552028894424,0.1440410017967224,0.21122854948043823,0.033224716782569885
and,0.33647966384887695,0.38395699858665466,0.34479495882987976,0.23346897959709167,0.23352548480033875,0.34348347783088684,0.16453155875205994,0.48971283435821533,0.22337381541728973,0.4954058527946472,0.2735011577606201,0.20544172823429108
accrued,0.2912045121192932,0.28142139315605164,0.40330198407173157,0.18118375539779663,0.17544792592525482,0.3563883602619171,0.23227502405643463,0.3063969314098358,0.3970717191696167,0.19350028038024902,0.17275653779506683,0.30776113271713257
a,0.29312583804130554,0.2958075702190399,0.2552328109741211,0.23267912864685059,0.21907898783683777,0.2898913025856018,0.21331243216991425,0.45503583550453186,0.2961938977241516,0.539380669593811,0.28381532430648804,0.23916715383529663
guarantee,0.3096906840801239,0.28432798385620117,0.3308688998222351,0.1379266083240509,0.16239528357982635,0.40394431352615356,0.14018532633781433,0.3463600277900696,0.35941410064697266,0.20125223696231842,0.2190323919057846,0.28807559609413147
of,0.2480744868516922,0.2671096920967102,0.2513895630836487,0.21986570954322815,0.19926400482654572,0.2645295262336731,0.14607268571853638,0.41548454761505127,0.23437876999378204,0.5696388483047485,0.2658425569534302,0.1826142966747284
$,0.18718640506267548,0.205519899725914,0.23203131556510925,0.17203742265701294,0.20913034677505493,0.26159796118736267,0.2139672338962555,0.22282108664512634,0.3242078125476837,0.21616753935813904,0.2529958486557007,0.2786129117012024
4.5,-0.018914910033345222,0.004402000457048416,0.02403179183602333,0.0886530801653862,0.13131974637508392,0.013314944691956043,0.07406595349311829,0.03980175033211708,-0.008329459466040134,0.02473832480609417,0.18352296948432922,-0.04735087603330612
million,0.21114659309387207,0.2792966067790985,0.1815238744020462,0.07793357968330383,0.11548277735710144,0.1771523654460907,0.19051116704940796,0.22033339738845825,0.2203752100467682,0.2596224844455719,0.19426637887954712,0.23092924058437347
in,0.2601168751716614,0.2725222110748291,0.2593238651752472,0.24451637268066406,0.18521910905838013,0.2281211018562317,0.1697147786617279,0.45010748505592346,0.22258685529232025,1.0,0.26357531547546387,0.20430970191955566
additional,0.22369614243507385,0.22581768035888672,0.20902137458324432,0.20443429052829742,0.24838702380657196,0.2495921552181244,0.1623675376176834,0.29850050806999207,0.15545018017292023,0.21390613913536072,0.20318743586540222,0.24309562146663666
loans,0.1786792278289795,0.30969342589378357,0.16133129596710205,0.16890232264995575,0.151520773768425,0.22893771529197693,0.11261843889951706,0.2571730613708496,0.4458147883415222,0.1964113414287567,0.2010340839624405,0.17645451426506042
",",0.22659391164779663,0.36182254552841187,0.3015086054801941,0.19253113865852356,0.2132069319486618,0.30747702717781067,0.2097204476594925,0.44245919585227966,0.24851465225219727,0.5201468467712402,0.24836018681526184,0.31091248989105225
a,0.29312583804130554,0.2958075702190399,0.2552328109741211,0.23267912864685059,0.21907898783683777,0.2898913025856018,0.21331243216991425,0.45503583550453186,0.2961938977241516,0.539380669593811,0.28381532430648804,0.23916715383529663
third,0.14508451521396637,0.18641111254692078,0.19128914177417755,0.1855127364397049,0.11912549287080765,0.1748001128435135,0.09984055906534195,0.2795414924621582,0.09716501086950302,0.3309578001499176,0.11819566786289215,0.15394791960716248
of,0.2480744868516922,0.2671096920967102,0.2513895630836487,0.21986570954322815,0.19926400482654572,0.2645295262336731,0.14607268571853638,0.41548454761505127,0.23437876999378204,0.5696388483047485,0.2658425569534302,0.1826142966747284
