,dimensions,in,time,featured,what,prominent,soap,opera,?
it,0.1544392704963684,0.5130809545516968,0.3375589847564697,0.19783438742160797,0.45803478360176086,0.1021120548248291,0.22775627672672272,0.2597784399986267,0.25732165575027466
also,0.16385677456855774,0.5073733329772949,0.385476291179657,0.3332268297672272,0.42747777700424194,0.25876158475875854,0.2823120951652527,0.1800607591867447,0.21848613023757935
featured,0.18148721754550934,0.2658694386482239,0.2096555531024933,0.9999999403953552,0.20330384373664856,0.29013970494270325,0.22916756570339203,0.18661737442016602,0.2944096624851227
a,0.21217823028564453,0.539380669593811,0.3292340338230133,0.3058987855911255,0.3320399522781372,0.2511630952358246,0.12983538210391998,0.17604759335517883,0.23916715383529663
crossover,0.21157993376255035,0.19923615455627441,0.16193394362926483,0.29030197858810425,0.23360919952392578,0.14776873588562012,0.15861913561820984,0.21883347630500793,0.1634518802165985
with,0.2748807370662689,0.4080928862094879,0.31862112879753113,0.2371402531862259,0.2464839518070221,0.21456092596054077,0.16912664473056793,0.1352335512638092,0.2433311939239502
the,0.16366221010684967,0.6662389636039734,0.43061500787734985,0.28660184144973755,0.42745697498321533,0.30881059169769287,0.19385820627212524,0.21712259948253632,0.22068053483963013
soap,0.189346581697464,0.27619147300720215,0.14998425543308258,0.22916756570339203,0.17847999930381775,0.08491909503936768,0.9999999403953552,0.5105682015419006,0.1800997406244278
opera,0.11077459156513214,0.27592000365257263,0.1866452395915985,0.18661737442016602,0.19126243889331818,0.11395838111639023,0.5105682015419006,1.0,0.12079104036092758
eastenders,0.17232291400432587,0.2908072769641876,0.24126939475536346,0.3282465934753418,0.14003272354602814,0.2009127289056778,0.45173025131225586,0.340084046125412,0.15309326350688934
",",0.19474871456623077,0.5201468467712402,0.3029961884021759,0.27189624309539795,0.3087472915649414,0.3234879672527313,0.18956468999385834,0.26272621750831604,0.31091248989105225
the,0.16366221010684967,0.6662389636039734,0.43061500787734985,0.28660184144973755,0.42745697498321533,0.30881059169769287,0.19385820627212524,0.21712259948253632,0.22068053483963013
action,0.13117067515850067,0.22362500429153442,0.1958698183298111,0.17745697498321533,0.30170392990112305,0.10561133921146393,0.1523214727640152,0.16940398514270782,0.250188946723938
taking,0.14782045781612396,0.25282081961631775,0.3024601340293884,0.204876109957695,0.24635453522205353,0.18030324578285217,0.1462492048740387,0.1251666098833084,0.19960761070251465
place,0.1539856344461441,0.38128477334976196,0.379790335893631,0.18329499661922455,0.2689766585826874,0.14914581179618835,0.13070806860923767,0.14278222620487213,0.2455766350030899
in,0.1553250104188919,1.0,0.3431483507156372,0.2658694386482239,0.30808621644973755,0.3156912922859192,0.27619147300720215,0.27592000365257263,0.20430970191955566
the,0.16366221010684967,0.6662389636039734,0.43061500787734985,0.28660184144973755,0.42745697498321533,0.30881059169769287,0.19385820627212524,0.21712259948253632,0.22068053483963013
latter,0.16524766385555267,0.27519580721855164,0.2733142673969269,0.17997850477695465,0.25606152415275574,0.18211877346038818,0.16675813496112823,0.09163635969161987,0.12733961641788483
's,-0.023744558915495872,-0.037580832839012146,0.01301188487559557,-0.01579626277089119,0.02692362666130066,0.016728825867176056,0.08452301472425461,0.014315725304186344,-0.023395681753754616
albert,0.1789543479681015,0.20386730134487152,0.15031138062477112,0.15147966146469116,0.16012011468410492,0.09023409336805344,0.12095319479703903,0.1642523854970932,0.15350762009620667
square,0.3403628468513489,0.2193731665611267,0.15155795216560364,0.10562554746866226,0.12660330533981323,0.22956974804401398,0.13072210550308228,0.1795622557401657,0.1201515942811966
location,0.19247747957706451,0.3397608697414398,0.25054216384887695,0.11876469105482101,0.2507282793521881,0.11406391859054565,0.1005173847079277,0.12869921326637268,0.15759775042533875
and,0.24926187098026276,0.4954058527946472,0.3025408685207367,0.26700839400291443,0.31309178471565247,0.32993122935295105,0.1829628199338913,0.1951809525489807,0.20544172823429108
around,0.23101265728473663,0.41294145584106445,0.344309538602829,0.19947940111160278,0.27475327253341675,0.22351980209350586,0.1791834831237793,0.17263473570346832,0.14729668200016022
greenwich,0.1704169511795044,0.21404235064983368,0.35165923833847046,0.10185664892196655,0.21758924424648285,0.11595094203948975,0.08087396621704102,0.18950530886650085,0.1705542504787445
.,0.23926883935928345,0.5591574311256409,0.371569961309433,0.27540460228919983,0.3567904531955719,0.23774133622646332,0.22153060138225555,0.2488829344511032,0.4130953550338745
