,which,company,owns,abc,?
headquartered,0.23452304303646088,0.4850085973739624,0.34706535935401917,0.18655560910701752,0.08021588623523712
in,0.4840516746044159,0.22141718864440918,0.19753509759902954,0.1697147786617279,0.20430970191955566
southern,0.2648681700229645,0.12361889332532883,0.09705818444490433,0.07715924084186554,0.11225555837154388
california,0.17128102481365204,0.1987902671098709,0.12357434630393982,0.2458307445049286,0.1409905105829239
are,0.42922598123550415,0.13605213165283203,0.22650936245918274,0.06184951588511467,0.24591213464736938
the,0.6521818041801453,0.26591673493385315,0.19328729808330536,0.2068762183189392,0.22068053483963013
walt,0.23183803260326385,0.31658700108528137,0.27572110295295715,0.36108773946762085,0.18540392816066742
disney,0.22318677604198456,0.29213109612464905,0.2769777476787567,0.37895750999450684,0.22150784730911255
company,0.25990763306617737,1.0,0.45134320855140686,0.16210390627384186,0.12195809185504913
(,0.2589828372001648,0.13179703056812286,0.1795583963394165,0.183883935213089,0.40561532974243164
which,1.0,0.25990763306617737,0.27144646644592285,0.1991286277770996,0.25814583897590637
also,0.6566565632820129,0.21313920617103577,0.2808111608028412,0.2030053734779358,0.21848613023757935
owns,0.27144646644592285,0.45134320855140686,1.0,0.23212404549121857,0.18703800439834595
abc,0.1991286277770996,0.16210390627384186,0.23212404549121857,1.0000001192092896,0.19065172970294952
),0.2758678197860718,0.14284300804138184,0.16541217267513275,0.18381085991859436,0.42300865054130554
",",0.3658004403114319,0.2697763442993164,0.22265474498271942,0.2097204476594925,0.31091248989105225
sony,0.25629472732543945,0.30901986360549927,0.23817554116249084,0.31795376539230347,0.15008887648582458
pictures,0.2527135908603668,0.2676602602005005,0.2200189083814621,0.23470810055732727,0.20528490841388702
",",0.3658004403114319,0.2697763442993164,0.22265474498271942,0.2097204476594925,0.31091248989105225
universal,0.22577796876430511,0.24939820170402527,0.20132361352443695,0.20585736632347107,0.2074412703514099
",",0.3658004403114319,0.2697763442993164,0.22265474498271942,0.2097204476594925,0.31091248989105225
mgm,0.16748687624931335,0.38126707077026367,0.277671754360199,0.2960132956504822,0.12431269139051437
",",0.3658004403114319,0.2697763442993164,0.22265474498271942,0.2097204476594925,0.31091248989105225
paramount,0.1655159890651703,0.36330583691596985,0.28632500767707825,0.3420375883579254,0.1511610448360443
pictures,0.2527135908603668,0.2676602602005005,0.2200189083814621,0.23470810055732727,0.20528490841388702
",",0.3658004403114319,0.2697763442993164,0.22265474498271942,0.2097204476594925,0.31091248989105225
20th,0.23899522423744202,0.13881541788578033,0.05181838199496269,0.1894952654838562,0.14985637366771698
century,0.23552611470222473,0.20846223831176758,0.12820540368556976,0.08703500032424927,0.1026201918721199
fox,0.19590693712234497,0.25603240728378296,0.25636985898017883,0.4152262508869171,0.1670110523700714
",",0.3658004403114319,0.2697763442993164,0.22265474498271942,0.2097204476594925,0.31091248989105225
and,0.506277859210968,0.23788511753082275,0.2230452299118042,0.16453155875205994,0.20544172823429108
warner,0.21533477306365967,0.30600854754447937,0.29984402656555176,0.33640289306640625,0.21637006103992462
brothers,0.2096787691116333,0.24235258996486664,0.2731620669364929,0.14660751819610596,0.11019307374954224
.,0.45942068099975586,0.266353577375412,0.22098858654499054,0.2567209303379059,0.4130953550338745
