,what,generally,does,not,allow,citizens,to,sue,other,citizens,?
while,0.35511791706085205,0.40935632586479187,0.3243313729763031,0.4146956503391266,0.3201269209384918,0.22070689499378204,0.43899232149124146,0.08384837210178375,0.34462770819664,0.22070689499378204,0.21076419949531555
the,0.42745697498321533,0.41466525197029114,0.35928019881248474,0.4310511648654938,0.27822166681289673,0.29208630323410034,0.535392165184021,0.17412793636322021,0.44152235984802246,0.29208630323410034,0.22068053483963013
treaties,0.2403455525636673,0.21325208246707916,0.18945413827896118,0.2920204997062683,0.28978538513183594,0.4052448272705078,0.30276235938072205,0.16579493880271912,0.3241350054740906,0.4052448272705078,0.1693580597639084
and,0.31309178471565247,0.4087323546409607,0.3461615741252899,0.39099299907684326,0.3380379378795624,0.23546771705150604,0.48971283435821533,0.15765930712223053,0.5504306554794312,0.23546771705150604,0.20544172823429108
regulations,0.21871556341648102,0.3585616946220398,0.2808334231376648,0.35450291633605957,0.40648511052131653,0.31191977858543396,0.2838025987148285,0.08006832003593445,0.36023133993148804,0.31191977858543396,0.17806588113307953
will,0.3510494530200958,0.3336389362812042,0.583926260471344,0.5266793966293335,0.48204848170280457,0.1590159386396408,0.5091033577919006,0.11499574035406113,0.3551507890224457,0.1590159386396408,0.35046905279159546
have,0.39808809757232666,0.49163123965263367,0.3709583580493927,0.5619372129440308,0.4772440195083618,0.2193184196949005,0.4544740617275238,0.2058486044406891,0.559082567691803,0.2193184196949005,0.32991164922714233
direct,0.26271191239356995,0.2908772826194763,0.19850881397724152,0.26088273525238037,0.30706799030303955,0.2629893124103546,0.3420579433441162,0.142011821269989,0.2817191481590271,0.2629893124103546,0.18476411700248718
effect,0.2546532452106476,0.2883836030960083,0.28335171937942505,0.345232754945755,0.28752607107162476,0.1837935894727707,0.2521958649158478,0.13049210608005524,0.24136263132095337,0.1837935894727707,0.1783771812915802
(,0.2411840260028839,0.1831369251012802,0.2728188931941986,0.2710699737071991,0.1579936444759369,0.13357816636562347,0.30882009863853455,0.18141211569309235,0.25035592913627625,0.13357816636562347,0.40561532974243164
if,0.5277165174484253,0.4252934157848358,0.4740144908428192,0.6100378632545471,0.41429564356803894,0.14891579747200012,0.4559597074985504,0.22611454129219055,0.3864276111125946,0.14891579747200012,0.4441644251346588
clear,0.4239453375339508,0.3706093728542328,0.33093103766441345,0.42303335666656494,0.3386763632297516,0.14001524448394775,0.34294766187667847,0.17473864555358887,0.2442564070224762,0.14001524448394775,0.2738020122051239
",",0.3087472915649414,0.29679131507873535,0.28617382049560547,0.3769696354866028,0.24557842314243317,0.2264837771654129,0.44245919585227966,0.2271348536014557,0.4446498453617096,0.2264837771654129,0.31091248989105225
unconditional,0.31224325299263,0.3014279901981354,0.21562521159648895,0.34577205777168274,0.29738521575927734,0.19707006216049194,0.29478728771209717,0.14777912199497223,0.23460359871387482,0.19707006216049194,0.1868923306465149
and,0.31309178471565247,0.4087323546409607,0.3461615741252899,0.39099299907684326,0.3380379378795624,0.23546771705150604,0.48971283435821533,0.15765930712223053,0.5504306554794312,0.23546771705150604,0.20544172823429108
immediate,0.3414689600467682,0.30407536029815674,0.2990911304950714,0.38405245542526245,0.32874414324760437,0.27561306953430176,0.38386404514312744,0.20646242797374725,0.246318057179451,0.27561306953430176,0.2325933575630188
),0.26259949803352356,0.20006901025772095,0.2575884759426117,0.2718011736869812,0.15511807799339294,0.14120979607105255,0.31236231327056885,0.17783230543136597,0.26200005412101746,0.14120979607105255,0.42300865054130554
",",0.3087472915649414,0.29679131507873535,0.28617382049560547,0.3769696354866028,0.24557842314243317,0.2264837771654129,0.44245919585227966,0.2271348536014557,0.4446498453617096,0.2264837771654129,0.31091248989105225
directives,0.19725696742534637,0.24256952106952667,0.21180075407028198,0.2162359654903412,0.3068414330482483,0.2535865008831024,0.2914973795413971,0.10577169805765152,0.30041733384132385,0.2535865008831024,0.14184632897377014
do,0.4609605669975281,0.33159759640693665,0.5148232579231262,0.6619802713394165,0.4335261583328247,0.17953090369701385,0.38876664638519287,0.17410320043563843,0.34946969151496887,0.17953090369701385,0.4093979299068451
not,0.5449194312095642,0.4818459153175354,0.6355478763580322,0.9999999403953552,0.5087684988975525,0.26630648970603943,0.5149973034858704,0.22100040316581726,0.4341118037700653,0.26630648970603943,0.41942933201789856
generally,0.40614598989486694,1.0,0.38465455174446106,0.4818459153175354,0.3927384316921234,0.2420864999294281,0.3871513605117798,0.11663839221000671,0.4106457829475403,0.2420864999294281,0.23411904275417328
give,0.32935357093811035,0.2727033793926239,0.3544177711009979,0.4267578423023224,0.452592670917511,0.24826127290725708,0.4396136403083801,0.18373148143291473,0.27330368757247925,0.24826127290725708,0.2985610067844391
citizens,0.1905079185962677,0.2420864999294281,0.15291784703731537,0.26630648970603943,0.268436461687088,1.0,0.2594742178916931,0.23293331265449524,0.21362197399139404,1.0,0.14885954558849335
(,0.2411840260028839,0.1831369251012802,0.2728188931941986,0.2710699737071991,0.1579936444759369,0.13357816636562347,0.30882009863853455,0.18141211569309235,0.25035592913627625,0.13357816636562347,0.40561532974243164
as,0.31749409437179565,0.3970455825328827,0.31202155351638794,0.5105602741241455,0.25002720952033997,0.15994618833065033,0.42092081904411316,0.17468547821044922,0.42805421352386475,0.15994618833065033,0.27043893933296204
opposed,0.35573211312294006,0.32346150279045105,0.26974499225616455,0.3817540109157562,0.3385885953903198,0.291813462972641,0.2678636610507965,0.10979434847831726,0.2671120762825012,0.291813462972641,0.23428945243358612
to,0.455847829580307,0.3871513605117798,0.4391997456550598,0.5149973034858704,0.4900954067707062,0.2594742178916931,1.0,0.18453726172447205,0.4193183183670044,0.2594742178916931,0.29463258385658264
the,0.42745697498321533,0.41466525197029114,0.35928019881248474,0.4310511648654938,0.27822166681289673,0.29208630323410034,0.535392165184021,0.17412793636322021,0.44152235984802246,0.29208630323410034,0.22068053483963013
member,0.09932345896959305,0.1283309906721115,0.15050765872001648,0.1560761034488678,0.1435932219028473,0.291562020778656,0.19456195831298828,0.147918239235878,0.15854816138744354,0.291562020778656,0.06826172769069672
state,0.24273863434791565,0.20043601095676422,0.15987756848335266,0.23725773394107819,0.13720786571502686,0.2520778477191925,0.25557461380958557,0.13184282183647156,0.25314825773239136,0.2520778477191925,0.1160883978009224
),0.26259949803352356,0.20006901025772095,0.2575884759426117,0.2718011736869812,0.15511807799339294,0.14120979607105255,0.31236231327056885,0.17783230543136597,0.26200005412101746,0.14120979607105255,0.42300865054130554
standing,0.19543994963169098,0.30193325877189636,0.2550097107887268,0.29073962569236755,0.25482770800590515,0.19325405359268188,0.2908179461956024,0.14903846383094788,0.2513916492462158,0.19325405359268188,0.11972658336162567
to,0.455847829580307,0.3871513605117798,0.4391997456550598,0.5149973034858704,0.4900954067707062,0.2594742178916931,1.0,0.18453726172447205,0.4193183183670044,0.2594742178916931,0.29463258385658264
sue,0.23503164947032928,0.11663839221000671,0.09032508730888367,0.22100040316581726,0.14498233795166016,0.23293331265449524,0.18453726172447205,1.0,0.07457305490970612,0.23293331265449524,0.17385262250900269
other,0.341873437166214,0.4106457829475403,0.2947014272212982,0.4341118037700653,0.3781599700450897,0.21362197399139404,0.4193183183670044,0.07457305490970612,0.9999999403953552,0.21362197399139404,0.24682199954986572
citizens,0.1905079185962677,0.2420864999294281,0.15291784703731537,0.26630648970603943,0.268436461687088,1.0,0.2594742178916931,0.23293331265449524,0.21362197399139404,1.0,0.14885954558849335
.,0.3567904531955719,0.3124077022075653,0.3022993505001068,0.4824007451534271,0.28562283515930176,0.19396132230758667,0.4645031690597534,0.2074928879737854,0.41511186957359314,0.19396132230758667,0.4130953550338745
