,what,is,one,of,the,largest,music,schools,in,europe,?
other,0.341873437166214,0.25895947217941284,0.45956575870513916,0.38583824038505554,0.44152235984802246,0.24251358211040497,0.23644419014453888,0.24327325820922852,0.39989137649536133,0.3185610771179199,0.24682199954986572
institutions,0.22018329799175262,0.14988303184509277,0.2598598599433899,0.3371490240097046,0.2776423394680023,0.28758591413497925,0.23852427303791046,0.4866847097873688,0.2592448890209198,0.20401906967163086,0.19119486212730408
for,0.3017193675041199,0.43268078565597534,0.384836345911026,0.4185989499092102,0.4739971458911896,0.13215672969818115,0.2626277506351471,0.2320515662431717,0.4322226941585541,0.26120877265930176,0.264628142118454
higher,0.2538340389728546,0.24683357775211334,0.28364863991737366,0.3096220791339874,0.3292480409145355,0.19968576729297638,0.17845039069652557,0.2932973802089691,0.23285751044750214,0.18773819506168365,0.15679465234279633
education,0.19940856099128723,0.18778188526630402,0.1546267718076706,0.3015166223049164,0.23982903361320496,0.15356379747390747,0.3121570944786072,0.6035618185997009,0.2654339671134949,0.1794687956571579,0.18067774176597595
include,0.1535889357328415,0.28863582015037537,0.28309059143066406,0.37431180477142334,0.2951717972755432,0.24294912815093994,0.16824255883693695,0.21952612698078156,0.28694382309913635,0.19212675094604492,0.14925788342952728
the,0.42745697498321533,0.5823672413825989,0.5514441132545471,0.733189046382904,1.0,0.3757036626338959,0.2714049816131592,0.22905772924423218,0.6662389636039734,0.34463706612586975,0.22068053483963013
medical,0.2389855533838272,0.22198186814785004,0.14897610247135162,0.2826511859893799,0.2398311346769333,0.13539615273475647,0.23932696878910065,0.2812371253967285,0.25996583700180054,0.09360122680664062,0.13234087824821472
university,0.20256435871124268,0.20346471667289734,0.2106119841337204,0.30646374821662903,0.263973206281662,0.25739672780036926,0.2219531238079071,0.4070035517215729,0.3201795518398285,0.14922571182250977,0.11887256056070328
of,0.33290785551071167,0.4854315221309662,0.4999135136604309,1.0,0.733189046382904,0.36650770902633667,0.25892743468284607,0.265506386756897,0.5696388483047485,0.29299741983413696,0.1826142966747284
warsaw,0.10373849421739578,0.09741193056106567,0.13329707086086273,0.19253842532634735,0.23137180507183075,0.15168581902980804,0.17352351546287537,0.13564395904541016,0.22642600536346436,0.2790890336036682,0.09769917279481888
",",0.3087472915649414,0.4691906273365021,0.3696635365486145,0.4946078956127167,0.4933079481124878,0.26626327633857727,0.30347302556037903,0.2760516405105591,0.5201468467712402,0.2542513906955719,0.31091248989105225
the,0.42745697498321533,0.5823672413825989,0.5514441132545471,0.733189046382904,1.0,0.3757036626338959,0.2714049816131592,0.22905772924423218,0.6662389636039734,0.34463706612586975,0.22068053483963013
largest,0.13463157415390015,0.3413417339324951,0.3001094460487366,0.36650770902633667,0.3757036626338959,0.9999999403953552,0.13560092449188232,0.19201259315013885,0.3017216920852661,0.2597532272338867,0.12401245534420013
medical,0.2389855533838272,0.22198186814785004,0.14897610247135162,0.2826511859893799,0.2398311346769333,0.13539615273475647,0.23932696878910065,0.2812371253967285,0.25996583700180054,0.09360122680664062,0.13234087824821472
school,0.18774057924747467,0.19488026201725006,0.20067162811756134,0.2391800880432129,0.22953221201896667,0.11632684618234634,0.22483199834823608,0.7602541446685791,0.26157811284065247,0.07671187818050385,0.15091250836849213
in,0.30808621644973755,0.5394441485404968,0.4129433035850525,0.5696388483047485,0.6662389636039734,0.3017216920852661,0.22969312965869904,0.2632134258747101,1.0,0.33061710000038147,0.20430970191955566
poland,0.16095873713493347,0.13666775822639465,0.1761017143726349,0.26632049679756165,0.24871079623699188,0.1417662352323532,0.173066183924675,0.11917661875486374,0.2887791395187378,0.40554195642471313,0.14259830117225647
and,0.31309178471565247,0.3859752118587494,0.42438167333602905,0.5116966962814331,0.5171257257461548,0.24602696299552917,0.2946314513683319,0.29319998621940613,0.4954058527946472,0.3463572859764099,0.20544172823429108
one,0.376489520072937,0.4544198513031006,1.0000001192092896,0.4999135136604309,0.5514441132545471,0.3001094460487366,0.20227909088134766,0.26161569356918335,0.4129433035850525,0.2713710069656372,0.2673267424106598
of,0.33290785551071167,0.4854315221309662,0.4999135136604309,1.0,0.733189046382904,0.36650770902633667,0.25892743468284607,0.265506386756897,0.5696388483047485,0.29299741983413696,0.1826142966747284
the,0.42745697498321533,0.5823672413825989,0.5514441132545471,0.733189046382904,1.0,0.3757036626338959,0.2714049816131592,0.22905772924423218,0.6662389636039734,0.34463706612586975,0.22068053483963013
most,0.3219912350177765,0.41165053844451904,0.5404669642448425,0.4178851246833801,0.47635307908058167,0.3954915702342987,0.2003718614578247,0.19526082277297974,0.41416558623313904,0.33005326986312866,0.2107497900724411
prestigious,0.11413072049617767,0.21526983380317688,0.2939686179161072,0.26540738344192505,0.2841964662075043,0.3236858546733856,0.27858036756515503,0.3210844397544861,0.2960125505924225,0.22104665637016296,0.050204768776893616
",",0.3087472915649414,0.4691906273365021,0.3696635365486145,0.4946078956127167,0.4933079481124878,0.26626327633857727,0.30347302556037903,0.2760516405105591,0.5201468467712402,0.2542513906955719,0.31091248989105225
the,0.42745697498321533,0.5823672413825989,0.5514441132545471,0.733189046382904,1.0,0.3757036626338959,0.2714049816131592,0.22905772924423218,0.6662389636039734,0.34463706612586975,0.22068053483963013
national,0.16882304847240448,0.23413582146167755,0.2082243114709854,0.3314673602581024,0.32739606499671936,0.22149519622325897,0.1560843586921692,0.21169473230838776,0.28915393352508545,0.2063443809747696,0.15643028914928436
defence,0.1647643744945526,0.20456039905548096,0.18413901329040527,0.22565454244613647,0.2438012957572937,0.1270594447851181,0.13433381915092468,0.19454467296600342,0.21592919528484344,0.13641881942749023,0.13179711997509003
university,0.20256435871124268,0.20346471667289734,0.2106119841337204,0.30646374821662903,0.263973206281662,0.25739672780036926,0.2219531238079071,0.4070035517215729,0.3201795518398285,0.14922571182250977,0.11887256056070328
",",0.3087472915649414,0.4691906273365021,0.3696635365486145,0.4946078956127167,0.4933079481124878,0.26626327633857727,0.30347302556037903,0.2760516405105591,0.5201468467712402,0.2542513906955719,0.31091248989105225
highest,0.19637788832187653,0.27460670471191406,0.26147523522377014,0.3223685622215271,0.36945265531539917,0.34407147765159607,0.13356387615203857,0.20857633650302887,0.3400614559650421,0.21939139068126678,0.11527936160564423
military,0.18809624016284943,0.139249786734581,0.21205423772335052,0.27347031235694885,0.2290858030319214,0.1594930738210678,0.2545720338821411,0.22173555195331573,0.2402431070804596,0.2146894335746765,0.1890317052602768
academic,0.10352335125207901,0.19421102106571198,0.20296074450016022,0.20802809298038483,0.15387672185897827,0.12686534225940704,0.28624001145362854,0.37874487042427063,0.1914365142583847,0.17042651772499084,0.11011603474617004
institution,0.22293052077293396,0.18623653054237366,0.21844668686389923,0.3115397095680237,0.2866198718547821,0.2804420590400696,0.2186923623085022,0.4006096124649048,0.2544989287853241,0.13849730789661407,0.18802334368228912
in,0.30808621644973755,0.5394441485404968,0.4129433035850525,0.5696388483047485,0.6662389636039734,0.3017216920852661,0.22969312965869904,0.2632134258747101,1.0,0.33061710000038147,0.20430970191955566
poland,0.16095873713493347,0.13666775822639465,0.1761017143726349,0.26632049679756165,0.24871079623699188,0.1417662352323532,0.173066183924675,0.11917661875486374,0.2887791395187378,0.40554195642471313,0.14259830117225647
",",0.3087472915649414,0.4691906273365021,0.3696635365486145,0.4946078956127167,0.4933079481124878,0.26626327633857727,0.30347302556037903,0.2760516405105591,0.5201468467712402,0.2542513906955719,0.31091248989105225
the,0.42745697498321533,0.5823672413825989,0.5514441132545471,0.733189046382904,1.0,0.3757036626338959,0.2714049816131592,0.22905772924423218,0.6662389636039734,0.34463706612586975,0.22068053483963013
fryderyk,0.19737893342971802,0.2425594925880432,0.2339642494916916,0.2445390224456787,0.2538815140724182,0.19216926395893097,0.397584468126297,0.19660469889640808,0.2804294526576996,0.28989747166633606,0.22764569520950317
chopin,0.15598981082439423,0.13548944890499115,0.2097557783126831,0.19214171171188354,0.1946633756160736,0.09884708374738693,0.37685856223106384,0.18447913229465485,0.2448127418756485,0.21834979951381683,0.14239183068275452
university,0.20256435871124268,0.20346471667289734,0.2106119841337204,0.30646374821662903,0.263973206281662,0.25739672780036926,0.2219531238079071,0.4070035517215729,0.3201795518398285,0.14922571182250977,0.11887256056070328
of,0.33290785551071167,0.4854315221309662,0.4999135136604309,1.0,0.733189046382904,0.36650770902633667,0.25892743468284607,0.265506386756897,0.5696388483047485,0.29299741983413696,0.1826142966747284
music,0.23070453107357025,0.17702555656433105,0.20227909088134766,0.25892743468284607,0.2714049816131592,0.13560092449188232,1.0,0.20077812671661377,0.22969312965869904,0.2516346871852875,0.18264494836330414
the,0.42745697498321533,0.5823672413825989,0.5514441132545471,0.733189046382904,1.0,0.3757036626338959,0.2714049816131592,0.22905772924423218,0.6662389636039734,0.34463706612586975,0.22068053483963013
oldest,0.12504005432128906,0.3135911226272583,0.38706573843955994,0.33351290225982666,0.30836519598960876,0.47138267755508423,0.14021754264831543,0.18972089886665344,0.33251360058784485,0.262989342212677,0.14864160120487213
and,0.31309178471565247,0.3859752118587494,0.42438167333602905,0.5116966962814331,0.5171257257461548,0.24602696299552917,0.2946314513683319,0.29319998621940613,0.4954058527946472,0.3463572859764099,0.20544172823429108
largest,0.13463157415390015,0.3413417339324951,0.3001094460487366,0.36650770902633667,0.3757036626338959,0.9999999403953552,0.13560092449188232,0.19201259315013885,0.3017216920852661,0.2597532272338867,0.12401245534420013
music,0.23070453107357025,0.17702555656433105,0.20227909088134766,0.25892743468284607,0.2714049816131592,0.13560092449188232,1.0,0.20077812671661377,0.22969312965869904,0.2516346871852875,0.18264494836330414
school,0.18774057924747467,0.19488026201725006,0.20067162811756134,0.2391800880432129,0.22953221201896667,0.11632684618234634,0.22483199834823608,0.7602541446685791,0.26157811284065247,0.07671187818050385,0.15091250836849213
in,0.30808621644973755,0.5394441485404968,0.4129433035850525,0.5696388483047485,0.6662389636039734,0.3017216920852661,0.22969312965869904,0.2632134258747101,1.0,0.33061710000038147,0.20430970191955566
poland,0.16095873713493347,0.13666775822639465,0.1761017143726349,0.26632049679756165,0.24871079623699188,0.1417662352323532,0.173066183924675,0.11917661875486374,0.2887791395187378,0.40554195642471313,0.14259830117225647
",",0.3087472915649414,0.4691906273365021,0.3696635365486145,0.4946078956127167,0.4933079481124878,0.26626327633857727,0.30347302556037903,0.2760516405105591,0.5201468467712402,0.2542513906955719,0.31091248989105225
and,0.31309178471565247,0.3859752118587494,0.42438167333602905,0.5116966962814331,0.5171257257461548,0.24602696299552917,0.2946314513683319,0.29319998621940613,0.4954058527946472,0.3463572859764099,0.20544172823429108
one,0.376489520072937,0.4544198513031006,1.0000001192092896,0.4999135136604309,0.5514441132545471,0.3001094460487366,0.20227909088134766,0.26161569356918335,0.4129433035850525,0.2713710069656372,0.2673267424106598
of,0.33290785551071167,0.4854315221309662,0.4999135136604309,1.0,0.733189046382904,0.36650770902633667,0.25892743468284607,0.265506386756897,0.5696388483047485,0.29299741983413696,0.1826142966747284
the,0.42745697498321533,0.5823672413825989,0.5514441132545471,0.733189046382904,1.0,0.3757036626338959,0.2714049816131592,0.22905772924423218,0.6662389636039734,0.34463706612586975,0.22068053483963013
largest,0.13463157415390015,0.3413417339324951,0.3001094460487366,0.36650770902633667,0.3757036626338959,0.9999999403953552,0.13560092449188232,0.19201259315013885,0.3017216920852661,0.2597532272338867,0.12401245534420013
in,0.30808621644973755,0.5394441485404968,0.4129433035850525,0.5696388483047485,0.6662389636039734,0.3017216920852661,0.22969312965869904,0.2632134258747101,1.0,0.33061710000038147,0.20430970191955566
europe,0.17179538309574127,0.20961034297943115,0.2713710069656372,0.29299741983413696,0.34463706612586975,0.2597532272338867,0.2516346871852875,0.14060553908348083,0.33061710000038147,1.0000001192092896,0.18278923630714417
