,what,did,tesla,call,his,electrical,effects,in,1893,?
at,0.2838611304759979,0.28390252590179443,0.16552478075027466,0.10539821535348892,0.27659502625465393,0.21410898864269257,0.11516885459423065,0.4374977946281433,0.1642693728208542,0.21978627145290375
the,0.42745697498321533,0.34736719727516174,0.1324402391910553,0.26640447974205017,0.4394008219242096,0.2523402273654938,0.25316479802131653,0.6662389636039734,0.10564703494310379,0.22068053483963013
columbian,0.22410494089126587,0.17246979475021362,0.19204775989055634,0.10913363844156265,0.15588468313217163,0.1804564744234085,0.22035503387451172,0.24936507642269135,-0.03456062823534012,0.08890089392662048
exposition,0.16748280823230743,0.13539977371692657,0.1692313402891159,0.2014685869216919,0.24957260489463806,0.20850777626037598,0.22561059892177582,0.30755117535591125,0.006615803577005863,0.09475983679294586
",",0.3087472915649414,0.3015086054801941,0.20599327981472015,0.2670435905456543,0.3378419280052185,0.24516360461711884,0.23115523159503937,0.5201468467712402,0.06818228960037231,0.31091248989105225
under,0.20154598355293274,0.20815621316432953,0.122123122215271,0.11417009681463242,0.24598731100559235,0.16245156526565552,0.12639610469341278,0.2535393238067627,0.027341710403561592,0.18233340978622437
a,0.3320399522781372,0.2552328109741211,0.2211925983428955,0.2774817645549774,0.3497250974178314,0.2779098153114319,0.20917339622974396,0.539380669593811,0.11840973794460297,0.23916715383529663
banner,0.25832974910736084,0.16727332770824432,0.07126807421445847,0.18723064661026,0.16928547620773315,0.10230062156915665,0.15920700132846832,0.21138782799243927,0.10188063234090805,0.2657177448272705
announcing,0.13581505417823792,0.2843397557735443,0.13754600286483765,0.22251774370670319,0.3271029591560364,0.0742691233754158,0.15201778709888458,0.24730539321899414,0.027897553518414497,0.20554284751415253
the,0.42745697498321533,0.34736719727516174,0.1324402391910553,0.26640447974205017,0.4394008219242096,0.2523402273654938,0.25316479802131653,0.6662389636039734,0.10564703494310379,0.22068053483963013
``,0.008517155423760414,-0.029888948425650597,0.04274534806609154,0.11138522624969482,0.008275155909359455,0.012026671320199966,0.009810344316065311,0.04765888676047325,0.029882220551371574,0.0685480609536171
tesla,0.23221199214458466,0.09757418930530548,0.9999999403953552,0.0995580330491066,0.1580733060836792,0.45727142691612244,0.13093826174736023,0.17097744345664978,0.030090492218732834,0.10250775516033173
polyphase,0.1985156536102295,0.13229048252105713,0.148346409201622,0.11874402314424515,0.1661357581615448,0.23767787218093872,0.1850428432226181,0.20455771684646606,0.15637557208538055,0.13757970929145813
system,0.23557309806346893,0.1967303454875946,0.18243813514709473,0.15879373252391815,0.15711051225662231,0.27420902252197266,0.203021839261055,0.21978288888931274,0.0421348474919796,0.15556083619594574
'',0.08143015950918198,0.01978493109345436,0.048713020980358124,-0.01835283823311329,0.016508836299180984,0.0419921949505806,0.03196563944220543,0.07432962208986282,-0.023605626076459885,0.018684765323996544
",",0.3087472915649414,0.3015086054801941,0.20599327981472015,0.2670435905456543,0.3378419280052185,0.24516360461711884,0.23115523159503937,0.5201468467712402,0.06818228960037231,0.31091248989105225
tesla,0.23221199214458466,0.09757418930530548,0.9999999403953552,0.0995580330491066,0.1580733060836792,0.45727142691612244,0.13093826174736023,0.17097744345664978,0.030090492218732834,0.10250775516033173
demonstrated,0.20940876007080078,0.2299390286207199,0.28413429856300354,0.21959209442138672,0.21185308694839478,0.23032276332378387,0.2575419247150421,0.24005702137947083,0.10863475501537323,0.1947716772556305
a,0.3320399522781372,0.2552328109741211,0.2211925983428955,0.2774817645549774,0.3497250974178314,0.2779098153114319,0.20917339622974396,0.539380669593811,0.11840973794460297,0.23916715383529663
series,0.17328087985515594,0.15581852197647095,0.14642579853534698,0.16711392998695374,0.23445890843868256,0.18930578231811523,0.19162851572036743,0.2914260923862457,0.08194272965192795,0.1709602326154709
of,0.33290785551071167,0.2513895630836487,0.18837453424930573,0.2378445267677307,0.38364991545677185,0.23057208955287933,0.21244898438453674,0.5696388483047485,0.04443042352795601,0.1826142966747284
electrical,0.19961315393447876,0.12294142693281174,0.45727142691612244,0.06331832706928253,0.17698267102241516,1.0000001192092896,0.241845041513443,0.2146623730659485,0.03333553671836853,0.10923371464014053
effects,0.22572848200798035,0.21497146785259247,0.13093826174736023,0.14484040439128876,0.2287493795156479,0.241845041513443,1.0000001192092896,0.18867923319339752,-0.0007106962730176747,0.16749060153961182
previously,0.24305304884910583,0.2304767668247223,0.09497247636318207,0.12781192362308502,0.22789499163627625,0.12870801985263824,0.0858062356710434,0.2762584090232849,0.11848360300064087,0.15811841189861298
performed,0.17447373270988464,0.2536868453025818,0.18458497524261475,0.15502479672431946,0.27903127670288086,0.11928651481866837,0.19692429900169373,0.27994897961616516,0.10712292045354843,0.14428307116031647
throughout,0.2130906730890274,0.194510817527771,0.14151959121227264,0.18496879935264587,0.33538171648979187,0.19234445691108704,0.1602163165807724,0.46596065163612366,0.051117703318595886,0.12665234506130219
america,0.2517423629760742,0.2212076634168625,0.14559084177017212,0.1647738516330719,0.1734815388917923,0.15283873677253723,0.16566984355449677,0.3098583221435547,0.02068415656685829,0.19333907961845398
and,0.31309178471565247,0.34479495882987976,0.19560420513153076,0.237839937210083,0.4234102666378021,0.24563585221767426,0.26666516065597534,0.4954058527946472,0.08839839696884155,0.20544172823429108
europe,0.17179538309574127,0.22473940253257751,0.154215469956398,0.1150444969534874,0.20297810435295105,0.13636258244514465,0.16472232341766357,0.33061710000038147,0.06734772771596909,0.18278923630714417
",",0.3087472915649414,0.3015086054801941,0.20599327981472015,0.2670435905456543,0.3378419280052185,0.24516360461711884,0.23115523159503937,0.5201468467712402,0.06818228960037231,0.31091248989105225
:76,0.12605303525924683,0.09557496011257172,-0.010845205746591091,0.01350692380219698,0.02161303721368313,0.019193166866898537,0.02270914427936077,0.025705164298415184,0.00532423984259367,0.07120028138160706
included,0.2288810908794403,0.32908451557159424,0.11181019246578217,0.305228054523468,0.2414456307888031,0.10198920220136642,0.19382032752037048,0.32433560490608215,0.017477070912718773,0.14385655522346497
using,0.27984681725502014,0.25429773330688477,0.24952489137649536,0.27372562885284424,0.21453166007995605,0.23162242770195007,0.2617379426956177,0.2717311978340149,0.018082844093441963,0.2804589569568634
