,what,party,is,president,kibaki,part,of,?
in,0.30808621644973755,0.20446790754795074,0.5394441485404968,0.18811661005020142,0.24637463688850403,0.4499994218349457,0.5696388483047485,0.20430970191955566
the,0.42745697498321533,0.23779736459255219,0.5823672413825989,0.24330610036849976,0.20502740144729614,0.527681291103363,0.733189046382904,0.22068053483963013
presidential,0.14383156597614288,0.39716845750808716,0.1744401901960373,0.7008855938911438,0.3670295774936676,0.13485397398471832,0.226227268576622,0.1823401004076004
elections,0.2432289719581604,0.5309614539146423,0.15343375504016876,0.45401760935783386,0.32150959968566895,0.1996009796857834,0.25554418563842773,0.2319818139076233
",",0.3087472915649414,0.21963930130004883,0.4691906273365021,0.26552814245224,0.30390122532844543,0.3376222252845764,0.4946078956127167,0.31091248989105225
president,0.1870913952589035,0.3547251224517822,0.15443938970565796,1.0000001192092896,0.39847540855407715,0.18722735345363617,0.21610750257968903,0.14148259162902832
kibaki,0.1701267510652542,0.2959485352039337,0.2105332463979721,0.39847540855407715,1.0,0.08761254698038101,0.21858225762844086,0.19735006988048553
under,0.20154598355293274,0.19590245187282562,0.21294879913330078,0.1993730515241623,0.15155476331710815,0.21344450116157532,0.32766106724739075,0.18233340978622437
the,0.42745697498321533,0.23779736459255219,0.5823672413825989,0.24330610036849976,0.20502740144729614,0.527681291103363,0.733189046382904,0.22068053483963013
party,0.2398013323545456,0.9999999403953552,0.1756078004837036,0.3547251224517822,0.2959485352039337,0.19817154109477997,0.23662418127059937,0.19031576812267303
of,0.33290785551071167,0.23662418127059937,0.4854315221309662,0.21610750257968903,0.21858225762844086,0.452393114566803,1.0,0.1826142966747284
national,0.16882304847240448,0.2879488468170166,0.23413582146167755,0.279017835855484,0.26297301054000854,0.1833047866821289,0.3314673602581024,0.15643028914928436
unity,0.24233078956604004,0.362484872341156,0.19248439371585846,0.20032913982868195,0.16305464506149292,0.23336012661457062,0.2702390253543854,0.16156218945980072
ran,0.12850850820541382,0.26188135147094727,0.21006470918655396,0.2268495410680771,0.28382211923599243,0.23685526847839355,0.21351689100265503,0.11304427683353424
for,0.3017193675041199,0.22076621651649475,0.43268078565597534,0.17469504475593567,0.18359686434268951,0.250704288482666,0.4185989499092102,0.264628142118454
re-election,0.28431448340415955,0.4985378086566925,0.20028138160705566,0.4421227276325226,0.2814266085624695,0.18249084055423737,0.27797213196754456,0.2795447111129761
against,0.24561616778373718,0.21933254599571228,0.1754940152168274,0.21157698333263397,0.18932712078094482,0.24462014436721802,0.2669808566570282,0.18095137178897858
the,0.42745697498321533,0.23779736459255219,0.5823672413825989,0.24330610036849976,0.20502740144729614,0.527681291103363,0.733189046382904,0.22068053483963013
main,0.2344268560409546,0.096624456346035,0.3009335994720459,0.10017438977956772,0.1411738246679306,0.32072335481643677,0.3177044689655304,0.1665669083595276
opposition,0.2798226773738861,0.5041105151176453,0.21637342870235443,0.29012128710746765,0.26829782128334045,0.16812388598918915,0.27615541219711304,0.15647298097610474
party,0.2398013323545456,0.9999999403953552,0.1756078004837036,0.3547251224517822,0.2959485352039337,0.19817154109477997,0.23662418127059937,0.19031576812267303
",",0.3087472915649414,0.21963930130004883,0.4691906273365021,0.26552814245224,0.30390122532844543,0.3376222252845764,0.4946078956127167,0.31091248989105225
the,0.42745697498321533,0.23779736459255219,0.5823672413825989,0.24330610036849976,0.20502740144729614,0.527681291103363,0.733189046382904,0.22068053483963013
orange,0.18341036140918732,0.10788410156965256,0.20677390694618225,0.1265346109867096,0.07494912296533585,0.2279748022556305,0.2509242296218872,0.1066059097647667
democratic,0.1858556717634201,0.7058394551277161,0.15758468210697174,0.4475593864917755,0.35968783497810364,0.14660802483558655,0.2273487150669098,0.1668088138103485
movement,0.23934946954250336,0.4062010645866394,0.20353496074676514,0.16086269915103912,0.18608757853507996,0.25884538888931274,0.2662941515445709,0.1423349231481552
(,0.2411840260028839,0.1743791401386261,0.35393038392066956,0.2037333846092224,0.23240970075130463,0.2208257019519806,0.35032153129577637,0.40561532974243164
odm,0.21722900867462158,0.24521896243095398,0.27684149146080017,0.01494272705167532,0.21280382573604584,0.2855664789676666,0.2945936620235443,0.1599399894475937
),0.26259949803352356,0.2047169804573059,0.37732169032096863,0.1912459284067154,0.2693292498588562,0.24734117090702057,0.3680361211299896,0.42300865054130554
.,0.3567904531955719,0.23341989517211914,0.4569662809371948,0.26255303621292114,0.27567771077156067,0.32817673683166504,0.5352458953857422,0.4130953550338745
