,in,which,case,did,the,court,of,justice,hold,that,a,german,court,could,n't,deny,a,dutch,building,company,the,right,to,enforce,a,contract,based,in,germany,?
similarly,0.31369346380233765,0.48172226548194885,0.3331085741519928,0.26332491636276245,0.33859682083129883,0.1956854611635208,0.29464200139045715,0.19773654639720917,0.16827186942100525,0.4188553988933563,0.35854077339172363,0.10070256143808365,0.1956854611635208,0.2444034069776535,-0.0787825807929039,0.2853768765926361,0.35854077339172363,0.09366699308156967,0.1426078826189041,0.21576687693595886,0.33859682083129883,0.22537440061569214,0.38353443145751953,0.27051904797554016,0.35854077339172363,0.11682947725057602,0.3217260539531708,0.31369346380233765,0.155763179063797,0.23036029934883118
in,1.0,0.4840516746044159,0.2190418541431427,0.2593238651752472,0.6662389636039734,0.2793687880039215,0.5696388483047485,0.2678598463535309,0.2667064666748047,0.435920387506485,0.539380669593811,0.21098364889621735,0.2793687880039215,0.29357993602752686,-0.0012929976219311357,0.12045605480670929,0.539380669593811,0.17559829354286194,0.3256937265396118,0.22141718864440918,0.6662389636039734,0.16096803545951843,0.45010748505592346,0.18547964096069336,0.539380669593811,0.20341484248638153,0.3070422410964966,1.0,0.3642844259738922,0.20430970191955566
überseering,0.3540225923061371,0.3611030578613281,0.2435186207294464,0.2638799548149109,0.3774413466453552,0.23259153962135315,0.40464112162590027,0.28199148178100586,0.2861063480377197,0.32743561267852783,0.2917053699493408,0.3426596224308014,0.23259153962135315,0.2842165231704712,0.0011549419723451138,0.266936719417572,0.2917053699493408,0.1767949014902115,0.27495986223220825,0.2876352071762085,0.3774413466453552,0.27453282475471497,0.333004891872406,0.2880667448043823,0.2917053699493408,0.17847281694412231,0.23383569717407227,0.3540225923061371,0.4059855341911316,0.16118302941322327
bv,0.12999196350574493,0.21020521223545074,0.16142283380031586,0.030895447358489037,0.149076446890831,0.0833759531378746,0.19681301712989807,0.04461996257305145,0.130752831697464,0.1118820309638977,0.18295779824256897,0.27370285987854004,0.0833759531378746,0.07347648590803146,0.08783876895904541,0.12034258991479874,0.18295779824256897,0.3344055712223053,0.11249841004610062,0.17625124752521515,0.149076446890831,0.07769417762756348,0.11846794188022614,0.06643114238977432,0.18295779824256897,0.1449216604232788,0.1389937549829483,0.12999196350574493,0.25791114568710327,0.2041311115026474
v,0.15216681361198425,0.1653934270143509,0.2666381299495697,0.17618848383426666,0.18580520153045654,0.31226083636283875,0.1655031144618988,0.22317616641521454,0.12818080186843872,0.14623945951461792,0.21861357986927032,0.14522486925125122,0.31226083636283875,0.17897208034992218,-0.02970251627266407,0.12892106175422668,0.21861357986927032,0.06204941123723984,0.14624911546707153,0.11989524215459824,0.18580520153045654,0.178507998585701,0.2109750658273697,0.17408709228038788,0.21861357986927032,0.15516254305839539,0.12422794848680496,0.15216681361198425,0.15178538858890533,0.28677162528038025
nordic,0.2485886961221695,0.21004046499729156,0.06683025509119034,0.20361463725566864,0.25349947810173035,0.12818294763565063,0.23440048098564148,0.13369342684745789,0.17942526936531067,0.21296240389347076,0.19365528225898743,0.3385818302631378,0.12818294763565063,0.1577947586774826,0.08032657206058502,0.10670134425163269,0.19365528225898743,0.20537184178829193,0.1293342411518097,0.12596319615840912,0.25349947810173035,0.1060849279165268,0.19281169772148132,0.18939702212810516,0.19365528225898743,0.1042872965335846,0.2288081794977188,0.2485886961221695,0.3167255222797394,0.07242292910814285
construction,0.3031303882598877,0.31649595499038696,0.10903767496347427,0.1474381983280182,0.2671978175640106,0.2010483592748642,0.2815735340118408,0.21873895823955536,0.20657530426979065,0.2251325249671936,0.25036895275115967,0.13036149740219116,0.2010483592748642,0.16301238536834717,-0.06353043019771576,0.1782774180173874,0.25036895275115967,0.1617652028799057,0.5609999895095825,0.23296286165714264,0.2671978175640106,0.08306961506605148,0.24810278415679932,0.20891183614730835,0.25036895275115967,0.2770758271217346,0.1723063886165619,0.3031303882598877,0.15622101724147797,0.13494056463241577
gmbh,0.1571960151195526,0.22098684310913086,0.14942611753940582,0.0954713225364685,0.1459733545780182,0.094424769282341,0.1463235318660736,0.1337810605764389,0.14686048030853271,0.11772831529378891,0.17549464106559753,0.3427686393260956,0.094424769282341,0.10134423524141312,-0.04020686447620392,0.14510129392147064,0.17549464106559753,0.1868148297071457,0.22439979016780853,0.43574169278144836,0.1459733545780182,0.08632215112447739,0.1405455768108368,0.14909173548221588,0.17549464106559753,0.3383319079875946,0.20445877313613892,0.1571960151195526,0.40248605608940125,0.16674460470676422
the,0.6662389636039734,0.6521818041801453,0.31022098660469055,0.34736719727516174,1.0,0.2812081575393677,0.733189046382904,0.23470892012119293,0.3067915439605713,0.5473989248275757,0.5829201340675354,0.256483793258667,0.2812081575393677,0.35393214225769043,-0.11449059844017029,0.1799120455980301,0.5829201340675354,0.1705695390701294,0.3159640431404114,0.26591673493385315,1.0,0.33901116251945496,0.535392165184021,0.2724851667881012,0.5829201340675354,0.23003633320331573,0.29860720038414,0.6662389636039734,0.3181285262107849,0.22068053483963013
court,0.2793687880039215,0.19263212382793427,0.4225234091281891,0.23020441830158234,0.2812081575393677,1.0,0.28835242986679077,0.5483176112174988,0.18381616473197937,0.2474849969148636,0.23624834418296814,0.1502220779657364,1.0,0.2330874651670456,0.016956908628344536,0.1525765210390091,0.23624834418296814,0.11459442973136902,0.21044163405895233,0.1861070990562439,0.2812081575393677,0.22913949191570282,0.24824365973472595,0.3256816864013672,0.23624834418296814,0.2148682028055191,0.2035820037126541,0.2793687880039215,0.21192631125450134,0.17100423574447632
