,what,have,some,inverted,repeats,become,?
similar,0.30608364939689636,0.42367541790008545,0.48435690999031067,0.3247778117656708,0.235695019364357,0.14312948286533356,0.23309361934661865
inverted,0.162471204996109,0.2157500833272934,0.22458821535110474,1.0,0.37857580184936523,0.15469399094581604,0.11465871334075928
repeats,0.2841259837150574,0.284203439950943,0.24179284274578094,0.37857580184936523,1.0000001192092896,0.15098780393600464,0.19185885787010193
exist,0.3340267241001129,0.4638937711715698,0.41027697920799255,0.20144669711589813,0.1400454044342041,0.17849528789520264,0.28923845291137695
in,0.30808621644973755,0.36843645572662354,0.4010399878025055,0.19122730195522308,0.22828643023967743,0.23238378763198853,0.20430970191955566
the,0.42745697498321533,0.40389683842658997,0.4566698372364044,0.2235686480998993,0.3083247244358063,0.31731709837913513,0.22068053483963013
genomes,0.1847236007452011,0.30020007491111755,0.30038920044898987,0.18982051312923431,0.3273423910140991,0.2026546448469162,0.16896258294582367
of,0.33290785551071167,0.3802283704280853,0.4300730526447296,0.24731801450252533,0.22872205078601837,0.31678006052970886,0.1826142966747284
cyanobacteria,0.2489619106054306,0.36885321140289307,0.3669082224369049,0.24858318269252777,0.26395806670188904,0.18367446959018707,0.2106003761291504
and,0.31309178471565247,0.4711785912513733,0.5337774157524109,0.14525611698627472,0.24421082437038422,0.3416603207588196,0.20544172823429108
the,0.42745697498321533,0.40389683842658997,0.4566698372364044,0.2235686480998993,0.3083247244358063,0.31731709837913513,0.22068053483963013
other,0.341873437166214,0.559082567691803,0.6399164199829102,0.1755416989326477,0.22885151207447052,0.2553490996360779,0.24682199954986572
two,0.23363454639911652,0.4498785734176636,0.47025808691978455,0.17833159863948822,0.3186972439289093,0.22869901359081268,0.19645625352859497
chloroplast,0.23505516350269318,0.26476383209228516,0.2777946889400482,0.25266140699386597,0.29046353697776794,0.12570767104625702,0.12532055377960205
lineages,0.14779634773731232,0.3242356777191162,0.27572566270828247,0.19331233203411102,0.2646694481372833,0.15558293461799622,0.1678934246301651
(,0.2411840260028839,0.23072676360607147,0.2279975414276123,0.17211855947971344,0.1801547259092331,0.17883598804473877,0.40561532974243164
glaucophyta,0.2438921183347702,0.3500564396381378,0.33361873030662537,0.19239401817321777,0.22716690599918365,0.18919737637043,0.21529027819633484
and,0.31309178471565247,0.4711785912513733,0.5337774157524109,0.14525611698627472,0.24421082437038422,0.3416603207588196,0.20544172823429108
rhodophyceæ,0.26562419533729553,0.34398549795150757,0.3477168381214142,0.21915222704410553,0.2158767580986023,0.2080138474702835,0.20157255232334137
),0.26259949803352356,0.22866283357143402,0.2398642599582672,0.15553034842014313,0.15953683853149414,0.1894923597574234,0.42300865054130554
",",0.3087472915649414,0.3541618287563324,0.42400437593460083,0.17237678170204163,0.19478721916675568,0.29676204919815063,0.31091248989105225
suggesting,0.41655999422073364,0.5025401711463928,0.4198477864265442,0.2053908258676529,0.3105557858943939,0.19104963541030884,0.3712358772754669
that,0.6297725439071655,0.6182622313499451,0.6049469113349915,0.282792866230011,0.32414132356643677,0.33698222041130066,0.32716336846351624
they,0.4431931674480438,0.6542890071868896,0.5894032716751099,0.17432552576065063,0.24559485912322998,0.346346378326416,0.2753053903579712
predate,0.2230706363916397,0.25019049644470215,0.21637901663780212,0.19622333347797394,0.18871727585792542,0.1809433400630951,0.31525781750679016
the,0.42745697498321533,0.40389683842658997,0.4566698372364044,0.2235686480998993,0.3083247244358063,0.31731709837913513,0.22068053483963013
chloroplast,0.23505516350269318,0.26476383209228516,0.2777946889400482,0.25266140699386597,0.29046353697776794,0.12570767104625702,0.12532055377960205
",",0.3087472915649414,0.3541618287563324,0.42400437593460083,0.17237678170204163,0.19478721916675568,0.29676204919815063,0.31091248989105225
though,0.4089210331439972,0.5477935671806335,0.5170668363571167,0.18962828814983368,0.2580302059650421,0.3532334566116333,0.3188856542110443
some,0.4491020441055298,0.6421269774436951,0.9999999403953552,0.22458821535110474,0.24179284274578094,0.3464999496936798,0.2562315762042999
chloroplast,0.23505516350269318,0.26476383209228516,0.2777946889400482,0.25266140699386597,0.29046353697776794,0.12570767104625702,0.12532055377960205
dnas,0.2006167471408844,0.3336338400840759,0.3681877851486206,0.17506083846092224,0.23102305829524994,0.15845629572868347,0.19131095707416534
have,0.39808809757232666,0.9999999403953552,0.6421269774436951,0.2157500833272934,0.284203439950943,0.3924923539161682,0.32991164922714233
since,0.29783400893211365,0.47784632444381714,0.2670990228652954,0.124278724193573,0.231049045920372,0.3201519846916199,0.2876587212085724
lost,0.198215052485466,0.2670711576938629,0.1853845715522766,0.18532274663448334,0.1813141256570816,0.23837870359420776,0.15261413156986237
or,0.33867141604423523,0.46389055252075195,0.5009974837303162,0.28949639201164246,0.2601829767227173,0.24585704505443573,0.32389625906944275
flipped,0.19327646493911743,0.3167799711227417,0.29161983728408813,0.41425859928131104,0.17294195294380188,0.18636862933635712,0.20272912085056305
the,0.42745697498321533,0.40389683842658997,0.4566698372364044,0.2235686480998993,0.3083247244358063,0.31731709837913513,0.22068053483963013
inverted,0.162471204996109,0.2157500833272934,0.22458821535110474,1.0,0.37857580184936523,0.15469399094581604,0.11465871334075928
repeats,0.2841259837150574,0.284203439950943,0.24179284274578094,0.37857580184936523,1.0000001192092896,0.15098780393600464,0.19185885787010193
(,0.2411840260028839,0.23072676360607147,0.2279975414276123,0.17211855947971344,0.1801547259092331,0.17883598804473877,0.40561532974243164
making,0.30777570605278015,0.323222815990448,0.3971526324748993,0.1479419469833374,0.20380157232284546,0.35739320516586304,0.2539324164390564
them,0.4994642734527588,0.5357621312141418,0.5948359370231628,0.17912882566452026,0.26389986276626587,0.3289830982685089,0.35435691475868225
direct,0.26271191239356995,0.2788701355457306,0.27387920022010803,0.16781353950500488,0.17846517264842987,0.13747242093086243,0.18476411700248718
repeats,0.2841259837150574,0.284203439950943,0.24179284274578094,0.37857580184936523,1.0000001192092896,0.15098780393600464,0.19185885787010193
),0.26259949803352356,0.22866283357143402,0.2398642599582672,0.15553034842014313,0.15953683853149414,0.1894923597574234,0.42300865054130554
.,0.3567904531955719,0.41614407300949097,0.40663889050483704,0.22157037258148193,0.23417867720127106,0.32859939336776733,0.4130953550338745
