,how,is,the,time,needed,to,obtain,the,solution,to,a,problem,calculated,?
thus,0.2931744158267975,0.244685098528862,0.4036877751350403,0.31325986981391907,0.34118369221687317,0.42383262515068054,0.371368408203125,0.4036877751350403,0.26040810346603394,0.42383262515068054,0.3190890848636627,0.29912880063056946,0.2957037091255188,0.18769288063049316
the,0.33890387415885925,0.5823672413825989,1.0,0.43061500787734985,0.3064746856689453,0.535392165184021,0.21407602727413177,1.0,0.20422548055648804,0.535392165184021,0.5829201340675354,0.24928659200668335,0.2651555836200714,0.22068053483963013
time,0.35346719622612,0.25187405943870544,0.43061500787734985,0.9999998807907104,0.3310089409351349,0.3679993152618408,0.21806252002716064,0.43061500787734985,0.2341277003288269,0.3679993152618408,0.3292340338230133,0.3373833894729614,0.33458375930786133,0.27391523122787476
required,0.2999895513057709,0.21426478028297424,0.27848219871520996,0.3149583637714386,0.6447601318359375,0.3613971471786499,0.4083738923072815,0.27848219871520996,0.3078879415988922,0.3613971471786499,0.2891559302806854,0.3576347827911377,0.3408187925815582,0.24962718784809113
to,0.44169697165489197,0.42745086550712585,0.535392165184021,0.3679993152618408,0.45002421736717224,1.0,0.34578439593315125,0.535392165184021,0.3161713182926178,1.0,0.45503583550453186,0.2502208352088928,0.21237385272979736,0.29463258385658264
solve,0.3496517241001129,0.21876689791679382,0.16557666659355164,0.27471593022346497,0.31825849413871765,0.2640334367752075,0.3412337303161621,0.16557666659355164,0.5025532245635986,0.2640334367752075,0.1866181194782257,0.5774925351142883,0.35131147503852844,0.27457404136657715
a,0.29312583804130554,0.658733606338501,0.5829201340675354,0.3292340338230133,0.2915569543838501,0.45503583550453186,0.20963381230831146,0.5829201340675354,0.2887548804283142,0.45503583550453186,1.0,0.2605542540550232,0.2246377021074295,0.23916715383529663
problem,0.4059199392795563,0.23238427937030792,0.24928659200668335,0.3373833894729614,0.4827359914779663,0.2502208352088928,0.28781819343566895,0.24928659200668335,0.5411272048950195,0.2502208352088928,0.2605542540550232,1.0,0.32952606678009033,0.3762950301170349
(,0.1676948219537735,0.35393038392066956,0.33289089798927307,0.28391751646995544,0.2666884958744049,0.30882009863853455,0.16438640654087067,0.33289089798927307,0.2243938446044922,0.30882009863853455,0.3206180930137634,0.1944350153207779,0.19095070660114288,0.40561532974243164
or,0.3378981947898865,0.41870999336242676,0.4174870550632477,0.2774261236190796,0.38756439089775085,0.38921234011650085,0.29804712533950806,0.4174870550632477,0.2787817120552063,0.38921234011650085,0.48853766918182373,0.29821720719337463,0.2308475822210312,0.32389625906944275
the,0.33890387415885925,0.5823672413825989,1.0,0.43061500787734985,0.3064746856689453,0.535392165184021,0.21407602727413177,1.0,0.20422548055648804,0.535392165184021,0.5829201340675354,0.24928659200668335,0.2651555836200714,0.22068053483963013
space,0.1899009644985199,0.18578536808490753,0.24495907127857208,0.2780037522315979,0.282545268535614,0.22712917625904083,0.15191324055194855,0.24495907127857208,0.18707746267318726,0.22712917625904083,0.20296213030815125,0.24926458299160004,0.21083441376686096,0.1885536164045334
required,0.2999895513057709,0.21426478028297424,0.27848219871520996,0.3149583637714386,0.6447601318359375,0.3613971471786499,0.4083738923072815,0.27848219871520996,0.3078879415988922,0.3613971471786499,0.2891559302806854,0.3576347827911377,0.3408187925815582,0.24962718784809113
",",0.22659391164779663,0.4691906273365021,0.4933079481124878,0.3029961884021759,0.29017356038093567,0.44245919585227966,0.20451262593269348,0.4933079481124878,0.2270459234714508,0.44245919585227966,0.427140474319458,0.23938199877738953,0.2196926325559616,0.31091248989105225
or,0.3378981947898865,0.41870999336242676,0.4174870550632477,0.2774261236190796,0.38756439089775085,0.38921234011650085,0.29804712533950806,0.4174870550632477,0.2787817120552063,0.38921234011650085,0.48853766918182373,0.29821720719337463,0.2308475822210312,0.32389625906944275
any,0.38858675956726074,0.35691767930984497,0.4525727927684784,0.3699842095375061,0.4696193039417267,0.46410247683525085,0.32375141978263855,0.4525727927684784,0.33104628324508667,0.46410247683525085,0.45031747221946716,0.40565699338912964,0.30101343989372253,0.4113408327102661
measure,0.4155798852443695,0.2864217460155487,0.2528008222579956,0.23244519531726837,0.3657190203666687,0.2774736285209656,0.2698808014392853,0.2528008222579956,0.29329806566238403,0.2774736285209656,0.2953258156776428,0.26293298602104187,0.5405941605567932,0.22092340886592865
of,0.2480744868516922,0.4854315221309662,0.733189046382904,0.35127586126327515,0.27215874195098877,0.41548454761505127,0.22279390692710876,0.733189046382904,0.18098624050617218,0.41548454761505127,0.5052502155303955,0.20464475452899933,0.26214921474456787,0.1826142966747284
complexity,0.4067590832710266,0.2541271150112152,0.21171598136425018,0.2680857479572296,0.4031173586845398,0.28336837887763977,0.2617233395576477,0.21171598136425018,0.4402109980583191,0.28336837887763977,0.27206721901893616,0.5039530992507935,0.3719398081302643,0.23062916100025177
),0.17939934134483337,0.37732169032096863,0.3456730246543884,0.2857224941253662,0.2814560532569885,0.31236231327056885,0.2010144144296646,0.3456730246543884,0.23235838115215302,0.31236231327056885,0.3640355169773102,0.20261481404304504,0.18470421433448792,0.42300865054130554
is,0.22544461488723755,1.0,0.5823672413825989,0.25187405943870544,0.21605761349201202,0.42745086550712585,0.18897517025470734,0.5823672413825989,0.2851429283618927,0.42745086550712585,0.658733606338501,0.23238427937030792,0.21423059701919556,0.22961433231830597
calculated,0.3456178307533264,0.21423059701919556,0.2651555836200714,0.33458375930786133,0.32067403197288513,0.21237385272979736,0.29816874861717224,0.2651555836200714,0.3181696832180023,0.21237385272979736,0.2246377021074295,0.32952606678009033,1.0000001192092896,0.2048630565404892
as,0.33782753348350525,0.43216490745544434,0.48381632566452026,0.3239102065563202,0.2788996696472168,0.42092081904411316,0.21394330263137817,0.48381632566452026,0.24288590252399445,0.42092081904411316,0.39550232887268066,0.2586832344532013,0.2630593180656433,0.27043893933296204
a,0.29312583804130554,0.658733606338501,0.5829201340675354,0.3292340338230133,0.2915569543838501,0.45503583550453186,0.20963381230831146,0.5829201340675354,0.2887548804283142,0.45503583550453186,1.0,0.2605542540550232,0.2246377021074295,0.23916715383529663
function,0.2214231640100479,0.17586156725883484,0.2037137746810913,0.2496948391199112,0.35921087861061096,0.2079751342535019,0.18251213431358337,0.2037137746810913,0.3166027367115021,0.2079751342535019,0.20934805274009705,0.33479827642440796,0.34842339158058167,0.20672395825386047
of,0.2480744868516922,0.4854315221309662,0.733189046382904,0.35127586126327515,0.27215874195098877,0.41548454761505127,0.22279390692710876,0.733189046382904,0.18098624050617218,0.41548454761505127,0.5052502155303955,0.20464475452899933,0.26214921474456787,0.1826142966747284
the,0.33890387415885925,0.5823672413825989,1.0,0.43061500787734985,0.3064746856689453,0.535392165184021,0.21407602727413177,1.0,0.20422548055648804,0.535392165184021,0.5829201340675354,0.24928659200668335,0.2651555836200714,0.22068053483963013
size,0.24571672081947327,0.22983339428901672,0.2946445941925049,0.25952205061912537,0.26524752378463745,0.26289698481559753,0.17496776580810547,0.2946445941925049,0.20369526743888855,0.26289698481559753,0.24953703582286835,0.22434258460998535,0.25456541776657104,0.13693112134933472
of,0.2480744868516922,0.4854315221309662,0.733189046382904,0.35127586126327515,0.27215874195098877,0.41548454761505127,0.22279390692710876,0.733189046382904,0.18098624050617218,0.41548454761505127,0.5052502155303955,0.20464475452899933,0.26214921474456787,0.1826142966747284
the,0.33890387415885925,0.5823672413825989,1.0,0.43061500787734985,0.3064746856689453,0.535392165184021,0.21407602727413177,1.0,0.20422548055648804,0.535392165184021,0.5829201340675354,0.24928659200668335,0.2651555836200714,0.22068053483963013
instance,0.3896791636943817,0.33154773712158203,0.3539782464504242,0.31412214040756226,0.41131851077079773,0.3533851206302643,0.2889108955860138,0.3539782464504242,0.3991639316082001,0.3533851206302643,0.40728384256362915,0.37468287348747253,0.3537314236164093,0.30205854773521423
.,0.3287222981452942,0.4569662809371948,0.5934505462646484,0.371569961309433,0.31272366642951965,0.4645031690597534,0.1978217512369156,0.5934505462646484,0.24768643081188202,0.4645031690597534,0.50484299659729,0.22562150657176971,0.23825927078723907,0.4130953550338745
