,what,trade,was,the,city,an,important,center,of,in,the,14th,century,?
the,0.42745697498321533,0.2681608200073242,0.48711544275283813,1.0,0.35769423842430115,0.4207492768764496,0.39348116517066956,0.29064592719078064,0.733189046382904,0.6662389636039734,1.0,0.21954689919948578,0.3617299497127533,0.22068053483963013
city,0.17493832111358643,0.2534675896167755,0.3188765048980713,0.35769423842430115,1.0,0.17270074784755707,0.28580164909362793,0.32096901535987854,0.32503411173820496,0.3911624252796173,0.35769423842430115,0.11728163808584213,0.22887252271175385,0.13423943519592285
grew,0.11968503892421722,0.1850162148475647,0.42560136318206787,0.226883202791214,0.2696646749973297,0.1597595363855362,0.24869202077388763,0.15720760822296143,0.2421051263809204,0.2749199867248535,0.226883202791214,0.14293424785137177,0.2749364376068115,0.05505307391285896
as,0.31749409437179565,0.21768774092197418,0.3677520453929901,0.48381632566452026,0.21195319294929504,0.37218472361564636,0.2693694233894348,0.20052886009216309,0.3886612355709076,0.3887844979763031,0.48381632566452026,0.14674830436706543,0.24608509242534637,0.27043893933296204
an,0.2821882665157318,0.1803218424320221,0.3694365322589874,0.4207492768764496,0.17270074784755707,1.0,0.2662794589996338,0.14463786780834198,0.32280945777893066,0.2605783939361572,0.4207492768764496,0.21930108964443207,0.185816690325737,0.19793890416622162
important,0.31164905428886414,0.3013424575328827,0.24924467504024506,0.39348116517066956,0.28580164909362793,0.2662794589996338,1.0000001192092896,0.24821101129055023,0.43301743268966675,0.3796374499797821,0.39348116517066956,0.09931875020265579,0.3344342112541199,0.17812499403953552
centre,0.12324132025241852,0.28489071130752563,0.24988211691379547,0.32783594727516174,0.3318089246749878,0.18400314450263977,0.31045806407928467,0.5607178807258606,0.2769378423690796,0.2765078544616699,0.32783594727516174,0.13397257030010223,0.2574938237667084,0.019365152344107628
for,0.3017193675041199,0.2946145534515381,0.3863949179649353,0.4739971458911896,0.18687109649181366,0.3236706852912903,0.3458578288555145,0.1980270892381668,0.4185989499092102,0.4322226941585541,0.4739971458911896,0.1483856439590454,0.18660898506641388,0.264628142118454
the,0.42745697498321533,0.2681608200073242,0.48711544275283813,1.0,0.35769423842430115,0.4207492768764496,0.39348116517066956,0.29064592719078064,0.733189046382904,0.6662389636039734,1.0,0.21954689919948578,0.3617299497127533,0.22068053483963013
wool,0.13995924592018127,0.36856284737586975,0.17101405560970306,0.21504652500152588,0.18250849843025208,0.1065516248345375,0.2736629247665405,0.12538713216781616,0.19208064675331116,0.20890241861343384,0.21504652500152588,0.10810993611812592,0.2535042464733124,0.13757380843162537
trade,0.1555381417274475,0.9999999403953552,0.19989590346813202,0.2681608200073242,0.2534675896167755,0.1803218424320221,0.3013424575328827,0.27979186177253723,0.2310105711221695,0.23862801492214203,0.2681608200073242,0.12695391476154327,0.2721483111381531,0.09336511790752411
in,0.30808621644973755,0.23862801492214203,0.45514053106307983,0.6662389636039734,0.3911624252796173,0.2605783939361572,0.3796374499797821,0.27253323793411255,0.5696388483047485,1.0,0.6662389636039734,0.14700374007225037,0.3174034655094147,0.20430970191955566
the,0.42745697498321533,0.2681608200073242,0.48711544275283813,1.0,0.35769423842430115,0.4207492768764496,0.39348116517066956,0.29064592719078064,0.733189046382904,0.6662389636039734,1.0,0.21954689919948578,0.3617299497127533,0.22068053483963013
14th,0.08055545389652252,0.12695391476154327,0.24511529505252838,0.21954689919948578,0.11728163808584213,0.21930108964443207,0.09931875020265579,0.14299950003623962,0.13562877476215363,0.14700374007225037,0.21954689919948578,1.0,0.22313448786735535,0.028729064390063286
century,0.20422613620758057,0.2721483111381531,0.3521432876586914,0.3617299497127533,0.22887252271175385,0.185816690325737,0.3344342112541199,0.207151859998703,0.2826060354709625,0.3174034655094147,0.3617299497127533,0.22313448786735535,1.0,0.1026201918721199
",",0.3087472915649414,0.1945054978132248,0.45456063747406006,0.4933079481124878,0.35839709639549255,0.3581022024154663,0.3452564477920532,0.1905742734670639,0.4946078956127167,0.5201468467712402,0.4933079481124878,0.167655810713768,0.24487493932247162,0.31091248989105225
and,0.31309178471565247,0.2510223686695099,0.3740963041782379,0.5171257257461548,0.2827445864677429,0.2838519215583801,0.37549954652786255,0.28670641779899597,0.5116966962814331,0.4954058527946472,0.5171257257461548,0.23205870389938354,0.2726690471172333,0.20544172823429108
later,0.2517229914665222,0.18352146446704865,0.5684447288513184,0.4060266613960266,0.18511997163295746,0.17057275772094727,0.19684302806854248,0.16426168382167816,0.3458743393421173,0.40857815742492676,0.4060266613960266,0.16121043264865875,0.3003331124782562,0.1417175978422165
became,0.1434093862771988,0.22765587270259857,0.6575068235397339,0.36325156688690186,0.2422705888748169,0.19704453647136688,0.28230100870132446,0.22309988737106323,0.3638904094696045,0.31047213077545166,0.36325156688690186,0.16106387972831726,0.3329561948776245,0.11374033987522125
a,0.3320399522781372,0.2032492309808731,0.4508470594882965,0.5829201340675354,0.2349124401807785,0.44552403688430786,0.2963852882385254,0.2640431225299835,0.5052502155303955,0.539380669593811,0.5829201340675354,0.16740752756595612,0.19417014718055725,0.23916715383529663
major,0.21026742458343506,0.17599143087863922,0.20676274597644806,0.31775903701782227,0.259122371673584,0.14518070220947266,0.3877026438713074,0.24597682058811188,0.2641255557537079,0.3249945342540741,0.31775903701782227,0.08716341853141785,0.21291306614875793,0.19788557291030884
coal,0.15859243273735046,0.31621426343917847,0.18313007056713104,0.23263108730316162,0.23171158134937286,0.13186316192150116,0.2007313370704651,0.13132844865322113,0.2543368637561798,0.25431546568870544,0.23263108730316162,0.13686802983283997,0.23076391220092773,0.10339318215847015
mining,0.24916619062423706,0.33797428011894226,0.2141381800174713,0.24748016893863678,0.25435036420822144,0.18327505886554718,0.312856525182724,0.15337644517421722,0.29953035712242126,0.2947709858417511,0.24748016893863678,0.08478643745183945,0.2681252658367157,0.11012917757034302
area,0.21965408325195312,0.18733882904052734,0.24981513619422913,0.37834644317626953,0.41959723830223083,0.23076042532920837,0.2345091849565506,0.3001854717731476,0.3409860134124756,0.33632898330688477,0.37834644317626953,0.10682864487171173,0.26284217834472656,0.12640461325645447
.,0.3567904531955719,0.20157761871814728,0.40146201848983765,0.5934505462646484,0.29856356978416443,0.3581749200820923,0.33938494324684143,0.29649654030799866,0.5352458953857422,0.5591574311256409,0.5934505462646484,0.19460368156433105,0.27413639426231384,0.4130953550338745
