,when,would,the,occupation,of,allies,leave,rhineland,?
this,0.4959332048892975,0.47797831892967224,0.6274310946464539,0.12357626855373383,0.45148900151252747,0.2335873246192932,0.33447206020355225,0.22295160591602325,0.3155723512172699
decreed,0.2131485491991043,0.21671099960803986,0.31712889671325684,0.1977110207080841,0.33520302176475525,0.2642029821872711,0.17840634286403656,0.20507116615772247,0.12518608570098877
that,0.5860282182693481,0.5895259380340576,0.5473989248275757,0.1406080722808838,0.41498205065727234,0.22360621392726898,0.33376428484916687,0.20777270197868347,0.32716336846351624
it,0.4775012135505676,0.36398744583129883,0.6251175999641418,0.1094738021492958,0.38761502504348755,0.223608136177063,0.24468719959259033,0.21740154922008514,0.25732165575027466
would,0.4219970703125,1.0000001192092896,0.4133751392364502,0.18343009054660797,0.3353942930698395,0.2819458842277527,0.4472629427909851,0.1967042237520218,0.37178951501846313
be,0.4451393485069275,0.5202695727348328,0.4248143136501312,0.16914939880371094,0.33904364705085754,0.19631922245025635,0.32672420144081116,0.18537665903568268,0.3324260413646698
occupied,0.20914024114608765,0.22004491090774536,0.3288927674293518,0.39138638973236084,0.3310187757015228,0.37814512848854065,0.32252177596092224,0.32653212547302246,0.11679025739431381
by,0.4376842677593231,0.28394925594329834,0.4408751428127289,0.18450988829135895,0.3646814823150635,0.23645013570785522,0.19962550699710846,0.1808577924966812,0.17966607213020325
the,0.5091903209686279,0.4133751392364502,1.0,0.23079249262809753,0.733189046382904,0.2923043370246887,0.32171857357025146,0.3147023320198059,0.22068053483963013
allies,0.22440385818481445,0.2819458842277527,0.2923043370246887,0.20561978220939636,0.21651434898376465,0.9999998807907104,0.2573138177394867,0.31868696212768555,0.16798950731754303
",",0.36674630641937256,0.32586824893951416,0.4933079481124878,0.28664809465408325,0.4946078956127167,0.25814759731292725,0.2779998779296875,0.20026758313179016,0.31091248989105225
until,0.494509756565094,0.31353649497032166,0.37191009521484375,0.1704082041978836,0.2787701487541199,0.2016901671886444,0.22956541180610657,0.21666070818901062,0.20304496586322784
1935,-0.011072610504925251,0.008277508430182934,-0.008596410043537617,-0.07196163386106491,-0.030646556988358498,-0.0735459178686142,0.04209265485405922,0.03521771356463432,0.11409125477075577
and,0.4716290831565857,0.34921059012413025,0.5171257257461548,0.3541368842124939,0.5116966962814331,0.2856144905090332,0.2462838888168335,0.2362796813249588,0.20544172823429108
after,0.5331412553787231,0.31067174673080444,0.4565047025680542,0.17746132612228394,0.3867455720901489,0.29901769757270813,0.32952186465263367,0.18670378625392914,0.16608688235282898
that,0.5860282182693481,0.5895259380340576,0.5473989248275757,0.1406080722808838,0.41498205065727234,0.22360621392726898,0.33376428484916687,0.20777270197868347,0.32716336846351624
",",0.36674630641937256,0.32586824893951416,0.4933079481124878,0.28664809465408325,0.4946078956127167,0.25814759731292725,0.2779998779296875,0.20026758313179016,0.31091248989105225
it,0.4775012135505676,0.36398744583129883,0.6251175999641418,0.1094738021492958,0.38761502504348755,0.223608136177063,0.24468719959259033,0.21740154922008514,0.25732165575027466
would,0.4219970703125,1.0000001192092896,0.4133751392364502,0.18343009054660797,0.3353942930698395,0.2819458842277527,0.4472629427909851,0.1967042237520218,0.37178951501846313
be,0.4451393485069275,0.5202695727348328,0.4248143136501312,0.16914939880371094,0.33904364705085754,0.19631922245025635,0.32672420144081116,0.18537665903568268,0.3324260413646698
a,0.44397395849227905,0.398599237203598,0.5829201340675354,0.22733436524868011,0.5052502155303955,0.13797636330127716,0.25682857632637024,0.194609597325325,0.23916715383529663
demilitarised,0.18781143426895142,0.25711187720298767,0.26203691959381104,0.2509792745113373,0.26349472999572754,0.40147194266319275,0.2137177288532257,0.3362802565097809,0.2021658569574356
zone,0.17562852799892426,0.1601523756980896,0.26423242688179016,0.20584505796432495,0.22467142343521118,0.2094656229019165,0.1715429425239563,0.1875966191291809,0.1173049733042717
",",0.36674630641937256,0.32586824893951416,0.4933079481124878,0.28664809465408325,0.4946078956127167,0.25814759731292725,0.2779998779296875,0.20026758313179016,0.31091248989105225
with,0.5075214505195618,0.38372042775154114,0.4223487675189972,0.13394363224506378,0.41827285289764404,0.24151022732257843,0.23220542073249817,0.17783918976783752,0.2433311939239502
the,0.5091903209686279,0.4133751392364502,1.0,0.23079249262809753,0.733189046382904,0.2923043370246887,0.32171857357025146,0.3147023320198059,0.22068053483963013
german,0.16090898215770721,0.1689043790102005,0.256483793258667,0.26412612199783325,0.2122138887643814,0.23242034018039703,0.1310170739889145,0.5541817545890808,0.13978645205497742
army,0.2435331642627716,0.21930839121341705,0.31011611223220825,0.19767425954341888,0.2669098675251007,0.48823896050453186,0.23306819796562195,0.23644964396953583,0.180583193898201
forbidden,0.22158882021903992,0.2714388966560364,0.2504795491695404,0.15653567016124725,0.2461228221654892,0.2251730114221573,0.3188669681549072,0.1670677363872528,0.2192402482032776
to,0.5423505902290344,0.5965728163719177,0.535392165184021,0.1859113872051239,0.41548454761505127,0.2693256437778473,0.408642441034317,0.19071489572525024,0.29463258385658264
enter,0.3054402768611908,0.2593809962272644,0.3499310314655304,0.148813858628273,0.23793351650238037,0.20657755434513092,0.4839690029621124,0.12941531836986542,0.11047764122486115
.,0.475719153881073,0.35067233443260193,0.5934505462646484,0.20114995539188385,0.5352458953857422,0.22272630035877228,0.30909571051597595,0.22604186832904816,0.4130953550338745
,when,would,the,occupation,of,allies,leave,rhineland,?
the,0.5091903209686279,0.4133751392364502,1.0,0.23079249262809753,0.733189046382904,0.2923043370246887,0.32171857357025146,0.3147023320198059,0.22068053483963013
allies,0.22440385818481445,0.2819458842277527,0.2923043370246887,0.20561978220939636,0.21651434898376465,0.9999998807907104,0.2573138177394867,0.31868696212768555,0.16798950731754303
left,0.3236202895641327,0.27485910058021545,0.33113980293273926,0.10026204586029053,0.2218635529279709,0.17427486181259155,0.4278854727745056,0.16650506854057312,0.13251960277557373
the,0.5091903209686279,0.4133751392364502,1.0,0.23079249262809753,0.733189046382904,0.2923043370246887,0.32171857357025146,0.3147023320198059,0.22068053483963013
