,who,were,the,westwood,one,sideline,announcers,?
westwood,0.18958885967731476,0.2067428082227707,0.289829283952713,1.0,0.16160333156585693,0.49073898792266846,0.30943405628204346,0.17119714617729187
one,0.40083858370780945,0.3453167676925659,0.5514441132545471,0.16160333156585693,1.0000001192092896,0.19887381792068481,0.1691281944513321,0.2673267424106598
will,0.24651563167572021,0.19863811135292053,0.3635469079017639,0.19338947534561157,0.3305911421775818,0.26499098539352417,0.29453638195991516,0.35046905279159546
carry,0.20254260301589966,0.2568962872028351,0.26752355694770813,0.1362718790769577,0.2303367257118225,0.06319878995418549,0.16261310875415802,0.17171701788902283
the,0.3733934462070465,0.3906462490558624,1.0,0.289829283952713,0.5514441132545471,0.2606579065322876,0.22297629714012146,0.22068053483963013
game,0.2523840069770813,0.21951238811016083,0.285271555185318,0.2980734705924988,0.2554377615451813,0.34350115060806274,0.3196866512298584,0.1829071193933487
throughout,0.22343657910823822,0.2758198380470276,0.4158564507961273,0.16354329884052277,0.30948054790496826,0.17472879588603973,0.20096087455749512,0.12665234506130219
north,0.11026738584041595,0.22497540712356567,0.36298373341560364,0.2549668848514557,0.2486860305070877,0.21627746522426605,0.16101548075675964,0.11829731613397598
america,0.1830417811870575,0.22683310508728027,0.37090015411376953,0.26917198300361633,0.2418144941329956,0.20113414525985718,0.21884238719940186,0.19333907961845398
",",0.3365725874900818,0.36755475401878357,0.4933079481124878,0.29910868406295776,0.3696635365486145,0.22783276438713074,0.20662996172904968,0.31091248989105225
with,0.3282766342163086,0.3179011940956116,0.4223487675189972,0.1647321730852127,0.3855307400226593,0.23826472461223602,0.19185903668403625,0.2433311939239502
kevin,0.2511484920978546,0.14137853682041168,0.179534912109375,0.2982544004917145,0.16309618949890137,0.36025306582450867,0.26553013920783997,0.1176677793264389
harlan,0.2475024312734604,0.19079433381557465,0.22123396396636963,0.31846699118614197,0.1680660843849182,0.32275599241256714,0.2543583810329437,0.1691509187221527
as,0.3923053741455078,0.3025437891483307,0.48381632566452026,0.28776946663856506,0.3954789340496063,0.306721568107605,0.2275005728006363,0.27043893933296204
play-by-play,0.2488287091255188,0.19578774273395538,0.2794552743434906,0.37586426734924316,0.23875470459461212,0.4428194463253021,0.42802301049232483,0.2925850749015808
announcer,0.1876700222492218,0.04507758840918541,0.2399389147758484,0.35294216871261597,0.1672205924987793,0.5297086238861084,0.9162607789039612,0.18424807488918304
",",0.3365725874900818,0.36755475401878357,0.4933079481124878,0.29910868406295776,0.3696635365486145,0.22783276438713074,0.20662996172904968,0.31091248989105225
boomer,0.2918093502521515,0.12112151086330414,0.19121207296848297,0.38323289155960083,0.23178045451641083,0.3263392746448517,0.3405456840991974,0.1773107945919037
esiason,0.276216596364975,0.2637712359428406,0.3538505434989929,0.3512040078639984,0.2448311299085617,0.3323132395744324,0.24636399745941162,0.276677668094635
and,0.41279885172843933,0.42175528407096863,0.5171257257461548,0.24328935146331787,0.42438167333602905,0.22910010814666748,0.18540392816066742,0.20544172823429108
dan,0.24452054500579834,0.15010111033916473,0.21507468819618225,0.16283684968948364,0.12329176068305969,0.23434680700302124,0.1956215351819992,0.12045673280954361
fouts,0.27286213636398315,0.3699442446231842,0.28466182947158813,0.22817279398441315,0.2757849395275116,0.3059970736503601,0.2844610810279846,0.22210446000099182
as,0.3923053741455078,0.3025437891483307,0.48381632566452026,0.28776946663856506,0.3954789340496063,0.306721568107605,0.2275005728006363,0.27043893933296204
color,0.1621498465538025,0.12284558266401291,0.21895472705364227,0.14488482475280762,0.16016504168510437,0.250257670879364,0.23891127109527588,0.21299609541893005
analysts,0.23764149844646454,0.2121077924966812,0.23779353499412537,0.2120276391506195,0.219713032245636,0.3612724840641022,0.37227943539619446,0.18784141540527344
",",0.3365725874900818,0.36755475401878357,0.4933079481124878,0.29910868406295776,0.3696635365486145,0.22783276438713074,0.20662996172904968,0.31091248989105225
and,0.41279885172843933,0.42175528407096863,0.5171257257461548,0.24328935146331787,0.42438167333602905,0.22910010814666748,0.18540392816066742,0.20544172823429108
james,0.2562035918235779,0.20760557055473328,0.22481533885002136,0.30983006954193115,0.15985621511936188,0.29561811685562134,0.1703197956085205,0.12139993160963058
lofton,0.2292756289243698,0.23514322936534882,0.23757049441337585,0.5548362731933594,0.14600710570812225,0.37894684076309204,0.2299821376800537,0.12585721909999847
and,0.41279885172843933,0.42175528407096863,0.5171257257461548,0.24328935146331787,0.42438167333602905,0.22910010814666748,0.18540392816066742,0.20544172823429108
mark,0.1636335253715515,0.15706656873226166,0.2235521525144577,0.21123018860816956,0.17211125791072845,0.17400144040584564,0.1981106847524643,0.11634156107902527
malone,0.2876465618610382,0.1946878731250763,0.23672804236412048,0.4790048897266388,0.2127087265253067,0.34883472323417664,0.2927079200744629,0.15293700993061066
as,0.3923053741455078,0.3025437891483307,0.48381632566452026,0.28776946663856506,0.3954789340496063,0.306721568107605,0.2275005728006363,0.27043893933296204
sideline,0.25843048095703125,0.13652224838733673,0.2606579065322876,0.49073898792266846,0.19887381792068481,1.0,0.4920586049556732,0.2637002468109131
reporters,0.30018317699432373,0.31148678064346313,0.20859824120998383,0.22393454611301422,0.17934350669384003,0.3994097411632538,0.41213610768318176,0.20937705039978027
.,0.3541337847709656,0.3378238379955292,0.5934505462646484,0.29225394129753113,0.4123194217681885,0.254624605178833,0.16620302200317383,0.4130953550338745
