,what,was,the,the,movement,called,that,brought,baltic,countries,independence,from,the,soviet,union,?
it,0.45803478360176086,0.4577186405658722,0.6251175999641418,0.6251175999641418,0.23563571274280548,0.3402029573917389,0.5921133160591125,0.21531027555465698,0.2715384364128113,0.3387439250946045,0.229904904961586,0.325604110956192,0.6251175999641418,0.19321830570697784,0.20087021589279175,0.25732165575027466
has,0.20338068902492523,0.40313825011253357,0.4177538752555847,0.4177538752555847,0.18491831421852112,0.30485156178474426,0.41272613406181335,0.25552138686180115,0.16563721001148224,0.26221421360969543,0.14524617791175842,0.2621968984603882,0.4177538752555847,0.15544089674949646,0.19102120399475098,0.15994466841220856
been,0.2567804455757141,0.518218457698822,0.3563927710056305,0.3563927710056305,0.15120309591293335,0.21922262012958527,0.4152003228664398,0.41170039772987366,0.17821522057056427,0.27339351177215576,0.1633746474981308,0.27624839544296265,0.3563927710056305,0.1751912236213684,0.16404001414775848,0.24354910850524902
used,0.27546408772468567,0.23679393529891968,0.3718377649784088,0.3718377649784088,0.21001854538917542,0.46930378675460815,0.37621384859085083,0.27940136194229126,0.2314019352197647,0.3442949056625366,0.12901826202869415,0.25821518898010254,0.3718377649784088,0.20365536212921143,0.15399624407291412,0.22430120408535004
in,0.30808621644973755,0.45514053106307983,0.6662389636039734,0.6662389636039734,0.26725053787231445,0.40847352147102356,0.435920387506485,0.25879573822021484,0.27287811040878296,0.3027990758419037,0.25996696949005127,0.4274188280105591,0.6662389636039734,0.22826138138771057,0.22726479172706604,0.20430970191955566
many,0.36131182312965393,0.260356068611145,0.4335206151008606,0.4335206151008606,0.24651534855365753,0.3552800714969635,0.5391656160354614,0.3761652708053589,0.2731476128101349,0.4298940598964691,0.17884445190429688,0.33099696040153503,0.4335206151008606,0.22557643055915833,0.18863573670387268,0.2124512493610382
nonviolent,0.27531832456588745,0.24546442925930023,0.23885348439216614,0.23885348439216614,0.44501158595085144,0.21766741573810577,0.3338908851146698,0.1493309587240219,0.13301770389080048,0.24859914183616638,0.3002823293209076,0.17275454103946686,0.23885348439216614,0.2466772049665451,0.23585428297519684,0.23365403711795807
resistance,0.1382468044757843,0.224801167845726,0.2521642744541168,0.2521642744541168,0.3679167926311493,0.21001237630844116,0.19290149211883545,0.20733244717121124,0.23170290887355804,0.21840012073516846,0.3349441885948181,0.1755993664264679,0.2521642744541168,0.2703588604927063,0.20630298554897308,0.026361597701907158
movements,0.23197974264621735,0.15315485000610352,0.31594985723495483,0.31594985723495483,0.8651208281517029,0.2644188702106476,0.29290005564689636,0.13261212408542633,0.174991175532341,0.2583019435405731,0.26400670409202576,0.22415703535079956,0.31594985723495483,0.22937951982021332,0.2422936111688614,0.1501890867948532
in,0.30808621644973755,0.45514053106307983,0.6662389636039734,0.6662389636039734,0.26725053787231445,0.40847352147102356,0.435920387506485,0.25879573822021484,0.27287811040878296,0.3027990758419037,0.25996696949005127,0.4274188280105591,0.6662389636039734,0.22826138138771057,0.22726479172706604,0.20430970191955566
