,why,must,one,be,excluded,in,order,to,preserve,the,uniqueness,of,the,fundamental,theorem,?
the,0.30742117762565613,0.2713140547275543,0.5514441132545471,0.4248143136501312,0.27489393949508667,0.6662389636039734,0.3284194767475128,0.535392165184021,0.2541806697845459,1.0,0.3146049976348877,0.733189046382904,1.0,0.3078918755054474,0.18430666625499725,0.22068053483963013
uniqueness,0.24500443041324615,0.3055293560028076,0.31654760241508484,0.32023000717163086,0.2738566994667053,0.2256132960319519,0.2522487938404083,0.30014902353286743,0.3277756869792938,0.3146049976348877,1.0,0.35675233602523804,0.3146049976348877,0.4349713623523712,0.27279171347618103,0.2106221467256546
in,0.23227278888225555,0.18276341259479523,0.4129433035850525,0.3481820821762085,0.22779975831508636,1.0,0.24184700846672058,0.45010748505592346,0.20627503097057343,0.6662389636039734,0.2256132960319519,0.5696388483047485,0.6662389636039734,0.23429831862449646,0.12508544325828552,0.20430970191955566
this,0.5040162205696106,0.3238177001476288,0.4978463351726532,0.566177248954773,0.34665751457214355,0.45205554366111755,0.28142353892326355,0.5759071707725525,0.2751857042312622,0.6274310946464539,0.39832431077957153,0.45148900151252747,0.6274310946464539,0.3480566442012787,0.2033214271068573,0.3155723512172699
theorem,0.265061616897583,0.19139263033866882,0.27811071276664734,0.18646985292434692,0.16494669020175934,0.12508544325828552,0.12769688665866852,0.14878395199775696,0.12074940651655197,0.18430666625499725,0.27279171347618103,0.18068012595176697,0.18430666625499725,0.44537562131881714,1.0,0.18729111552238464
requires,0.2958528399467468,0.5339361429214478,0.25187569856643677,0.34043407440185547,0.20904988050460815,0.16126661002635956,0.22248248755931854,0.2967781126499176,0.22605487704277039,0.2693159878253937,0.362415075302124,0.29617026448249817,0.2693159878253937,0.291734904050827,0.2639373540878296,0.26020103693008423
excluding,0.23644199967384338,0.20642392337322235,0.26267266273498535,0.2346418797969818,0.7356353402137756,0.25976625084877014,0.17647136747837067,0.28261950612068176,0.19869756698608398,0.31988510489463806,0.2633967399597168,0.29943424463272095,0.31988510489463806,0.2634367048740387,0.15018430352210999,0.21814265847206116
1,-0.25445976853370667,-0.2533520460128784,-0.22723202407360077,-0.2923636734485626,-0.2663511037826538,-0.10660158097743988,-0.19238592684268951,-0.2769182622432709,-0.06690426915884018,-0.1554475575685501,-0.2075311541557312,-0.09473495930433273,-0.1554475575685501,-0.2121972292661667,-0.19035573303699493,-0.249979168176651
as,0.3103298544883728,0.2723003923892975,0.3954789340496063,0.5230465531349182,0.22129040956497192,0.3887844979763031,0.21579164266586304,0.42092081904411316,0.3848777711391449,0.48381632566452026,0.31541329622268677,0.3886612355709076,0.48381632566452026,0.25208237767219543,0.16078700125217438,0.27043893933296204
a,0.2667238116264343,0.3016769587993622,0.4910551905632019,0.39883795380592346,0.17018400132656097,0.539380669593811,0.24138490855693817,0.45503583550453186,0.16565276682376862,0.5829201340675354,0.30959638953208923,0.5052502155303955,0.5829201340675354,0.2387043535709381,0.2234962433576584,0.23916715383529663
prime,0.12905466556549072,0.1576741486787796,0.16067731380462646,0.14576895534992218,0.1404896080493927,0.18097394704818726,0.19578443467617035,0.2015804797410965,0.005597997922450304,0.19960100948810577,0.16550207138061523,0.23935265839099884,0.19960100948810577,0.2027588039636612,0.3795034885406494,0.11276303976774216
because,0.5926418900489807,0.32921433448791504,0.45408302545547485,0.5052481293678284,0.27354952692985535,0.37423941493034363,0.25933122634887695,0.5166091918945312,0.2709181010723114,0.44596394896507263,0.33511507511138916,0.4075504541397095,0.44596394896507263,0.3165542185306549,0.20479436218738556,0.2528740465641022
one,0.37620118260383606,0.27498316764831543,1.0000001192092896,0.4154875874519348,0.2198752909898758,0.4129433035850525,0.144612655043602,0.4025384783744812,0.18788157403469086,0.5514441132545471,0.31654760241508484,0.4999135136604309,0.5514441132545471,0.3115343153476715,0.27811071276664734,0.2673267424106598
can,0.38329222798347473,0.6161077618598938,0.34032124280929565,0.5791122913360596,0.20003141462802887,0.26527702808380127,0.23769167065620422,0.4979398250579834,0.1772020161151886,0.312528520822525,0.3382904529571533,0.2603091299533844,0.312528520822525,0.21930468082427979,0.19914768636226654,0.3226337134838104
include,0.23134571313858032,0.14696872234344482,0.28309059143066406,0.29535481333732605,0.2577528953552246,0.28694382309913635,0.18252089619636536,0.1820748895406723,0.22543257474899292,0.2951717972755432,0.3062480390071869,0.37431180477142334,0.2951717972755432,0.26454898715019226,0.0945739895105362,0.14925788342952728
arbitrarily,0.3262713551521301,0.4078911244869232,0.2971559166908264,0.4382942020893097,0.27865731716156006,0.24458962678909302,0.241900235414505,0.41630929708480835,0.16881875693798065,0.3050979971885681,0.3190726041793823,0.2750113904476166,0.3050979971885681,0.3045024275779724,0.23700501024723053,0.28097665309906006
many,0.38531482219696045,0.25259166955947876,0.4223630726337433,0.3961109519004822,0.22772227227687836,0.41474202275276184,0.220539852976799,0.40243685245513916,0.2189231514930725,0.4335206151008606,0.36626842617988586,0.37253960967063904,0.4335206151008606,0.31095248460769653,0.1852584332227707,0.2124512493610382
instances,0.3766821622848511,0.3229410946369171,0.3663144111633301,0.451374888420105,0.3368832767009735,0.23674409091472626,0.23002409934997559,0.35826775431632996,0.20305219292640686,0.33414426445961,0.33970221877098083,0.305372416973114,0.33414426445961,0.34371012449264526,0.31160885095596313,0.3098512887954712
of,0.28464117646217346,0.24322323501110077,0.4999135136604309,0.33904364705085754,0.26745522022247314,0.5696388483047485,0.31287699937820435,0.41548454761505127,0.2157810926437378,0.733189046382904,0.35675233602523804,1.0,0.733189046382904,0.35164782404899597,0.18068012595176697,0.1826142966747284
1,-0.25445976853370667,-0.2533520460128784,-0.22723202407360077,-0.2923636734485626,-0.2663511037826538,-0.10660158097743988,-0.19238592684268951,-0.2769182622432709,-0.06690426915884018,-0.1554475575685501,-0.2075311541557312,-0.09473495930433273,-0.1554475575685501,-0.2121972292661667,-0.19035573303699493,-0.249979168176651
in,0.23227278888225555,0.18276341259479523,0.4129433035850525,0.3481820821762085,0.22779975831508636,1.0,0.24184700846672058,0.45010748505592346,0.20627503097057343,0.6662389636039734,0.2256132960319519,0.5696388483047485,0.6662389636039734,0.23429831862449646,0.12508544325828552,0.20430970191955566
any,0.4423638582229614,0.43936002254486084,0.47406086325645447,0.5107080936431885,0.3501375913619995,0.3135753571987152,0.26544371247291565,0.46410247683525085,0.253332257270813,0.4525727927684784,0.40092429518699646,0.3769088089466095,0.4525727927684784,0.36797618865966797,0.25708824396133423,0.4113408327102661
factorization,0.31847622990608215,0.2728320360183716,0.24550926685333252,0.36408302187919617,0.23537613451480865,0.24751658737659454,0.28319433331489563,0.29614752531051636,0.20975537598133087,0.2827453017234802,0.39230743050575256,0.3057559132575989,0.2827453017234802,0.3645409643650055,0.4029991626739502,0.27631670236587524
",",0.2827242314815521,0.2231246829032898,0.3696635365486145,0.39254459738731384,0.27998822927474976,0.5201468467712402,0.22478096187114716,0.44245919585227966,0.1484125256538391,0.4933079481124878,0.25066035985946655,0.4946078956127167,0.4933079481124878,0.26685047149658203,0.16003508865833282,0.31091248989105225
e.g.,0.02001143991947174,-0.030375590547919273,0.03922732546925545,-0.034572865813970566,-0.041323717683553696,-0.06976211816072464,-0.073264941573143,-6.511449464596808e-05,-0.01711331121623516,-0.0011739471228793263,0.10744484513998032,-0.0030048114713281393,-0.0011739471228793263,0.041655540466308594,-0.02438567578792572,0.018727071583271027
",",0.2827242314815521,0.2231246829032898,0.3696635365486145,0.39254459738731384,0.27998822927474976,0.5201468467712402,0.22478096187114716,0.44245919585227966,0.1484125256538391,0.4933079481124878,0.25066035985946655,0.4946078956127167,0.4933079481124878,0.26685047149658203,0.16003508865833282,0.31091248989105225
3,0.05215832218527794,0.08818066120147705,0.04079316928982735,0.13293789327144623,-0.015444503165781498,0.06326868385076523,0.0191078819334507,0.09797177463769913,0.038909222930669785,0.06283142417669296,0.14817345142364502,0.046857766807079315,0.06283142417669296,-0.028179416432976723,-0.046107083559036255,0.005975271109491587
",",0.2827242314815521,0.2231246829032898,0.3696635365486145,0.39254459738731384,0.27998822927474976,0.5201468467712402,0.22478096187114716,0.44245919585227966,0.1484125256538391,0.4933079481124878,0.25066035985946655,0.4946078956127167,0.4933079481124878,0.26685047149658203,0.16003508865833282,0.31091248989105225
1,-0.25445976853370667,-0.2533520460128784,-0.22723202407360077,-0.2923636734485626,-0.2663511037826538,-0.10660158097743988,-0.19238592684268951,-0.2769182622432709,-0.06690426915884018,-0.1554475575685501,-0.2075311541557312,-0.09473495930433273,-0.1554475575685501,-0.2121972292661667,-0.19035573303699493,-0.249979168176651
·,0.23747798800468445,0.05393199250102043,0.15235570073127747,0.16962724924087524,0.07031408697366714,0.10207768529653549,0.05341600999236107,0.11976463347673416,0.08159612119197845,0.1656661331653595,0.18223682045936584,0.15285034477710724,0.1656661331653595,0.1323898732662201,0.08983936905860901,0.3037899136543274
3,0.05215832218527794,0.08818066120147705,0.04079316928982735,0.13293789327144623,-0.015444503165781498,0.06326868385076523,0.0191078819334507,0.09797177463769913,0.038909222930669785,0.06283142417669296,0.14817345142364502,0.046857766807079315,0.06283142417669296,-0.028179416432976723,-0.046107083559036255,0.005975271109491587
",",0.2827242314815521,0.2231246829032898,0.3696635365486145,0.39254459738731384,0.27998822927474976,0.5201468467712402,0.22478096187114716,0.44245919585227966,0.1484125256538391,0.4933079481124878,0.25066035985946655,0.4946078956127167,0.4933079481124878,0.26685047149658203,0.16003508865833282,0.31091248989105225
