,what,city,is,the,capital,of,victoria,?
most,0.3219912350177765,0.24853192269802094,0.41165053844451904,0.47635307908058167,0.20925267040729523,0.4178851246833801,0.13849598169326782,0.2107497900724411
of,0.33290785551071167,0.32503411173820496,0.4854315221309662,0.733189046382904,0.30823585391044617,1.0,0.2505437433719635,0.1826142966747284
its,0.30393704771995544,0.3465842306613922,0.4447362422943115,0.559237003326416,0.2783217430114746,0.48690423369407654,0.17721910774707794,0.15103481709957123
population,0.2000674307346344,0.4607829749584198,0.2727566361427307,0.32044094800949097,0.4097575545310974,0.3060894012451172,0.1544925570487976,0.14449454843997955
is,0.28837618231773376,0.3186660706996918,1.0,0.5823672413825989,0.2849797308444977,0.4854315221309662,0.1633591204881668,0.22961433231830597
concentrated,0.20476274192333221,0.1651257872581482,0.25344735383987427,0.2688957750797272,0.16098102927207947,0.28396520018577576,0.06921552866697311,0.11501483619213104
in,0.30808621644973755,0.3911624252796173,0.5394441485404968,0.6662389636039734,0.3233928978443146,0.5696388483047485,0.20823122560977936,0.20430970191955566
the,0.42745697498321533,0.35769423842430115,0.5823672413825989,1.0,0.3049491047859192,0.733189046382904,0.2204313427209854,0.22068053483963013
area,0.21965408325195312,0.41959723830223083,0.29283958673477173,0.37834644317626953,0.31435662508010864,0.3409860134124756,0.21797068417072296,0.12640461325645447
surrounding,0.2419222742319107,0.3375793695449829,0.30233362317085266,0.37289485335350037,0.3393637239933014,0.36802753806114197,0.14124539494514465,0.05288729816675186
port,0.1327695995569229,0.39055103063583374,0.26270607113838196,0.2648184895515442,0.31258851289749146,0.19644224643707275,0.2423909604549408,0.06519711017608643
phillip,0.2285815328359604,0.19318965077400208,0.15947526693344116,0.22545047104358673,0.12708958983421326,0.17879271507263184,0.33228379487991333,0.14460548758506775
bay,0.20251236855983734,0.23851460218429565,0.1959105283021927,0.2441686987876892,0.11763515323400497,0.20480380952358246,0.23541772365570068,0.10773546993732452
",",0.3087472915649414,0.35839709639549255,0.4691906273365021,0.4933079481124878,0.28033894300460815,0.4946078956127167,0.2279360294342041,0.31091248989105225
which,0.5261979103088379,0.22264601290225983,0.4457404911518097,0.6521818041801453,0.20400890707969666,0.5011631846427917,0.17652179300785065,0.25814583897590637
includes,0.17138352990150452,0.1694241613149643,0.4033885896205902,0.3388250470161438,0.15506848692893982,0.4359378218650818,0.19794732332229614,0.14011523127555847
the,0.42745697498321533,0.35769423842430115,0.5823672413825989,1.0,0.3049491047859192,0.733189046382904,0.2204313427209854,0.22068053483963013
metropolitan,0.15624397993087769,0.45149746537208557,0.20138509571552277,0.24378018081188202,0.2678094208240509,0.2863157391548157,0.2579290270805359,0.1861504763364792
area,0.21965408325195312,0.41959723830223083,0.29283958673477173,0.37834644317626953,0.31435662508010864,0.3409860134124756,0.21797068417072296,0.12640461325645447
of,0.33290785551071167,0.32503411173820496,0.4854315221309662,0.733189046382904,0.30823585391044617,1.0,0.2505437433719635,0.1826142966747284
its,0.30393704771995544,0.3465842306613922,0.4447362422943115,0.559237003326416,0.2783217430114746,0.48690423369407654,0.17721910774707794,0.15103481709957123
capital,0.17967931926250458,0.5637158751487732,0.2849797308444977,0.3049491047859192,0.9999999403953552,0.30823585391044617,0.17855964601039886,0.0907452180981636
and,0.31309178471565247,0.2827445864677429,0.3859752118587494,0.5171257257461548,0.218168243765831,0.5116966962814331,0.24507255852222443,0.20544172823429108
largest,0.13463157415390015,0.3647192716598511,0.3413417339324951,0.3757036626338959,0.37960806488990784,0.36650770902633667,0.1591697335243225,0.12401245534420013
city,0.17493832111358643,1.0,0.3186660706996918,0.35769423842430115,0.5637158751487732,0.32503411173820496,0.27487918734550476,0.13423943519592285
",",0.3087472915649414,0.35839709639549255,0.4691906273365021,0.4933079481124878,0.28033894300460815,0.4946078956127167,0.2279360294342041,0.31091248989105225
melbourne,0.10823550075292587,0.2566491961479187,0.14877618849277496,0.2464369535446167,0.14316412806510925,0.1963735967874527,0.5566045641899109,0.09101688116788864
",",0.3087472915649414,0.35839709639549255,0.4691906273365021,0.4933079481124878,0.28033894300460815,0.4946078956127167,0.2279360294342041,0.31091248989105225
which,0.5261979103088379,0.22264601290225983,0.4457404911518097,0.6521818041801453,0.20400890707969666,0.5011631846427917,0.17652179300785065,0.25814583897590637
is,0.28837618231773376,0.3186660706996918,1.0,0.5823672413825989,0.2849797308444977,0.4854315221309662,0.1633591204881668,0.22961433231830597
australia,0.1913539320230484,0.16613131761550903,0.1734699010848999,0.26828548312187195,0.14529405534267426,0.2669609785079956,0.5548879504203796,0.15702682733535767
's,0.02692362666130066,0.004406440537422895,0.02396530658006668,-0.01540423184633255,0.01144334115087986,-0.03817026689648628,0.06206126511096954,-0.023395681753754616
second-largest,0.21893535554409027,0.39617371559143066,0.38976678252220154,0.44359415769577026,0.38847389817237854,0.40479040145874023,0.2665020823478699,0.2571491003036499
city,0.17493832111358643,1.0,0.3186660706996918,0.35769423842430115,0.5637158751487732,0.32503411173820496,0.27487918734550476,0.13423943519592285
.,0.3567904531955719,0.29856356978416443,0.4569662809371948,0.5934505462646484,0.23657599091529846,0.5352458953857422,0.23069117963314056,0.4130953550338745
