,what,player,first,won,the,heisman,trophy,for,the,university,?
in,0.30808621644973755,0.1851271539926529,0.4127444326877594,0.3280489146709442,0.6662389636039734,0.25241848826408386,0.15286801755428314,0.4322226941585541,0.6662389636039734,0.3201795518398285,0.20430970191955566
1935,0.03426429256796837,0.02564791776239872,-0.047773294150829315,0.005086395423859358,-0.008596410043537617,-0.032185882329940796,0.02143573760986328,0.04958057031035423,-0.008596410043537617,0.040666867047548294,0.11409125477075577
",",0.3087472915649414,0.25826331973075867,0.34503069519996643,0.35968565940856934,0.4933079481124878,0.27657628059387207,0.246511310338974,0.4464869201183319,0.4933079481124878,0.3017033040523529,0.31091248989105225
chicago,0.1521448791027069,0.16648049652576447,0.24072907865047455,0.2178531438112259,0.27360326051712036,0.2832658886909485,0.14780597388744354,0.2320132851600647,0.27360326051712036,0.29005804657936096,0.16446958482265472
maroons,0.15003058314323425,0.289915531873703,0.22644075751304626,0.2938057482242584,0.29416006803512573,0.4167986512184143,0.35784876346588135,0.21612143516540527,0.29416006803512573,0.22755269706249237,0.12267787754535675
football,0.21136903762817383,0.5834119319915771,0.1892295479774475,0.25430577993392944,0.18794101476669312,0.4220980703830719,0.31991636753082275,0.23134100437164307,0.18794101476669312,0.3107043206691742,0.14957410097122192
player,0.1592520773410797,1.0000001192092896,0.1866357922554016,0.26352548599243164,0.19900773465633392,0.3921297490596771,0.37784576416015625,0.2470785230398178,0.19900773465633392,0.17525199055671692,0.18988972902297974
jay,0.11957836151123047,0.18742723762989044,0.16672827303409576,0.14754369854927063,0.17215505242347717,0.30232706665992737,0.1933668851852417,0.17306241393089294,0.17215505242347717,0.15183904767036438,0.15685996413230896
berwanger,0.2996332049369812,0.2778787612915039,0.1742752492427826,0.22105513513088226,0.2818455994129181,0.34624165296554565,0.20480893552303314,0.2503338158130646,0.2818455994129181,0.17364510893821716,0.3547353744506836
became,0.1434093862771988,0.11952118575572968,0.37862223386764526,0.3002188503742218,0.36325156688690186,0.27946212887763977,0.12328683584928513,0.3017078936100006,0.36325156688690186,0.25457096099853516,0.11374033987522125
the,0.42745697498321533,0.19900773465633392,0.49448907375335693,0.29432493448257446,1.0,0.3304491639137268,0.23165881633758545,0.4739971458911896,1.0,0.263973206281662,0.22068053483963013
first,0.28086137771606445,0.1866357922554016,1.0,0.3494749963283539,0.49448907375335693,0.2982177734375,0.26235076785087585,0.3800288736820221,0.49448907375335693,0.2596641778945923,0.18701928853988647
winner,0.16745254397392273,0.30829110741615295,0.24864958226680756,0.6250931024551392,0.25965070724487305,0.46151459217071533,0.4792083203792572,0.23969365656375885,0.25965070724487305,0.1865842640399933,0.14322948455810547
of,0.33290785551071167,0.1627044975757599,0.3536086082458496,0.20832067728042603,0.733189046382904,0.2510509490966797,0.19089318811893463,0.4185989499092102,0.733189046382904,0.30646374821662903,0.1826142966747284
the,0.42745697498321533,0.19900773465633392,0.49448907375335693,0.29432493448257446,1.0,0.3304491639137268,0.23165881633758545,0.4739971458911896,1.0,0.263973206281662,0.22068053483963013
heisman,0.22255750000476837,0.3921297490596771,0.2982177734375,0.40955185890197754,0.3304491639137268,0.9999998807907104,0.5083191990852356,0.31431424617767334,0.3304491639137268,0.35861554741859436,0.19060087203979492
trophy,0.1605585664510727,0.37784576416015625,0.26235076785087585,0.42400285601615906,0.23165881633758545,0.5083191990852356,0.9999998807907104,0.26187947392463684,0.23165881633758545,0.22084863483905792,0.1832219511270523
.,0.3567904531955719,0.22491109371185303,0.4345304071903229,0.3011801838874817,0.5934505462646484,0.28115347027778625,0.2492588460445404,0.4726039469242096,0.5934505462646484,0.290679007768631,0.4130953550338745
