,the,immune,system,also,produces,what,molecules,in,order,to,allow,for,tumor,destruction,by,the,complement,system,?
sometimes,0.35816407203674316,0.21842864155769348,0.24330569803714752,0.5747261643409729,0.22696252167224884,0.34229418635368347,0.2124476432800293,0.31462913751602173,0.23680177330970764,0.4055429697036743,0.2721502184867859,0.28293126821517944,0.1633821427822113,0.1953844130039215,0.22042182087898254,0.35816407203674316,0.25444361567497253,0.24330569803714752,0.1751544177532196
antibodies,0.25005820393562317,0.6355376839637756,0.26367121934890747,0.19398260116577148,0.4001976251602173,0.2190079689025879,0.5521124601364136,0.1909862607717514,0.2264513522386551,0.2543680965900421,0.3080304265022278,0.18114535510540009,0.4527473747730255,0.2748163044452667,0.23828954994678497,0.25005820393562317,0.3513021171092987,0.26367121934890747,0.2315049171447754
are,0.40399202704429626,0.23878547549247742,0.21917270123958588,0.4565894305706024,0.2817918658256531,0.29724663496017456,0.3300325572490692,0.3841303884983063,0.22330260276794434,0.3504326641559601,0.32132774591445923,0.3895993232727051,0.13266056776046753,0.17385336756706238,0.37842893600463867,0.40399202704429626,0.34714099764823914,0.21917270123958588,0.24591213464736938
generated,0.27684199810028076,0.21044586598873138,0.2642790377140045,0.22435362637043,0.4585179388523102,0.2341722995042801,0.30513566732406616,0.19890514016151428,0.13105493783950806,0.2428233027458191,0.2793276309967041,0.25731027126312256,0.10456345975399017,0.1990647315979004,0.310081422328949,0.27684199810028076,0.282404363155365,0.2642790377140045,0.28358349204063416
against,0.3090755045413971,0.26737844944000244,0.1443454623222351,0.29948410391807556,0.10073737055063248,0.24561616778373718,0.1063879057765007,0.27273955941200256,0.13080573081970215,0.310872346162796,0.22459177672863007,0.3262052536010742,0.09745991230010986,0.32585281133651733,0.24816733598709106,0.3090755045413971,0.17061692476272583,0.1443454623222351,0.18095137178897858
tumor,0.19744063913822174,0.4276474118232727,0.17175087332725525,0.23321262001991272,0.14824658632278442,0.245636448264122,0.30136051774024963,0.21095719933509827,0.07383337616920471,0.21333608031272888,0.13801759481430054,0.16172215342521667,1.0,0.1872864067554474,0.15780745446681976,0.19744063913822174,0.2020292431116104,0.17175087332725525,0.18998058140277863
cells,0.19095487892627716,0.5300963521003723,0.29856014251708984,0.20753082633018494,0.3271545469760895,0.1758001297712326,0.5185227394104004,0.1711641103029251,0.18086756765842438,0.26320719718933105,0.2654280662536621,0.18419811129570007,0.46796542406082153,0.14225494861602783,0.19208736717700958,0.19095487892627716,0.266172856092453,0.29856014251708984,0.1898086667060852
allowing,0.3440283536911011,0.2582884728908539,0.26081544160842896,0.30357882380485535,0.2156306654214859,0.21854478120803833,0.24947457015514374,0.22594089806079865,0.2832482159137726,0.47026363015174866,0.7338253259658813,0.32889822125434875,0.1158936470746994,0.19623662531375885,0.2718336582183838,0.3440283536911011,0.31032970547676086,0.26081544160842896,0.1434045135974884
for,0.4739971458911896,0.1448224037885666,0.2630598843097687,0.5373267531394958,0.20586787164211273,0.3017193675041199,0.20138822495937347,0.4322226941585541,0.16561681032180786,0.4451248347759247,0.34999027848243713,0.9999999403953552,0.16172215342521667,0.1883140653371811,0.3248702883720398,0.4739971458911896,0.33936941623687744,0.2630598843097687,0.264628142118454
their,0.516537070274353,0.27346232533454895,0.22435083985328674,0.4181114733219147,0.1591089963912964,0.35142919421195984,0.2535540759563446,0.34976133704185486,0.27875247597694397,0.44619059562683105,0.3747715651988983,0.3406745493412018,0.14948239922523499,0.24519050121307373,0.3242124021053314,0.516537070274353,0.25071775913238525,0.22435083985328674,0.1898253709077835
destruction,0.3148382306098938,0.23933275043964386,0.1558072566986084,0.24245482683181763,0.22187650203704834,0.22247105836868286,0.16298368573188782,0.2888343632221222,0.12365647405385971,0.22507941722869873,0.15221363306045532,0.1883140653371811,0.1872864067554474,1.0000001192092896,0.2069890797138214,0.3148382306098938,0.2670297920703888,0.1558072566986084,0.12016301602125168
by,0.4408751428127289,0.17260463535785675,0.23017624020576477,0.3824189305305481,0.23447808623313904,0.2455483376979828,0.22475433349609375,0.370934396982193,0.17732734978199005,0.33534231781959534,0.23383794724941254,0.3248702883720398,0.15780745446681976,0.2069890797138214,1.0000001192092896,0.4408751428127289,0.20635931193828583,0.23017624020576477,0.17966607213020325
the,1.0,0.21364226937294006,0.3233085572719574,0.6021018624305725,0.2783815562725067,0.42745697498321533,0.2374771386384964,0.6662389636039734,0.3284194767475128,0.535392165184021,0.27822166681289673,0.4739971458911896,0.19744063913822174,0.3148382306098938,0.4408751428127289,1.0,0.3089122176170349,0.3233085572719574,0.22068053483963013
complement,0.3089122176170349,0.3349134624004364,0.3471720218658447,0.2673376202583313,0.2720796465873718,0.2655338943004608,0.35410961508750916,0.2742482125759125,0.3061353266239166,0.3486989736557007,0.36625728011131287,0.33936941623687744,0.2020292431116104,0.2670297920703888,0.20635931193828583,0.3089122176170349,1.0,0.3471720218658447,0.11208028346300125
system,0.3233085572719574,0.3962631821632385,1.0000001192092896,0.25791773200035095,0.16647878289222717,0.23557309806346893,0.26136019825935364,0.21978288888931274,0.21271277964115143,0.26662686467170715,0.2923015356063843,0.2630598843097687,0.17175087332725525,0.1558072566986084,0.23017624020576477,0.3233085572719574,0.3471720218658447,1.0000001192092896,0.15556083619594574
.,0.5934505462646484,0.18267881870269775,0.2277725487947464,0.49166762828826904,0.25228190422058105,0.3567904531955719,0.25748172402381897,0.5591574311256409,0.20712141692638397,0.4645031690597534,0.28562283515930176,0.4726039469242096,0.23771098256111145,0.23910993337631226,0.3936232924461365,0.5934505462646484,0.2869558036327362,0.2277725487947464,0.4130953550338745
