,what,geologic,feature,is,composed,of,oxygen,oxides,?
the,0.42745697498321533,0.27847176790237427,0.3053930699825287,0.5823672413825989,0.21816956996917725,0.733189046382904,0.20428593456745148,0.15098689496517181,0.22068053483963013
earth,0.25883176922798157,0.3423881232738495,0.15027979016304016,0.26888176798820496,0.17983998358249664,0.2329314798116684,0.3065866231918335,0.3308538794517517,0.17717236280441284
's,0.02692362666130066,-0.028283389285206795,-0.016047948971390724,0.02396530658006668,-0.00410611554980278,-0.03817026689648628,-0.011648092418909073,-0.002461931901052594,-0.023395681753754616
crustal,0.1867155283689499,0.40050065517425537,0.2411489337682724,0.222524493932724,0.20280110836029053,0.2616359293460846,0.31066668033599854,0.35998451709747314,0.146211639046669
rock,0.1923677921295166,0.34717854857444763,0.22097133100032806,0.1981455236673355,0.23250757157802582,0.2653365731239319,0.2256520539522171,0.32544419169425964,0.13172835111618042
is,0.28837618231773376,0.22330020368099213,0.2553035318851471,1.0,0.18838012218475342,0.4854315221309662,0.21825239062309265,0.2404932975769043,0.22961433231830597
composed,0.14231626689434052,0.2289971560239792,0.22630614042282104,0.18838012218475342,1.0,0.29509663581848145,0.20973333716392517,0.24533405900001526,0.0784355029463768
in,0.30808621644973755,0.23343469202518463,0.24296961724758148,0.5394441485404968,0.19297388195991516,0.5696388483047485,0.1672476977109909,0.13286004960536957,0.20430970191955566
large,0.2017821967601776,0.2615513801574707,0.23988690972328186,0.2971126437187195,0.20957085490226746,0.3569655418395996,0.2165781706571579,0.23256538808345795,0.1355665624141693
part,0.3476244807243347,0.22682438790798187,0.22717313468456268,0.4582172930240631,0.2828750014305115,0.452393114566803,0.17520982027053833,0.15818001329898834,0.08557961881160736
of,0.33290785551071167,0.2885846793651581,0.2117752879858017,0.4854315221309662,0.29509663581848145,1.0,0.16848602890968323,0.19486629962921143,0.1826142966747284
oxides,0.1899927854537964,0.3105087876319885,0.139316126704216,0.2404932975769043,0.24533405900001526,0.19486629962921143,0.6094407439231873,0.9999998807907104,0.18569931387901306
of,0.33290785551071167,0.2885846793651581,0.2117752879858017,0.4854315221309662,0.29509663581848145,1.0,0.16848602890968323,0.19486629962921143,0.1826142966747284
silicon,0.18574021756649017,0.24633091688156128,0.1597411334514618,0.2775198221206665,0.2305731177330017,0.27253201603889465,0.39430758357048035,0.5292909741401672,0.0868363156914711
(,0.2411840260028839,0.178060382604599,0.1903994381427765,0.35393038392066956,0.1718960851430893,0.35032153129577637,0.189798504114151,0.1593090444803238,0.40561532974243164
silica,0.16508051753044128,0.32641512155532837,0.09064057469367981,0.2385406345129013,0.24890679121017456,0.26086121797561646,0.42790359258651733,0.5402901768684387,0.10262009501457214
sio,0.07780313491821289,0.20344528555870056,0.11510413140058517,0.21037337183952332,0.25740906596183777,0.227922260761261,0.2879607379436493,0.3819306492805481,0.07222720980644226
2,-0.049862053245306015,-0.11750577390193939,-0.02535943128168583,-0.07940074801445007,0.04003141447901726,-0.013777675107121468,0.04063820466399193,0.07994085550308228,0.001977203879505396
",",0.3087472915649414,0.19010312855243683,0.22241170704364777,0.4691906273365021,0.21667295694351196,0.4946078956127167,0.21812842786312103,0.19839848577976227,0.31091248989105225
as,0.31749409437179565,0.17885400354862213,0.26915058493614197,0.43216490745544434,0.24409298598766327,0.3886612355709076,0.16691245138645172,0.22511018812656403,0.27043893933296204
found,0.1796332150697708,0.27999651432037354,0.16152431070804596,0.3526395261287689,0.1851145476102829,0.2982911467552185,0.1673429310321808,0.23919598758220673,0.16790300607681274
in,0.30808621644973755,0.23343469202518463,0.24296961724758148,0.5394441485404968,0.19297388195991516,0.5696388483047485,0.1672476977109909,0.13286004960536957,0.20430970191955566
granite,0.16242849826812744,0.4356861412525177,0.16802653670310974,0.261515349149704,0.271028608083725,0.29745134711265564,0.2427348494529724,0.47369956970214844,0.08115728944540024
and,0.31309178471565247,0.1878790259361267,0.29179611802101135,0.3859752118587494,0.25432297587394714,0.5116966962814331,0.22261030972003937,0.2194577157497406,0.20544172823429108
quartz,0.22164474427700043,0.4059705436229706,0.18416918814182281,0.2825123369693756,0.3563173711299896,0.2816561162471771,0.3081358075141907,0.4882698059082031,0.12345989793539047
),0.26259949803352356,0.1917421668767929,0.1909548044204712,0.37732169032096863,0.1960248202085495,0.3680361211299896,0.19541971385478973,0.1557846963405609,0.42300865054130554
",",0.3087472915649414,0.19010312855243683,0.22241170704364777,0.4691906273365021,0.21667295694351196,0.4946078956127167,0.21812842786312103,0.19839848577976227,0.31091248989105225
aluminium,0.16288141906261444,0.225519597530365,0.18001842498779297,0.28911975026130676,0.19678334891796112,0.19400088489055634,0.5070096254348755,0.6899598240852356,0.15487346053123474
(,0.2411840260028839,0.178060382604599,0.1903994381427765,0.35393038392066956,0.1718960851430893,0.35032153129577637,0.189798504114151,0.1593090444803238,0.40561532974243164
aluminium,0.16288141906261444,0.225519597530365,0.18001842498779297,0.28911975026130676,0.19678334891796112,0.19400088489055634,0.5070096254348755,0.6899598240852356,0.15487346053123474
oxide,0.1961873471736908,0.25374168157577515,0.13226774334907532,0.21587015688419342,0.1957874894142151,0.15275245904922485,0.5954530835151672,0.9161686897277832,0.20583678781986237
al,0.12860317528247833,0.10292969644069672,0.10871752351522446,0.16336590051651,0.16538012027740479,0.16977949440479279,0.12628890573978424,0.1584845930337906,0.12356415390968323
2o,0.09537039697170258,-0.06969981640577316,0.06663153320550919,0.05618066340684891,-0.023875433951616287,-0.03890562430024147,0.07295845448970795,0.02454233169555664,0.0794609934091568
3,0.04473085701465607,0.09850350767374039,0.135660782456398,0.1504552811384201,0.11195937544107437,0.046857766807079315,0.08124106377363205,0.09859839826822281,0.005975271109491587
",",0.3087472915649414,0.19010312855243683,0.22241170704364777,0.4691906273365021,0.21667295694351196,0.4946078956127167,0.21812842786312103,0.19839848577976227,0.31091248989105225
in,0.30808621644973755,0.23343469202518463,0.24296961724758148,0.5394441485404968,0.19297388195991516,0.5696388483047485,0.1672476977109909,0.13286004960536957,0.20430970191955566
