,who,among,genghis,khan,'s,subjects,shared,similar,privileges,to,his,close,family,members,',?
genghis,0.3018350303173065,0.19628296792507172,1.0,0.5896923542022705,0.031423866748809814,0.1541341096162796,0.10421600937843323,0.09189803153276443,0.18083736300468445,0.2294713407754898,0.3744826912879944,0.17252258956432343,0.24087528884410858,0.21789875626564026,0.24026870727539062,0.18813461065292358
khan,0.2616176903247833,0.1364687979221344,0.5896923542022705,1.0,0.05307086929678917,0.16560405492782593,0.04503137245774269,0.05450914055109024,0.17968502640724182,0.18221943080425262,0.26570460200309753,0.1606511026620865,0.14172598719596863,0.1816263198852539,0.17487680912017822,0.12862591445446014
put,0.25223246216773987,0.1977159082889557,0.11414321511983871,0.10970267653465271,0.006688596680760384,0.20272791385650635,0.17167752981185913,0.2906607985496521,0.164804145693779,0.36244112253189087,0.2545973062515259,0.2426096796989441,0.1397785097360611,0.11763318628072739,0.2517928183078766,0.2993032932281494
absolute,0.20456796884536743,0.1966579407453537,0.2091996669769287,0.1663818359375,-0.003071804763749242,0.24258922040462494,0.11332599818706512,0.21442194283008575,0.26380014419555664,0.26245933771133423,0.20079346001148224,0.19323398172855377,0.10475184768438339,0.16698801517486572,0.1854352355003357,0.22724391520023346
trust,0.26026591658592224,0.17082427442073822,0.13605886697769165,0.16378994286060333,-0.026765592396259308,0.19463834166526794,0.21519818902015686,0.10472287982702255,0.3246503472328186,0.24275372922420502,0.1774194836616516,0.16644708812236786,0.13121846318244934,0.15360628068447113,0.20198245346546173,0.22135582566261292
in,0.2792111933231354,0.3211768567562103,0.224680557847023,0.1527150720357895,-0.037580832839012146,0.22681275010108948,0.24815475940704346,0.28091391921043396,0.19223371148109436,0.45010748505592346,0.3598145842552185,0.23149028420448303,0.2165997177362442,0.196792870759964,0.4158826768398285,0.20430970191955566
his,0.44966956973075867,0.23289452493190765,0.3744826912879944,0.26570460200309753,0.047556519508361816,0.29769936203956604,0.1853855401277542,0.15594914555549622,0.18462881445884705,0.3715193271636963,0.9999998807907104,0.17879004776477814,0.26740866899490356,0.2272208034992218,0.2791537940502167,0.18075084686279297
generals,0.2792568504810333,0.23678480088710785,0.35899436473846436,0.2616235017776489,0.007858164608478546,0.26250362396240234,0.13997744023799896,0.10129163414239883,0.1476105898618698,0.23583383858203888,0.2791535556316376,0.08781421929597855,0.18456807732582092,0.24633178114891052,0.15931333601474762,0.16273394227027893
",",0.3365725874900818,0.2640531659126282,0.2891939878463745,0.19700400531291962,-0.0016132977325469255,0.2749216854572296,0.2729959785938263,0.29403579235076904,0.25555771589279175,0.44245919585227966,0.3378419280052185,0.34483593702316284,0.22142739593982697,0.2357054501771927,0.5178600549697876,0.31091248989105225
such,0.2594927251338959,0.3721790015697479,0.14482241868972778,0.14670294523239136,0.05073437839746475,0.3076409697532654,0.17670515179634094,0.4080600440502167,0.24166034162044525,0.2871878743171692,0.1748584806919098,0.20128561556339264,0.19625207781791687,0.22420670092105865,0.2433299422264099,0.17851735651493073
