,where,in,south,carolina,did,huguenot,nobility,settle,?
after,0.31753596663475037,0.44050168991088867,0.21278640627861023,0.1946459859609604,0.30330467224121094,0.26476725935935974,0.15680761635303497,0.21107469499111176,0.16608688235282898
the,0.5003893971443176,0.6662389636039734,0.3129390776157379,0.24749229848384857,0.34736719727516174,0.29557526111602783,0.2749496400356293,0.2943725883960724,0.22068053483963013
revocation,0.27645379304885864,0.2637721300125122,0.1807931512594223,0.19907400012016296,0.25484439730644226,0.29530271887779236,0.2952502369880676,0.21118947863578796,0.32403331995010376
of,0.38066378235816956,0.5696388483047485,0.33382371068000793,0.26946863532066345,0.2513895630836487,0.29061198234558105,0.2703571617603302,0.2614152729511261,0.1826142966747284
the,0.5003893971443176,0.6662389636039734,0.3129390776157379,0.24749229848384857,0.34736719727516174,0.29557526111602783,0.2749496400356293,0.2943725883960724,0.22068053483963013
edict,0.20072242617607117,0.18521805107593536,0.13780468702316284,0.11590487509965897,0.16355286538600922,0.3915477693080902,0.3198123276233673,0.22289380431175232,0.16218337416648865
of,0.38066378235816956,0.5696388483047485,0.33382371068000793,0.26946863532066345,0.2513895630836487,0.29061198234558105,0.2703571617603302,0.2614152729511261,0.1826142966747284
nantes,0.20123295485973358,0.19122108817100525,0.23093219101428986,0.19627058506011963,0.1464715451002121,0.5313296914100647,0.25887975096702576,0.17068593204021454,0.15215469896793365
in,0.5344807505607605,1.0,0.33642083406448364,0.2380082756280899,0.2593238651752472,0.26198551058769226,0.2046278864145279,0.2407265156507492,0.20430970191955566
1685,0.10131698846817017,0.17023275792598724,0.16823448240756989,0.08268876373767853,0.10507906228303909,0.13856157660484314,0.056407392024993896,0.1592191606760025,-0.07933684438467026
",",0.3149496018886566,0.5201468467712402,0.3256652057170868,0.2566046118736267,0.3015086054801941,0.24752236902713776,0.20298367738723755,0.27913352847099304,0.31091248989105225
several,0.32044100761413574,0.39405709505081177,0.21185873448848724,0.17487123608589172,0.24080568552017212,0.21934939920902252,0.22357167303562164,0.1788615584373474,0.15595775842666626
huguenot,0.2579043209552765,0.26198551058769226,0.23090137541294098,0.17832261323928833,0.22897696495056152,1.0000001192092896,0.43178489804267883,0.2685301601886749,0.1359742432832718
families,0.17831707000732422,0.22269998490810394,0.17086637020111084,0.16489209234714508,0.16831602156162262,0.3003639578819275,0.3557465076446533,0.19254282116889954,0.14422203600406647
of,0.38066378235816956,0.5696388483047485,0.33382371068000793,0.26946863532066345,0.2513895630836487,0.29061198234558105,0.2703571617603302,0.2614152729511261,0.1826142966747284
norman,0.11904808133840561,0.17613162100315094,0.14722369611263275,0.17143699526786804,0.1672605574131012,0.3810122311115265,0.21213750541210175,0.16877321898937225,0.12243545055389404
and,0.43859338760375977,0.4954058527946472,0.3140619993209839,0.22423055768013,0.34479495882987976,0.2762077748775482,0.21488046646118164,0.25108152627944946,0.20544172823429108
carolingian,0.16353298723697662,0.19439075887203217,0.25331202149391174,0.4648933708667755,0.19199319183826447,0.45770367980003357,0.38030916452407837,0.21540449559688568,0.1514960378408432
nobility,0.15657460689544678,0.2046278864145279,0.0444166474044323,0.1381426453590393,0.1939808428287506,0.43178489804267883,1.0000001192092896,0.15732678771018982,0.18718111515045166
and,0.43859338760375977,0.4954058527946472,0.3140619993209839,0.22423055768013,0.34479495882987976,0.2762077748775482,0.21488046646118164,0.25108152627944946,0.20544172823429108
descent,0.24585184454917908,0.20440581440925598,0.20738834142684937,0.15410618484020233,0.21482253074645996,0.28094831109046936,0.33996090292930603,0.24252042174339294,0.1453588604927063
",",0.3149496018886566,0.5201468467712402,0.3256652057170868,0.2566046118736267,0.3015086054801941,0.24752236902713776,0.20298367738723755,0.27913352847099304,0.31091248989105225
including,0.33177727460861206,0.35857823491096497,0.19527210295200348,0.16392530500888824,0.26678287982940674,0.21996931731700897,0.16969360411167145,0.10084515064954758,0.1633303165435791
edmund,0.19150179624557495,0.17880931496620178,0.19593174755573273,0.19766591489315033,0.15315520763397217,0.33652564883232117,0.1873103827238083,0.19288992881774902,0.12587735056877136
bohun,0.20562922954559326,0.268610417842865,0.28425726294517517,0.20908188819885254,0.17903321981430054,0.3714979290962219,0.3095121383666992,0.14576463401317596,0.18552209436893463
of,0.38066378235816956,0.5696388483047485,0.33382371068000793,0.26946863532066345,0.2513895630836487,0.29061198234558105,0.2703571617603302,0.2614152729511261,0.1826142966747284
suffolk,0.15323157608509064,0.28722432255744934,0.25936076045036316,0.34347379207611084,0.17745772004127502,0.2511545717716217,0.1516830027103424,0.13977780938148499,0.142034113407135
england,0.23118865489959717,0.33311840891838074,0.2958524525165558,0.28266629576683044,0.22023706138134003,0.3357331156730652,0.25368595123291016,0.23755675554275513,0.13436897099018097
from,0.3713873624801636,0.4274188280105591,0.308648020029068,0.23510479927062988,0.20248863101005554,0.1858682930469513,0.21181929111480713,0.19305722415447235,0.19969791173934937
the,0.5003893971443176,0.6662389636039734,0.3129390776157379,0.24749229848384857,0.34736719727516174,0.29557526111602783,0.2749496400356293,0.2943725883960724,0.22068053483963013
humphrey,0.17009596526622772,0.2232401967048645,0.18253961205482483,0.24334846436977386,0.23135840892791748,0.292086124420166,0.13745775818824768,0.10251539945602417,0.2120322436094284
de,0.2051386833190918,0.24818959832191467,0.179031103849411,0.1774853765964508,0.09745011478662491,0.3515174984931946,0.1720622479915619,0.07062938064336777,0.11064168810844421
bohun,0.20562922954559326,0.268610417842865,0.28425726294517517,0.20908188819885254,0.17903321981430054,0.3714979290962219,0.3095121383666992,0.14576463401317596,0.18552209436893463
line,0.22999835014343262,0.2258777767419815,0.16639693081378937,0.14648932218551636,0.14681050181388855,0.12926559150218964,0.10702534765005112,0.1822223663330078,0.16271452605724335
of,0.38066378235816956,0.5696388483047485,0.33382371068000793,0.26946863532066345,0.2513895630836487,0.29061198234558105,0.2703571617603302,0.2614152729511261,0.1826142966747284
french,0.17587623000144958,0.22093388438224792,0.18581080436706543,0.13583560287952423,0.1584041714668274,0.5233030915260315,0.29667505621910095,0.11875297874212265,0.1386883556842804
royalty,0.13838860392570496,0.17315049469470978,0.1742493212223053,0.1400718241930008,0.16705602407455444,0.3239693343639374,0.620491623878479,0.18012350797653198,0.17703236639499664
descended,0.24205178022384644,0.19672243297100067,0.1971486210823059,0.16975419223308563,0.2501574754714966,0.32218530774116516,0.4080663025379181,0.270804226398468,0.1283303201198578
from,0.3713873624801636,0.4274188280105591,0.308648020029068,0.23510479927062988,0.20248863101005554,0.1858682930469513,0.21181929111480713,0.19305722415447235,0.19969791173934937
charlemagne,0.2304248809814453,0.2585664391517639,0.175556018948555,0.2145676463842392,0.16646675765514374,0.5138798356056213,0.39483335614204407,0.22731006145477295,0.15821541845798492
",",0.3149496018886566,0.5201468467712402,0.3256652057170868,0.2566046118736267,0.3015086054801941,0.24752236902713776,0.20298367738723755,0.27913352847099304,0.31091248989105225
jean,0.11375842988491058,0.19998259842395782,0.17479421198368073,0.10986382514238358,0.11140255630016327,0.41842612624168396,0.13867084681987762,0.06739292293787003,0.1531364470720291
postell,0.2176986038684845,0.30831897258758545,0.22285515069961548,0.23532570898532867,0.2654776871204376,0.31742414832115173,0.16641873121261597,0.1720026284456253,0.3097100257873535
of,0.38066378235816956,0.5696388483047485,0.33382371068000793,0.26946863532066345,0.2513895630836487,0.29061198234558105,0.2703571617603302,0.2614152729511261,0.1826142966747284
dieppe,0.20285427570343018,0.2688005864620209,0.3263659179210663,0.19438505172729492,0.22789238393306732,0.4026656150817871,0.18188157677650452,0.21396294236183167,0.08946283161640167
france,0.21451038122177124,0.3812309503555298,0.26797276735305786,0.20575979351997375,0.2138325721025467,0.44110438227653503,0.29880160093307495,0.0967794880270958,0.15069349110126495
",",0.3149496018886566,0.5201468467712402,0.3256652057170868,0.2566046118736267,0.3015086054801941,0.24752236902713776,0.20298367738723755,0.27913352847099304,0.31091248989105225
alexander,0.1254788190126419,0.18552854657173157,0.1114506721496582,0.16500625014305115,0.1759006232023239,0.2534451186656952,0.16916713118553162,0.113956518471241,0.120673269033432
pepin,0.20849110186100006,0.3471963703632355,0.1666262000799179,0.2559621334075928,0.12730802595615387,0.40575000643730164,0.3077932298183441,0.19444362819194794,0.1605125516653061
",",0.3149496018886566,0.5201468467712402,0.3256652057170868,0.2566046118736267,0.3015086054801941,0.24752236902713776,0.20298367738723755,0.27913352847099304,0.31091248989105225
antoine,0.1620270311832428,0.18730135262012482,0.12186192721128464,0.14082588255405426,0.1614295095205307,0.5429193377494812,0.23854684829711914,0.07661079615354538,0.18068033456802368
poitevin,0.23666977882385254,0.2518790662288666,0.25082525610923767,0.23094117641448975,0.1628277599811554,0.45466965436935425,0.2361183911561966,0.15674181282520294,0.22081772983074188
of,0.38066378235816956,0.5696388483047485,0.33382371068000793,0.26946863532066345,0.2513895630836487,0.29061198234558105,0.2703571617603302,0.2614152729511261,0.1826142966747284
orsement,0.2268204391002655,0.2918822467327118,0.12391666322946548,0.1519469916820526,0.23397085070610046,0.32721519470214844,0.2953236997127533,0.11043080687522888,0.15393784642219543
france,0.21451038122177124,0.3812309503555298,0.26797276735305786,0.20575979351997375,0.2138325721025467,0.44110438227653503,0.29880160093307495,0.0967794880270958,0.15069349110126495
",",0.3149496018886566,0.5201468467712402,0.3256652057170868,0.2566046118736267,0.3015086054801941,0.24752236902713776,0.20298367738723755,0.27913352847099304,0.31091248989105225
and,0.43859338760375977,0.4954058527946472,0.3140619993209839,0.22423055768013,0.34479495882987976,0.2762077748775482,0.21488046646118164,0.25108152627944946,0.20544172823429108
jacques,0.14511285722255707,0.1630023568868637,0.14758074283599854,0.12873780727386475,0.12961791455745697,0.39636239409446716,0.13613352179527283,0.05520983785390854,0.091473288834095
de,0.2051386833190918,0.24818959832191467,0.179031103849411,0.1774853765964508,0.09745011478662491,0.3515174984931946,0.1720622479915619,0.07062938064336777,0.11064168810844421
bordeaux,0.1527964174747467,0.24262046813964844,0.18669390678405762,0.19088555872440338,0.09937788546085358,0.39423444867134094,0.2530671954154968,0.15505316853523254,0.15625910460948944
of,0.38066378235816956,0.5696388483047485,0.33382371068000793,0.26946863532066345,0.2513895630836487,0.29061198234558105,0.2703571617603302,0.2614152729511261,0.1826142966747284
grenoble,0.284563809633255,0.3393177390098572,0.2642207145690918,0.19487975537776947,0.13335444033145905,0.38043856620788574,0.23765622079372406,0.09305823594331741,0.1623242050409317
",",0.3149496018886566,0.5201468467712402,0.3256652057170868,0.2566046118736267,0.3015086054801941,0.24752236902713776,0.20298367738723755,0.27913352847099304,0.31091248989105225
immigrated,0.2689405083656311,0.2918332815170288,0.27604028582572937,0.22121299803256989,0.22802627086639404,0.3415188193321228,0.25027522444725037,0.34047624468803406,0.10450561344623566
to,0.47735077142715454,0.45010748505592346,0.25657615065574646,0.23296888172626495,0.4452643394470215,0.24496324360370636,0.22161778807640076,0.3679795563220978,0.29463258385658264
the,0.5003893971443176,0.6662389636039734,0.3129390776157379,0.24749229848384857,0.34736719727516174,0.29557526111602783,0.2749496400356293,0.2943725883960724,0.22068053483963013
charleston,0.24680209159851074,0.2974682152271271,0.36498719453811646,0.565868616104126,0.19817835092544556,0.3182103931903839,0.14893224835395813,0.20220310986042023,0.18022049963474274
orange,0.14082323014736176,0.20098833739757538,0.21104824542999268,0.289084792137146,0.10191533714532852,0.1393471658229828,0.17902545630931854,0.1396639347076416,0.1066059097647667
district,0.23424647748470306,0.30883273482322693,0.3230174481868744,0.22365650534629822,0.06963783502578735,0.14375591278076172,0.11369632929563522,0.18409541249275208,0.06725285202264786
.,0.41390106081962585,0.5591574311256409,0.2798699140548706,0.2702518403530121,0.35288307070732117,0.2060975730419159,0.21993549168109894,0.2460833340883255,0.4130953550338745
