,when,did,the,black,death,technically,subside,?
in,0.4431333839893341,0.2593238651752472,0.6662389636039734,0.20407067239284515,0.18743370473384857,0.21685348451137543,0.2033558338880539,0.20430970191955566
england,0.26359328627586365,0.22023706138134003,0.28280043601989746,0.16946254670619965,0.17668470740318298,0.17423823475837708,0.17563530802726746,0.13436897099018097
",",0.36674630641937256,0.3015086054801941,0.4933079481124878,0.23807229101657867,0.2070959210395813,0.2593480050563812,0.15657314658164978,0.31091248989105225
in,0.4431333839893341,0.2593238651752472,0.6662389636039734,0.20407067239284515,0.18743370473384857,0.21685348451137543,0.2033558338880539,0.20430970191955566
the,0.5091903209686279,0.34736719727516174,1.0,0.28466513752937317,0.21438048779964447,0.3016735911369324,0.22980837523937225,0.22068053483963013
absence,0.33107444643974304,0.18309760093688965,0.3194023072719574,0.0956348329782486,0.31583431363105774,0.2344743013381958,0.09771179407835007,0.1211882010102272
of,0.3757161796092987,0.2513895630836487,0.733189046382904,0.23966942727565765,0.23778599500656128,0.26906076073646545,0.16784518957138062,0.1826142966747284
census,0.11768559366464615,0.11873560398817062,0.2524987757205963,0.1247585341334343,0.10302983224391937,0.20523497462272644,0.16998691856861115,0.12548218667507172
figures,0.16701596975326538,0.13928313553333282,0.2664589285850525,0.12556686997413635,0.12070561945438385,0.1903332769870758,0.03286804258823395,0.15584851801395416
",",0.36674630641937256,0.3015086054801941,0.4933079481124878,0.23807229101657867,0.2070959210395813,0.2593480050563812,0.15657314658164978,0.31091248989105225
historians,0.1875353455543518,0.3612487018108368,0.2874947786331177,0.16026824712753296,0.22143539786338806,0.20142748951911926,0.1540312021970749,0.15053395926952362
propose,0.21018950641155243,0.32829418778419495,0.2302119880914688,0.10696941614151001,0.11029455810785294,0.29806238412857056,0.13220864534378052,0.36768224835395813
a,0.44397395849227905,0.2552328109741211,0.5829201340675354,0.23173153400421143,0.16249743103981018,0.24836225807666779,0.20593734085559845,0.23916715383529663
range,0.1757686734199524,0.0891508087515831,0.2311336100101471,0.16877324879169464,0.1024896427989006,0.27298033237457275,0.20625142753124237,0.1204894632101059
of,0.3757161796092987,0.2513895630836487,0.733189046382904,0.23966942727565765,0.23778599500656128,0.26906076073646545,0.16784518957138062,0.1826142966747284
preincident,0.2984464168548584,0.32779255509376526,0.29556554555892944,0.1682891845703125,0.28548866510391235,0.3084171712398529,0.15548254549503326,0.29381200671195984
population,0.19297641515731812,0.0652005523443222,0.32044094800949097,0.17196610569953918,0.1300671100616455,0.23732246458530426,0.1976255178451538,0.14449454843997955
figures,0.16701596975326538,0.13928313553333282,0.2664589285850525,0.12556686997413635,0.12070561945438385,0.1903332769870758,0.03286804258823395,0.15584851801395416
from,0.405669629573822,0.20248863101005554,0.40150508284568787,0.1814838945865631,0.22335824370384216,0.21014180779457092,0.16191789507865906,0.19969791173934937
as,0.4437963366508484,0.3596470057964325,0.48381632566452026,0.19815593957901,0.19013920426368713,0.3014931082725525,0.20647792518138885,0.27043893933296204
high,0.20577524602413177,0.15957149863243103,0.28034812211990356,0.16126516461372375,0.16574876010417938,0.20357809960842133,0.17109322547912598,0.11137914657592773
as,0.4437963366508484,0.3596470057964325,0.48381632566452026,0.19815593957901,0.19013920426368713,0.3014931082725525,0.20647792518138885,0.27043893933296204
7,-0.21990855038166046,-0.147744283080101,-0.1142377033829689,-0.09200875461101532,-0.13790561258792877,-0.03219765052199364,-0.08714229613542557,-0.15092156827449799
million,0.17012886703014374,0.1815238744020462,0.277012437582016,0.15968438982963562,0.08350206166505814,0.037468280643224716,0.25461187958717346,0.23092924058437347
to,0.5423505902290344,0.4452643394470215,0.535392165184021,0.23292754590511322,0.19568277895450592,0.3826490044593811,0.2019391655921936,0.29463258385658264
