,the,church,states,that,",",as,christians,",",they,are,aware,that,neither,the,way,of,what,is,righteous,before,god,?,''
the,1.0,0.23846197128295898,0.3463578522205353,0.5473989248275757,0.4933079481124878,0.48381632566452026,0.24734680354595184,0.4933079481124878,0.49925389885902405,0.40399202704429626,0.24899019300937653,0.5473989248275757,0.34867867827415466,1.0,0.36217406392097473,0.733189046382904,0.42745697498321533,0.5823672413825989,0.24047143757343292,0.45900648832321167,0.24689088761806488,0.22068053483963013,0.041273195296525955
church,0.23846197128295898,0.9999999403953552,0.17393819987773895,0.18300943076610565,0.2707274258136749,0.211966410279274,0.4729970693588257,0.2707274258136749,0.18669813871383667,0.16039738059043884,0.1328001320362091,0.18300943076610565,0.11704506725072861,0.23846197128295898,0.20286570489406586,0.3079429268836975,0.1944202184677124,0.203276589512825,0.2472287118434906,0.16497574746608734,0.3016095757484436,0.18081501126289368,0.0220292080193758
also,0.6021018624305725,0.21634946763515472,0.2941293716430664,0.6005857586860657,0.4717654287815094,0.5774298906326294,0.23270295560359955,0.4717654287815094,0.5272021293640137,0.4565894305706024,0.2726275324821472,0.6005857586860657,0.3965267539024353,0.6021018624305725,0.4348735213279724,0.4924938678741455,0.42747777700424194,0.5012649297714233,0.19939908385276794,0.3703020513057709,0.29678380489349365,0.21848613023757935,0.05102188512682915
states,0.3463578522205353,0.17393819987773895,1.0,0.291576623916626,0.3315127193927765,0.26192235946655273,0.18961945176124573,0.3315127193927765,0.23871077597141266,0.1846873015165329,0.12008343636989594,0.291576623916626,0.25901880860328674,0.3463578522205353,0.2149762362241745,0.30884552001953125,0.21526020765304565,0.21939043700695038,0.137266144156456,0.23412185907363892,0.1940685510635376,0.16272737085819244,-0.06360612064599991
that,0.5473989248275757,0.18300943076610565,0.291576623916626,1.0,0.4137537479400635,0.4735107421875,0.306755006313324,0.4137537479400635,0.5710820555686951,0.45265161991119385,0.4520672857761383,1.0,0.505314290523529,0.5473989248275757,0.5086538195610046,0.41498205065727234,0.6297725439071655,0.3995479643344879,0.28141942620277405,0.40745505690574646,0.30817699432373047,0.32716336846351624,0.007880004122853279
``,0.029072100296616554,0.038532305508852005,0.029627995565533638,0.05285148695111275,0.09681109338998795,0.03910288214683533,0.1157805472612381,0.09681109338998795,0.0819322019815445,0.12624181807041168,0.03486756607890129,0.05285148695111275,0.06058506295084953,0.029072100296616554,0.016825292259454727,0.06780257821083069,0.008517155423760414,0.058766357600688934,0.029379691928625107,0.0842912346124649,0.028099697083234787,0.0685480609536171,-0.09173435717821121
as,0.48381632566452026,0.211966410279274,0.26192235946655273,0.4735107421875,0.48816442489624023,1.0,0.22496174275875092,0.48816442489624023,0.3294360637664795,0.3826591968536377,0.29077550768852234,0.4735107421875,0.29759687185287476,0.48381632566452026,0.3409440517425537,0.3886612355709076,0.31749409437179565,0.43216490745544434,0.23945435881614685,0.3552539646625519,0.20248441398143768,0.27043893933296204,0.006628023460507393
christians,0.24734680354595184,0.4729970693588257,0.18961945176124573,0.306755006313324,0.255241334438324,0.22496174275875092,1.0,0.255241334438324,0.33072584867477417,0.2346511036157608,0.20301605761051178,0.306755006313324,0.23592635989189148,0.24734680354595184,0.2594491243362427,0.25621283054351807,0.302469938993454,0.19429630041122437,0.39915674924850464,0.2004648745059967,0.4300692677497864,0.20289786159992218,-0.0017542942659929395
they,0.49925389885902405,0.18669813871383667,0.23871077597141266,0.5710820555686951,0.390799880027771,0.3294360637664795,0.33072584867477417,0.390799880027771,0.9999999403953552,0.610666811466217,0.29816892743110657,0.5710820555686951,0.3676902949810028,0.49925389885902405,0.41797083616256714,0.3426007330417633,0.4431931674480438,0.330102801322937,0.21623608469963074,0.372068852186203,0.22910751402378082,0.2753053903579712,-0.006317874416708946
are,0.40399202704429626,0.16039738059043884,0.1846873015165329,0.45265161991119385,0.4062570035457611,0.3826591968536377,0.2346511036157608,0.4062570035457611,0.610666811466217,1.0,0.27469608187675476,0.45265161991119385,0.3007992208003998,0.40399202704429626,0.3754369020462036,0.39081433415412903,0.29724663496017456,0.5330929756164551,0.17852693796157837,0.21243946254253387,0.17233000695705414,0.24591213464736938,0.0263817198574543
