,when,did,president,uhuru,kenyatta,sign,a,security,law,amendment,bill,?
in,0.4431333839893341,0.2593238651752472,0.18811661005020142,0.2617742717266083,0.28018826246261597,0.1645301878452301,0.539380669593811,0.18173593282699585,0.24850773811340332,0.15072646737098694,0.1447519063949585,0.20430970191955566
december,0.28435230255126953,0.2542226016521454,0.2898310124874115,0.32728391885757446,0.30981916189193726,0.10976818948984146,0.24493688344955444,0.20802219212055206,0.13729818165302277,0.17052915692329407,0.2011519968509674,0.2480352818965912
2014,0.1509266346693039,-0.002547524170950055,0.11740035563707352,0.18855206668376923,0.09843584895133972,0.0003803148283623159,0.13504788279533386,-0.018894517794251442,0.037518277764320374,-0.019014276564121246,0.2062290906906128,0.058127544820308685
",",0.36674630641937256,0.3015086054801941,0.26552814245224,0.31439706683158875,0.3446381092071533,0.21768593788146973,0.427140474319458,0.21305516362190247,0.24953721463680267,0.17331579327583313,0.2472437173128128,0.31091248989105225
president,0.17933911085128784,0.1801012009382248,1.0000001192092896,0.427922785282135,0.4339151084423065,0.15812177956104279,0.16959697008132935,0.26606523990631104,0.24191398918628693,0.3597700297832489,0.26540154218673706,0.14148259162902832
uhuru,0.1375301480293274,0.09969014674425125,0.427922785282135,1.0,0.6645054817199707,0.1611563265323639,0.2651737928390503,0.25842535495758057,0.24169036746025085,0.1989699900150299,0.21323367953300476,0.19283939898014069
kenyatta,0.15483929216861725,0.16177290678024292,0.4339151084423065,0.6645054817199707,1.0,0.10047619044780731,0.23236000537872314,0.3001179099082947,0.251870334148407,0.1836734414100647,0.1446792632341385,0.1456252485513687
signed,0.18414242565631866,0.23087851703166962,0.2602011561393738,0.22063706815242767,0.15495406091213226,0.5858191251754761,0.20831720530986786,0.18789175152778625,0.2510806620121002,0.19958524405956268,0.24355687201023102,0.14003296196460724
a,0.44397395849227905,0.2552328109741211,0.16959697008132935,0.2651737928390503,0.23236000537872314,0.22598892450332642,1.0,0.19867505133152008,0.2212858349084854,0.18196852505207062,0.24716360867023468,0.23916715383529663
security,0.21380159258842468,0.1400815099477768,0.26606523990631104,0.25842535495758057,0.3001179099082947,0.1411362588405609,0.19867505133152008,1.0000001192092896,0.2140694409608841,0.25799185037612915,0.18248559534549713,0.13810279965400696
laws,0.24706986546516418,0.2617504894733429,0.2307814061641693,0.20556555688381195,0.20047201216220856,0.12264095991849899,0.1722979098558426,0.20054884254932404,0.6853237152099609,0.4711494743824005,0.25408822298049927,0.17911791801452637
amendment,0.21597835421562195,0.223827064037323,0.3597700297832489,0.1989699900150299,0.1836734414100647,0.09749112278223038,0.18196852505207062,0.25799185037612915,0.43449801206588745,1.0,0.42488160729408264,0.24295969307422638
bill,0.2075754553079605,0.1905326098203659,0.26540154218673706,0.21323367953300476,0.1446792632341385,0.19566918909549713,0.24716360867023468,0.18248559534549713,0.25551638007164,0.42488160729408264,0.9999999403953552,0.12855131924152374
",",0.36674630641937256,0.3015086054801941,0.26552814245224,0.31439706683158875,0.3446381092071533,0.21768593788146973,0.427140474319458,0.21305516362190247,0.24953721463680267,0.17331579327583313,0.2472437173128128,0.31091248989105225
which,0.572554349899292,0.2750149369239807,0.15872660279273987,0.20454002916812897,0.20988304913043976,0.19895142316818237,0.56894451379776,0.2267255187034607,0.20205146074295044,0.23381367325782776,0.17367671430110931,0.25814583897590637
supporters,0.2037859410047531,0.27647608518600464,0.2611847519874573,0.17667599022388458,0.25559747219085693,0.1585804522037506,0.22582685947418213,0.22030192613601685,0.24676260352134705,0.2630791962146759,0.14756828546524048,0.135813906788826
of,0.3757161796092987,0.2513895630836487,0.21610750257968903,0.24128539860248566,0.2688030004501343,0.201818585395813,0.5052502155303955,0.26905277371406555,0.2816956341266632,0.2148750275373459,0.17127205431461334,0.1826142966747284
the,0.5091903209686279,0.34736719727516174,0.24330610036849976,0.25533705949783325,0.24919013679027557,0.22875791788101196,0.5829201340675354,0.2683938145637512,0.24548950791358948,0.276956170797348,0.24155211448669434,0.22068053483963013
law,0.2062477022409439,0.2238171398639679,0.24191398918628693,0.24169036746025085,0.251870334148407,0.21575109660625458,0.2212858349084854,0.2140694409608841,1.0000001192092896,0.43449801206588745,0.25551638007164,0.1528988480567932
suggested,0.3064453899860382,0.36875683069229126,0.1939827799797058,0.15126782655715942,0.1591678261756897,0.13743406534194946,0.2665110230445862,0.1720307171344757,0.18093986809253693,0.3198559880256653,0.1640697419643402,0.2549840807914734
was,0.37326499819755554,0.41399896144866943,0.2505730390548706,0.28737133741378784,0.2962837517261505,0.10542256385087967,0.4508470594882965,0.17761321365833282,0.21553055942058563,0.2147892415523529,0.18893268704414368,0.18412111699581146
necessary,0.3026391863822937,0.34152600169181824,0.12657716870307922,0.1293749362230301,0.1837918907403946,0.15831078588962555,0.2920435667037964,0.2498619109392166,0.16559351980686188,0.35101956129074097,0.16920694708824158,0.3430270850658417
to,0.5423505902290344,0.4452643394470215,0.21247753500938416,0.19595730304718018,0.21900729835033417,0.25379011034965515,0.45503583550453186,0.2774781584739685,0.259207159280777,0.2683636546134949,0.17981381714344025,0.29463258385658264
guard,0.2669609785079956,0.16974282264709473,0.17381437122821808,0.16259953379631042,0.14847564697265625,0.1171688362956047,0.21477705240249634,0.38983866572380066,0.1850346475839615,0.17010176181793213,0.2394436001777649,0.11036597937345505
against,0.32684949040412903,0.22514554858207703,0.21157698333263397,0.171052485704422,0.21102917194366455,0.11985579878091812,0.2227657586336136,0.19541813433170319,0.24199452996253967,0.2352828085422516,0.11587899178266525,0.18095137178897858
armed,0.23181453347206116,0.1205168217420578,0.2659277319908142,0.2680050730705261,0.2822524905204773,0.11798068135976791,0.2291470170021057,0.3623766601085663,0.25073546171188354,0.24397236108779907,0.21933342516422272,0.18816959857940674
groups,0.21922865509986877,0.1589982509613037,0.0907449945807457,0.14059318602085114,0.1955484300851822,0.0948929414153099,0.2068004310131073,0.1718738079071045,0.14561279118061066,0.15921172499656677,0.07313330471515656,0.14349548518657684
.,0.475719153881073,0.35288307070732117,0.26255303621292114,0.25194862484931946,0.2812763452529907,0.25322678685188293,0.50484299659729,0.2259770631790161,0.24482665956020355,0.20782972872257233,0.2289014607667923,0.4130953550338745
