,which,foreign,forces,often,meddled,in,the,mongolian,political,scene,?
temüjin,0.37199702858924866,0.3190597891807556,0.3284339904785156,0.2797969877719879,0.3611901104450226,0.3433155417442322,0.43713900446891785,0.5043861865997314,0.29886260628700256,0.20183201134204865,0.21090233325958252
grew,0.13216321170330048,0.1083487793803215,0.10717980563640594,0.17646178603172302,0.1943887621164322,0.2749199867248535,0.226883202791214,0.1423557698726654,0.15910369157791138,0.15501345694065094,0.05505307391285896
up,0.36388060450553894,0.07657691836357117,0.1913924217224121,0.2718086838722229,0.3248623013496399,0.3120773434638977,0.38423117995262146,0.17004404962062836,0.10965631902217865,0.19006769359111786,0.1819818764925003
observing,0.2954275906085968,0.1275867074728012,0.20531174540519714,0.2565012574195862,0.3119625747203827,0.2280377447605133,0.26581305265426636,0.00855498481541872,0.1647627055644989,0.16977891325950623,0.17418181896209717
the,0.6521818041801453,0.2946566939353943,0.3134811818599701,0.38004449009895325,0.33387333154678345,0.6662389636039734,1.0,0.2657795250415802,0.20477235317230225,0.28271281719207764,0.22068053483963013
tough,0.27881574630737305,0.20672503113746643,0.21104522049427032,0.30341193079948425,0.26397424936294556,0.1541483998298645,0.19080594182014465,0.17544510960578918,0.13988317549228668,0.14026516675949097,0.16948486864566803
political,0.15920867025852203,0.2952896058559418,0.25720736384391785,0.21065454185009003,0.15097108483314514,0.22136160731315613,0.20477235317230225,0.18907250463962555,1.0000001192092896,0.08905480802059174,0.17130474746227264
climate,0.2627573609352112,0.17140254378318787,0.164677694439888,0.23718518018722534,0.1626749038696289,0.24209141731262207,0.2693597674369812,0.20970599353313446,0.23149718344211578,0.12788404524326324,0.19998492300510406
of,0.5011631846427917,0.25741127133369446,0.3090144991874695,0.3351972997188568,0.23422162234783173,0.5696388483047485,0.733189046382904,0.22608324885368347,0.27319738268852234,0.20904886722564697,0.1826142966747284
mongolia,0.2594313621520996,0.2515481412410736,0.16056762635707855,0.1432010382413864,0.19111108779907227,0.22565330564975739,0.26887956261634827,0.875663697719574,0.18008466064929962,0.06841401755809784,0.12165829539299011
",",0.3658004403114319,0.2636609673500061,0.2544684410095215,0.24139221012592316,0.37224581837654114,0.5201468467712402,0.4933079481124878,0.22636307775974274,0.27072274684906006,0.2124451845884323,0.31091248989105225
which,1.0,0.21967050433158875,0.2267666757106781,0.5498976707458496,0.3182791471481323,0.4840516746044159,0.6521818041801453,0.2730083167552948,0.15920867025852203,0.2591595947742462,0.25814583897590637
included,0.319993793964386,0.16457617282867432,0.12128971517086029,0.24283355474472046,0.2643798291683197,0.32433560490608215,0.3825419843196869,0.15839916467666626,0.22265145182609558,0.19997449219226837,0.14385655522346497
tribal,0.17243459820747375,0.15492022037506104,0.2328597754240036,0.14443045854568481,0.2961227297782898,0.15004047751426697,0.259813129901886,0.24573804438114166,0.24727118015289307,0.19820241630077362,0.0904514268040657
warfare,0.2618895471096039,0.23907093703746796,0.37439367175102234,0.2779145836830139,0.16851724684238434,0.25275883078575134,0.257932186126709,0.20203283429145813,0.19480960071086884,0.15350651741027832,0.1583555042743683
",",0.3658004403114319,0.2636609673500061,0.2544684410095215,0.24139221012592316,0.37224581837654114,0.5201468467712402,0.4933079481124878,0.22636307775974274,0.27072274684906006,0.2124451845884323,0.31091248989105225
thievery,0.42531856894493103,0.22285686433315277,0.2571467161178589,0.43719837069511414,0.4030361771583557,0.26609933376312256,0.3725408911705017,0.22140070796012878,0.19903312623500824,0.25521036982536316,0.21890407800674438
",",0.3658004403114319,0.2636609673500061,0.2544684410095215,0.24139221012592316,0.37224581837654114,0.5201468467712402,0.4933079481124878,0.22636307775974274,0.27072274684906006,0.2124451845884323,0.31091248989105225
raids,0.243235781788826,0.2641933858394623,0.4199405610561371,0.20079797506332397,0.24054183065891266,0.26679521799087524,0.30156177282333374,0.27207818627357483,0.18639633059501648,0.22681193053722382,0.12132129818201065
",",0.3658004403114319,0.2636609673500061,0.2544684410095215,0.24139221012592316,0.37224581837654114,0.5201468467712402,0.4933079481124878,0.22636307775974274,0.27072274684906006,0.2124451845884323,0.31091248989105225
corruption,0.22295843064785004,0.3713511824607849,0.24432791769504547,0.25530779361724854,0.25150755047798157,0.17617714405059814,0.23319530487060547,0.18373067677021027,0.43315958976745605,0.1861473023891449,0.16485145688056946
",",0.3658004403114319,0.2636609673500061,0.2544684410095215,0.24139221012592316,0.37224581837654114,0.5201468467712402,0.4933079481124878,0.22636307775974274,0.27072274684906006,0.2124451845884323,0.31091248989105225
and,0.506277859210968,0.25234511494636536,0.26456665992736816,0.42465832829475403,0.32008692622184753,0.4954058527946472,0.5171257257461548,0.22904802858829498,0.33013346791267395,0.2507633566856384,0.20544172823429108
continual,0.3879232406616211,0.15415863692760468,0.29655706882476807,0.3143896758556366,0.2377321720123291,0.2554662525653839,0.33633384108543396,0.1265566200017929,0.19788263738155365,0.13086239993572235,0.21822984516620636
acts,0.3132624328136444,0.19272476434707642,0.23912550508975983,0.223026841878891,0.20143847167491913,0.21356524527072906,0.2568269371986389,0.009595773182809353,0.16920889914035797,0.2946552336215973,0.07075770199298859
of,0.5011631846427917,0.25741127133369446,0.3090144991874695,0.3351972997188568,0.23422162234783173,0.5696388483047485,0.733189046382904,0.22608324885368347,0.27319738268852234,0.20904886722564697,0.1826142966747284
revenge,0.18364201486110687,0.12796266376972198,0.1614755243062973,0.16448254883289337,0.28025132417678833,0.17049701511859894,0.21256762742996216,0.08920644968748093,0.1907646805047989,0.3164750635623932,0.19653472304344177
carried,0.2827819287776947,0.23349927365779877,0.20629537105560303,0.23372170329093933,0.3433339595794678,0.22688958048820496,0.31854987144470215,0.08862973004579544,0.1718166470527649,0.10660697519779205,0.1305524855852127
out,0.37864550948143005,0.17448601126670837,0.16882044076919556,0.3004971444606781,0.39642053842544556,0.3576207756996155,0.39404502511024475,0.12147427350282669,0.17529261112213135,0.226065531373024,0.22020699083805084
between,0.395174115896225,0.2357904613018036,0.252635657787323,0.3018548786640167,0.1746518760919571,0.41100412607192993,0.39067012071609497,0.16062961518764496,0.20445281267166138,0.1899915486574173,0.12887074053287506
the,0.6521818041801453,0.2946566939353943,0.3134811818599701,0.38004449009895325,0.33387333154678345,0.6662389636039734,1.0,0.2657795250415802,0.20477235317230225,0.28271281719207764,0.22068053483963013
various,0.42230772972106934,0.30639782547950745,0.22586584091186523,0.4236096441745758,0.29311317205429077,0.266343355178833,0.3235042691230774,0.21805573999881744,0.2331981211900711,0.22064754366874695,0.12823495268821716
confederations,0.2654058039188385,0.1905844360589981,0.42417335510253906,0.21290116012096405,0.2776607573032379,0.25349926948547363,0.3340309262275696,0.21130584180355072,0.23801276087760925,0.09571108967065811,0.17003127932548523
",",0.3658004403114319,0.2636609673500061,0.2544684410095215,0.24139221012592316,0.37224581837654114,0.5201468467712402,0.4933079481124878,0.22636307775974274,0.27072274684906006,0.2124451845884323,0.31091248989105225
all,0.50777268409729,0.23950102925300598,0.24849732220172882,0.3238801956176758,0.38355714082717896,0.3335905969142914,0.4860881567001343,0.20609256625175476,0.16519713401794434,0.14780840277671814,0.29575422406196594
compounded,0.3350243866443634,0.13430842757225037,0.27714455127716064,0.3614754378795624,0.30299487709999084,0.23289546370506287,0.2251422107219696,0.1728130280971527,0.16553042829036713,0.21313118934631348,0.19062496721744537
by,0.40543368458747864,0.22881895303726196,0.294624388217926,0.32333052158355713,0.2641714811325073,0.370934396982193,0.4408751428127289,0.15527263283729553,0.22635963559150696,0.16524694859981537,0.17966607213020325
interference,0.34426695108413696,0.2479838728904724,0.2872253656387329,0.32435142993927,0.267842173576355,0.20951542258262634,0.26789531111717224,0.07110743969678879,0.2060297727584839,0.23971006274223328,0.11166875064373016
from,0.38755592703819275,0.2357778251171112,0.15575696527957916,0.2687282860279083,0.26561346650123596,0.4274188280105591,0.40150508284568787,0.1933802217245102,0.20812924206256866,0.183526411652565,0.19969791173934937
foreign,0.21967050433158875,1.0000001192092896,0.24035242199897766,0.20056618750095367,0.2080482691526413,0.23181180655956268,0.2946566939353943,0.2596699893474579,0.2952896058559418,0.12133265286684036,0.13770383596420288
forces,0.2267666757106781,0.24035242199897766,1.0,0.17961043119430542,0.17153120040893555,0.2565164566040039,0.3134811818599701,0.165625661611557,0.25720736384391785,0.1822984516620636,0.16984491050243378
such,0.406057745218277,0.22606073319911957,0.11777441203594208,0.4611203372478485,0.267446368932724,0.2704046070575714,0.3575236201286316,0.1499062180519104,0.1766393929719925,0.18424172699451447,0.17851735651493073
as,0.41006597876548767,0.267986536026001,0.1724308878183365,0.405699223279953,0.27850082516670227,0.3887844979763031,0.48381632566452026,0.19792908430099487,0.21393902599811554,0.23178941011428833,0.27043893933296204
the,0.6521818041801453,0.2946566939353943,0.3134811818599701,0.38004449009895325,0.33387333154678345,0.6662389636039734,1.0,0.2657795250415802,0.20477235317230225,0.28271281719207764,0.22068053483963013
chinese,0.21241894364356995,0.2788213789463043,0.156168594956398,0.25729459524154663,0.23002256453037262,0.20821347832679749,0.2785343527793884,0.4981498718261719,0.22570064663887024,0.15239259600639343,0.20843194425106049
dynasties,0.20121733844280243,0.19985733926296234,0.3003619909286499,0.14886941015720367,0.15325535833835602,0.18620218336582184,0.30397531390190125,0.3644680380821228,0.26191550493240356,0.18029676377773285,0.14213824272155762
to,0.5345056653022766,0.2349770963191986,0.2581802308559418,0.4351843297481537,0.3435075581073761,0.45010748505592346,0.535392165184021,0.152916818857193,0.2065112292766571,0.262177437543869,0.29463258385658264
the,0.6521818041801453,0.2946566939353943,0.3134811818599701,0.38004449009895325,0.33387333154678345,0.6662389636039734,1.0,0.2657795250415802,0.20477235317230225,0.28271281719207764,0.22068053483963013
south,0.24635352194309235,0.19158059358596802,0.2135758101940155,0.1637415885925293,0.18356020748615265,0.33642083406448364,0.3129390776157379,0.21069516241550446,0.21431608498096466,0.0612906776368618,0.12336621433496475
.,0.45942068099975586,0.20514161884784698,0.21802116930484772,0.30710849165916443,0.3212675452232361,0.5591574311256409,0.5934505462646484,0.18073968589305878,0.24802669882774353,0.19962456822395325,0.4130953550338745
