,what,was,another,possible,reason,that,tesla,and,edison,did,not,get,the,award,?,.
there,0.35085538029670715,0.24909798800945282,0.3513661324977875,0.42263469099998474,0.3664329946041107,0.6006520986557007,0.16046448051929474,0.4242868423461914,0.1455366313457489,0.29736605286598206,0.43214359879493713,0.2848747670650482,0.47025805711746216,0.09831271320581436,0.29405656456947327,0.43897318840026855
have,0.39808809757232666,0.2863433063030243,0.3633967638015747,0.34919747710227966,0.3973180651664734,0.6182622313499451,0.12181562930345535,0.4711785912513733,0.13519635796546936,0.3783526122570038,0.5619372129440308,0.5343971252441406,0.40389683842658997,0.15443705022335052,0.32991164922714233,0.41614407300949097
been,0.2567804455757141,0.518218457698822,0.3350543975830078,0.230338454246521,0.3334571421146393,0.4152003228664398,0.049614984542131424,0.3424558639526367,0.14683906733989716,0.2835664749145508,0.39571741223335266,0.3154880702495575,0.3563927710056305,0.18129126727581024,0.24354910850524902,0.33645182847976685
subsequent,0.20167095959186554,0.20916680991649628,0.1952482908964157,0.27534011006355286,0.1986568123102188,0.22748307883739471,0.0893700048327446,0.18461504578590393,0.12535886466503143,0.27863436937332153,0.3361012041568756,0.1367093026638031,0.2562725245952606,0.19473184645175934,0.13111010193824768,0.16953890025615692
claims,0.2397100329399109,0.178767129778862,0.1784122735261917,0.2543104887008667,0.2658126652240753,0.35298386216163635,0.1567503809928894,0.23295684158802032,0.050927724689245224,0.2474527209997177,0.31899094581604004,0.16676607728004456,0.24698559939861298,0.11154577136039734,0.18741291761398315,0.2706787586212158
by,0.2455483376979828,0.4752357602119446,0.36873918771743774,0.19730381667613983,0.18194518983364105,0.37496164441108704,0.16513796150684357,0.4289871156215668,0.18372245132923126,0.18574509024620056,0.291808545589447,0.2411126047372818,0.4408751428127289,0.2658567726612091,0.17966607213020325,0.3936232924461365
tesla,0.23221199214458466,0.16455206274986267,0.1668986827135086,0.16472671926021576,0.1456214040517807,0.22102725505828857,0.9999999403953552,0.19560420513153076,0.35526686906814575,0.09757418930530548,0.12018213421106339,0.11516023427248001,0.1324402391910553,0.14973968267440796,0.10250775516033173,0.17949827015399933
biographers,0.21616588532924652,0.2011251151561737,0.12587398290634155,0.211655393242836,0.21329563856124878,0.21686221659183502,0.14420796930789948,0.1848333477973938,0.15074628591537476,0.23706406354904175,0.18212801218032837,0.12061184644699097,0.1965109407901764,0.21494373679161072,0.18465083837509155,0.16607560217380524
that,0.6297725439071655,0.33670201897621155,0.5273378491401672,0.42499589920043945,0.462776243686676,1.0,0.22102725505828857,0.4731321930885315,0.21377308666706085,0.47518548369407654,0.6600887179374695,0.3748580515384674,0.5473989248275757,0.1709311455488205,0.32716336846351624,0.4460422694683075
edison,0.15105706453323364,0.2864142954349518,0.21211771667003632,0.22378265857696533,0.15597860515117645,0.21377308666706085,0.35526686906814575,0.13864636421203613,0.9999999403953552,0.1372239738702774,0.16788382828235626,0.15529640018939972,0.25419825315475464,0.22798599302768707,0.10244420915842056,0.2391979843378067
and,0.31309178471565247,0.3740963041782379,0.3214244842529297,0.29339438676834106,0.26490068435668945,0.4731321930885315,0.19560420513153076,1.0,0.13864636421203613,0.34479495882987976,0.39099299907684326,0.37609121203422546,0.5171257257461548,0.2334289401769638,0.20544172823429108,0.588965117931366
tesla,0.23221199214458466,0.16455206274986267,0.1668986827135086,0.16472671926021576,0.1456214040517807,0.22102725505828857,0.9999999403953552,0.19560420513153076,0.35526686906814575,0.09757418930530548,0.12018213421106339,0.11516023427248001,0.1324402391910553,0.14973968267440796,0.10250775516033173,0.17949827015399933
were,0.22298263013362885,0.590133786201477,0.18328039348125458,0.2087617963552475,0.1868613064289093,0.35517072677612305,0.1222306564450264,0.42175528407096863,0.15140701830387115,0.4162326455116272,0.33318549394607544,0.2939866781234741,0.3906462490558624,0.159928560256958,0.17890112102031708,0.3378238379955292
the,0.42745697498321533,0.48711544275283813,0.5019711852073669,0.32701125741004944,0.29647648334503174,0.5473989248275757,0.1324402391910553,0.5171257257461548,0.25419825315475464,0.34736719727516174,0.4310511648654938,0.29667025804519653,1.0,0.24073810875415802,0.22068053483963013,0.5934505462646484
original,0.24651947617530823,0.32203906774520874,0.34725525975227356,0.18655559420585632,0.23102565109729767,0.326194703578949,0.12877261638641357,0.29575109481811523,0.25762197375297546,0.2664784789085388,0.21079102158546448,0.1484023928642273,0.4037000238895416,0.24323858320713043,0.17256900668144226,0.275844931602478
recipients,0.1486205756664276,0.16915611922740936,0.11779692023992538,0.20584572851657867,0.17204570770263672,0.16977541148662567,0.11904887109994888,0.20149941742420197,0.14464856684207916,0.145122230052948,0.1942095309495926,0.1658097207546234,0.2556072771549225,0.44569727778434753,0.13123399019241333,0.23891185224056244
and,0.31309178471565247,0.3740963041782379,0.3214244842529297,0.29339438676834106,0.26490068435668945,0.4731321930885315,0.19560420513153076,1.0,0.13864636421203613,0.34479495882987976,0.39099299907684326,0.37609121203422546,0.5171257257461548,0.2334289401769638,0.20544172823429108,0.588965117931366
that,0.6297725439071655,0.33670201897621155,0.5273378491401672,0.42499589920043945,0.462776243686676,1.0,0.22102725505828857,0.4731321930885315,0.21377308666706085,0.47518548369407654,0.6600887179374695,0.3748580515384674,0.5473989248275757,0.1709311455488205,0.32716336846351624,0.4460422694683075
neither,0.376018226146698,0.2312220185995102,0.4217439889907837,0.29077422618865967,0.3694010376930237,0.505314290523529,0.12385521829128265,0.2754071056842804,0.08715978264808655,0.3713912069797516,0.5245838165283203,0.29231008887290955,0.34867867827415466,0.18725736439228058,0.262674480676651,0.2904127240180969
was,0.22111038863658905,1.0000001192092896,0.34961897134780884,0.19756397604942322,0.23413166403770447,0.33670201897621155,0.16455206274986267,0.3740963041782379,0.2864142954349518,0.41399896144866943,0.2888734042644501,0.2066597044467926,0.48711544275283813,0.26998642086982727,0.18412111699581146,0.40146201848983765
given,0.21883496642112732,0.26878538727760315,0.2758308947086334,0.2983192801475525,0.3050515353679657,0.3486595153808594,0.19166657328605652,0.30185943841934204,0.19769416749477386,0.24950160086154938,0.30521225929260254,0.37474924325942993,0.37508252263069153,0.2879886329174042,0.2570464313030243,0.3169408142566681
the,0.42745697498321533,0.48711544275283813,0.5019711852073669,0.32701125741004944,0.29647648334503174,0.5473989248275757,0.1324402391910553,0.5171257257461548,0.25419825315475464,0.34736719727516174,0.4310511648654938,0.29667025804519653,1.0,0.24073810875415802,0.22068053483963013,0.5934505462646484
award,0.15951679646968842,0.26998642086982727,0.1746850460767746,0.10884266346693039,0.21686294674873352,0.1709311455488205,0.14973968267440796,0.2334289401769638,0.22798599302768707,0.19671815633773804,0.1735372692346573,0.15802307426929474,0.24073810875415802,1.0,0.18240714073181152,0.21118880808353424
because,0.46729007363319397,0.3841400742530823,0.4251890778541565,0.3533540964126587,0.5037713050842285,0.6503599286079407,0.13535168766975403,0.5069696307182312,0.18879957497119904,0.45674043893814087,0.6040527820587158,0.4637283682823181,0.44596394896507263,0.15657946467399597,0.2528740465641022,0.45765790343284607
of,0.33290785551071167,0.4069072902202606,0.38147079944610596,0.3314395844936371,0.23645815253257751,0.41498205065727234,0.18837453424930573,0.5116966962814331,0.221283957362175,0.2513895630836487,0.3307090103626251,0.26628199219703674,0.733189046382904,0.19404402375221252,0.1826142966747284,0.5352458953857422
their,0.35142919421195984,0.2396296262741089,0.3561564087867737,0.3064296543598175,0.27609744668006897,0.4266771972179413,0.14192484319210052,0.45114588737487793,0.09117778390645981,0.38078752160072327,0.4368778169155121,0.3513234853744507,0.516537070274353,0.15756435692310333,0.1898253709077835,0.34427863359451294
animosity,0.38032400608062744,0.15873558819293976,0.2817499041557312,0.25429362058639526,0.308978796005249,0.37448614835739136,0.2602250576019287,0.20220455527305603,0.10920348018407822,0.2547478973865509,0.3044121265411377,0.20552542805671692,0.21904420852661133,0.1654588133096695,0.3124532997608185,0.22658005356788635
toward,0.2619364559650421,0.13196846842765808,0.2321154773235321,0.2594483494758606,0.17696785926818848,0.29561343789100647,0.0843176618218422,0.31878143548965454,0.09835890680551529,0.1586475372314453,0.24587097764015198,0.21323402225971222,0.3341628313064575,0.1824234575033188,0.09989774227142334,0.21516545116901398
each,0.3353266417980194,0.14424845576286316,0.5001723170280457,0.34222298860549927,0.25672075152397156,0.46111494302749634,0.16513977944850922,0.2984027564525604,0.13492272794246674,0.20516681671142578,0.32419833540916443,0.303616464138031,0.470844566822052,0.16870272159576416,0.21173812448978424,0.31204065680503845
other,0.341873437166214,0.14651623368263245,0.4440920054912567,0.3641034960746765,0.27736610174179077,0.5570666193962097,0.11896419525146484,0.5504306554794312,0.06834761798381805,0.31707024574279785,0.4341118037700653,0.3692679703235626,0.44152235984802246,0.1611836850643158,0.24682199954986572,0.41511186957359314
;,0.10986888408660889,0.0754367932677269,0.013220119290053844,-0.02394847571849823,0.0020485841669142246,0.0633435994386673,-0.03835732489824295,0.08403264731168747,-0.02163473144173622,0.10727239400148392,0.12084553390741348,-0.001343943877145648,0.09152708947658539,0.08854784071445465,0.10349778085947037,0.09254473447799683
