,what,was,the,number,of,times,the,denver,broncos,played,in,a,super,bowl,by,the,time,they,reached,super,bowl,50,?
the,0.42745697498321533,0.48711544275283813,1.0,0.35145696997642517,0.733189046382904,0.29093852639198303,1.0,0.2052404284477234,0.25985947251319885,0.2603478729724884,0.6662389636039734,0.5829201340675354,0.21959073841571808,0.21576224267482758,0.4408751428127289,1.0,0.43061500787734985,0.49925389885902405,0.29860952496528625,0.21959073841571808,0.21576224267482758,0.03602437674999237,0.22068053483963013
carolina,0.1956660896539688,0.26687008142471313,0.24749229848384857,0.14444567263126373,0.26946863532066345,0.07134926319122314,0.24749229848384857,0.3438403904438019,0.34897464513778687,0.1683724820613861,0.2380082756280899,0.1979188621044159,0.12624233961105347,0.2087959349155426,0.1935426890850067,0.24749229848384857,0.15216653048992157,0.19257405400276184,0.174540713429451,0.12624233961105347,0.2087959349155426,-0.029075996950268745,0.11847445368766785
panthers,0.17002959549427032,0.2605615258216858,0.2602776288986206,0.12386874109506607,0.23357392847537994,0.23892445862293243,0.2602776288986206,0.3712458908557892,0.5347585678100586,0.3459891974925995,0.2115829735994339,0.2255268394947052,0.27118441462516785,0.34713199734687805,0.16948609054088593,0.2602776288986206,0.2628815770149231,0.23642724752426147,0.13762563467025757,0.27118441462516785,0.34713199734687805,0.10408550500869751,0.16608978807926178
became,0.1434093862771988,0.6575068235397339,0.36325156688690186,0.1951807290315628,0.3638904094696045,0.161031574010849,0.36325156688690186,0.2588076889514923,0.23884166777133942,0.292416512966156,0.31047213077545166,0.28774285316467285,0.15664279460906982,0.1635434478521347,0.24051691591739655,0.36325156688690186,0.3099048137664795,0.2442759871482849,0.27951207756996155,0.15664279460906982,0.1635434478521347,0.026260828599333763,0.11374033987522125
one,0.376489520072937,0.3752199709415436,0.5514441132545471,0.4248921275138855,0.4999135136604309,0.3664974272251129,0.5514441132545471,0.12505562603473663,0.17801736295223236,0.22216525673866272,0.4129433035850525,0.4910551905632019,0.21711376309394836,0.19098831713199615,0.29445651173591614,0.5514441132545471,0.4878559708595276,0.4178827106952667,0.27959614992141724,0.21711376309394836,0.19098831713199615,0.023094678297638893,0.2673267424106598
of,0.33290785551071167,0.4069072902202606,0.733189046382904,0.2778518795967102,1.0,0.24352745711803436,0.733189046382904,0.14595118165016174,0.19310332834720612,0.21120788156986237,0.5696388483047485,0.5052502155303955,0.14718765020370483,0.2243070751428604,0.3646814823150635,0.733189046382904,0.35127586126327515,0.3426007330417633,0.18604008853435516,0.14718765020370483,0.2243070751428604,0.006577443331480026,0.1826142966747284
only,0.41415658593177795,0.36249664425849915,0.5497692227363586,0.39694860577583313,0.49632513523101807,0.28596800565719604,0.5497692227363586,0.10090810805559158,0.17883361876010895,0.21590453386306763,0.42992329597473145,0.47549712657928467,0.2209789752960205,0.1793411821126938,0.36511722207069397,0.5497692227363586,0.3912617266178131,0.499859482049942,0.27906283736228943,0.2209789752960205,0.1793411821126938,0.041510678827762604,0.2767370045185089
ten,0.1616830825805664,0.27622097730636597,0.3256247341632843,0.419433057308197,0.2743614614009857,0.2359192818403244,0.3256247341632843,0.1829671412706375,0.18653327226638794,0.2063833326101303,0.29515787959098816,0.23545676469802856,0.14616072177886963,0.23895440995693207,0.2470797896385193,0.3256247341632843,0.2587283253669739,0.23810437321662903,0.2960159480571747,0.14616072177886963,0.23895440995693207,-0.10965850949287415,0.14471080899238586
teams,0.16624371707439423,0.1698075383901596,0.3164927661418915,0.23010273277759552,0.27933305501937866,0.20071087777614594,0.3164927661418915,0.22444693744182587,0.4494050145149231,0.39578181505203247,0.2639528214931488,0.21163642406463623,0.26333683729171753,0.2752957046031952,0.16955985128879547,0.3164927661418915,0.2633274793624878,0.3116898834705353,0.1857764720916748,0.26333683729171753,0.2752957046031952,0.09035295248031616,0.11150168627500534
to,0.455847829580307,0.3636345863342285,0.535392165184021,0.2706126868724823,0.41548454761505127,0.32875269651412964,0.535392165184021,0.23706497251987457,0.23674264550209045,0.14824016392230988,0.45010748505592346,0.45503583550453186,0.17783479392528534,0.16993016004562378,0.33534231781959534,0.535392165184021,0.3679993152618408,0.5452046394348145,0.20677556097507477,0.17783479392528534,0.16993016004562378,-0.024239253252744675,0.29463258385658264
have,0.39808809757232666,0.2863433063030243,0.40389683842658997,0.3633861541748047,0.3802283704280853,0.3492240011692047,0.40389683842658997,0.17510470747947693,0.16986088454723358,0.16157019138336182,0.36843645572662354,0.338716596364975,0.19903038442134857,0.19536113739013672,0.3359639644622803,0.40389683842658997,0.3659670352935791,0.6542890071868896,0.22958266735076904,0.19903038442134857,0.19536113739013672,0.10407739877700806,0.32991164922714233
completed,0.19063329696655273,0.3156263828277588,0.29278936982154846,0.11063520610332489,0.2491239756345749,0.1522347331047058,0.29278936982154846,0.06871111690998077,0.1859184205532074,0.20506279170513153,0.2960484027862549,0.2692357301712036,0.09480611234903336,0.12222989648580551,0.2241930514574051,0.29278936982154846,0.25892701745033264,0.17627018690109253,0.25095105171203613,0.09480611234903336,0.12222989648580551,0.02608001045882702,0.08272653818130493
a,0.3320399522781372,0.4508470594882965,0.5829201340675354,0.2992287278175354,0.5052502155303955,0.2745400369167328,0.5829201340675354,0.179859921336174,0.19771797955036163,0.2472371906042099,0.539380669593811,1.0,0.26005712151527405,0.19533146917819977,0.32094135880470276,0.5829201340675354,0.3292340338230133,0.3528250455856323,0.21212449669837952,0.26005712151527405,0.19533146917819977,0.034183140844106674,0.23916715383529663
regular,0.224887877702713,0.15137939155101776,0.3214086890220642,0.29250568151474,0.22916868329048157,0.27690958976745605,0.3214086890220642,0.20430372655391693,0.26932692527770996,0.23121318221092224,0.23172755539417267,0.313107967376709,0.21446830034255981,0.2318909466266632,0.16628094017505646,0.3214086890220642,0.30545327067375183,0.3329331576824188,0.19374766945838928,0.21446830034255981,0.2318909466266632,0.11978074163198471,0.18334713578224182
season,0.12117787450551987,0.24797968566417694,0.2507155239582062,0.14490196108818054,0.1598338931798935,0.1839992105960846,0.2507155239582062,0.2508152425289154,0.3664494454860687,0.34322720766067505,0.2184021919965744,0.1855505406856537,0.2755677402019501,0.3117852509021759,0.10566911846399307,0.2507155239582062,0.26950058341026306,0.23208093643188477,0.19644568860530853,0.2755677402019501,0.3117852509021759,0.06724537163972855,0.16793298721313477
with,0.2464839518070221,0.27411898970603943,0.4223487675189972,0.2513769268989563,0.41827285289764404,0.3026435673236847,0.4223487675189972,0.20079316198825836,0.2245701551437378,0.24504201114177704,0.4080928862094879,0.3783375024795532,0.1518537551164627,0.18353787064552307,0.39731505513191223,0.4223487675189972,0.31862112879753113,0.42091572284698486,0.20852181315422058,0.1518537551164627,0.18353787064552307,0.08371289074420929,0.2433311939239502
only,0.41415658593177795,0.36249664425849915,0.5497692227363586,0.39694860577583313,0.49632513523101807,0.28596800565719604,0.5497692227363586,0.10090810805559158,0.17883361876010895,0.21590453386306763,0.42992329597473145,0.47549712657928467,0.2209789752960205,0.1793411821126938,0.36511722207069397,0.5497692227363586,0.3912617266178131,0.499859482049942,0.27906283736228943,0.2209789752960205,0.1793411821126938,0.041510678827762604,0.2767370045185089
one,0.376489520072937,0.3752199709415436,0.5514441132545471,0.4248921275138855,0.4999135136604309,0.3664974272251129,0.5514441132545471,0.12505562603473663,0.17801736295223236,0.22216525673866272,0.4129433035850525,0.4910551905632019,0.21711376309394836,0.19098831713199615,0.29445651173591614,0.5514441132545471,0.4878559708595276,0.4178827106952667,0.27959614992141724,0.21711376309394836,0.19098831713199615,0.023094678297638893,0.2673267424106598
loss,0.21803489327430725,0.13580112159252167,0.27898719906806946,0.17671076953411102,0.26357072591781616,0.19479158520698547,0.27898719906806946,0.15033800899982452,0.21052643656730652,0.14327822625637054,0.21028298139572144,0.20714472234249115,0.1820397824048996,0.19360493123531342,0.19461268186569214,0.27898719906806946,0.23645146191120148,0.25795698165893555,0.1582924872636795,0.1820397824048996,0.19360493123531342,0.09759803861379623,0.1312553584575653
",",0.3087472915649414,0.45456063747406006,0.4933079481124878,0.2535701394081116,0.4946078956127167,0.2897866368293762,0.4933079481124878,0.25173696875572205,0.2558487057685852,0.2987361550331116,0.5201468467712402,0.427140474319458,0.22322475910186768,0.1810409277677536,0.3680937886238098,0.4933079481124878,0.3029961884021759,0.390799880027771,0.26771560311317444,0.22322475910186768,0.1810409277677536,-0.025195008143782616,0.31091248989105225
and,0.31309178471565247,0.3740963041782379,0.5171257257461548,0.28545793890953064,0.5116966962814331,0.2611900568008423,0.5171257257461548,0.20625516772270203,0.20959050953388214,0.268975168466568,0.4954058527946472,0.3739250600337982,0.18368244171142578,0.1698254644870758,0.4289871156215668,0.5171257257461548,0.3025408685207367,0.5073080658912659,0.19567863643169403,0.18368244171142578,0.1698254644870758,0.0032697415444999933,0.20544172823429108
one,0.376489520072937,0.3752199709415436,0.5514441132545471,0.4248921275138855,0.4999135136604309,0.3664974272251129,0.5514441132545471,0.12505562603473663,0.17801736295223236,0.22216525673866272,0.4129433035850525,0.4910551905632019,0.21711376309394836,0.19098831713199615,0.29445651173591614,0.5514441132545471,0.4878559708595276,0.4178827106952667,0.27959614992141724,0.21711376309394836,0.19098831713199615,0.023094678297638893,0.2673267424106598
of,0.33290785551071167,0.4069072902202606,0.733189046382904,0.2778518795967102,1.0,0.24352745711803436,0.733189046382904,0.14595118165016174,0.19310332834720612,0.21120788156986237,0.5696388483047485,0.5052502155303955,0.14718765020370483,0.2243070751428604,0.3646814823150635,0.733189046382904,0.35127586126327515,0.3426007330417633,0.18604008853435516,0.14718765020370483,0.2243070751428604,0.006577443331480026,0.1826142966747284
only,0.41415658593177795,0.36249664425849915,0.5497692227363586,0.39694860577583313,0.49632513523101807,0.28596800565719604,0.5497692227363586,0.10090810805559158,0.17883361876010895,0.21590453386306763,0.42992329597473145,0.47549712657928467,0.2209789752960205,0.1793411821126938,0.36511722207069397,0.5497692227363586,0.3912617266178131,0.499859482049942,0.27906283736228943,0.2209789752960205,0.1793411821126938,0.041510678827762604,0.2767370045185089
six,0.1779850870370865,0.3042767345905304,0.3614266812801361,0.3639196455478668,0.3317931592464447,0.30399569869041443,0.3614266812801361,0.17531447112560272,0.22572742402553558,0.25576236844062805,0.3013422191143036,0.26189830899238586,0.18434253334999084,0.22396348416805267,0.2534134089946747,0.3614266812801361,0.312295138835907,0.33498507738113403,0.2519080340862274,0.18434253334999084,0.22396348416805267,0.06237699091434479,0.15298804640769958
teams,0.16624371707439423,0.1698075383901596,0.3164927661418915,0.23010273277759552,0.27933305501937866,0.20071087777614594,0.3164927661418915,0.22444693744182587,0.4494050145149231,0.39578181505203247,0.2639528214931488,0.21163642406463623,0.26333683729171753,0.2752957046031952,0.16955985128879547,0.3164927661418915,0.2633274793624878,0.3116898834705353,0.1857764720916748,0.26333683729171753,0.2752957046031952,0.09035295248031616,0.11150168627500534
to,0.455847829580307,0.3636345863342285,0.535392165184021,0.2706126868724823,0.41548454761505127,0.32875269651412964,0.535392165184021,0.23706497251987457,0.23674264550209045,0.14824016392230988,0.45010748505592346,0.45503583550453186,0.17783479392528534,0.16993016004562378,0.33534231781959534,0.535392165184021,0.3679993152618408,0.5452046394348145,0.20677556097507477,0.17783479392528534,0.16993016004562378,-0.024239253252744675,0.29463258385658264
