,when,less,workers,are,required,",",what,happens,to,the,job,market,?
over,0.36642953753471375,0.38606342673301697,0.22299927473068237,0.2778770923614502,0.2515505850315094,0.3301127254962921,0.28007611632347107,0.23373082280158997,0.38635820150375366,0.39856547117233276,0.2569390535354614,0.226875901222229,0.25742942094802856
the,0.5091903209686279,0.29185041785240173,0.23066683113574982,0.40399202704429626,0.27848219871520996,0.4933079481124878,0.42745697498321533,0.32930514216423035,0.535392165184021,1.0,0.24242734909057617,0.2041238248348236,0.22068053483963013
long-term,0.31345194578170776,0.30994632840156555,0.2422216683626175,0.2503519356250763,0.2769519090652466,0.3221086859703064,0.2285422384738922,0.22483272850513458,0.3287690579891205,0.3756130039691925,0.16112105548381805,0.1967766433954239,0.2383396476507187
",",0.36674630641937256,0.28111666440963745,0.17716385424137115,0.4062570035457611,0.22653338313102722,1.0000001192092896,0.3087472915649414,0.24968470633029938,0.44245919585227966,0.4933079481124878,0.27190712094306946,0.2499394416809082,0.31091248989105225
this,0.4959332048892975,0.4385764002799988,0.21470068395137787,0.35762670636177063,0.39053839445114136,0.4316047728061676,0.5489566326141357,0.4170730710029602,0.5759071707725525,0.6274310946464539,0.2581324577331543,0.15831081569194794,0.3155723512172699
trend,0.27037546038627625,0.2761613428592682,0.10208678245544434,0.1695440411567688,0.0840674340724945,0.2384498566389084,0.22732172906398773,0.20812900364398956,0.21049797534942627,0.23692767322063446,0.1566668152809143,0.28687238693237305,0.10325077921152115
increases,0.3511248826980591,0.4941529929637909,0.20154961943626404,0.2600686550140381,0.3717435598373413,0.17835964262485504,0.23849372565746307,0.42854100465774536,0.3197665810585022,0.38141000270843506,0.20978103578090668,0.23481307923793793,0.10270863026380539
the,0.5091903209686279,0.29185041785240173,0.23066683113574982,0.40399202704429626,0.27848219871520996,0.4933079481124878,0.42745697498321533,0.32930514216423035,0.535392165184021,1.0,0.24242734909057617,0.2041238248348236,0.22068053483963013
organic,0.2159787267446518,0.23227831721305847,0.24392655491828918,0.2387801855802536,0.2137233316898346,0.18750765919685364,0.2020787000656128,0.18741048872470856,0.21340098977088928,0.18354187905788422,0.10586195439100266,0.18595096468925476,0.18969349563121796
composition,0.251549631357193,0.18727697432041168,0.09519734978675842,0.21865327656269073,0.19165819883346558,0.2178909033536911,0.2385338991880417,0.14398311078548431,0.22475668787956238,0.2593342959880829,0.2636236250400543,0.11452416330575943,0.12543568015098572
of,0.3757161796092987,0.30836719274520874,0.20827822387218475,0.39081433415412903,0.26183071732521057,0.4946078956127167,0.33290785551071167,0.2803132236003876,0.41548454761505127,0.733189046382904,0.2253132164478302,0.1694333702325821,0.1826142966747284
capital,0.20230671763420105,0.1369488686323166,0.169990673661232,0.1583518534898758,0.09503743052482605,0.28033894300460815,0.17967931926250458,0.1635424941778183,0.1844596415758133,0.3049491047859192,0.1279674917459488,0.2347695529460907,0.0907452180981636
