,what,are,the,first,buildings,the,university,built,knows,as,today,?
the,0.42745697498321533,0.40399202704429626,1.0,0.49448907375335693,0.25566717982292175,1.0,0.263973206281662,0.2950156033039093,0.2657349407672882,0.48381632566452026,0.35740926861763,0.22068053483963013
first,0.28086137771606445,0.20306691527366638,0.49448907375335693,1.0,0.1312522441148758,0.49448907375335693,0.2596641778945923,0.28534698486328125,0.2026781290769577,0.33842000365257263,0.287946879863739,0.18701928853988647
buildings,0.17147983610630035,0.27261707186698914,0.25566717982292175,0.1312522441148758,1.0,0.25566717982292175,0.2568190395832062,0.532329261302948,0.16472798585891724,0.21993879973888397,0.2619534134864807,0.11192528158426285
of,0.33290785551071167,0.39081433415412903,0.733189046382904,0.3536086082458496,0.2829168736934662,0.733189046382904,0.30646374821662903,0.23442776501178741,0.20924244821071625,0.3886612355709076,0.3291318118572235,0.1826142966747284
the,0.42745697498321533,0.40399202704429626,1.0,0.49448907375335693,0.25566717982292175,1.0,0.263973206281662,0.2950156033039093,0.2657349407672882,0.48381632566452026,0.35740926861763,0.22068053483963013
university,0.20256435871124268,0.16609783470630646,0.263973206281662,0.2596641778945923,0.2568190395832062,0.263973206281662,1.0,0.15573816001415253,0.10220669209957123,0.21858684718608856,0.24341242015361786,0.11887256056070328
of,0.33290785551071167,0.39081433415412903,0.733189046382904,0.3536086082458496,0.2829168736934662,0.733189046382904,0.30646374821662903,0.23442776501178741,0.20924244821071625,0.3886612355709076,0.3291318118572235,0.1826142966747284
chicago,0.1521448791027069,0.1553531140089035,0.27360326051712036,0.24072907865047455,0.2776731550693512,0.27360326051712036,0.29005804657936096,0.17393474280834198,0.15567538142204285,0.16836167871952057,0.15263569355010986,0.16446958482265472
campus,0.13670016825199127,0.2026534378528595,0.20087170600891113,0.14150583744049072,0.37594443559646606,0.20087170600891113,0.557883620262146,0.3217719495296478,0.09087055176496506,0.22091902792453766,0.2346334159374237,0.06952692568302155
",",0.3087472915649414,0.4062570035457611,0.4933079481124878,0.34503069519996643,0.272444486618042,0.4933079481124878,0.3017033040523529,0.22658206522464752,0.24772903323173523,0.48816442489624023,0.3282252550125122,0.31091248989105225
which,0.5261979103088379,0.42922598123550415,0.6521818041801453,0.3828166127204895,0.2618054151535034,0.6521818041801453,0.17800195515155792,0.2829757332801819,0.2983752489089966,0.41006597876548767,0.3886263072490692,0.25814583897590637
make,0.3792211413383484,0.4522273540496826,0.3146495521068573,0.24807552993297577,0.2561087906360626,0.3146495521068573,0.12787722051143646,0.23671534657478333,0.2949869632720947,0.3324085772037506,0.31791752576828003,0.28314751386642456
up,0.28591108322143555,0.32151925563812256,0.38423117995262146,0.2506323456764221,0.2333923578262329,0.38423117995262146,0.1440795660018921,0.2046009749174118,0.19976909458637238,0.22736889123916626,0.24796631932258606,0.1819818764925003
what,0.9999998807907104,0.29724663496017456,0.42745697498321533,0.28086137771606445,0.17147983610630035,0.42745697498321533,0.20256435871124268,0.1554843783378601,0.49341240525245667,0.31749409437179565,0.3814660608768463,0.5051238536834717
is,0.28837618231773376,0.5330929756164551,0.5823672413825989,0.30889374017715454,0.2076430320739746,0.5823672413825989,0.20346471667289734,0.17778918147087097,0.31923601031303406,0.43216490745544434,0.3404538929462433,0.22961433231830597
