,when,was,tesla,electric,company,formed,?
together,0.3263470232486725,0.14391832053661346,0.2026316523551941,0.15254610776901245,0.1862488090991974,0.3537735342979431,0.1690303236246109
in,0.4431333839893341,0.45514053106307983,0.17097744345664978,0.19779469072818756,0.22141718864440918,0.27325257658958435,0.20430970191955566
april,0.2554110586643219,0.42695382237434387,0.1302996277809143,0.12697184085845947,0.20497600734233856,0.1530197113752365,0.25704094767570496
1887,0.040495287626981735,0.035787295550107956,-0.08320944011211395,-0.17027974128723145,-0.09448292851448059,0.017539456486701965,-0.017046842724084854
they,0.5090266466140747,0.3300964832305908,0.1470530778169632,0.2232920229434967,0.23680368065834045,0.3378359079360962,0.2753053903579712
formed,0.3096277713775635,0.3009849190711975,0.0982590988278389,0.14457127451896667,0.1684102863073349,1.0000001192092896,0.09686966985464096
the,0.5091903209686279,0.48711544275283813,0.1324402391910553,0.21345196664333344,0.26591673493385315,0.28813210129737854,0.22068053483963013
tesla,0.1504557579755783,0.16455206274986267,0.9999999403953552,0.3824412524700165,0.23045730590820312,0.0982590988278389,0.10250775516033173
electric,0.25490424036979675,0.17723047733306885,0.3824412524700165,1.0000001192092896,0.27608945965766907,0.14457127451896667,0.15674720704555511
company,0.2219121903181076,0.2293137013912201,0.23045730590820312,0.27608945965766907,1.0,0.1684102863073349,0.12195809185504913
with,0.5075214505195618,0.27411898970603943,0.16424812376499176,0.17031213641166687,0.24132338166236877,0.2785397171974182,0.2433311939239502
an,0.33026179671287537,0.3694365322589874,0.13714656233787537,0.13662607967853546,0.13791987299919128,0.20318694412708282,0.19793890416622162
agreement,0.23616954684257507,0.23975293338298798,0.1580989509820938,0.08372066169977188,0.25054582953453064,0.22132152318954468,0.15830197930335999
that,0.5860282182693481,0.33670201897621155,0.22102725505828857,0.19867946207523346,0.22723333537578583,0.2487153261899948,0.32716336846351624
profits,0.22110791504383087,0.20355679094791412,0.1919420063495636,0.2071705311536789,0.42954200506210327,0.21653307974338531,0.1589900553226471
from,0.405669629573822,0.31171464920043945,0.10324860364198685,0.1910351812839508,0.1728876233100891,0.26482728123664856,0.19969791173934937
generated,0.21698065102100372,0.13891242444515228,0.2448459267616272,0.2947510778903961,0.15670032799243927,0.14661124348640442,0.28358349204063416
patents,0.21851512789726257,0.15588046610355377,0.352291464805603,0.24766060709953308,0.3766961097717285,0.09106258302927017,0.1148110032081604
would,0.4219970703125,0.41663143038749695,0.14290116727352142,0.18745185434818268,0.2073281854391098,0.17511478066444397,0.37178951501846313
go,0.27644458413124084,0.16801296174526215,0.07152407616376877,0.171164408326149,0.13231335580348969,0.09782467782497406,0.25942572951316833
⅓,0.3647131323814392,0.279099702835083,0.30506065487861633,0.32233312726020813,0.1532295048236847,0.1776590645313263,0.20435191690921783
to,0.5423505902290344,0.3636345863342285,0.17548894882202148,0.2115597426891327,0.24903783202171326,0.15433534979820251,0.29463258385658264
tesla,0.1504557579755783,0.16455206274986267,0.9999999403953552,0.3824412524700165,0.23045730590820312,0.0982590988278389,0.10250775516033173
",",0.36674630641937256,0.45456063747406006,0.20599327981472015,0.22981849312782288,0.2697763442993164,0.2636634409427643,0.31091248989105225
⅓,0.3647131323814392,0.279099702835083,0.30506065487861633,0.32233312726020813,0.1532295048236847,0.1776590645313263,0.20435191690921783
to,0.5423505902290344,0.3636345863342285,0.17548894882202148,0.2115597426891327,0.24903783202171326,0.15433534979820251,0.29463258385658264
peck,0.27662724256515503,0.2587347626686096,0.09895811975002289,0.15594559907913208,0.11175356060266495,0.014248323626816273,0.22361880540847778
and,0.4716290831565857,0.3740963041782379,0.19560420513153076,0.212884783744812,0.23788511753082275,0.27619341015815735,0.20544172823429108
brown,0.2699376940727234,0.1727168709039688,0.07134627550840378,0.17166894674301147,0.12029571086168289,0.1544269621372223,0.18920691311359406
",",0.36674630641937256,0.45456063747406006,0.20599327981472015,0.22981849312782288,0.2697763442993164,0.2636634409427643,0.31091248989105225
and,0.4716290831565857,0.3740963041782379,0.19560420513153076,0.212884783744812,0.23788511753082275,0.27619341015815735,0.20544172823429108
⅓,0.3647131323814392,0.279099702835083,0.30506065487861633,0.32233312726020813,0.1532295048236847,0.1776590645313263,0.20435191690921783
to,0.5423505902290344,0.3636345863342285,0.17548894882202148,0.2115597426891327,0.24903783202171326,0.15433534979820251,0.29463258385658264
fund,0.1652461141347885,0.24310266971588135,0.15612992644309998,0.1476435661315918,0.29845505952835083,0.1816854476928711,0.1883198469877243
development,0.19914807379245758,0.2344081997871399,0.15245971083641052,0.14494560658931732,0.23337338864803314,0.19394055008888245,0.1211358830332756
.,0.475719153881073,0.40146201848983765,0.17949827015399933,0.23612159490585327,0.266353577375412,0.2737641930580139,0.4130953550338745
