,when,did,tesla,become,friends,with,viereck,?
in,0.4431333839893341,0.2593238651752472,0.17097744345664978,0.23238378763198853,0.15388092398643494,0.4080928862094879,0.32904374599456787,0.20430970191955566
the,0.5091903209686279,0.34736719727516174,0.1324402391910553,0.31731709837913513,0.2185121476650238,0.4223487675189972,0.26976656913757324,0.22068053483963013
late,0.29498016834259033,0.27609187364578247,0.12752972543239594,0.24092119932174683,0.1884416788816452,0.2326577752828598,0.23531316220760345,0.11339222639799118
1920s,0.14861668646335602,0.15890094637870789,-0.07114238291978836,0.056299541145563126,0.06983212381601334,0.09761296212673187,-0.013042989186942577,0.09021682292222977
",",0.36674630641937256,0.3015086054801941,0.20599327981472015,0.29676204919815063,0.24699902534484863,0.4120737314224243,0.3108789026737213,0.31091248989105225
tesla,0.1504557579755783,0.09757418930530548,0.9999999403953552,0.11045453697443008,0.09542866796255112,0.16424812376499176,0.17558471858501434,0.10250775516033173
also,0.5475645065307617,0.39334940910339355,0.16213464736938477,0.3522845208644867,0.3149431347846985,0.44397303462028503,0.2014821171760559,0.21848613023757935
befriended,0.35538455843925476,0.3124684989452362,0.13563703000545502,0.236578568816185,0.6727929711341858,0.38578465580940247,0.31170204281806946,0.1948019415140152
george,0.174343079328537,0.238631471991539,0.1784614771604538,0.15329712629318237,0.22981853783130646,0.1701948642730713,0.2573234736919403,0.1479024887084961
sylvester,0.19743062555789948,0.21501247584819794,0.14101119339466095,0.22268839180469513,0.24346661567687988,0.14655524492263794,0.3375808894634247,0.20105667412281036
viereck,0.20665647089481354,0.19371283054351807,0.17558471858501434,0.17623989284038544,0.23288854956626892,0.1924806535243988,0.9999999403953552,0.20832446217536926
",",0.36674630641937256,0.3015086054801941,0.20599327981472015,0.29676204919815063,0.24699902534484863,0.4120737314224243,0.3108789026737213,0.31091248989105225
a,0.44397395849227905,0.2552328109741211,0.2211925983428955,0.3215816617012024,0.2675223648548126,0.3783375024795532,0.23001445829868317,0.23916715383529663
poet,0.13178762793540955,0.09382837265729904,0.13666069507598877,0.14718127250671387,0.17537212371826172,0.13490720093250275,0.2271154671907425,0.16892145574092865
",",0.36674630641937256,0.3015086054801941,0.20599327981472015,0.29676204919815063,0.24699902534484863,0.4120737314224243,0.3108789026737213,0.31091248989105225
writer,0.12485495209693909,0.15883904695510864,0.1422584056854248,0.13687175512313843,0.21955415606498718,0.11746663600206375,0.24397176504135132,0.1860569268465042
",",0.36674630641937256,0.3015086054801941,0.20599327981472015,0.29676204919815063,0.24699902534484863,0.4120737314224243,0.3108789026737213,0.31091248989105225
mystic,0.10720650106668472,0.14943929016590118,0.12638652324676514,0.09202301502227783,0.24619553983211517,0.18192334473133087,0.22951580584049225,0.14775986969470978
",",0.36674630641937256,0.3015086054801941,0.20599327981472015,0.29676204919815063,0.24699902534484863,0.4120737314224243,0.3108789026737213,0.31091248989105225
and,0.4716290831565857,0.34479495882987976,0.19560420513153076,0.3416603207588196,0.3389349579811096,0.5477725267410278,0.27881714701652527,0.20544172823429108
later,0.4627884030342102,0.38386887311935425,0.1893843412399292,0.312420517206192,0.318929523229599,0.2797884941101074,0.2672428488731384,0.1417175978422165
",",0.36674630641937256,0.3015086054801941,0.20599327981472015,0.29676204919815063,0.24699902534484863,0.4120737314224243,0.3108789026737213,0.31091248989105225
a,0.44397395849227905,0.2552328109741211,0.2211925983428955,0.3215816617012024,0.2675223648548126,0.3783375024795532,0.23001445829868317,0.23916715383529663
nazi,0.18140792846679688,0.2624172270298004,0.2302214503288269,0.15471981465816498,0.14820000529289246,0.1920207440853119,0.2844333350658417,0.21425682306289673
propagandist,0.17747105658054352,0.2101653814315796,0.21100567281246185,0.15325002372264862,0.21517857909202576,0.13394592702388763,0.32544466853141785,0.1675434708595276
.,0.475719153881073,0.35288307070732117,0.17949827015399933,0.32859939336776733,0.23601025342941284,0.4446153938770294,0.2910304069519043,0.4130953550338745
