,motion,pictures,",",petroleum,and,aircraft,manufacturing,have,been,major,industries,since,which,decade,?
since,0.16715207695960999,0.16838441789150238,0.3991432189941406,0.21025754511356354,0.3515571057796478,0.18862861394882202,0.21579912304878235,0.47784632444381714,0.6581953763961792,0.2333841770887375,0.24512062966823578,1.0000001192092896,0.3523256182670593,0.2579151690006256,0.2876587212085724
the,0.30530840158462524,0.2478199452161789,0.4933079481124878,0.2209315299987793,0.5171257257461548,0.24209992587566376,0.25165510177612305,0.40389683842658997,0.3563927710056305,0.31775903701782227,0.21923162043094635,0.4054957628250122,0.6521818041801453,0.2552448511123657,0.22068053483963013
1920s,0.02898005209863186,0.11088697612285614,0.02100936695933342,0.05033391714096069,0.121830053627491,0.029156722128391266,0.0388936847448349,0.21509964764118195,0.12621834874153137,0.022927558049559593,0.04764474555850029,0.12036428600549698,0.19249074161052704,0.1573290079832077,0.09021682292222977
",",0.18457698822021484,0.22709426283836365,1.0000001192092896,0.2465657740831375,0.6633074283599854,0.251724511384964,0.24209043383598328,0.3541618287563324,0.34873589873313904,0.29355156421661377,0.26795855164527893,0.3991432189941406,0.3658004403114319,0.18535472452640533,0.31091248989105225
motion,0.9999999403953552,0.44347551465034485,0.18457698822021484,0.11353545635938644,0.2186078429222107,0.15163297951221466,0.20660385489463806,0.1905498504638672,0.18151482939720154,0.160544291138649,0.19026151299476624,0.16715207695960999,0.2856520116329193,0.25469672679901123,0.20143945515155792
pictures,0.44347551465034485,0.9999998807907104,0.22709426283836365,0.15189604461193085,0.23214755952358246,0.11693988740444183,0.15956297516822815,0.22257304191589355,0.1649388074874878,0.11081256717443466,0.20034268498420715,0.16838441789150238,0.2527135908603668,0.18687762320041656,0.20528490841388702
",",0.18457698822021484,0.22709426283836365,1.0000001192092896,0.2465657740831375,0.6633074283599854,0.251724511384964,0.24209043383598328,0.3541618287563324,0.34873589873313904,0.29355156421661377,0.26795855164527893,0.3991432189941406,0.3658004403114319,0.18535472452640533,0.31091248989105225
petroleum,0.11353545635938644,0.15189604461193085,0.2465657740831375,1.0,0.2192576825618744,0.2588416635990143,0.45632827281951904,0.16299021244049072,0.18184781074523926,0.21429957449436188,0.47206902503967285,0.21025754511356354,0.25027963519096375,0.18704552948474884,0.1417868286371231
and,0.2186078429222107,0.23214755952358246,0.6633074283599854,0.2192576825618744,1.0,0.2526451647281647,0.26176297664642334,0.4711785912513733,0.3424558639526367,0.29795366525650024,0.2698805034160614,0.3515571057796478,0.506277859210968,0.14070798456668854,0.20544172823429108
aircraft,0.15163297951221466,0.11693988740444183,0.251724511384964,0.2588416635990143,0.2526451647281647,1.0000001192092896,0.32766997814178467,0.20546063780784607,0.19091816246509552,0.12191280722618103,0.30887076258659363,0.18862861394882202,0.21752287447452545,0.1612495630979538,0.14893899857997894
manufacturing,0.20660385489463806,0.15956297516822815,0.24209043383598328,0.45632827281951904,0.26176297664642334,0.32766997814178467,1.0,0.16728973388671875,0.17079970240592957,0.2310691773891449,0.6214896440505981,0.21579912304878235,0.2763569951057434,0.1720643788576126,0.11596895009279251
have,0.1905498504638672,0.22257304191589355,0.3541618287563324,0.16299021244049072,0.4711785912513733,0.20546063780784607,0.16728973388671875,0.9999999403953552,0.6493861675262451,0.2512233257293701,0.14751313626766205,0.47784632444381714,0.49652695655822754,0.20212769508361816,0.32991164922714233
been,0.18151482939720154,0.1649388074874878,0.34873589873313904,0.18184781074523926,0.3424558639526367,0.19091816246509552,0.17079970240592957,0.6493861675262451,0.9999998807907104,0.20505735278129578,0.16403865814208984,0.6581953763961792,0.36993977427482605,0.2402508705854416,0.24354910850524902
major,0.160544291138649,0.11081256717443466,0.29355156421661377,0.21429957449436188,0.29795366525650024,0.12191280722618103,0.2310691773891449,0.2512233257293701,0.20505735278129578,0.9999998807907104,0.25343096256256104,0.2333841770887375,0.31470122933387756,0.21322515606880188,0.19788557291030884
industries,0.19026151299476624,0.20034268498420715,0.26795855164527893,0.47206902503967285,0.2698805034160614,0.30887076258659363,0.6214896440505981,0.14751313626766205,0.16403865814208984,0.25343096256256104,1.0,0.24512062966823578,0.26599979400634766,0.19360335171222687,0.13979145884513855
.,0.20181286334991455,0.22817111015319824,0.6812511086463928,0.2099194973707199,0.588965117931366,0.2551623582839966,0.2327806055545807,0.41614407300949097,0.33645182847976685,0.3054012954235077,0.26776036620140076,0.431787371635437,0.45942068099975586,0.1714698225259781,0.4130953550338745
