,what,event,was,blamed,on,the,introduction,of,mnemiopsis,into,the,black,sea,?
one,0.376489520072937,0.2638285756111145,0.3752199709415436,0.1793404519557953,0.3601475656032562,0.5514441132545471,0.21372614800930023,0.4999135136604309,0.23214510083198547,0.31758198142051697,0.5514441132545471,0.1628401279449463,0.20915639400482178,0.2673267424106598
ctenophore,0.2381439507007599,0.19282881915569305,0.08484132587909698,0.11911779642105103,0.1895429939031601,0.2813475728034973,0.23738212883472443,0.2790392339229584,0.5738357901573181,0.1800595074892044,0.2813475728034973,0.24124380946159363,0.3315829038619995,0.2190871685743332
",",0.3087472915649414,0.22701776027679443,0.45456063747406006,0.21747229993343353,0.49057599902153015,0.4933079481124878,0.27215272188186646,0.4946078956127167,0.32095542550086975,0.2826121151447296,0.4933079481124878,0.23807229101657867,0.30078184604644775,0.31091248989105225
mnemiopsis,0.3030424118041992,0.23540209233760834,0.14610148966312408,0.1522926539182663,0.2034597545862198,0.23440246284008026,0.30725008249282837,0.264727383852005,1.0,0.12074291706085205,0.23440246284008026,0.20939147472381592,0.24282921850681305,0.3170430064201355
",",0.3087472915649414,0.22701776027679443,0.45456063747406006,0.21747229993343353,0.49057599902153015,0.4933079481124878,0.27215272188186646,0.4946078956127167,0.32095542550086975,0.2826121151447296,0.4933079481124878,0.23807229101657867,0.30078184604644775,0.31091248989105225
has,0.20338068902492523,0.16105224192142487,0.40313825011253357,0.18062183260917664,0.34604379534721375,0.4177538752555847,0.1683546006679535,0.3909035325050354,0.1918441504240036,0.29681676626205444,0.4177538752555847,0.21553783118724823,0.15683573484420776,0.15994466841220856
accidentally,0.24162557721138,0.19072967767715454,0.2852036654949188,0.31895729899406433,0.2760542929172516,0.2573339343070984,0.20915810763835907,0.16036903858184814,0.168192058801651,0.3200051486492157,0.2573339343070984,0.1625044345855713,0.12145590782165527,0.2163393795490265
been,0.2567804455757141,0.214043527841568,0.518218457698822,0.2756321430206299,0.29937630891799927,0.3563927710056305,0.2500004768371582,0.31685134768486023,0.14624370634555817,0.23746316134929657,0.3563927710056305,0.1587599813938141,0.1618814766407013,0.24354910850524902
introduced,0.09417270123958588,0.1709582656621933,0.32667654752731323,0.16338440775871277,0.14749887585639954,0.242969810962677,0.656950056552887,0.23328952491283417,0.14781096577644348,0.26064932346343994,0.242969810962677,0.087015800178051,0.15340259671211243,0.16386865079402924
into,0.2180619090795517,0.1458754986524582,0.2322220653295517,0.1773349940776825,0.30585673451423645,0.39493247866630554,0.2189192920923233,0.32255905866622925,0.12074291706085205,1.0,0.39493247866630554,0.0980280339717865,0.2345193475484848,0.15662476420402527
the,0.42745697498321533,0.2960145175457001,0.48711544275283813,0.2461363822221756,0.5107308030128479,1.0,0.2808631956577301,0.733189046382904,0.23440246284008026,0.39493247866630554,1.0,0.28466513752937317,0.30363768339157104,0.22068053483963013
black,0.12054000794887543,0.1454402655363083,0.1419273465871811,0.11724064499139786,0.18663345277309418,0.28466513752937317,0.10779713094234467,0.23966942727565765,0.20939147472381592,0.0980280339717865,0.28466513752937317,1.0,0.1989918053150177,0.15159966051578522
sea,0.19525039196014404,0.11053457111120224,0.18031850457191467,0.1522158533334732,0.2444533258676529,0.30363768339157104,0.14545664191246033,0.2707739472389221,0.24282921850681305,0.2345193475484848,0.30363768339157104,0.1989918053150177,1.0,0.15551945567131042
",",0.3087472915649414,0.22701776027679443,0.45456063747406006,0.21747229993343353,0.49057599902153015,0.4933079481124878,0.27215272188186646,0.4946078956127167,0.32095542550086975,0.2826121151447296,0.4933079481124878,0.23807229101657867,0.30078184604644775,0.31091248989105225
where,0.4457937180995941,0.2952560484409332,0.20731619000434875,0.1386951357126236,0.37630224227905273,0.5003893971443176,0.19749553501605988,0.38066378235816956,0.19037418067455292,0.335035502910614,0.5003893971443176,0.1594732403755188,0.18630823493003845,0.24793872237205505
it,0.45803478360176086,0.3087007403373718,0.4577186405658722,0.14888626337051392,0.4529881477355957,0.6251175999641418,0.21570031344890594,0.38761502504348755,0.2523363530635834,0.33015328645706177,0.6251175999641418,0.2078537493944168,0.2367796152830124,0.25732165575027466
is,0.28837618231773376,0.2078172266483307,0.5810302495956421,0.10809805989265442,0.3635730445384979,0.5823672413825989,0.16057826578617096,0.4854315221309662,0.28297117352485657,0.2619607150554657,0.5823672413825989,0.20887219905853271,0.22288988530635834,0.22961433231830597
blamed,0.21846549212932587,0.18025486171245575,0.3108411133289337,1.0,0.2229813039302826,0.2461363822221756,0.1283833235502243,0.23866800963878632,0.1522926539182663,0.1773349940776825,0.2461363822221756,0.11724064499139786,0.1522158533334732,0.14765259623527527
for,0.3017193675041199,0.21648059785366058,0.3863949179649353,0.23336070775985718,0.36199691891670227,0.4739971458911896,0.2745710015296936,0.4185989499092102,0.25431740283966064,0.231735959649086,0.4739971458911896,0.2090286761522293,0.17241841554641724,0.264628142118454
causing,0.24770919978618622,0.2191338688135147,0.1618882715702057,0.42016106843948364,0.32226383686065674,0.2816545367240906,0.1598345935344696,0.2885251045227051,0.22404682636260986,0.3227423429489136,0.2816545367240906,0.1155744343996048,0.1976320743560791,0.1852436512708664
fish,0.18598103523254395,0.14919328689575195,0.10527832061052322,0.16434672474861145,0.13771693408489227,0.23185352981090546,0.17186662554740906,0.2105162888765335,0.2590174376964569,0.23486129939556122,0.23185352981090546,0.18556618690490723,0.3753899931907654,0.1945318728685379
stocks,0.18014369904994965,0.20717410743236542,0.16049103438854218,0.20663148164749146,0.19947285950183868,0.19247931241989136,0.20496265590190887,0.18066608905792236,0.15452681481838226,0.19025278091430664,0.19247931241989136,0.19531480967998505,0.19054527580738068,0.17080073058605194
to,0.455847829580307,0.2585321366786957,0.3636345863342285,0.19014966487884521,0.41031414270401,0.535392165184021,0.24349944293498993,0.41548454761505127,0.2134498953819275,0.38810545206069946,0.535392165184021,0.23292754590511322,0.2749888300895691,0.29463258385658264
collapse,0.24220240116119385,0.2641957104206085,0.18394240736961365,0.29222819209098816,0.2274758368730545,0.31475353240966797,0.1373118907213211,0.26751232147216797,0.18355774879455566,0.22879375517368317,0.31475353240966797,0.1704835742712021,0.17096355557441711,0.11913932114839554
by,0.2455483376979828,0.2186535894870758,0.4752357602119446,0.29725486040115356,0.33887791633605957,0.4408751428127289,0.1668846756219864,0.3646814823150635,0.16947123408317566,0.30473223328590393,0.4408751428127289,0.1966358721256256,0.19145366549491882,0.17966607213020325
eating,0.2731613218784332,0.17208220064640045,0.11704089492559433,0.2550193667411804,0.1359432190656662,0.2264447957277298,0.19832122325897217,0.21395421028137207,0.32654303312301636,0.13534878194332123,0.2264447957277298,0.14428521692752838,0.23818005621433258,0.24161317944526672
both,0.3361809551715851,0.19823893904685974,0.2990766167640686,0.23568163812160492,0.3685423731803894,0.4931981563568115,0.20254765450954437,0.3565710783004761,0.16601839661598206,0.2806639075279236,0.4931981563568115,0.20485025644302368,0.21250498294830322,0.19455738365650177
fish,0.18598103523254395,0.14919328689575195,0.10527832061052322,0.16434672474861145,0.13771693408489227,0.23185352981090546,0.17186662554740906,0.2105162888765335,0.2590174376964569,0.23486129939556122,0.23185352981090546,0.18556618690490723,0.3753899931907654,0.1945318728685379
larvae,0.186910018324852,0.14898581802845,0.11080852150917053,0.14054326713085175,0.17988303303718567,0.22907966375350952,0.14148329198360443,0.21030089259147644,0.39720532298088074,0.20824170112609863,0.22907966375350952,0.19294065237045288,0.32635697722435,0.18174287676811218
and,0.31309178471565247,0.17869816720485687,0.3740963041782379,0.2473568171262741,0.4077630043029785,0.5171257257461548,0.2748969793319702,0.5116966962814331,0.22967760264873505,0.36597734689712524,0.5171257257461548,0.24407927691936493,0.30105236172676086,0.20544172823429108
organisms,0.22214920818805695,0.262152761220932,0.13126005232334137,0.1712012141942978,0.16382019221782684,0.22463196516036987,0.22450606524944305,0.23870134353637695,0.40281733870506287,0.19404879212379456,0.22463196516036987,0.12354951351881027,0.3303220272064209,0.22621455788612366
that,0.6297725439071655,0.3453879952430725,0.33670201897621155,0.33571118116378784,0.42569106817245483,0.5473989248275757,0.27633512020111084,0.41498205065727234,0.3065280020236969,0.3239944875240326,0.5473989248275757,0.22347763180732727,0.2267688512802124,0.32716336846351624
would,0.45766422152519226,0.2598150670528412,0.41663143038749695,0.3060033917427063,0.35589995980262756,0.4133751392364502,0.25761163234710693,0.3353942930698395,0.2145218402147293,0.2832599878311157,0.4133751392364502,0.1652536243200302,0.17596907913684845,0.37178951501846313
otherwise,0.39239436388015747,0.2882160544395447,0.1923503428697586,0.13978248834609985,0.21278241276741028,0.2968122065067291,0.19063754379749298,0.2133692502975464,0.24970869719982147,0.20215897262096405,0.2968122065067291,0.16614605486392975,0.15130341053009033,0.29367905855178833
have,0.39808809757232666,0.23173485696315765,0.2863433063030243,0.24009402096271515,0.36494916677474976,0.40389683842658997,0.2342015951871872,0.3802283704280853,0.26622363924980164,0.3038242757320404,0.40389683842658997,0.22332455217838287,0.19277073442935944,0.32991164922714233
fed,0.18619252741336823,0.11971056461334229,0.1126611977815628,0.2513338029384613,0.1745348870754242,0.2067604511976242,0.11821299046278,0.12997040152549744,0.14435170590877533,0.2671738862991333,0.2067604511976242,0.09791003912687302,0.19041097164154053,0.17320656776428223
the,0.42745697498321533,0.2960145175457001,0.48711544275283813,0.2461363822221756,0.5107308030128479,1.0,0.2808631956577301,0.733189046382904,0.23440246284008026,0.39493247866630554,1.0,0.28466513752937317,0.30363768339157104,0.22068053483963013
fish,0.18598103523254395,0.14919328689575195,0.10527832061052322,0.16434672474861145,0.13771693408489227,0.23185352981090546,0.17186662554740906,0.2105162888765335,0.2590174376964569,0.23486129939556122,0.23185352981090546,0.18556618690490723,0.3753899931907654,0.1945318728685379
.,0.3567904531955719,0.2068977802991867,0.40146201848983765,0.21742595732212067,0.49257001280784607,0.5934505462646484,0.2821662425994873,0.5352458953857422,0.29047080874443054,0.26250120997428894,0.5934505462646484,0.24577875435352325,0.2680719196796417,0.4130953550338745
