,what,abc,division,handles,domestic,television,distribution,?
also,0.42747777700424194,0.2030053734779358,0.2551354467868805,0.2864528298377991,0.24962100386619568,0.2801430821418762,0.19198758900165558,0.21848613023757935
part,0.3476244807243347,0.13526929914951324,0.2805361747741699,0.17757131159305573,0.07777304202318192,0.1663149893283844,0.18741177022457123,0.08557961881160736
of,0.33290785551071167,0.14607268571853638,0.23579144477844238,0.23489393293857574,0.1528376340866089,0.21995750069618225,0.254255473613739,0.1826142966747284
the,0.42745697498321533,0.2068762183189392,0.26203617453575134,0.25567150115966797,0.21731778979301453,0.24569597840309143,0.27569329738616943,0.22068053483963013
library,0.19149379432201385,0.11275468021631241,0.10583032667636871,0.1294623613357544,0.03372197598218918,0.15106883645057678,0.17242054641246796,0.18938742578029633
is,0.28837618231773376,0.16037321090698242,0.20176531374454498,0.24021826684474945,0.16967669129371643,0.21374565362930298,0.2414398044347763,0.22961433231830597
the,0.42745697498321533,0.2068762183189392,0.26203617453575134,0.25567150115966797,0.21731778979301453,0.24569597840309143,0.27569329738616943,0.22068053483963013
aforementioned,0.37911996245384216,0.13485412299633026,0.16180738806724548,0.1957179754972458,0.20680411159992218,0.22025041282176971,0.1916130781173706,0.34642836451530457
selznick,0.1954616904258728,0.36300554871559143,0.16665208339691162,0.1901315152645111,0.28413158655166626,0.38050299882888794,0.24892649054527283,0.24511322379112244
library,0.19149379432201385,0.11275468021631241,0.10583032667636871,0.1294623613357544,0.03372197598218918,0.15106883645057678,0.17242054641246796,0.18938742578029633
",",0.3087472915649414,0.2097204476594925,0.24344468116760254,0.2519405782222748,0.21976107358932495,0.27995240688323975,0.20136328041553497,0.31091248989105225
the,0.42745697498321533,0.2068762183189392,0.26203617453575134,0.25567150115966797,0.21731778979301453,0.24569597840309143,0.27569329738616943,0.22068053483963013
cinerama,0.12105293571949005,0.259816974401474,0.16015170514583588,0.1815318912267685,0.2140376716852188,0.3740944266319275,0.2949894070625305,0.15935048460960388
productions/palomar,0.30156782269477844,0.3777199983596802,0.22991928458213806,0.23394253849983215,0.2647116482257843,0.3546889126300812,0.38854098320007324,0.39832544326782227
theatrical,0.17756274342536926,0.2519819736480713,0.10496583580970764,0.162275493144989,0.27600058913230896,0.41384097933769226,0.33040285110473633,0.1252935528755188
library,0.19149379432201385,0.11275468021631241,0.10583032667636871,0.1294623613357544,0.03372197598218918,0.15106883645057678,0.17242054641246796,0.18938742578029633
and,0.31309178471565247,0.16453155875205994,0.23460866510868073,0.3106207847595215,0.2692606449127197,0.29514092206954956,0.24142658710479736,0.20544172823429108
the,0.42745697498321533,0.2068762183189392,0.26203617453575134,0.25567150115966797,0.21731778979301453,0.24569597840309143,0.27569329738616943,0.22068053483963013
selmur,0.1978066861629486,0.10415751487016678,0.14058205485343933,0.08061058074235916,0.19055771827697754,0.15143688023090363,0.10652920603752136,0.17884816229343414
productions,0.18529511988162994,0.34230175614356995,0.15191377699375153,0.18273018300533295,0.24454918503761292,0.4012118875980377,0.3485787510871887,0.22681239247322083
catalog,0.16572877764701843,0.2322455793619156,0.09171343594789505,0.16817745566368103,0.138045534491539,0.19002653658390045,0.2640584409236908,0.19544024765491486
that,0.6297725439071655,0.17440107464790344,0.17438095808029175,0.24112172424793243,0.20620352029800415,0.21588699519634247,0.25933966040611267,0.32716336846351624
the,0.42745697498321533,0.2068762183189392,0.26203617453575134,0.25567150115966797,0.21731778979301453,0.24569597840309143,0.27569329738616943,0.22068053483963013
network,0.16917307674884796,0.4295894205570221,0.13577395677566528,0.2635844349861145,0.22524043917655945,0.4371747076511383,0.26324987411499023,0.17853789031505585
acquired,0.15010768175125122,0.09650510549545288,0.21852636337280273,0.13535922765731812,0.14775530993938446,0.1298665851354599,0.2312396913766861,0.09366346150636673
some,0.4491020441055298,0.12714526057243347,0.1510615050792694,0.2464226633310318,0.17460981011390686,0.17638008296489716,0.23610815405845642,0.2562315762042999
years,0.1981470286846161,0.2423967868089676,0.1763814240694046,0.15317001938819885,0.2051648199558258,0.22295363247394562,0.15438270568847656,0.1914375126361847
back,0.2965294420719147,0.1785142570734024,0.11571123450994492,0.2638546824455261,0.13788381218910217,0.12467575073242188,0.1135074719786644,0.2397768795490265
",",0.3087472915649414,0.2097204476594925,0.24344468116760254,0.2519405782222748,0.21976107358932495,0.27995240688323975,0.20136328041553497,0.31091248989105225
and,0.31309178471565247,0.16453155875205994,0.23460866510868073,0.3106207847595215,0.2692606449127197,0.29514092206954956,0.24142658710479736,0.20544172823429108
the,0.42745697498321533,0.2068762183189392,0.26203617453575134,0.25567150115966797,0.21731778979301453,0.24569597840309143,0.27569329738616943,0.22068053483963013
