,what,did,joseph,haas,say,in,his,email,?
for,0.3017193675041199,0.318512886762619,0.09788983315229416,0.17033140361309052,0.2911834120750427,0.4322226941585541,0.39312878251075745,0.22893212735652924,0.264628142118454
example,0.3456268310546875,0.2528466582298279,0.12598663568496704,0.12132536619901657,0.37379348278045654,0.30483278632164,0.1625245362520218,0.26207172870635986,0.30374911427497864
",",0.3087472915649414,0.3015086054801941,0.24271315336227417,0.3486297130584717,0.35129812359809875,0.5201468467712402,0.3378419280052185,0.17445223033428192,0.31091248989105225
joseph,0.20494906604290009,0.19009922444820404,0.9999999403953552,0.1940315067768097,0.13186684250831604,0.12985283136367798,0.24828970432281494,0.10730448365211487,0.08421234786510468
haas,0.11646734178066254,0.16750766336917877,0.1940315067768097,1.0,0.13422724604606628,0.20302371680736542,0.2628619968891144,0.11356735229492188,0.1762949824333191
was,0.22111038863658905,0.41399896144866943,0.29824966192245483,0.22839629650115967,0.24911612272262573,0.45514053106307983,0.4405253231525421,0.14822609722614288,0.18412111699581146
arrested,0.1624409258365631,0.2683548331260681,0.21028099954128265,0.16348795592784882,0.22536027431488037,0.25984182953834534,0.307711660861969,0.19328676164150238,0.15566205978393555
for,0.3017193675041199,0.318512886762619,0.09788983315229416,0.17033140361309052,0.2911834120750427,0.4322226941585541,0.39312878251075745,0.22893212735652924,0.264628142118454
allegedly,0.22338786721229553,0.23400627076625824,0.1771899163722992,0.13811765611171722,0.254665732383728,0.18263627588748932,0.34148767590522766,0.24738281965255737,0.07345700263977051
sending,0.3269664943218231,0.23902535438537598,0.15772747993469238,0.04471009597182274,0.2621811330318451,0.2293863743543625,0.26662540435791016,0.4306087791919708,0.12831254303455353
an,0.2821882665157318,0.22598257660865784,0.20681099593639374,0.17893052101135254,0.2514885663986206,0.2605783939361572,0.24025635421276093,0.20406277477741241,0.19793890416622162
email,0.3289061486721039,0.21853555738925934,0.10730448365211487,0.11356735229492188,0.3174375593662262,0.11976239085197449,0.14416712522506714,1.0,0.2902423143386841
to,0.455847829580307,0.4452643394470215,0.1829531341791153,0.13174545764923096,0.38071900606155396,0.45010748505592346,0.3715193271636963,0.2903327941894531,0.29463258385658264
the,0.42745697498321533,0.34736719727516174,0.2251148819923401,0.20135338604450226,0.3200206458568573,0.6662389636039734,0.4394008219242096,0.15022097527980804,0.22068053483963013
lebanon,0.15774080157279968,0.10951273143291473,0.13750587403774261,0.1504548192024231,0.14495407044887543,0.24331632256507874,0.1683543622493744,0.1725544035434723,0.16440971195697784
",",0.3087472915649414,0.3015086054801941,0.24271315336227417,0.3486297130584717,0.35129812359809875,0.5201468467712402,0.3378419280052185,0.17445223033428192,0.31091248989105225
new,0.2130378633737564,0.227974995970726,0.150227889418602,0.18727822601795197,0.2189728021621704,0.3758552670478821,0.24132801592350006,0.17983503639698029,0.14782847464084625
hampshire,0.1944948136806488,0.17563998699188232,0.14771513640880585,0.14965182542800903,0.20776009559631348,0.26315850019454956,0.18663564324378967,0.1595199853181839,0.10993438214063644
city,0.17493832111358643,0.12266099452972412,0.15313880145549774,0.17246833443641663,0.13054205477237701,0.3911624252796173,0.1923673152923584,0.08928655087947845,0.13423943519592285
councilors,0.18455089628696442,0.18366685509681702,0.19641640782356262,0.15098120272159576,0.1765325963497162,0.2716189920902252,0.20541968941688538,0.1308797150850296,0.1258412003517151
stating,0.40046313405036926,0.3425213694572449,0.10328082740306854,0.1171749085187912,0.42669013142585754,0.21747106313705444,0.3489041328430176,0.2890852689743042,0.2760101556777954
",",0.3087472915649414,0.3015086054801941,0.24271315336227417,0.3486297130584717,0.35129812359809875,0.5201468467712402,0.3378419280052185,0.17445223033428192,0.31091248989105225
``,0.008517155423760414,-0.029888948425650597,0.05290113389492035,-0.022297328338027,0.062410302460193634,0.04765888676047325,0.008275155909359455,0.0830208882689476,0.0685480609536171
wise,0.252341091632843,0.19372035562992096,0.14259956777095795,0.15619994699954987,0.30115771293640137,0.12848149240016937,0.20371517539024353,0.08339957147836685,0.17447875440120697
up,0.28591108322143555,0.21613863110542297,0.12094677984714508,0.1056986004114151,0.3190959095954895,0.3120773434638977,0.2538001239299774,0.24504952132701874,0.1819818764925003
or,0.33867141604423523,0.28211739659309387,0.10075130313634872,0.09962935000658035,0.38240423798561096,0.3586423695087433,0.2118215411901474,0.25373950600624084,0.32389625906944275
die,0.1980936974287033,0.2082957923412323,0.12650848925113678,0.28276628255844116,0.2933042049407959,0.18641351163387299,0.18615874648094177,0.14074423909187317,0.16891060769557953
.,0.3567904531955719,0.35288307070732117,0.2262967973947525,0.27309831976890564,0.33481550216674805,0.5591574311256409,0.3119256794452667,0.22423915565013885,0.4130953550338745
'',0.08143015950918198,0.01978493109345436,0.011200549080967903,0.009353791363537312,0.09060607105493546,0.07432962208986282,0.016508836299180984,-0.04293150082230568,0.018684765323996544
