,what,was,the,name,of,the,norman,castle,?
they,0.4431931674480438,0.3300964832305908,0.49925389885902405,0.20157702267169952,0.3426007330417633,0.49925389885902405,0.1342334747314453,0.14949677884578705,0.2753053903579712
even,0.40872135758399963,0.27441510558128357,0.37996912002563477,0.19008907675743103,0.34735506772994995,0.37996912002563477,0.13842415809631348,0.16153354942798615,0.30082517862319946
lent,0.24107122421264648,0.21493835747241974,0.28438815474510193,0.1672130972146988,0.2766977548599243,0.28438815474510193,0.1253906786441803,0.11172004044055939,0.1618482917547226
their,0.35142919421195984,0.2396296262741089,0.516537070274353,0.18092210590839386,0.4329940676689148,0.516537070274353,0.15736374258995056,0.11679010838270187,0.1898253709077835
ethnicity,0.2524464428424835,0.16419219970703125,0.1991092711687088,0.17170895636081696,0.17001788318157196,0.1991092711687088,0.13268637657165527,0.05023118108510971,0.24866755306720734
to,0.455847829580307,0.3636345863342285,0.535392165184021,0.27806994318962097,0.41548454761505127,0.535392165184021,0.16204318404197693,0.15589231252670288,0.29463258385658264
the,0.42745697498321533,0.48711544275283813,1.0,0.3171212375164032,0.733189046382904,1.0,0.23459704220294952,0.21430203318595886,0.22068053483963013
name,0.18623162806034088,0.2646567225456238,0.3171212375164032,1.0,0.24075818061828613,0.3171212375164032,0.1913251429796219,0.10110236704349518,0.15381577610969543
of,0.33290785551071167,0.4069072902202606,0.733189046382904,0.24075818061828613,1.0,0.733189046382904,0.15827171504497528,0.19318179786205292,0.1826142966747284
their,0.35142919421195984,0.2396296262741089,0.516537070274353,0.18092210590839386,0.4329940676689148,0.516537070274353,0.15736374258995056,0.11679010838270187,0.1898253709077835
castle,0.15708477795124054,0.19402529299259186,0.21430203318595886,0.10110236704349518,0.19318179786205292,0.21430203318595886,0.2498733550310135,0.9999999403953552,0.0871945396065712
:,-0.12022944539785385,0.002802103292196989,-0.03403344005346298,-0.0774015560746193,-0.08807745575904846,-0.03403344005346298,-0.09809340536594391,-0.09432155638933182,-0.07156077772378922
afranji,0.2814476788043976,0.2770715653896332,0.30081498622894287,0.2857016623020172,0.2677663564682007,0.30081498622894287,0.24585282802581787,0.2944878041744232,0.22663278877735138
",",0.3087472915649414,0.45456063747406006,0.4933079481124878,0.28145334124565125,0.4946078956127167,0.4933079481124878,0.20281735062599182,0.2080804705619812,0.31091248989105225
meaning,0.24135559797286987,0.2090936303138733,0.31918859481811523,0.3980681300163269,0.2447882443666458,0.31918859481811523,0.1975281834602356,0.1447317749261856,0.20420892536640167
``,0.008517155423760414,-0.012679691426455975,0.029072100296616554,0.1001104861497879,0.06780257821083069,0.029072100296616554,0.014049350284039974,-0.07065687328577042,0.0685480609536171
franks,0.17349329590797424,0.23133325576782227,0.35026755928993225,0.2430199831724167,0.28553879261016846,0.35026755928993225,0.3490917682647705,0.21989835798740387,0.15467199683189392
.,0.3567904531955719,0.40146201848983765,0.5934505462646484,0.24737101793289185,0.5352458953857422,0.5934505462646484,0.24800069630146027,0.1885698437690735,0.4130953550338745
'',0.08143015950918198,0.04456103965640068,0.041273195296525955,0.003883055876940489,0.13035868108272552,0.041273195296525955,0.028494004160165787,0.0429917573928833,0.018684765323996544
