,what,was,he,studying,that,gave,him,the,teleforce,weapon,idea,?
later,0.2517229914665222,0.5684447288513184,0.4860261380672455,0.2783394157886505,0.42443475127220154,0.3811008036136627,0.46732014417648315,0.4060266613960266,0.25242871046066284,0.1808966100215912,0.2515102028846741,0.1417175978422165
in,0.30808621644973755,0.45514053106307983,0.41690486669540405,0.32655033469200134,0.435920387506485,0.24152803421020508,0.2284061461687088,0.6662389636039734,0.2579539120197296,0.15527591109275818,0.20288406312465668,0.20430970191955566
life,0.24693015217781067,0.22970539331436157,0.2685181796550751,0.2716432511806488,0.2885509729385376,0.18333478271961212,0.24785535037517548,0.23528170585632324,0.091077521443367,0.18469730019569397,0.2553043067455292,0.21677987277507782
",",0.3087472915649414,0.45456063747406006,0.40251094102859497,0.28254297375679016,0.4137537479400635,0.2448001652956009,0.31121695041656494,0.4933079481124878,0.28150710463523865,0.16894511878490448,0.22699743509292603,0.31091248989105225
tesla,0.23221199214458466,0.16455206274986267,0.12373391538858414,0.16565333306789398,0.22102725505828857,0.142415851354599,0.14682093262672424,0.1324402391910553,0.4178301692008972,0.2157144993543625,0.2329312264919281,0.10250775516033173
made,0.23419176042079926,0.3433256447315216,0.27847591042518616,0.19719864428043365,0.3437977731227875,0.3171504735946655,0.22442960739135742,0.3885267674922943,0.2470599263906479,0.22718271613121033,0.23477980494499207,0.17218779027462006
claims,0.2397100329399109,0.178767129778862,0.23263435065746307,0.03702065348625183,0.35298386216163635,0.22637119889259338,0.32352396845817566,0.24698559939861298,0.19543969631195068,0.17986313998699188,0.22075769305229187,0.18741291761398315
concerning,0.32910221815109253,0.172305166721344,0.20467470586299896,0.2613903880119324,0.33591219782829285,0.23861615359783173,0.23761124908924103,0.3162810802459717,0.15744298696517944,0.12090091407299042,0.32243603467941284,0.2719282805919647
a,0.3320399522781372,0.4508470594882965,0.4393508732318878,0.28715598583221436,0.47537946701049805,0.26239895820617676,0.32137390971183777,0.5829201340675354,0.25863179564476013,0.282960444688797,0.3483608067035675,0.23916715383529663
``,0.008517155423760414,-0.012679691426455975,0.05585138872265816,0.039335060864686966,0.05285148695111275,0.057774219661951065,0.00810333713889122,0.029072100296616554,0.0026825678069144487,0.03559838607907295,0.08469878882169724,0.0685480609536171
teleforce,0.24965590238571167,0.25807541608810425,0.24642504751682281,0.12664124369621277,0.28516966104507446,0.1725398600101471,0.1991639882326126,0.293785959482193,0.9999999403953552,0.2595576047897339,0.26578325033187866,0.20566901564598083
'',0.08143015950918198,0.04456103965640068,0.039060186594724655,0.10850667208433151,0.007880004122853279,0.0004622935375664383,-0.017931023612618446,0.041273195296525955,-0.04629258066415787,-0.03149373084306717,-0.04294922947883606,0.018684765323996544
weapon,0.2293834388256073,0.21395646035671234,0.23669371008872986,0.10707775503396988,0.2704586088657379,0.16366682946681976,0.22290009260177612,0.23810851573944092,0.2595576047897339,1.0,0.251709520816803,0.1571889966726303
after,0.21973377466201782,0.49306565523147583,0.3936046361923218,0.24339929223060608,0.373811811208725,0.29880133271217346,0.41209572553634644,0.4565047025680542,0.2177746444940567,0.17133961617946625,0.236320361495018,0.16608688235282898
studying,0.3393959105014801,0.24193638563156128,0.3657679259777069,1.0,0.3373538553714752,0.1578359752893448,0.22208452224731445,0.24704718589782715,0.12664124369621277,0.10707775503396988,0.22729827463626862,0.14438828825950623
the,0.42745697498321533,0.48711544275283813,0.4571082592010498,0.24704718589782715,0.5473989248275757,0.32555076479911804,0.39213326573371887,1.0,0.293785959482193,0.23810851573944092,0.2839161455631256,0.22068053483963013
van,0.1477201133966446,0.20371906459331512,0.1898173689842224,0.11468396335840225,0.16476967930793762,0.09246282279491425,0.17407669126987457,0.13541297614574432,0.13018350303173065,0.08231157064437866,0.11426782608032227,0.15528257191181183
de,0.10476839542388916,0.20575080811977386,0.21074703335762024,0.14095957577228546,0.16662734746932983,0.18364770710468292,0.18148644268512726,0.23491892218589783,0.3060240149497986,0.054623086005449295,0.1265079528093338,0.11064168810844421
graaff,0.1364559382200241,0.3251734673976898,0.2844095528125763,0.2034488320350647,0.17561116814613342,0.19838619232177734,0.1709604263305664,0.24350523948669434,0.3159019649028778,0.1371120810508728,0.22941316664218903,0.17622381448745728
generator,0.1740121841430664,0.17982366681098938,0.16809935867786407,0.1335996836423874,0.22515933215618134,0.07741622626781464,0.16567248106002808,0.25154173374176025,0.40929266810417175,0.22234061360359192,0.22653421759605408,0.16160684823989868
.,0.3567904531955719,0.40146201848983765,0.38061028718948364,0.2383679449558258,0.4460422694683075,0.29957500100135803,0.30228540301322937,0.5934505462646484,0.30603066086769104,0.1875409632921219,0.26084083318710327,0.4130953550338745
