,what,does,coastal,beriods,use,as,teeth,?
the,0.42745697498321533,0.35928019881248474,0.2718130946159363,0.2851976752281189,0.34342584013938904,0.48381632566452026,0.19723956286907196,0.22068053483963013
phylum,0.20018324255943298,0.14277660846710205,0.22768984735012054,0.28499892354011536,0.18886107206344604,0.22215606272220612,0.31804731488227844,0.18758688867092133
has,0.20338068902492523,0.42885294556617737,0.19329409301280975,0.173438161611557,0.2701425552368164,0.351646363735199,0.16849826276302338,0.15994466841220856
a,0.3320399522781372,0.38201746344566345,0.23232294619083405,0.22214990854263306,0.30793872475624084,0.39550232887268066,0.21283109486103058,0.23916715383529663
wide,0.22181174159049988,0.18184135854244232,0.24127671122550964,0.20808544754981995,0.2923398017883301,0.2620913088321686,0.2484811246395111,0.12719376385211945
range,0.19613829255104065,0.1521991640329361,0.247073695063591,0.27454495429992676,0.2555616497993469,0.22109805047512054,0.16932545602321625,0.1204894632101059
of,0.33290785551071167,0.3119818866252899,0.29121753573417664,0.23081111907958984,0.2750902473926544,0.3886612355709076,0.19241274893283844,0.1826142966747284
body,0.2143840193748474,0.27194929122924805,0.09853404015302658,0.2512798011302948,0.22484350204467773,0.24814960360527039,0.28172317147254944,0.20136451721191406
forms,0.16334041953086853,0.3104206919670105,0.21219398081302643,0.2542140483856201,0.2837582528591156,0.265371173620224,0.22645001113414764,0.1196754202246666
",",0.3087472915649414,0.28617382049560547,0.21444359421730042,0.23813533782958984,0.3276674151420593,0.48816442489624023,0.20114922523498535,0.31091248989105225
including,0.18328791856765747,0.20252716541290283,0.24375882744789124,0.16096395254135132,0.2895544767379761,0.3863891661167145,0.11512710154056549,0.1633303165435791
the,0.42745697498321533,0.35928019881248474,0.2718130946159363,0.2851976752281189,0.34342584013938904,0.48381632566452026,0.19723956286907196,0.22068053483963013
flattened,0.17925192415714264,0.1497996300458908,0.2736636698246002,0.24689121544361115,0.20232318341732025,0.2303493469953537,0.5013988614082336,0.14000996947288513
",",0.3087472915649414,0.28617382049560547,0.21444359421730042,0.23813533782958984,0.3276674151420593,0.48816442489624023,0.20114922523498535,0.31091248989105225
