,during,what,type,of,climate,is,oxygen,18,in,seawater,at,higher,levels,?
during,1.0,0.24137552082538605,0.1538453847169876,0.3869180977344513,0.23821045458316803,0.2240111529827118,0.18351154029369354,-0.0335104800760746,0.4627237319946289,0.23670710623264313,0.372769296169281,0.17338046431541443,0.2246372252702713,0.1325719803571701
periods,0.4688571095466614,0.21756020188331604,0.1723252832889557,0.256827712059021,0.25855323672294617,0.16641093790531158,0.26567021012306213,0.004903457127511501,0.19927051663398743,0.24924954771995544,0.21120788156986237,0.18451347947120667,0.308328241109848,0.167264923453331
of,0.3869180977344513,0.33290785551071167,0.18112817406654358,1.0,0.25840428471565247,0.4854315221309662,0.16848602890968323,-0.09725122153759003,0.5696388483047485,0.25066855549812317,0.42558613419532776,0.3096220791339874,0.23668165504932404,0.1826142966747284
lower,0.18886689841747284,0.20079238712787628,0.23376202583312988,0.31757521629333496,0.2210913598537445,0.20806168019771576,0.21222375333309174,-0.06603297591209412,0.27455443143844604,0.22217409312725067,0.1926431655883789,0.5770463347434998,0.3851044178009033,0.08471795171499252
global,0.15211611986160278,0.21706031262874603,0.16350603103637695,0.19114547967910767,0.3534627854824066,0.15464714169502258,0.21841073036193848,0.018253633752465248,0.10151144117116928,0.19417577981948853,0.11592055857181549,0.2136276215314865,0.17223604023456573,0.22985349595546722
temperatures,0.28266534209251404,0.2523624897003174,0.19048833847045898,0.2011728584766388,0.5534055829048157,0.2816123366355896,0.38756829500198364,-0.008868996053934097,0.2835210859775543,0.46900978684425354,0.22577746212482452,0.3653656244277954,0.3648151755332947,0.1895846426486969
",",0.3225448727607727,0.3087472915649414,0.1804078221321106,0.4946078956127167,0.224740669131279,0.4691906273365021,0.21812842786312103,-0.03270421177148819,0.5201468467712402,0.25631090998649597,0.38314947485923767,0.251458078622818,0.2284579873085022,0.31091248989105225
snow,0.1742340475320816,0.16016478836536407,0.10293900221586227,0.16572466492652893,0.3057892620563507,0.2117786705493927,0.1863725483417511,-0.05681845173239708,0.1431034654378891,0.26825088262557983,0.19427727162837982,0.20900118350982666,0.1612238734960556,0.1894082874059677
and,0.36462149024009705,0.31309178471565247,0.16898801922798157,0.5116966962814331,0.2292918860912323,0.3859752118587494,0.22261030972003937,-0.07680561393499374,0.4954058527946472,0.27761560678482056,0.3571503460407257,0.3147866129875183,0.2956688106060028,0.20544172823429108
rain,0.19982445240020752,0.16031549870967865,0.14211562275886536,0.22789213061332703,0.37911394238471985,0.20224589109420776,0.2398974448442459,-0.04376537352800369,0.2159966677427292,0.37181198596954346,0.14731508493423462,0.2494293600320816,0.18940062820911407,0.16845054924488068
from,0.3186885714530945,0.2737620174884796,0.1559610366821289,0.4249346852302551,0.21669475734233856,0.27355384826660156,0.23457925021648407,0.020899292081594467,0.4274188280105591,0.20765835046768188,0.3447161316871643,0.2177213728427887,0.19019560515880585,0.19969791173934937
that,0.31487685441970825,0.6297725439071655,0.25817251205444336,0.41498205065727234,0.22277899086475372,0.3995479643344879,0.2717767655849457,-0.12899349629878998,0.435920387506485,0.31412237882614136,0.3183255195617676,0.31370723247528076,0.27539384365081787,0.32716336846351624
evaporated,0.18493719398975372,0.1364840567111969,0.16419166326522827,0.2133997231721878,0.3399830758571625,0.24679769575595856,0.4723514914512634,0.020272037014365196,0.21164165437221527,0.608388364315033,0.14219698309898376,0.30151283740997314,0.3031224310398102,0.12882991135120392
water,0.2296343296766281,0.17456887662410736,0.20635251700878143,0.2741255462169647,0.2854657471179962,0.2879090905189514,0.4692627191543579,0.010092809796333313,0.23966141045093536,0.7707866430282593,0.14569826424121857,0.2635023891925812,0.2848517894744873,0.14731885492801666
tends,0.18658483028411865,0.250471830368042,0.19529063999652863,0.2451501041650772,0.26152345538139343,0.3935226500034332,0.2533302903175354,-0.08524143695831299,0.23242060840129852,0.32179075479507446,0.1989915668964386,0.2835273742675781,0.1945415586233139,0.1290840357542038
to,0.2828781306743622,0.455847829580307,0.19930607080459595,0.41548454761505127,0.3023298978805542,0.42745086550712585,0.24193501472473145,-0.17942632734775543,0.45010748505592346,0.2980733811855316,0.36524343490600586,0.3279348313808441,0.29053324460983276,0.29463258385658264
be,0.24990400671958923,0.3929833769798279,0.25716274976730347,0.33904364705085754,0.17534734308719635,0.4819129705429077,0.28851351141929626,-0.11057574301958084,0.3481820821762085,0.3121818006038666,0.30379733443260193,0.31005796790122986,0.3238581120967865,0.3324260413646698
higher,0.17338046431541443,0.2538340389728546,0.18868209421634674,0.3096220791339874,0.2232750952243805,0.24683357775211334,0.24069128930568695,-0.06345865875482559,0.23285751044750214,0.2886433005332947,0.2542303204536438,1.0,0.47005683183670044,0.15679465234279633
in,0.4627237319946289,0.30808621644973755,0.20604541897773743,0.5696388483047485,0.24209141731262207,0.5394441485404968,0.1672476977109909,-0.061147160828113556,1.0,0.22916553914546967,0.4374977946281433,0.23285751044750214,0.2418597936630249,0.20430970191955566
oxygen-16,0.2138749212026596,0.22204910218715668,0.18869349360466003,0.18333350121974945,0.22962622344493866,0.2357422560453415,0.9598668813705444,0.00919197965413332,0.1697354018688202,0.5025926828384399,0.16735443472862244,0.2479241043329239,0.3199726641178131,0.18815967440605164
",",0.3225448727607727,0.3087472915649414,0.1804078221321106,0.4946078956127167,0.224740669131279,0.4691906273365021,0.21812842786312103,-0.03270421177148819,0.5201468467712402,0.25631090998649597,0.38314947485923767,0.251458078622818,0.2284579873085022,0.31091248989105225
and,0.36462149024009705,0.31309178471565247,0.16898801922798157,0.5116966962814331,0.2292918860912323,0.3859752118587494,0.22261030972003937,-0.07680561393499374,0.4954058527946472,0.27761560678482056,0.3571503460407257,0.3147866129875183,0.2956688106060028,0.20544172823429108
the,0.4838213622570038,0.42745697498321533,0.21819381415843964,0.733189046382904,0.2693597674369812,0.5823672413825989,0.20428593456745148,-0.07796193659305573,0.6662389636039734,0.27259325981140137,0.457212895154953,0.3292480409145355,0.286034494638443,0.22068053483963013
seawater,0.23670710623264313,0.20096004009246826,0.1798819899559021,0.25066855549812317,0.35286566615104675,0.2564377188682556,0.47563767433166504,-0.025076109915971756,0.22916553914546967,1.0,0.19803456962108612,0.2886433005332947,0.323001503944397,0.1952858418226242
left,0.1861138939857483,0.2442072629928589,0.09362664818763733,0.2218635529279709,0.12522676587104797,0.15889094769954681,0.19914954900741577,-0.0853416845202446,0.21139952540397644,0.1316043585538864,0.23447579145431519,0.12354829162359238,0.08726339787244797,0.13251960277557373
behind,0.23074015974998474,0.1959938108921051,0.060738179832696915,0.2801654636859894,0.09344828128814697,0.24618369340896606,0.11855462193489075,0.01729831099510193,0.3174246549606323,0.24889284372329712,0.2251313030719757,0.240559384226799,0.16113094985485077,0.19274599850177765
tends,0.18658483028411865,0.250471830368042,0.19529063999652863,0.2451501041650772,0.26152345538139343,0.3935226500034332,0.2533302903175354,-0.08524143695831299,0.23242060840129852,0.32179075479507446,0.1989915668964386,0.2835273742675781,0.1945415586233139,0.1290840357542038
to,0.2828781306743622,0.455847829580307,0.19930607080459595,0.41548454761505127,0.3023298978805542,0.42745086550712585,0.24193501472473145,-0.17942632734775543,0.45010748505592346,0.2980733811855316,0.36524343490600586,0.3279348313808441,0.29053324460983276,0.29463258385658264
be,0.24990400671958923,0.3929833769798279,0.25716274976730347,0.33904364705085754,0.17534734308719635,0.4819129705429077,0.28851351141929626,-0.11057574301958084,0.3481820821762085,0.3121818006038666,0.30379733443260193,0.31005796790122986,0.3238581120967865,0.3324260413646698
higher,0.17338046431541443,0.2538340389728546,0.18868209421634674,0.3096220791339874,0.2232750952243805,0.24683357775211334,0.24069128930568695,-0.06345865875482559,0.23285751044750214,0.2886433005332947,0.2542303204536438,1.0,0.47005683183670044,0.15679465234279633
in,0.4627237319946289,0.30808621644973755,0.20604541897773743,0.5696388483047485,0.24209141731262207,0.5394441485404968,0.1672476977109909,-0.061147160828113556,1.0,0.22916553914546967,0.4374977946281433,0.23285751044750214,0.2418597936630249,0.20430970191955566
oxygen-18,0.1936788707971573,0.19612939655780792,0.17968297004699707,0.1664983332157135,0.22543609142303467,0.22614090144634247,0.9602074027061462,0.012821277603507042,0.1496700793504715,0.4898826479911804,0.15062803030014038,0.22632916271686554,0.3048911988735199,0.17341867089271545
.,0.3485563397407532,0.3567904531955719,0.23195341229438782,0.5352458953857422,0.22208234667778015,0.4569662809371948,0.2554275095462799,-0.05821654945611954,0.5591574311256409,0.27737748622894287,0.4549728035926819,0.2524722218513489,0.24042059481143951,0.4130953550338745
,during,what,type,of,climate,is,oxygen,18,in,seawater,at,higher,levels,?
seawater,0.23670710623264313,0.20096004009246826,0.1798819899559021,0.25066855549812317,0.35286566615104675,0.2564377188682556,0.47563767433166504,-0.025076109915971756,0.22916553914546967,1.0,0.19803456962108612,0.2886433005332947,0.323001503944397,0.1952858418226242
molecules,0.16198618710041046,0.2143162339925766,0.15775926411151886,0.24428431689739227,0.18359890580177307,0.20481984317302704,0.5126039981842041,-0.0022692675702273846,0.2197362184524536,0.42030274868011475,0.18083149194717407,0.2442016750574112,0.3379976153373718,0.17409995198249817
that,0.31487685441970825,0.6297725439071655,0.25817251205444336,0.41498205065727234,0.22277899086475372,0.3995479643344879,0.2717767655849457,-0.12899349629878998,0.435920387506485,0.31412237882614136,0.3183255195617676,0.31370723247528076,0.27539384365081787,0.32716336846351624
contain,0.10956546664237976,0.1832355558872223,0.2283841371536255,0.30574339628219604,0.1310841143131256,0.31030410528182983,0.2880042791366577,-0.03063146397471428,0.23975171148777008,0.2895514667034149,0.17059701681137085,0.24054402112960815,0.34217584133148193,0.18853069841861725
the,0.4838213622570038,0.42745697498321533,0.21819381415843964,0.733189046382904,0.2693597674369812,0.5823672413825989,0.20428593456745148,-0.07796193659305573,0.6662389636039734,0.27259325981140137,0.457212895154953,0.3292480409145355,0.286034494638443,0.22068053483963013
lighter,0.2538507878780365,0.23391853272914886,0.31736040115356445,0.17630793154239655,0.216868057847023,0.23929919302463531,0.37333130836486816,-0.011693868786096573,0.17288485169410706,0.3506886065006256,0.17306846380233765,0.37536436319351196,0.2642751634120941,0.13723474740982056
isotope,0.17792150378227234,0.19590917229652405,0.2540859282016754,0.21059486269950867,0.24328669905662537,0.24059085547924042,0.5064195394515991,-0.07003132998943329,0.1596757173538208,0.3924826383590698,0.187363401055336,0.18348920345306396,0.20785991847515106,0.16495643556118011
",",0.3225448727607727,0.3087472915649414,0.1804078221321106,0.4946078956127167,0.224740669131279,0.4691906273365021,0.21812842786312103,-0.03270421177148819,0.5201468467712402,0.25631090998649597,0.38314947485923767,0.251458078622818,0.2284579873085022,0.31091248989105225
