,how,many,divisions,was,abc,radio,restructured,into,in,2005,?
on,0.32655060291290283,0.32520127296447754,0.21437741816043854,0.3909217119216919,0.2862928807735443,0.2590620815753937,0.24644102156162262,0.30585673451423645,0.46853652596473694,0.018048860132694244,0.2714994251728058
october,0.11188025027513504,0.13967232406139374,0.15376590192317963,0.4627581834793091,0.1661696434020996,0.2090885490179062,0.17212802171707153,0.10170821845531464,0.27560389041900635,0.2137952446937561,0.29706719517707825
19,0.08316059410572052,-0.025691039860248566,-0.13632819056510925,-0.16212789714336395,-0.10630513727664948,-0.012614128179848194,0.036152832210063934,-0.11041147261857986,-0.1978580802679062,0.019308067858219147,0.008002291433513165
",",0.22659391164779663,0.40610817074775696,0.27065619826316833,0.45456063747406006,0.2097204476594925,0.25251123309135437,0.23768073320388794,0.2826121151447296,0.5201468467712402,0.11050146818161011,0.31091248989105225
2005,0.03437461704015732,0.10787120461463928,0.06124650686979294,0.11356307566165924,-0.0381508432328701,0.08115923404693604,-0.0022690806072205305,0.013234175741672516,0.009931974112987518,1.0,0.10709824413061142
",",0.22659391164779663,0.40610817074775696,0.27065619826316833,0.45456063747406006,0.2097204476594925,0.25251123309135437,0.23768073320388794,0.2826121151447296,0.5201468467712402,0.11050146818161011,0.31091248989105225
abc,0.19232043623924255,0.18267793953418732,0.22049714624881744,0.21565799415111542,1.0000001192092896,0.35354745388031006,0.10028945654630661,0.10410027205944061,0.1697147786617279,-0.0381508432328701,0.19065172970294952
announced,0.0913727879524231,0.10106436163187027,0.1438114196062088,0.34205326437950134,0.20444560050964355,0.15069566667079926,0.21736706793308258,0.19720454514026642,0.2528248429298401,0.02438906952738762,0.17416009306907654
the,0.33890387415885925,0.4335206151008606,0.3125615119934082,0.48711544275283813,0.2068762183189392,0.23511973023414612,0.3230398893356323,0.39493247866630554,0.6662389636039734,0.037273142486810684,0.22068053483963013
restructuring,0.2489289939403534,0.3225730359554291,0.24835121631622314,0.22647680342197418,0.09793004393577576,0.20394624769687653,0.8549661636352539,0.23623715341091156,0.37602847814559937,0.015130854211747646,0.15514205396175385
of,0.2480744868516922,0.37253960967063904,0.3138268291950226,0.4069072902202606,0.14607268571853638,0.16079017519950867,0.3154146075248718,0.32255905866622925,0.5696388483047485,0.017815761268138885,0.1826142966747284
the,0.33890387415885925,0.4335206151008606,0.3125615119934082,0.48711544275283813,0.2068762183189392,0.23511973023414612,0.3230398893356323,0.39493247866630554,0.6662389636039734,0.037273142486810684,0.22068053483963013
group,0.15481124818325043,0.2776661217212677,0.22072367370128632,0.1789962202310562,0.11665991693735123,0.12766756117343903,0.2559339702129364,0.1627434939146042,0.2304753065109253,0.050125718116760254,0.13827809691429138
into,0.2303972691297531,0.2618265151977539,0.29413294792175293,0.2322220653295517,0.10410027205944061,0.15239199995994568,0.26180630922317505,1.0,0.38021373748779297,0.013234175741672516,0.15662476420402527
six,0.20644865930080414,0.37673795223236084,0.2862178385257721,0.3042767345905304,0.16650718450546265,0.08286763727664948,0.15376457571983337,0.24809640645980835,0.3013422191143036,0.008373758755624294,0.15298804640769958
divisions,0.14686065912246704,0.22984808683395386,1.0,0.197164848446846,0.22049714624881744,0.1063358262181282,0.24457040429115295,0.29413294792175293,0.2698534429073334,0.06124650686979294,0.14903524518013
:,-0.11215605586767197,-0.10786184668540955,-0.018674347549676895,0.002802103292196989,-0.06154730170965195,-0.055205088108778,-0.0576513409614563,-0.047708455473184586,0.020521078258752823,0.11937335878610611,-0.07156077772378922
entertainment,0.1796497255563736,0.22530217468738556,0.0857892856001854,0.21684704720973969,0.28069135546684265,0.22953850030899048,0.20037908852100372,0.14879553020000458,0.20493005216121674,-0.008929126895964146,0.11855241656303406
communications,0.20915256440639496,0.30015867948532104,0.30255770683288574,0.2137834131717682,0.25629571080207825,0.43149295449256897,0.30616849660873413,0.1019991934299469,0.1869867891073227,0.010555149056017399,0.09561901539564133
",",0.22659391164779663,0.40610817074775696,0.27065619826316833,0.45456063747406006,0.2097204476594925,0.25251123309135437,0.23768073320388794,0.2826121151447296,0.5201468467712402,0.11050146818161011,0.31091248989105225
communications,0.20915256440639496,0.30015867948532104,0.30255770683288574,0.2137834131717682,0.25629571080207825,0.43149295449256897,0.30616849660873413,0.1019991934299469,0.1869867891073227,0.010555149056017399,0.09561901539564133
resources,0.23077203333377838,0.2922917604446411,0.19944429397583008,0.14124581217765808,0.12427710741758347,0.10382190346717834,0.30892202258110046,0.15285314619541168,0.2161814570426941,-0.060715943574905396,0.26047492027282715
