,where,was,super,bowl,50,held,?
the,0.5003893971443176,0.48711544275283813,0.21959073841571808,0.21576224267482758,0.03602437674999237,0.32185450196266174,0.22068053483963013
game,0.21889865398406982,0.2568269371986389,0.3480181396007538,0.2413962334394455,0.012895043939352036,0.172162726521492,0.1829071193933487
was,0.20731619000434875,1.0000001192092896,0.21420986950397491,0.21915455162525177,-0.0011744623770937324,0.30231067538261414,0.18412111699581146
played,0.20490321516990662,0.3139837682247162,0.21511296927928925,0.19033360481262207,0.014823445118963718,0.3098863363265991,0.14096300303936005
on,0.37630224227905273,0.3909217119216919,0.1569211632013321,0.1334993690252304,0.05590687692165375,0.2410694807767868,0.2714994251728058
february,0.18131472170352936,0.446986585855484,0.11098520457744598,0.14879822731018066,-0.03776301443576813,0.19389818608760834,0.29594847559928894
7,-0.1895010620355606,0.002381215337663889,-0.11163666844367981,-0.12705844640731812,-0.104477159678936,-0.09410477429628372,-0.15092156827449799
",",0.3149496018886566,0.45456063747406006,0.22322475910186768,0.1810409277677536,-0.025195008143782616,0.2880980372428894,0.31091248989105225
2016,0.12818120419979095,-0.009529631584882736,-0.016256341710686684,0.014497322961688042,-0.04264228418469429,0.048715416342020035,-0.12147852033376694
",",0.3149496018886566,0.45456063747406006,0.22322475910186768,0.1810409277677536,-0.025195008143782616,0.2880980372428894,0.31091248989105225
at,0.4402937591075897,0.36707764863967896,0.11449114978313446,0.2709662914276123,-0.018447641283273697,0.3822793960571289,0.21978627145290375
levi,0.09324512630701065,0.22001278400421143,0.08340612053871155,0.1602962166070938,-0.008762326091527939,0.163685604929924,0.09252339601516724
's,0.0007701900321990252,0.008974763564765453,0.09726737439632416,-0.02838491089642048,-0.01041578408330679,0.02657921425998211,-0.023395681753754616
stadium,0.16970740258693695,0.20318599045276642,0.1715150624513626,0.25985562801361084,0.0706227570772171,0.24142779409885406,0.07579939067363739
in,0.5344807505607605,0.45514053106307983,0.18576006591320038,0.17236235737800598,0.021892361342906952,0.3127288818359375,0.20430970191955566
the,0.5003893971443176,0.48711544275283813,0.21959073841571808,0.21576224267482758,0.03602437674999237,0.32185450196266174,0.22068053483963013
san,0.23934276401996613,0.2675222158432007,0.15279507637023926,0.18508543074131012,0.02022494748234749,0.1226641833782196,0.10952327400445938
francisco,0.17644990980625153,0.24025709927082062,0.1658499836921692,0.20152677595615387,-0.012375159189105034,0.12840238213539124,0.1020219698548317
bay,0.1647798866033554,0.18626409769058228,0.12241406738758087,0.1972428411245346,-0.04651472717523575,0.1768934279680252,0.10773546993732452
area,0.3338260352611542,0.24981513619422913,0.09147491306066513,0.19680163264274597,0.004881815519183874,0.21001197397708893,0.12640461325645447
at,0.4402937591075897,0.36707764863967896,0.11449114978313446,0.2709662914276123,-0.018447641283273697,0.3822793960571289,0.21978627145290375
santa,0.18257969617843628,0.21287554502487183,0.13846853375434875,0.1749918907880783,-0.04490520805120468,0.07573947310447693,0.17321589589118958
clara,0.1621541678905487,0.20408111810684204,0.14021645486354828,0.06447336077690125,-0.020092638209462166,0.078465536236763,0.11961202323436737
",",0.3149496018886566,0.45456063747406006,0.22322475910186768,0.1810409277677536,-0.025195008143782616,0.2880980372428894,0.31091248989105225
california,0.21259644627571106,0.262346476316452,0.15213294327259064,0.22235432267189026,-0.060681313276290894,0.17937809228897095,0.1409905105829239
.,0.41390106081962585,0.40146201848983765,0.2757420241832733,0.21516893804073334,0.04325474053621292,0.2628571093082428,0.4130953550338745
