,in,what,year,was,the,battle,that,resulted,from,a,confederate,cavalry,unit,attacking,a,union,expedition,?
in,1.0,0.30808621644973755,0.3359307050704956,0.45514053106307983,0.6662389636039734,0.24353940784931183,0.435920387506485,0.3197503983974457,0.4274188280105591,0.539380669593811,0.21407538652420044,0.19365209341049194,0.21935637295246124,0.25919467210769653,0.539380669593811,0.22726479172706604,0.19481515884399414,0.20430970191955566
march,0.29730337858200073,0.20529508590698242,0.27447643876075745,0.4297752380371094,0.2680487632751465,0.17706790566444397,0.20178008079528809,0.13513582944869995,0.23610013723373413,0.23374363780021667,0.24737539887428284,0.08689948171377182,0.15039654076099396,0.1377210170030594,0.23374363780021667,0.20455466210842133,0.2159934937953949,0.2802562415599823
1864,0.0003507660294417292,0.12873968482017517,0.03943844884634018,-0.002733230357989669,0.08191413432359695,0.03670267015695572,0.12101929634809494,-0.011229140684008598,0.09052252024412155,0.08115020394325256,0.02548130974173546,0.008314890787005424,-0.04893992841243744,0.12019209563732147,0.08115020394325256,0.0046144891530275345,-0.08570435643196106,0.1412568986415863
a,0.539380669593811,0.3320399522781372,0.29350247979164124,0.4508470594882965,0.5829201340675354,0.1176733672618866,0.47537946701049805,0.2727489173412323,0.322764128446579,1.0,0.1889156848192215,0.18496377766132355,0.26746660470962524,0.27435624599456787,1.0,0.18140026926994324,0.15557065606117249,0.23916715383529663
confederate,0.21407538652420044,0.1444343775510788,0.12613342702388763,0.2674351930618286,0.24595312774181366,0.4085182547569275,0.20217256247997284,0.23242829740047455,0.1544688194990158,0.1889156848192215,1.0,0.5275999307632446,0.18518641591072083,0.33329716324806213,0.1889156848192215,0.4943378269672394,0.3194124698638916,0.15273870527744293
cavalry,0.19365209341049194,0.19119445979595184,0.1004883199930191,0.19182832539081573,0.2398451566696167,0.36089685559272766,0.14543119072914124,0.2025294303894043,0.16382460296154022,0.18496377766132355,0.5275999307632446,1.0000001192092896,0.24319244921207428,0.3126641809940338,0.18496377766132355,0.3276321589946747,0.3322283923625946,0.17862899601459503
confronted,0.20542937517166138,0.21653518080711365,0.10852599143981934,0.1651218682527542,0.22254350781440735,0.285645067691803,0.28214508295059204,0.2808554172515869,0.1657206416130066,0.1633298248052597,0.19002242386341095,0.1754847764968872,0.03523028641939163,0.3311905264854431,0.1633298248052597,0.105068139731884,0.25585731863975525,0.15124325454235077
a,0.539380669593811,0.3320399522781372,0.29350247979164124,0.4508470594882965,0.5829201340675354,0.1176733672618866,0.47537946701049805,0.2727489173412323,0.322764128446579,1.0,0.1889156848192215,0.18496377766132355,0.26746660470962524,0.27435624599456787,1.0,0.18140026926994324,0.15557065606117249,0.23916715383529663
union,0.22726479172706604,0.1396910548210144,0.10956501960754395,0.23276571929454803,0.24421639740467072,0.22924955189228058,0.17320044338703156,0.25378814339637756,0.19356246292591095,0.18140026926994324,0.4943378269672394,0.3276321589946747,0.1854410320520401,0.24760936200618744,0.18140026926994324,0.9999999403953552,0.1999797523021698,0.07797172665596008
expedition,0.19481515884399414,0.19300568103790283,0.20637860894203186,0.2416619211435318,0.26213887333869934,0.2515210211277008,0.17702549695968628,0.2137947827577591,0.17816905677318573,0.15557065606117249,0.3194124698638916,0.3322283923625946,0.14560085535049438,0.23694844543933868,0.15557065606117249,0.1999797523021698,1.0000001192092896,0.10355690121650696
