,what,river,runs,alongside,jacksonville,?
jacksonville,0.14578714966773987,0.1921202689409256,0.14282870292663574,0.17189724743366241,1.0000001192092896,0.1359667330980301
is,0.28837618231773376,0.20670881867408752,0.30176323652267456,0.16038712859153748,0.1726600080728531,0.22961433231830597
in,0.30808621644973755,0.2149806171655655,0.2674408257007599,0.2767621576786041,0.22147351503372192,0.20430970191955566
the,0.42745697498321533,0.2894456386566162,0.30832576751708984,0.2475084811449051,0.2176690250635147,0.22068053483963013
first,0.28086137771606445,0.1314089447259903,0.18863964080810547,0.22780176997184753,0.2168712168931961,0.18701928853988647
coast,0.2200622260570526,0.3161878287792206,0.21759596467018127,0.17427663505077362,0.24648600816726685,0.15869849920272827
region,0.2298986315727234,0.26366138458251953,0.13012643158435822,0.12289558351039886,0.1469353437423706,0.13441751897335052
of,0.33290785551071167,0.19903257489204407,0.22292760014533997,0.23186348378658295,0.23084138333797455,0.1826142966747284
northeast,0.16898538172245026,0.43471759557724,0.1951933652162552,0.13973432779312134,0.27616459131240845,0.07426474988460541
florida,0.14450381696224213,0.15521368384361267,0.11257270723581314,0.12803064286708832,0.568950355052948,0.13469882309436798
and,0.31309178471565247,0.19898422062397003,0.2632412016391754,0.36740177869796753,0.2603762745857239,0.20544172823429108
is,0.28837618231773376,0.20670881867408752,0.30176323652267456,0.16038712859153748,0.1726600080728531,0.22961433231830597
centered,0.24975672364234924,0.16342900693416595,0.13408328592777252,0.20405510067939758,0.20717866718769073,0.17524833977222443
on,0.34226128458976746,0.2033996731042862,0.2395537942647934,0.289996474981308,0.23172973096370697,0.2714994251728058
the,0.42745697498321533,0.2894456386566162,0.30832576751708984,0.2475084811449051,0.2176690250635147,0.22068053483963013
banks,0.11580011993646622,0.45557889342308044,0.15337532758712769,0.16359436511993408,0.16995206475257874,0.11048095673322678
of,0.33290785551071167,0.19903257489204407,0.22292760014533997,0.23186348378658295,0.23084138333797455,0.1826142966747284
the,0.42745697498321533,0.2894456386566162,0.30832576751708984,0.2475084811449051,0.2176690250635147,0.22068053483963013
st.,0.10219959169626236,0.13863743841648102,0.109976626932621,0.18437394499778748,0.1262202113866806,0.13592876493930817
johns,0.14186497032642365,0.28212618827819824,0.13254380226135254,0.17824943363666534,0.325653076171875,0.20295952260494232
river,0.13815869390964508,0.9999999403953552,0.26861149072647095,0.20091111958026886,0.1921202689409256,0.15390869975090027
",",0.3087472915649414,0.26637205481529236,0.22710935771465302,0.2251109927892685,0.2837527096271515,0.31091248989105225
about,0.47976887226104736,0.16182227432727814,0.1950526386499405,0.15562963485717773,0.22591634094715118,0.302409827709198
25,0.12916474044322968,0.011461960151791573,0.01008040364831686,0.040229227393865585,0.1328730434179306,0.09614268690347672
miles,0.1893789917230606,0.3377959132194519,0.27676165103912354,0.1888033002614975,0.32191842794418335,0.09363767504692078
(,0.2411840260028839,0.16287720203399658,0.14261752367019653,0.150399848818779,0.1611778438091278,0.40561532974243164
40,-0.05768606811761856,0.005088952369987965,-0.02768596261739731,0.00675371615216136,-0.046435415744781494,0.010195288807153702
km,0.1805391013622284,0.3918043375015259,0.2751586437225342,0.09935609251260757,0.20656368136405945,0.08180338144302368
),0.26259949803352356,0.16430801153182983,0.141518235206604,0.14113129675388336,0.16729915142059326,0.42300865054130554
south,0.15388517081737518,0.3329494595527649,0.22615154087543488,0.1669693887233734,0.24695053696632385,0.12336621433496475
of,0.33290785551071167,0.19903257489204407,0.22292760014533997,0.23186348378658295,0.23084138333797455,0.1826142966747284
the,0.42745697498321533,0.2894456386566162,0.30832576751708984,0.2475084811449051,0.2176690250635147,0.22068053483963013
georgia,0.2098073810338974,0.08846341818571091,0.09030289202928543,0.15026134252548218,0.44280776381492615,0.14345775544643402
state,0.24273863434791565,0.1753729283809662,0.13201500475406647,0.1363999992609024,0.279419481754303,0.1160883978009224
line,0.2245367169380188,0.18896691501140594,0.24659687280654907,0.17272914946079254,0.17702578008174896,0.16271452605724335
and,0.31309178471565247,0.19898422062397003,0.2632412016391754,0.36740177869796753,0.2603762745857239,0.20544172823429108
about,0.47976887226104736,0.16182227432727814,0.1950526386499405,0.15562963485717773,0.22591634094715118,0.302409827709198
340,0.05224693939089775,0.08374524861574173,-0.017563557252287865,0.009095802903175354,-0.041330333799123764,0.036757875233888626
miles,0.1893789917230606,0.3377959132194519,0.27676165103912354,0.1888033002614975,0.32191842794418335,0.09363767504692078
(,0.2411840260028839,0.16287720203399658,0.14261752367019653,0.150399848818779,0.1611778438091278,0.40561532974243164
550,-0.007361681666225195,0.016849996522068977,-0.024040216580033302,-0.00560905784368515,0.055167846381664276,-0.027806062251329422
km,0.1805391013622284,0.3918043375015259,0.2751586437225342,0.09935609251260757,0.20656368136405945,0.08180338144302368
),0.26259949803352356,0.16430801153182983,0.141518235206604,0.14113129675388336,0.16729915142059326,0.42300865054130554
north,0.18673177063465118,0.3617013692855835,0.195067897439003,0.1892123967409134,0.2838444411754608,0.11829731613397598
of,0.33290785551071167,0.19903257489204407,0.22292760014533997,0.23186348378658295,0.23084138333797455,0.1826142966747284
miami,0.1000966876745224,0.1303035169839859,0.10923970490694046,0.07470762729644775,0.5639681220054626,0.14054250717163086
.,0.3567904531955719,0.21443960070610046,0.2379940003156662,0.23576749861240387,0.2843366861343384,0.4130953550338745
