,all,clergy,appointments,are,made,for,how,long,?
while,0.3794350028038025,0.15853969752788544,0.21093769371509552,0.34230953454971313,0.24911803007125854,0.4232339859008789,0.2918691337108612,0.2932010889053345,0.21076419949531555
an,0.1916661262512207,0.1369161158800125,0.16084612905979156,0.1556541919708252,0.2376096546649933,0.3236706852912903,0.2520636022090912,0.22368325293064117,0.19793890416622162
appointment,0.21258114278316498,0.3847981095314026,0.9044945240020752,0.07746365666389465,0.19582371413707733,0.26162248849868774,0.17161579430103302,0.15619142353534698,0.16662907600402832
is,0.2553904056549072,0.14745484292507172,0.0920238122344017,0.5330929756164551,0.29543453454971313,0.43268078565597534,0.22544461488723755,0.28473302721977234,0.22961433231830597
made,0.2936793267726898,0.17627297341823578,0.25976842641830444,0.2941095530986786,1.0,0.3147922456264496,0.2655200958251953,0.22723093628883362,0.17218779027462006
one,0.4628787636756897,0.15167371928691864,0.18681666254997253,0.42537835240364075,0.3043140470981598,0.384836345911026,0.3213292360305786,0.3024393320083618,0.2673267424106598
year,0.2920427918434143,0.12137246876955032,0.23795612156391144,0.1750577986240387,0.13611415028572083,0.29294124245643616,0.19631797075271606,0.21031582355499268,0.18315006792545319
at,0.3001944422721863,0.14042507112026215,0.20961178839206696,0.2074895054101944,0.20185844600200653,0.34237727522850037,0.2154216170310974,0.2525537312030792,0.21978627145290375
a,0.2696802616119385,0.19379808008670807,0.17734165489673615,0.265255331993103,0.3180864453315735,0.44038116931915283,0.29312583804130554,0.3795371353626251,0.23916715383529663
time,0.4175976812839508,0.1765943318605423,0.24859966337680817,0.24188680946826935,0.25157099962234497,0.3992156386375427,0.35346719622612,0.3612262010574341,0.27391523122787476
",",0.425624817609787,0.17161379754543304,0.2766500413417816,0.4062570035457611,0.32507219910621643,0.4464869201183319,0.22659391164779663,0.3431144952774048,0.31091248989105225
it,0.36125609278678894,0.16907495260238647,0.1818113625049591,0.3617996573448181,0.3944323658943176,0.32171204686164856,0.36714982986450195,0.34568047523498535,0.25732165575027466
is,0.2553904056549072,0.14745484292507172,0.0920238122344017,0.5330929756164551,0.29543453454971313,0.43268078565597534,0.22544461488723755,0.28473302721977234,0.22961433231830597
most,0.5116150975227356,0.2125934213399887,0.18053333461284637,0.48698675632476807,0.3095383644104004,0.3906237483024597,0.311336874961853,0.26111042499542236,0.2107497900724411
common,0.246805801987648,0.14487746357917786,0.12756063044071198,0.3463647663593292,0.1798669844865799,0.25494384765625,0.17140580713748932,0.24444225430488586,0.20434872806072235
for,0.41144001483917236,0.15482059121131897,0.2501622438430786,0.3895993232727051,0.3147922456264496,0.9999999403953552,0.3308170735836029,0.2547193765640259,0.264628142118454
an,0.1916661262512207,0.1369161158800125,0.16084612905979156,0.1556541919708252,0.2376096546649933,0.3236706852912903,0.2520636022090912,0.22368325293064117,0.19793890416622162
appointment,0.21258114278316498,0.3847981095314026,0.9044945240020752,0.07746365666389465,0.19582371413707733,0.26162248849868774,0.17161579430103302,0.15619142353534698,0.16662907600402832
to,0.42520734667778015,0.19316771626472473,0.25440627336502075,0.3504326641559601,0.3377571105957031,0.4451248347759247,0.44169697165489197,0.30218687653541565,0.29463258385658264
be,0.42151448130607605,0.22682338953018188,0.2267555445432663,0.5556803941726685,0.42541688680648804,0.3801851272583008,0.4158933162689209,0.2658098042011261,0.3324260413646698
continued,0.18342339992523193,0.18350228667259216,0.26972776651382446,0.12421739101409912,0.25691893696784973,0.2205924689769745,0.18852750957012177,0.20444929599761963,0.10404038429260254
for,0.41144001483917236,0.15482059121131897,0.2501622438430786,0.3895993232727051,0.3147922456264496,0.9999999403953552,0.3308170735836029,0.2547193765640259,0.264628142118454
multiple,0.30568230152130127,0.15334850549697876,0.15262310206890106,0.2621883153915405,0.10475539416074753,0.25015708804130554,0.2151651531457901,0.21753473579883575,0.1591399908065796
years,0.26454147696495056,0.12387734651565552,0.25215572118759155,0.17491404712200165,0.20303750038146973,0.2878222167491913,0.21949264407157898,0.34739476442337036,0.1914375126361847
.,0.43406882882118225,0.17912207543849945,0.23244425654411316,0.3452940285205841,0.4032190144062042,0.4726039469242096,0.3287222981452942,0.3247973620891571,0.4130953550338745
