,why,was,old,oil,withdrawn,from,the,market,?
price,0.10916681587696075,0.2517668902873993,0.08051598072052002,0.3166557550430298,0.1856197714805603,0.1435108780860901,0.22636492550373077,0.4444443881511688,0.14631175994873047
controls,0.20683445036411285,0.18410027027130127,0.12541881203651428,0.11178780347108841,0.10887941718101501,0.1765017956495285,0.33783647418022156,0.2291172444820404,0.11236714571714401
exacerbated,0.2762751877307892,0.25832200050354004,0.2219211310148239,0.20709110796451569,0.2428099364042282,0.2878699004650116,0.33966222405433655,0.1992136687040329,0.23153939843177795
the,0.30742117762565613,0.48711544275283813,0.31849798560142517,0.21849922835826874,0.24609965085983276,0.40150508284568787,1.0,0.2041238248348236,0.22068053483963013
crisis,0.18682779371738434,0.20050278306007385,0.07533333450555801,0.2694509029388428,0.21575424075126648,0.1873762011528015,0.263981431722641,0.21519477665424347,0.17902959883213043
in,0.23227278888225555,0.45514053106307983,0.2865324318408966,0.21800900995731354,0.1995863914489746,0.4274188280105591,0.6662389636039734,0.27003997564315796,0.20430970191955566
the,0.30742117762565613,0.48711544275283813,0.31849798560142517,0.21849922835826874,0.24609965085983276,0.40150508284568787,1.0,0.2041238248348236,0.22068053483963013
us,0.2816409468650818,0.19898231327533722,0.16720406711101532,0.20205363631248474,0.1701902598142624,0.24183706939220428,0.25727739930152893,0.13814043998718262,0.2742428481578827
.,0.32909876108169556,0.40146201848983765,0.32390445470809937,0.22117017209529877,0.24099306762218475,0.41536515951156616,0.5934505462646484,0.19660170376300812,0.4130953550338745
,why,was,old,oil,withdrawn,from,the,market,?
the,0.30742117762565613,0.48711544275283813,0.31849798560142517,0.21849922835826874,0.24609965085983276,0.40150508284568787,1.0,0.2041238248348236,0.22068053483963013
rule,0.2631331980228424,0.19895824790000916,0.1738595813512802,0.08718397468328476,0.14637424051761627,0.17678074538707733,0.29894936084747314,0.11146033555269241,0.1955260932445526
had,0.24633871018886566,0.5927209258079529,0.23504669964313507,0.1329135298728943,0.23472510278224945,0.3075238764286041,0.3875846862792969,0.1694093942642212,0.20728366076946259
been,0.3097085654735565,0.518218457698822,0.26078689098358154,0.1410050392150879,0.3110075891017914,0.27624839544296265,0.3563927710056305,0.16062143445014954,0.24354910850524902
intended,0.3107491433620453,0.2740823030471802,0.09563301503658295,0.1104973629117012,0.17556793987751007,0.1919168382883072,0.29853108525276184,0.21331460773944855,0.21823447942733765
to,0.4100138247013092,0.3636345863342285,0.2412436157464981,0.1619214415550232,0.2301529198884964,0.4069952368736267,0.535392165184021,0.23798635601997375,0.29463258385658264
promote,0.25496742129325867,0.23078159987926483,0.03813783451914787,0.11720854043960571,0.2583867013454437,0.21882764995098114,0.2408624291419983,0.2604700028896332,0.23677967488765717
oil,0.20345439016819,0.15102124214172363,0.10463039577007294,1.0,0.09983569383621216,0.22372330725193024,0.21849922835826874,0.22471460700035095,0.14867261052131653
exploration,0.2373274266719818,0.23681795597076416,0.1265752613544464,0.2649386525154114,0.1967308521270752,0.17970269918441772,0.3181801736354828,0.20666663348674774,0.13539034128189087
.,0.32909876108169556,0.40146201848983765,0.32390445470809937,0.22117017209529877,0.24099306762218475,0.41536515951156616,0.5934505462646484,0.19660170376300812,0.4130953550338745
,why,was,old,oil,withdrawn,from,the,market,?
the,0.30742117762565613,0.48711544275283813,0.31849798560142517,0.21849922835826874,0.24609965085983276,0.40150508284568787,1.0,0.2041238248348236,0.22068053483963013
rule,0.2631331980228424,0.19895824790000916,0.1738595813512802,0.08718397468328476,0.14637424051761627,0.17678074538707733,0.29894936084747314,0.11146033555269241,0.1955260932445526
also,0.4456408619880676,0.4032125174999237,0.25721925497055054,0.23521269857883453,0.15955080091953278,0.33783096075057983,0.6021018624305725,0.21456167101860046,0.21848613023757935
discouraged,0.31396645307540894,0.193849578499794,0.18960444629192352,0.16493526101112366,0.26311901211738586,0.16492976248264313,0.24951079487800598,0.2106998860836029,0.2894535958766937
development,0.16543743014335632,0.2344081997871399,0.09264467656612396,0.22638873755931854,0.09140416234731674,0.15210078656673431,0.3362044394016266,0.26504749059677124,0.1211358830332756
of,0.28464117646217346,0.4069072902202606,0.30522194504737854,0.22900764644145966,0.15694871544837952,0.4249346852302551,0.733189046382904,0.1694333702325821,0.1826142966747284
alternative,0.18567128479480743,0.2009831666946411,0.15312765538692474,0.13837078213691711,0.16660960018634796,0.17039541900157928,0.24553248286247253,0.19779403507709503,0.22607778012752533
energies,0.24237161874771118,0.13359321653842926,0.045391421765089035,0.21180696785449982,0.11370005458593369,0.1543598622083664,0.2364770919084549,0.2367420196533203,0.20904763042926788
.,0.32909876108169556,0.40146201848983765,0.32390445470809937,0.22117017209529877,0.24099306762218475,0.41536515951156616,0.5934505462646484,0.19660170376300812,0.4130953550338745
