,what,is,a,local,pastor,'s,official,title,?
a,0.3320399522781372,0.658733606338501,1.0,0.2435571700334549,0.1934782862663269,0.04866964742541313,0.19875815510749817,0.23181948065757751,0.23916715383529663
local,0.18981902301311493,0.13173899054527283,0.2435571700334549,1.0,0.18587452173233032,0.027985693886876106,0.18182231485843658,0.2300100326538086,0.15022775530815125
pastor,0.14023858308792114,0.1462482511997223,0.1934782862663269,0.18587452173233032,0.9999999403953552,0.004898123908787966,0.18710631132125854,0.13336873054504395,0.1683567762374878
's,0.02692362666130066,0.02396530658006668,0.04866964742541313,0.027985693886876106,0.004898123908787966,0.9999999403953552,0.0002636060817167163,-0.01928652636706829,-0.023395681753754616
official,0.18967986106872559,0.21236078441143036,0.19875815510749817,0.18182231485843658,0.18710631132125854,0.0002636060817167163,1.0,0.18273383378982544,0.18097688257694244
title,0.205022931098938,0.17983698844909668,0.23181948065757751,0.2300100326538086,0.13336873054504395,-0.01928652636706829,0.18273383378982544,0.9999999403953552,0.34551161527633667
is,0.28837618231773376,1.0,0.658733606338501,0.13173899054527283,0.1462482511997223,0.02396530658006668,0.21236078441143036,0.17983698844909668,0.22961433231830597
'licensed,0.19957537949085236,0.13110366463661194,0.15882375836372375,0.21713793277740479,0.17512886226177216,0.013302261009812355,0.19650952517986298,0.19170089066028595,0.15993662178516388
local,0.18981902301311493,0.13173899054527283,0.2435571700334549,1.0,0.18587452173233032,0.027985693886876106,0.18182231485843658,0.2300100326538086,0.15022775530815125
pastor,0.14023858308792114,0.1462482511997223,0.1934782862663269,0.18587452173233032,0.9999999403953552,0.004898123908787966,0.18710631132125854,0.13336873054504395,0.1683567762374878
',0.3245812654495239,0.5508411526679993,0.48837921023368835,0.1711338311433792,0.20057742297649384,0.07651367038488388,0.29566490650177,0.24944783747196198,0.330942302942276
and,0.31309178471565247,0.3859752118587494,0.3739250600337982,0.2468787580728531,0.19818736612796783,0.06895173341035843,0.15831619501113892,0.20763245224952698,0.20544172823429108
is,0.28837618231773376,1.0,0.658733606338501,0.13173899054527283,0.1462482511997223,0.02396530658006668,0.21236078441143036,0.17983698844909668,0.22961433231830597
appointed,0.1642993837594986,0.10446545481681824,0.18327824771404266,0.195188507437706,0.23876449465751648,-0.07290255278348923,0.28199273347854614,0.22596009075641632,0.13895352184772491
as,0.31749409437179565,0.43216490745544434,0.39550232887268066,0.21087346971035004,0.22199061512947083,-0.05775856226682663,0.21676523983478546,0.2520829439163208,0.27043893933296204
clergy,0.21005667746067047,0.14745484292507172,0.19379808008670807,0.2165326178073883,0.30047282576560974,-0.03667555749416351,0.207761749625206,0.12154513597488403,0.14422976970672607
to,0.455847829580307,0.42745086550712585,0.45503583550453186,0.2207600325345993,0.1851397007703781,0.03782717138528824,0.18259026110172272,0.24913249909877777,0.29463258385658264
the,0.42745697498321533,0.5823672413825989,0.5829201340675354,0.2130540907382965,0.13653714954853058,-0.01540423184633255,0.3133983910083771,0.27465343475341797,0.22068053483963013
local,0.18981902301311493,0.13173899054527283,0.2435571700334549,1.0,0.18587452173233032,0.027985693886876106,0.18182231485843658,0.2300100326538086,0.15022775530815125
church,0.1944202184677124,0.203276589512825,0.19588641822338104,0.2117328941822052,0.44673746824264526,0.023664841428399086,0.18924258649349213,0.1188686266541481,0.18081501126289368
where,0.4457937180995941,0.3586711287498474,0.40997210144996643,0.2570968568325043,0.1468554437160492,0.0007701900321990252,0.20930495858192444,0.1841411292552948,0.24793872237205505
they,0.4431931674480438,0.330102801322937,0.3528250455856323,0.21770167350769043,0.13822788000106812,0.03738465905189514,0.13143111765384674,0.14980316162109375,0.2753053903579712
preach,0.28994831442832947,0.15301606059074402,0.17331305146217346,0.16266390681266785,0.4979514479637146,0.011439544148743153,0.1719708889722824,0.1283114105463028,0.24534663558006287
",",0.3087472915649414,0.4691906273365021,0.427140474319458,0.20673875510692596,0.25443756580352783,-0.0016132977325469255,0.2088543325662613,0.2202284336090088,0.31091248989105225
conduct,0.2088276445865631,0.1898777037858963,0.2023347169160843,0.10372234880924225,0.132565438747406,-0.06026783585548401,0.12440765649080276,0.12194166332483292,0.10856030136346817
divine,0.2493596225976944,0.2352444976568222,0.21749000251293182,0.10211008787155151,0.22927197813987732,0.05870935320854187,0.17804329097270966,0.24726326763629913,0.17546041309833527
worship,0.2504543364048004,0.1940333992242813,0.20819522440433502,0.20354506373405457,0.36380958557128906,0.07357840240001678,0.15376412868499756,0.1811680942773819,0.17813213169574738
and,0.31309178471565247,0.3859752118587494,0.3739250600337982,0.2468787580728531,0.19818736612796783,0.06895173341035843,0.15831619501113892,0.20763245224952698,0.20544172823429108
perform,0.22104133665561676,0.1837693303823471,0.219420924782753,0.13475143909454346,0.16296491026878357,0.05109168589115143,0.10678046196699142,0.14049239456653595,0.13460582494735718
the,0.42745697498321533,0.5823672413825989,0.5829201340675354,0.2130540907382965,0.13653714954853058,-0.01540423184633255,0.3133983910083771,0.27465343475341797,0.22068053483963013
regular,0.224887877702713,0.18558871746063232,0.313107967376709,0.25256359577178955,0.10244952142238617,0.04493177309632301,0.1125372052192688,0.18414990603923798,0.18334713578224182
duties,0.24567478895187378,0.09745725989341736,0.1599000096321106,0.159277081489563,0.2409065216779709,-0.02254665456712246,0.18318502604961395,0.21880581974983215,0.1655227392911911
of,0.33290785551071167,0.4854315221309662,0.5052502155303955,0.20668989419937134,0.173655703663826,-0.03817026689648628,0.2864961326122284,0.18969319760799408,0.1826142966747284
a,0.3320399522781372,0.658733606338501,1.0,0.2435571700334549,0.1934782862663269,0.04866964742541313,0.19875815510749817,0.23181948065757751,0.23916715383529663
pastor,0.14023858308792114,0.1462482511997223,0.1934782862663269,0.18587452173233032,0.9999999403953552,0.004898123908787966,0.18710631132125854,0.13336873054504395,0.1683567762374878
.,0.3567904531955719,0.4569662809371948,0.50484299659729,0.26217252016067505,0.21953769028186798,-0.003708066651597619,0.2367454320192337,0.26782113313674927,0.4130953550338745
