,bqp,and,qma,are,examples,of,complexity,classes,most,commonly,associated,with,what,type,of,turing,machine,?
other,0.18376289308071136,0.5504306554794312,0.21013684570789337,0.5932393670082092,0.4480701982975006,0.38583824038505554,0.25132685899734497,0.2835449278354645,0.4585079252719879,0.2598826587200165,0.3474738299846649,0.44086363911628723,0.341873437166214,0.2522227168083191,0.38583824038505554,0.2517542541027069,0.19610333442687988,0.24682199954986572
important,0.16359595954418182,0.37549954652786255,0.13199405372142792,0.33294984698295593,0.3066469132900238,0.43301743268966675,0.25560009479522705,0.2101818472146988,0.5079463124275208,0.2651229798793793,0.268383264541626,0.2211170494556427,0.31164905428886414,0.215251624584198,0.43301743268966675,0.24033088982105255,0.14287762343883514,0.17812499403953552
complexity,0.24594111740589142,0.2520415782928467,0.22094041109085083,0.27680158615112305,0.3772682845592499,0.23338180780410767,1.0,0.29931116104125977,0.22505328059196472,0.22764980792999268,0.25809261202812195,0.2387731969356537,0.33747240900993347,0.20110034942626953,0.23338180780410767,0.41919052600860596,0.26296544075012207,0.23062916100025177
classes,0.16549146175384521,0.2892279624938965,0.20371733605861664,0.2913099527359009,0.32780721783638,0.19099700450897217,0.29931116104125977,1.0000001192092896,0.21616819500923157,0.1464134007692337,0.16556590795516968,0.19796571135520935,0.20746955275535583,0.29090338945388794,0.19099700450897217,0.17569570243358612,0.2148621827363968,0.14397528767585754
include,0.12786796689033508,0.3915219306945801,0.15135446190834045,0.5140694975852966,0.554942786693573,0.37431180477142334,0.18483740091323853,0.19221808016300201,0.4370215833187103,0.3164950907230377,0.2688739001750946,0.3391835689544678,0.1535889357328415,0.20810997486114502,0.37431180477142334,0.15604978799819946,0.08567648380994797,0.14925788342952728
bpp,0.25448328256607056,0.20719078183174133,0.24695220589637756,0.15940234065055847,0.1464790552854538,0.08372394740581512,0.29234030842781067,0.18848758935928345,0.17209166288375854,0.14720280468463898,0.19569751620292664,0.15041351318359375,0.13434776663780212,0.15956000983715057,0.08372394740581512,0.14076921343803406,0.22712485492229462,0.22042737901210785
",",0.1596367508172989,0.6633074283599854,0.26072943210601807,0.4062570035457611,0.2687304615974426,0.4946078956127167,0.27822354435920715,0.26848307251930237,0.3636029064655304,0.27548834681510925,0.27184680104255676,0.4120737314224243,0.3087472915649414,0.1804078221321106,0.4946078956127167,0.2807261645793915,0.21841607987880707,0.31091248989105225
zpp,0.31477394700050354,0.22867411375045776,0.2095392644405365,0.1125505343079567,0.042918719351291656,0.14227162301540375,0.2229839712381363,0.1275579184293747,0.14324933290481567,0.12172967940568924,0.10304339230060577,0.14116300642490387,0.10799464583396912,0.10588160157203674,0.14227162301540375,0.21430617570877075,0.27081719040870667,0.23891094326972961
and,0.19487349689006805,1.0,0.17966698110103607,0.48576638102531433,0.35639533400535583,0.5116966962814331,0.2520415782928467,0.2892279624938965,0.4309377074241638,0.2290310114622116,0.30157923698425293,0.5477725267410278,0.31309178471565247,0.16898801922798157,0.5116966962814331,0.22459711134433746,0.20538194477558136,0.20544172823429108
rp,0.1870945692062378,0.12939013540744781,0.18944986164569855,0.13450632989406586,0.1334688514471054,0.1248948872089386,0.22844357788562775,0.0821826159954071,0.1180974617600441,0.048767466098070145,0.04800312966108322,0.13429546356201172,0.2636401355266571,0.14856748282909393,0.1248948872089386,0.19305098056793213,0.22613133490085602,0.28526240587234497
",",0.1596367508172989,0.6633074283599854,0.26072943210601807,0.4062570035457611,0.2687304615974426,0.4946078956127167,0.27822354435920715,0.26848307251930237,0.3636029064655304,0.27548834681510925,0.27184680104255676,0.4120737314224243,0.3087472915649414,0.1804078221321106,0.4946078956127167,0.2807261645793915,0.21841607987880707,0.31091248989105225
which,0.2058171033859253,0.506277859210968,0.3023393452167511,0.42922598123550415,0.38271647691726685,0.5011631846427917,0.2941568195819855,0.2896202504634857,0.4637843072414398,0.3553910553455353,0.3083685338497162,0.46403205394744873,0.5261979103088379,0.31462597846984863,0.5011631846427917,0.2775655686855316,0.27888262271881104,0.25814583897590637
are,0.181287482380867,0.48576638102531433,0.14132271707057953,1.0,0.5214043259620667,0.39081433415412903,0.27680158615112305,0.2913099527359009,0.48698675632476807,0.4038049578666687,0.28055059909820557,0.38996943831443787,0.29724663496017456,0.24155041575431824,0.39081433415412903,0.17666763067245483,0.17000128328800201,0.24591213464736938
defined,0.27692902088165283,0.2678177058696747,0.15236946940422058,0.2598877251148224,0.3056606650352478,0.2659633457660675,0.32216620445251465,0.2014472633600235,0.17652170360088348,0.2574748396873474,0.3484164774417877,0.23112677037715912,0.25343453884124756,0.27646204829216003,0.2659633457660675,0.19055604934692383,0.09573116153478622,0.22494901716709137
using,0.19107118248939514,0.33157408237457275,0.1478746384382248,0.3385874032974243,0.37008148431777954,0.24298200011253357,0.2878689169883728,0.20710119605064392,0.25117412209510803,0.3275452256202698,0.17376847565174103,0.3917884826660156,0.27984681725502014,0.26539579033851624,0.24298200011253357,0.2872474789619446,0.3032263517379761,0.2804589569568634
probabilistic,0.277351975440979,0.1855754405260086,0.21939216554164886,0.2588419020175934,0.3141886293888092,0.27044472098350525,0.4460052251815796,0.2366912066936493,0.2646491527557373,0.24644096195697784,0.202032208442688,0.22888845205307007,0.36312082409858704,0.26571527123451233,0.27044472098350525,0.32914790511131287,0.2446131706237793,0.2061566412448883
turing,0.1806178241968155,0.22459711134433746,0.23636570572853088,0.17666763067245483,0.22628818452358246,0.2670239806175232,0.41919052600860596,0.17569570243358612,0.23340554535388947,0.2264614999294281,0.12496623396873474,0.15793664753437042,0.2806522250175476,0.044547878205776215,0.2670239806175232,1.0000001192092896,0.4048772156238556,0.1460462063550949
machines,0.13465480506420135,0.2919604778289795,0.1845434606075287,0.3025093972682953,0.3613598346710205,0.18757474422454834,0.3310573697090149,0.273708313703537,0.28568926453590393,0.22942689061164856,0.14539353549480438,0.1873357594013214,0.25512105226516724,0.19346262514591217,0.18757474422454834,0.4426501989364624,0.7925316095352173,0.17646311223506927
;,0.10651590675115585,0.08403264731168747,0.07761978358030319,0.15315808355808258,0.023555397987365723,0.054534342139959335,0.013201623223721981,0.07329844683408737,0.09552082419395447,0.053477320820093155,0.05939144268631935,0.12944702804088593,0.10986888408660889,-0.004756918177008629,0.054534342139959335,-0.0509064756333828,-0.06011990085244179,0.10349778085947037
ac,0.2617431581020355,0.08613406121730804,0.19979673624038696,0.13838498294353485,0.12420491874217987,0.09591341018676758,0.09365164488554001,0.18887367844581604,0.09630316495895386,0.16660435497760773,0.14298006892204285,0.0663527175784111,0.12080251425504684,0.10836324095726013,0.09591341018676758,0.16126105189323425,0.1115962490439415,0.19071458280086517
and,0.19487349689006805,1.0,0.17966698110103607,0.48576638102531433,0.35639533400535583,0.5116966962814331,0.2520415782928467,0.2892279624938965,0.4309377074241638,0.2290310114622116,0.30157923698425293,0.5477725267410278,0.31309178471565247,0.16898801922798157,0.5116966962814331,0.22459711134433746,0.20538194477558136,0.20544172823429108
nc,0.15722613036632538,0.11925461143255234,0.20999686419963837,0.13475705683231354,0.1105312630534172,0.1582258641719818,0.1345045417547226,0.14629296958446503,0.1021459698677063,0.15759508311748505,0.1632889211177826,0.06544919312000275,0.15436547994613647,0.11074955761432648,0.1582258641719818,0.050199009478092194,0.050015076994895935,0.1283540427684784
",",0.1596367508172989,0.6633074283599854,0.26072943210601807,0.4062570035457611,0.2687304615974426,0.4946078956127167,0.27822354435920715,0.26848307251930237,0.3636029064655304,0.27548834681510925,0.27184680104255676,0.4120737314224243,0.3087472915649414,0.1804078221321106,0.4946078956127167,0.2807261645793915,0.21841607987880707,0.31091248989105225
which,0.2058171033859253,0.506277859210968,0.3023393452167511,0.42922598123550415,0.38271647691726685,0.5011631846427917,0.2941568195819855,0.2896202504634857,0.4637843072414398,0.3553910553455353,0.3083685338497162,0.46403205394744873,0.5261979103088379,0.31462597846984863,0.5011631846427917,0.2775655686855316,0.27888262271881104,0.25814583897590637
