,what,happened,to,apollo,13,?
five,0.18688078224658966,0.2066681981086731,0.29041585326194763,0.16365860402584076,0.04453936219215393,0.18342848122119904
of,0.33290785551071167,0.30501094460487366,0.41548454761505127,0.1786269098520279,0.019282439723610878,0.1826142966747284
the,0.42745697498321533,0.3589572608470917,0.535392165184021,0.2169172167778015,-0.007407139986753464,0.22068053483963013
remaining,0.21802754700183868,0.1697564572095871,0.3465334177017212,0.1146380603313446,-0.007446847856044769,0.16961920261383057
six,0.1779850870370865,0.24343010783195496,0.2762264311313629,0.13836614787578583,0.012511269189417362,0.15298804640769958
missions,0.21898438036441803,0.19890715181827545,0.29123765230178833,0.3512161374092102,0.11255217343568802,0.21422071754932404
achieved,0.1794850081205368,0.2368507981300354,0.23572973906993866,0.0819864273071289,-0.010091577656567097,0.17008265852928162
successful,0.16902779042720795,0.20773018896579742,0.2317596971988678,0.22294922173023224,0.02515326254069805,0.1132197454571724
landings,0.16291393339633942,0.2146264612674713,0.28488174080848694,0.3129429221153259,0.027428146451711655,0.09511345624923706
",",0.3087472915649414,0.3230119049549103,0.44245919585227966,0.19808128476142883,0.028695285320281982,0.31091248989105225
but,0.5029441118240356,0.39846014976501465,0.5542377829551697,0.16874025762081146,-0.0013970962027087808,0.27921953797340393
the,0.42745697498321533,0.3589572608470917,0.535392165184021,0.2169172167778015,-0.007407139986753464,0.22068053483963013
apollo,0.13561789691448212,0.1382158100605011,0.23190522193908691,0.9999999403953552,0.07126487791538239,0.191528782248497
13,-0.0796622633934021,-0.0006755474605597556,0.05182816833257675,0.07126487791538239,0.9999999403953552,-0.11384815722703934
landing,0.17083740234375,0.21559472382068634,0.27316537499427795,0.3499414920806885,0.029953716322779655,0.11133739352226257
was,0.22111038863658905,0.36671528220176697,0.3636345863342285,0.2306441366672516,0.020193999633193016,0.18412111699581146
prevented,0.237372025847435,0.2899848520755768,0.3122825622558594,0.14044471085071564,0.057322267442941666,0.21836411952972412
by,0.2455483376979828,0.18945316970348358,0.33534231781959534,0.1803566962480545,-0.02290050871670246,0.17966607213020325
an,0.2821882665157318,0.22750021517276764,0.3138085603713989,0.1602039784193039,0.017115678638219833,0.19793890416622162
oxygen,0.16781960427761078,0.16443291306495667,0.24193501472473145,0.21209172904491425,0.050978705286979675,0.16786395013332367
tank,0.125138059258461,0.19062058627605438,0.18151092529296875,0.188320130109787,0.04462570697069168,0.09334904700517654
explosion,0.1955919712781906,0.4342864155769348,0.15860986709594727,0.21421481668949127,0.06328801810741425,0.14159642159938812
in,0.30808621644973755,0.3302023410797119,0.45010748505592346,0.1461767554283142,0.02730540931224823,0.20430970191955566
transit,0.2244526743888855,0.20198093354701996,0.18933601677417755,0.1611596643924713,-0.062412653118371964,0.186569482088089
to,0.455847829580307,0.2299996316432953,1.0,0.23190522193908691,0.05182816833257675,0.29463258385658264
the,0.42745697498321533,0.3589572608470917,0.535392165184021,0.2169172167778015,-0.007407139986753464,0.22068053483963013
moon,0.15898863971233368,0.1053660586476326,0.17707908153533936,0.512973427772522,0.10748929530382156,0.1442703753709793
",",0.3087472915649414,0.3230119049549103,0.44245919585227966,0.19808128476142883,0.028695285320281982,0.31091248989105225
which,0.5261979103088379,0.30552831292152405,0.5345056653022766,0.19047300517559052,0.020414112135767937,0.25814583897590637
disabled,0.16043168306350708,0.16277764737606049,0.20554493367671967,0.15189826488494873,-0.000524443166796118,0.20987746119499207
the,0.42745697498321533,0.3589572608470917,0.535392165184021,0.2169172167778015,-0.007407139986753464,0.22068053483963013
command,0.22732043266296387,0.17872978746891022,0.25119054317474365,0.2812953591346741,0.06242646649479866,0.13402260839939117
spacecraft,0.19567668437957764,0.20116978883743286,0.25703316926956177,0.5222378373146057,0.1078290268778801,0.17708687484264374
's,0.02692362666130066,-0.012165569700300694,0.03782717138528824,-0.020172206684947014,-0.14436520636081696,-0.023395681753754616
propulsion,0.18541935086250305,0.10951817780733109,0.27898555994033813,0.32333579659461975,-0.02085130289196968,0.14722804725170135
and,0.31309178471565247,0.22602374851703644,0.48971283435821533,0.15251155197620392,0.05119633674621582,0.20544172823429108
life,0.24693015217781067,0.22275510430335999,0.24560359120368958,0.20516644418239594,0.01772690750658512,0.21677987277507782
support,0.2797985076904297,0.19558873772621155,0.2742273211479187,0.12172175198793411,-0.050058744847774506,0.22626608610153198
.,0.3567904531955719,0.29012542963027954,0.4645031690597534,0.22384987771511078,0.041442494839429855,0.4130953550338745
