,an,adobe,that,provides,less,utility,to,one,person,than,another,is,an,example,of,reduced,what,?
a,0.44552403688430786,0.20958641171455383,0.47537946701049805,0.3295193016529083,0.3475147485733032,0.25070878863334656,0.45503583550453186,0.4910551905632019,0.4078793525695801,0.3126874566078186,0.6191956996917725,0.658733606338501,0.44552403688430786,0.40234753489494324,0.5052502155303955,0.2214837223291397,0.3320399522781372,0.23916715383529663
house,0.16477175056934357,0.1809653341770172,0.1695767343044281,0.07822904735803604,0.13800248503684998,0.10448680818080902,0.23688754439353943,0.15259309113025665,0.19636835157871246,0.11286365985870361,0.1682969480752945,0.2084006369113922,0.16477175056934357,0.1831550896167755,0.285114049911499,0.11587803065776825,0.200801283121109,0.13736455142498016
that,0.365763783454895,0.23287130892276764,1.0,0.30973124504089355,0.42165717482566833,0.2551223635673523,0.5436353087425232,0.5133185982704163,0.4460006356239319,0.4891277849674225,0.5273378491401672,0.3995479643344879,0.365763783454895,0.429897665977478,0.41498205065727234,0.2702723443508148,0.6297725439071655,0.32716336846351624
provides,0.26938700675964355,0.2850884199142456,0.30973124504089355,1.0000001192092896,0.29249465465545654,0.38208842277526855,0.2667657732963562,0.22601152956485748,0.20393167436122894,0.28919240832328796,0.2608790695667267,0.3195696473121643,0.26938700675964355,0.2527511715888977,0.3119201064109802,0.24275285005569458,0.16175243258476257,0.1500944346189499
less,0.24461770057678223,0.16069316864013672,0.42165717482566833,0.29249465465545654,1.0,0.27270597219467163,0.38397523760795593,0.3586464524269104,0.3185374438762665,0.7410463690757751,0.3433845639228821,0.3123510479927063,0.24461770057678223,0.3392350971698761,0.30836719274520874,0.39392292499542236,0.31119704246520996,0.22418740391731262
utility,0.19497047364711761,0.2917290925979614,0.2551223635673523,0.38208842277526855,0.27270597219467163,1.0,0.19861730933189392,0.21892227232456207,0.21764390170574188,0.25845906138420105,0.20270749926567078,0.18645785748958588,0.19497047364711761,0.3248728811740875,0.2311905026435852,0.2398468554019928,0.170489102602005,0.18713216483592987
to,0.3138085603713989,0.2092275172472,0.5436353087425232,0.2667657732963562,0.38397523760795593,0.19861730933189392,1.0,0.4025384783744812,0.33486208319664,0.3192550539970398,0.48769932985305786,0.42745086550712585,0.3138085603713989,0.3451666533946991,0.41548454761505127,0.23179234564304352,0.455847829580307,0.29463258385658264
a,0.44552403688430786,0.20958641171455383,0.47537946701049805,0.3295193016529083,0.3475147485733032,0.25070878863334656,0.45503583550453186,0.4910551905632019,0.4078793525695801,0.3126874566078186,0.6191956996917725,0.658733606338501,0.44552403688430786,0.40234753489494324,0.5052502155303955,0.2214837223291397,0.3320399522781372,0.23916715383529663
millionaire,0.15775230526924133,0.13448195159435272,0.17453795671463013,0.05489887297153473,0.163138285279274,0.10608571767807007,0.2684379816055298,0.27920109033584595,0.2643813192844391,0.2229010909795761,0.22982966899871826,0.2268466204404831,0.15775230526924133,0.1374087929725647,0.13616830110549927,0.07956773042678833,0.20887447893619537,0.24294789135456085
as,0.37218472361564636,0.17656943202018738,0.4735107421875,0.24570487439632416,0.3253805339336395,0.2827857732772827,0.42092081904411316,0.3954789340496063,0.18760068714618683,0.40532299876213074,0.3282026946544647,0.43216490745544434,0.37218472361564636,0.35903409123420715,0.3886612355709076,0.2285992056131363,0.31749409437179565,0.27043893933296204
a,0.44552403688430786,0.20958641171455383,0.47537946701049805,0.3295193016529083,0.3475147485733032,0.25070878863334656,0.45503583550453186,0.4910551905632019,0.4078793525695801,0.3126874566078186,0.6191956996917725,0.658733606338501,0.44552403688430786,0.40234753489494324,0.5052502155303955,0.2214837223291397,0.3320399522781372,0.23916715383529663
summer,0.08082058280706406,0.1109408363699913,0.20125791430473328,0.11259908974170685,0.20021609961986542,0.040942128747701645,0.23132751882076263,0.18543384969234467,0.09053304046392441,0.19461600482463837,0.13546796143054962,0.17436888813972473,0.08082058280706406,0.13204818964004517,0.2329561412334442,0.20320479571819305,0.16213102638721466,0.11625723540782928
home,0.09444248676300049,0.17840979993343353,0.20047733187675476,0.13091498613357544,0.17329806089401245,0.11689524352550507,0.31056779623031616,0.2382688969373703,0.13559232652187347,0.13694584369659424,0.2011100947856903,0.22316986322402954,0.09444248676300049,0.17387104034423828,0.24402645230293274,0.15995635092258453,0.1608789712190628,0.0757145956158638
than,0.2493579238653183,0.19669391214847565,0.4891277849674225,0.28919240832328796,0.7410463690757751,0.25845906138420105,0.3192550539970398,0.43810948729515076,0.2697990834712982,1.0,0.3526041507720947,0.2839990258216858,0.2493579238653183,0.3422342538833618,0.33036211133003235,0.3444068133831024,0.29388150572776794,0.24917294085025787
it,0.39472338557243347,0.17868614196777344,0.5921133160591125,0.19084374606609344,0.3841782212257385,0.17826521396636963,0.513711154460907,0.4284902811050415,0.35048896074295044,0.3603973984718323,0.42453905940055847,0.6328473687171936,0.39472338557243347,0.33693674206733704,0.38761502504348755,0.22335362434387207,0.45803478360176086,0.25732165575027466
would,0.2650099992752075,0.18860216438770294,0.5895259380340576,0.26857179403305054,0.38992393016815186,0.24135351181030273,0.5965728163719177,0.38529840111732483,0.3100294768810272,0.3915237784385681,0.4498668909072876,0.33626067638397217,0.2650099992752075,0.3423042595386505,0.3353942930698395,0.2455882430076599,0.45766422152519226,0.37178951501846313
to,0.3138085603713989,0.2092275172472,0.5436353087425232,0.2667657732963562,0.38397523760795593,0.19861730933189392,1.0,0.4025384783744812,0.33486208319664,0.3192550539970398,0.48769932985305786,0.42745086550712585,0.3138085603713989,0.3451666533946991,0.41548454761505127,0.23179234564304352,0.455847829580307,0.29463258385658264
a,0.44552403688430786,0.20958641171455383,0.47537946701049805,0.3295193016529083,0.3475147485733032,0.25070878863334656,0.45503583550453186,0.4910551905632019,0.4078793525695801,0.3126874566078186,0.6191956996917725,0.658733606338501,0.44552403688430786,0.40234753489494324,0.5052502155303955,0.2214837223291397,0.3320399522781372,0.23916715383529663
homeless,0.1362481266260147,0.13401934504508972,0.27799084782600403,0.19203919172286987,0.2902389466762543,0.24697379767894745,0.28175073862075806,0.2501212954521179,0.2371131181716919,0.25455543398857117,0.18212264776229858,0.1375599205493927,0.1362481266260147,0.24581417441368103,0.238710418343544,0.18947257101535797,0.23454947769641876,0.17883339524269104
family,0.12101688235998154,0.13919875025749207,0.2221977561712265,0.10509995371103287,0.11441110819578171,0.10747012495994568,0.21285007894039154,0.15982039272785187,0.17182403802871704,0.15531644225120544,0.20674178004264832,0.20392227172851562,0.12101688235998154,0.19305676221847534,0.1893671154975891,0.06531018763780594,0.16391263902187347,0.15222905576229095
of,0.32280945777893066,0.19099420309066772,0.41498205065727234,0.3119201064109802,0.30836719274520874,0.2311905026435852,0.41548454761505127,0.4999135136604309,0.27674683928489685,0.33036211133003235,0.38147079944610596,0.4854315221309662,0.32280945777893066,0.3570667505264282,1.0,0.30275818705558777,0.33290785551071167,0.1826142966747284
five,0.16619600355625153,0.07963576912879944,0.3205110728740692,0.11068550497293472,0.2462197244167328,0.08404252678155899,0.29041585326194763,0.5382834076881409,0.20898783206939697,0.30052000284194946,0.2594965696334839,0.22980348765850067,0.16619600355625153,0.22951196134090424,0.3980514109134674,0.2491578310728073,0.18688078224658966,0.18342848122119904
",",0.3581022024154663,0.1818249523639679,0.4137537479400635,0.20848950743675232,0.28111666440963745,0.22275474667549133,0.44245919585227966,0.3696635365486145,0.2255365252494812,0.3371901512145996,0.3283841907978058,0.4691906273365021,0.3581022024154663,0.3094974756240845,0.4946078956127167,0.19148744642734528,0.3087472915649414,0.31091248989105225
is,0.4654068350791931,0.2064017951488495,0.3995479643344879,0.3195696473121643,0.3123510479927063,0.18645785748958588,0.42745086550712585,0.4544198513031006,0.35233089327812195,0.2839990258216858,0.41278526186943054,1.0,0.4654068350791931,0.36737263202667236,0.4854315221309662,0.17229968309402466,0.28837618231773376,0.22961433231830597
an,1.0,0.19177667796611786,0.365763783454895,0.26938700675964355,0.24461770057678223,0.19497047364711761,0.3138085603713989,0.2829729914665222,0.27271315455436707,0.2493579238653183,0.47266486287117004,0.4654068350791931,1.0,0.3076696991920471,0.32280945777893066,0.16071543097496033,0.2821882665157318,0.19793890416622162
example,0.3076696991920471,0.2655761241912842,0.429897665977478,0.2527511715888977,0.3392350971698761,0.3248728811740875,0.3451666533946991,0.41499486565589905,0.42063167691230774,0.3422342538833618,0.43798014521598816,0.36737263202667236,0.3076696991920471,1.0,0.3570667505264282,0.2357397824525833,0.3456268310546875,0.30374911427497864
of,0.32280945777893066,0.19099420309066772,0.41498205065727234,0.3119201064109802,0.30836719274520874,0.2311905026435852,0.41548454761505127,0.4999135136604309,0.27674683928489685,0.33036211133003235,0.38147079944610596,0.4854315221309662,0.32280945777893066,0.3570667505264282,1.0,0.30275818705558777,0.33290785551071167,0.1826142966747284
reduced,0.16071543097496033,0.15115942060947418,0.2702723443508148,0.24275285005569458,0.39392292499542236,0.2398468554019928,0.23179234564304352,0.2176555097103119,0.09084980189800262,0.3444068133831024,0.20322585105895996,0.17229968309402466,0.16071543097496033,0.2357397824525833,0.30275818705558777,1.0,0.11519023776054382,0.10234767943620682
``,0.03770720958709717,-0.09639398753643036,0.05285148695111275,-0.037543654441833496,0.12711580097675323,-0.06802716106176376,0.06720756739377975,0.1164957657456398,0.0973467007279396,0.12080201506614685,0.06123349070549011,0.058766357600688934,0.03770720958709717,0.17130611836910248,0.06780257821083069,0.05880821496248245,0.008517155423760414,0.0685480609536171
distributive,0.1643257886171341,0.2793124318122864,0.280843585729599,0.34027209877967834,0.21118149161338806,0.30574312806129456,0.2154512256383896,0.2357957512140274,0.16861166059970856,0.2034972906112671,0.1270197480916977,0.2457588165998459,0.1643257886171341,0.24553528428077698,0.2435603141784668,0.1618281900882721,0.1884635090827942,0.13079020380973816
efficiency,0.2183898538351059,0.20045313239097595,0.2549712061882019,0.34420210123062134,0.3742229640483856,0.4277084767818451,0.28056567907333374,0.16019722819328308,0.20919321477413177,0.3303731083869934,0.17061902582645416,0.19588415324687958,0.2183898538351059,0.2981846034526825,0.22438649833202362,0.4060201048851013,0.1758391559123993,0.14680004119873047
'',0.09471100568771362,0.07128400355577469,0.007880004122853279,-0.02412508614361286,-0.0026206099428236485,0.020953195169568062,-0.009905828163027763,0.036477331072092056,0.04217761754989624,0.03252623230218887,0.0015353172784671187,0.0793738141655922,0.09471100568771362,-0.021546287462115288,0.13035868108272552,0.03768150508403778,0.08143015950918198,0.018684765323996544
within,0.180417001247406,0.17070215940475464,0.33798906207084656,0.3337908685207367,0.3275868892669678,0.16418682038784027,0.34980177879333496,0.30873414874076843,0.21251170337200165,0.27742239832878113,0.2561904788017273,0.30135563015937805,0.180417001247406,0.2533930540084839,0.39594778418540955,0.23108205199241638,0.2498195916414261,0.1870293766260147
society,0.17547515034675598,0.12171835452318192,0.23252169787883759,0.21353571116924286,0.18488016724586487,0.1852094531059265,0.20199917256832123,0.14336618781089783,0.2416730374097824,0.1805170476436615,0.15557041764259338,0.15995073318481445,0.17547515034675598,0.21221527457237244,0.23646748065948486,0.06595928221940994,0.23231269419193268,0.1373005360364914
",",0.3581022024154663,0.1818249523639679,0.4137537479400635,0.20848950743675232,0.28111666440963745,0.22275474667549133,0.44245919585227966,0.3696635365486145,0.2255365252494812,0.3371901512145996,0.3283841907978058,0.4691906273365021,0.3581022024154663,0.3094974756240845,0.4946078956127167,0.19148744642734528,0.3087472915649414,0.31091248989105225
that,0.365763783454895,0.23287130892276764,1.0,0.30973124504089355,0.42165717482566833,0.2551223635673523,0.5436353087425232,0.5133185982704163,0.4460006356239319,0.4891277849674225,0.5273378491401672,0.3995479643344879,0.365763783454895,0.429897665977478,0.41498205065727234,0.2702723443508148,0.6297725439071655,0.32716336846351624
decreases,0.22509969770908356,0.15783396363258362,0.29963645339012146,0.27197688817977905,0.4214242696762085,0.22241899371147156,0.27195873856544495,0.20841187238693237,0.29037052392959595,0.3336261510848999,0.21068120002746582,0.232589989900589,0.22509969770908356,0.32535508275032043,0.2883327901363373,0.4871271550655365,0.23214028775691986,0.09293979406356812
marginal,0.22453276813030243,0.12407263368368149,0.3237740099430084,0.2385328859090805,0.3790591359138489,0.276702344417572,0.24389700591564178,0.24849346280097961,0.21252594888210297,0.347152978181839,0.23033824563026428,0.21869365870952606,0.22453276813030243,0.25178471207618713,0.2691383361816406,0.3876425623893738,0.2536638677120209,0.18376903235912323
utility,0.19497047364711761,0.2917290925979614,0.2551223635673523,0.38208842277526855,0.27270597219467163,1.0,0.19861730933189392,0.21892227232456207,0.21764390170574188,0.25845906138420105,0.20270749926567078,0.18645785748958588,0.19497047364711761,0.3248728811740875,0.2311905026435852,0.2398468554019928,0.170489102602005,0.18713216483592987
of,0.32280945777893066,0.19099420309066772,0.41498205065727234,0.3119201064109802,0.30836719274520874,0.2311905026435852,0.41548454761505127,0.4999135136604309,0.27674683928489685,0.33036211133003235,0.38147079944610596,0.4854315221309662,0.32280945777893066,0.3570667505264282,1.0,0.30275818705558777,0.33290785551071167,0.1826142966747284
wealth,0.15013493597507477,0.1705321967601776,0.256238728761673,0.1729138195514679,0.2384086400270462,0.3066713213920593,0.30562296509742737,0.24815486371517181,0.242308109998703,0.22315660119056702,0.1912369579076767,0.19482117891311646,0.15013493597507477,0.18643245100975037,0.27235376834869385,0.24247315526008606,0.2415573000907898,0.1624586433172226
and,0.2838519215583801,0.22082896530628204,0.4731321930885315,0.28077030181884766,0.35327455401420593,0.24678480625152588,0.48971283435821533,0.42438167333602905,0.27333492040634155,0.39361441135406494,0.3214244842529297,0.3859752118587494,0.2838519215583801,0.35305824875831604,0.5116966962814331,0.266709566116333,0.31309178471565247,0.20544172823429108
thus,0.22287912666797638,0.22311142086982727,0.4318928122520447,0.3104448914527893,0.38478827476501465,0.27717503905296326,0.42383262515068054,0.3385889530181885,0.251115620136261,0.3583323061466217,0.3803355395793915,0.244685098528862,0.22287912666797638,0.3014638125896454,0.3487406373023987,0.29686620831489563,0.30745524168014526,0.18769288063049316
the,0.4207492768764496,0.23077596724033356,0.5473989248275757,0.29657405614852905,0.29185041785240173,0.20175418257713318,0.535392165184021,0.5514441132545471,0.3487054407596588,0.3227543234825134,0.5019711852073669,0.5823672413825989,0.4207492768764496,0.3755223751068115,0.733189046382904,0.2897622883319855,0.42745697498321533,0.22068053483963013
sum,0.21254388988018036,0.10467018932104111,0.3294830620288849,0.2556336522102356,0.30329424142837524,0.19142967462539673,0.23063914477825165,0.2616148889064789,0.20933040976524353,0.2449851632118225,0.26600512862205505,0.22143769264221191,0.21254388988018036,0.1827458143234253,0.22365950047969818,0.239946186542511,0.2714475691318512,0.1473705917596817
