,who,edited,tesla,'s,autobiography,?
among,0.32480236887931824,0.11857634782791138,0.1287386268377304,0.01186611782759428,0.1096854880452156,0.14343059062957764
his,0.44966956973075867,0.1679488718509674,0.1580733060836792,0.047556519508361816,0.37030816078186035,0.18075084686279297
books,0.25903794169425964,0.3180747330188751,0.1716867834329605,0.09176487475633621,0.4585672616958618,0.1897611767053604
are,0.27294138073921204,0.12018000334501266,0.11131513863801956,-0.008927806280553341,0.11933419108390808,0.24591213464736938
my,0.2353120893239975,0.2998000681400299,0.20675992965698242,0.11324785649776459,0.3056989908218384,0.4195883572101593
inventions,0.28749290108680725,0.19559364020824432,0.32972049713134766,0.007885277271270752,0.33499011397361755,0.1723206788301468
:,-0.0025186005514115095,-0.08907027542591095,0.0028187385760247707,0.07621461898088455,-0.05946710705757141,-0.07156077772378922
the,0.3733934462070465,0.16830973327159882,0.1324402391910553,-0.01540423184633255,0.13886010646820068,0.22068053483963013
autobiography,0.22039735317230225,0.36472687125205994,0.20598670840263367,0.013968228362500668,1.0,0.20158955454826355
of,0.2827862501144409,0.1953393965959549,0.18837453424930573,-0.03817026689648628,0.17517037689685822,0.1826142966747284
nikola,0.22927239537239075,0.09547841548919678,0.5656248331069946,0.03191572055220604,0.10962419956922531,0.06297405064105988
tesla,0.1520961970090866,0.08409854769706726,0.9999999403953552,0.06449045985937119,0.20598670840263367,0.10250775516033173
",",0.3365725874900818,0.3005019426345825,0.20599327981472015,-0.0016132977325469255,0.24586257338523865,0.31091248989105225
compiled,0.2159479856491089,0.4293099045753479,0.1090022623538971,-0.0411757193505764,0.29060083627700806,0.1853211224079132
and,0.41279885172843933,0.18892063200473785,0.19560420513153076,0.06895173341035843,0.1361943781375885,0.20544172823429108
edited,0.22984923422336578,1.0,0.08409854769706726,-0.06551223248243332,0.36472687125205994,0.2602080702781677
by,0.39727845788002014,0.3205180764198303,0.16513796150684357,-0.010884488001465797,0.18009859323501587,0.17966607213020325
ben,0.2739289402961731,0.13485747575759888,0.054105907678604126,-0.06491056829690933,0.16700996458530426,0.22201596200466156
johnston,0.22623538970947266,0.14799386262893677,0.09274391084909439,0.1074746623635292,0.17955586314201355,0.19271129369735718
;,0.007937713526189327,0.07924753427505493,-0.03835732489824295,0.006909397430717945,-0.019903985783457756,0.10349778085947037
the,0.3733934462070465,0.16830973327159882,0.1324402391910553,-0.01540423184633255,0.13886010646820068,0.22068053483963013
fantastic,0.27691876888275146,0.2463855743408203,0.11004719138145447,0.058429911732673645,0.2884916365146637,0.2584531009197235
inventions,0.28749290108680725,0.19559364020824432,0.32972049713134766,0.007885277271270752,0.33499011397361755,0.1723206788301468
of,0.2827862501144409,0.1953393965959549,0.18837453424930573,-0.03817026689648628,0.17517037689685822,0.1826142966747284
nikola,0.22927239537239075,0.09547841548919678,0.5656248331069946,0.03191572055220604,0.10962419956922531,0.06297405064105988
tesla,0.1520961970090866,0.08409854769706726,0.9999999403953552,0.06449045985937119,0.20598670840263367,0.10250775516033173
",",0.3365725874900818,0.3005019426345825,0.20599327981472015,-0.0016132977325469255,0.24586257338523865,0.31091248989105225
compiled,0.2159479856491089,0.4293099045753479,0.1090022623538971,-0.0411757193505764,0.29060083627700806,0.1853211224079132
and,0.41279885172843933,0.18892063200473785,0.19560420513153076,0.06895173341035843,0.1361943781375885,0.20544172823429108
edited,0.22984923422336578,1.0,0.08409854769706726,-0.06551223248243332,0.36472687125205994,0.2602080702781677
by,0.39727845788002014,0.3205180764198303,0.16513796150684357,-0.010884488001465797,0.18009859323501587,0.17966607213020325
david,0.26544609665870667,0.21619082987308502,0.11058839410543442,-0.00819597952067852,0.22921112179756165,0.04158485680818558
hatcher,0.20603959262371063,0.10701434314250946,0.1288156807422638,-0.0201270692050457,0.18269303441047668,0.19454658031463623
childress,0.3561604619026184,0.2456897646188736,0.16310565173625946,0.03595590963959694,0.28583019971847534,0.20221774280071259
;,0.007937713526189327,0.07924753427505493,-0.03835732489824295,0.006909397430717945,-0.019903985783457756,0.10349778085947037
and,0.41279885172843933,0.18892063200473785,0.19560420513153076,0.06895173341035843,0.1361943781375885,0.20544172823429108
the,0.3733934462070465,0.16830973327159882,0.1324402391910553,-0.01540423184633255,0.13886010646820068,0.22068053483963013
tesla,0.1520961970090866,0.08409854769706726,0.9999999403953552,0.06449045985937119,0.20598670840263367,0.10250775516033173
papers,0.1748751401901245,0.29532575607299805,0.19413265585899353,-0.019950760528445244,0.36176204681396484,0.12157123535871506
.,0.3541337847709656,0.22030365467071533,0.17949827015399933,-0.003708066651597619,0.1875971108675003,0.4130953550338745
