,what,other,two,famous,performers,were,part,of,the,super,bowl,50,halftime,?
the,0.42745697498321533,0.44152235984802246,0.43858039379119873,0.28616565465927124,0.2311975508928299,0.3906462490558624,0.527681291103363,0.733189046382904,1.0,0.21959073841571808,0.21576224267482758,0.03602437674999237,0.31780552864074707,0.22068053483963013
super,0.13651713728904724,0.15647977590560913,0.19097526371479034,0.2126353234052658,0.18863414227962494,0.18743500113487244,0.14509333670139313,0.14718765020370483,0.21959073841571808,1.0000001192092896,0.4848237931728363,0.0833745002746582,0.4056760370731354,0.166326642036438
bowl,0.15942467749118805,0.12835361063480377,0.20622028410434723,0.20125330984592438,0.21752095222473145,0.17085392773151398,0.15861135721206665,0.2243070751428604,0.21576224267482758,0.4848237931728363,1.0,0.005446359980851412,0.4822790324687958,0.21118052303791046
50,-0.04124141484498978,0.0139119578525424,0.019217558205127716,0.020309990271925926,0.04357623681426048,0.025104328989982605,0.018966691568493843,0.006577443331480026,0.03602437674999237,0.0833745002746582,0.005446359980851412,0.9999999403953552,0.010851318016648293,0.030512850731611252
halftime,0.18945850431919098,0.1981584131717682,0.3340820074081421,0.24913844466209412,0.4207268953323364,0.3162761330604553,0.20910288393497467,0.2234645038843155,0.31780552864074707,0.4056760370731354,0.4822790324687958,0.010851318016648293,1.0000001192092896,0.21138669550418854
show,0.29653704166412354,0.2846641540527344,0.2502317726612091,0.1942388117313385,0.358512282371521,0.22895647585391998,0.168179452419281,0.21383242309093475,0.319829523563385,0.16737808287143707,0.19135026633739471,0.13040520250797272,0.3664279878139496,0.2520138621330261
was,0.22111038863658905,0.14651623368263245,0.27166637778282166,0.31606587767601013,0.21132627129554749,0.590133786201477,0.3407018780708313,0.4069072902202606,0.48711544275283813,0.21420986950397491,0.21915455162525177,-0.0011744623770937324,0.3564006984233856,0.18412111699581146
headlined,0.20502004027366638,0.19559912383556366,0.22271615266799927,0.21812301874160767,0.37757447361946106,0.2191377729177475,0.14046768844127655,0.17921726405620575,0.2894550859928131,0.18724042177200317,0.1954048126935959,0.07918412983417511,0.4387337267398834,0.26601076126098633
by,0.2455483376979828,0.3321913778781891,0.33852577209472656,0.24140264093875885,0.21201154589653015,0.4406847059726715,0.28271573781967163,0.3646814823150635,0.4408751428127289,0.15233319997787476,0.12992306053638458,0.03871260583400726,0.3021155297756195,0.17966607213020325
the,0.42745697498321533,0.44152235984802246,0.43858039379119873,0.28616565465927124,0.2311975508928299,0.3906462490558624,0.527681291103363,0.733189046382904,1.0,0.21959073841571808,0.21576224267482758,0.03602437674999237,0.31780552864074707,0.22068053483963013
british,0.19255435466766357,0.20676550269126892,0.2043003886938095,0.23513521254062653,0.18715229630470276,0.27742838859558105,0.19204387068748474,0.23701532185077667,0.28973397612571716,0.09609456360340118,0.07435981184244156,-0.0867072194814682,0.15968884527683258,0.09711728990077972
rock,0.1923677921295166,0.22192974388599396,0.17884407937526703,0.17421656847000122,0.2661331295967102,0.199516162276268,0.18319080770015717,0.2653365731239319,0.23786304891109467,0.1722574681043625,0.18685930967330933,0.09487134218215942,0.4056971073150635,0.13172835111618042
group,0.2114069163799286,0.3767421245574951,0.28780683875083923,0.17667460441589355,0.18941980600357056,0.2810588777065277,0.3254122734069824,0.25542253255844116,0.30795547366142273,0.19919921457767487,0.07137768715620041,0.030915753915905952,0.1973573863506317,0.13827809691429138
